,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
68980,3102,86,17,60,-20,2791,243,208,89,3501,Spruce_Fir
9554,3351,305,19,30,13,2227,163,225,201,1182,Krummholz
15428,3194,114,10,162,13,4231,238,230,121,932,Spruce_Fir
73980,3183,233,14,319,63,5835,196,252,191,3121,Lodgepole_Pine
47943,2713,135,10,268,60,1824,237,236,129,1136,Lodgepole_Pine
88825,3208,72,19,573,132,3121,238,199,84,700,Spruce_Fir
17346,3356,155,20,962,117,2701,239,238,120,2279,Spruce_Fir
33428,3076,248,8,124,9,5600,204,246,180,2269,Lodgepole_Pine
36609,2154,242,27,390,109,430,157,249,221,900,Ponderosa_Pine
62448,3065,2,6,532,66,2789,212,229,154,1981,Lodgepole_Pine
94024,2510,126,10,192,52,927,237,233,126,875,Ponderosa_Pine
87629,2995,32,6,240,23,5210,219,227,145,6302,Spruce_Fir
371,3051,155,4,534,31,4581,224,240,150,1337,Lodgepole_Pine
109798,2750,94,17,180,-28,2023,244,213,93,1022,Lodgepole_Pine
56209,3367,56,9,285,9,1276,226,222,130,3704,Spruce_Fir
101443,3080,288,10,295,85,2584,191,239,188,1652,Lodgepole_Pine
49728,3178,49,18,335,85,3963,225,198,101,2877,Lodgepole_Pine
76036,3313,276,7,641,32,3669,201,242,179,1382,Spruce_Fir
97203,2931,172,2,268,18,3695,220,239,156,4558,Lodgepole_Pine
31110,3031,56,17,382,27,4063,229,203,101,4255,Spruce_Fir
40484,2873,122,7,67,11,3463,233,234,134,3469,Lodgepole_Pine
97783,3155,131,5,256,17,4715,228,237,143,2132,Spruce_Fir
3585,2829,315,13,247,6,3091,184,229,184,2837,Lodgepole_Pine
4403,2926,11,4,30,-2,3587,216,232,153,6288,Lodgepole_Pine
67165,3168,96,7,306,26,3087,232,229,129,4254,Spruce_Fir
80745,3004,47,12,60,-2,2301,224,214,123,4165,Spruce_Fir
82859,2451,43,24,30,9,778,217,181,87,1403,Douglas_fir
37186,3028,227,9,210,21,5622,207,249,178,2010,Lodgepole_Pine
550,3103,83,6,30,-4,1532,229,230,135,531,Spruce_Fir
1976,3390,349,10,870,200,1095,202,223,160,750,Lodgepole_Pine
47723,3074,73,5,134,15,1110,226,230,139,1541,Lodgepole_Pine
15640,2859,315,26,153,57,4680,144,210,201,309,Lodgepole_Pine
62477,3194,97,17,706,258,1230,245,214,93,2365,Lodgepole_Pine
70214,3087,10,12,30,9,832,207,216,145,2498,Spruce_Fir
52901,2401,107,15,277,160,376,245,220,100,1907,Douglas_fir
99748,3212,211,13,384,117,3187,209,252,177,837,Spruce_Fir
50674,2331,2,22,467,231,1116,183,191,141,1310,Ponderosa_Pine
97843,3064,22,16,404,0,3407,208,204,129,2962,Spruce_Fir
17597,3322,109,12,551,127,408,241,226,113,534,Spruce_Fir
29580,2948,344,7,30,0,1926,206,229,162,1500,Spruce_Fir
75330,3083,167,21,295,42,5444,232,242,131,1681,Lodgepole_Pine
108313,2858,66,3,417,49,2029,222,233,147,2139,Lodgepole_Pine
48210,2737,170,10,361,66,2761,227,245,149,1231,Ponderosa_Pine
42734,2972,17,11,60,10,5861,211,216,141,3531,Spruce_Fir
49656,3233,103,21,212,72,1590,249,209,78,2687,Lodgepole_Pine
59334,3121,283,25,553,210,5506,142,231,225,1071,Lodgepole_Pine
47773,3030,300,11,30,6,2955,188,235,188,541,Spruce_Fir
32138,2956,66,6,234,17,2394,227,227,135,2220,Lodgepole_Pine
15039,3198,336,16,750,177,4370,184,217,172,2147,Spruce_Fir
42562,2955,348,15,150,10,5929,192,215,161,3412,Lodgepole_Pine
