,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
33693,2858,345,17,67,14,3267,184,211,164,2506,Lodgepole_Pine
24673,3180,311,24,646,123,210,148,215,204,2014,Lodgepole_Pine
71189,2942,173,18,150,26,5034,228,246,143,4440,Lodgepole_Pine
96173,2926,61,12,240,32,4599,230,214,115,1786,Lodgepole_Pine
12608,2955,47,8,309,55,4643,223,223,135,5588,Lodgepole_Pine
39806,2896,66,24,67,19,4955,235,186,69,182,Lodgepole_Pine
7274,3051,295,19,240,56,2516,162,231,207,1441,Lodgepole_Pine
64442,2929,308,15,418,23,5484,177,229,192,2100,Lodgepole_Pine
35840,3034,33,11,301,30,5196,218,215,132,4375,Aspen
44671,2850,2,6,150,13,3771,211,228,154,6202,Lodgepole_Pine
86854,2506,188,15,85,20,1146,220,250,159,1159,Ponderosa_Pine
39131,2879,20,16,190,24,3208,208,205,131,2356,Lodgepole_Pine
61957,3281,345,11,201,78,4944,197,222,163,67,Spruce_Fir
37891,2975,27,7,0,0,3113,218,225,144,6434,Spruce_Fir
7178,2512,218,14,153,52,916,204,252,182,677,Lodgepole_Pine
107783,3124,83,6,424,58,2395,229,230,135,2536,Lodgepole_Pine
109662,3295,108,24,124,-35,666,252,205,67,3626,Lodgepole_Pine
107185,2906,174,9,210,2,3721,226,245,152,1632,Lodgepole_Pine
71411,3156,63,6,300,17,2268,226,227,135,2424,Douglas_fir
110337,2523,342,5,134,11,234,209,232,161,1637,Douglas_fir
82941,3363,249,3,134,0,2621,212,242,167,601,Krummholz
84257,2764,69,10,433,-20,872,231,221,122,2673,Spruce_Fir
82737,2838,165,15,60,4,1339,232,244,138,2490,Spruce_Fir
46413,3265,336,9,395,96,3585,199,227,167,2753,Spruce_Fir
17193,3257,80,12,446,30,1501,236,219,113,2636,Spruce_Fir
49166,3011,96,11,85,18,3508,237,225,117,5301,Lodgepole_Pine
104732,3352,91,16,162,20,2737,243,214,97,1719,Krummholz
53326,3062,76,15,60,8,1714,237,212,102,3169,Spruce_Fir
50517,2494,45,10,162,21,540,223,218,129,1429,Ponderosa_Pine
73897,3013,78,13,228,15,4329,237,215,106,741,Lodgepole_Pine
6655,2955,100,14,323,55,4648,243,219,102,6373,Lodgepole_Pine
36815,3185,74,9,480,43,3070,231,223,125,4163,Spruce_Fir
22218,2787,106,8,0,0,3654,235,230,127,3059,Krummholz
29143,2548,213,29,134,48,1172,180,252,192,1262,Ponderosa_Pine
81731,3023,120,8,30,1,1489,234,234,132,600,Lodgepole_Pine
619,2217,141,10,180,20,60,235,237,132,242,Ponderosa_Pine
45275,2668,349,2,371,56,934,215,235,158,1121,Lodgepole_Pine
97995,3023,357,9,180,24,2918,205,223,155,1626,Lodgepole_Pine
71992,2844,317,10,67,20,2758,194,231,178,2724,Lodgepole_Pine
47774,2662,77,4,30,2,497,226,231,141,630,Lodgepole_Pine
41120,2894,4,10,895,90,2318,207,220,151,924,Lodgepole_Pine
80353,3140,135,5,60,4,4442,229,238,143,1831,Lodgepole_Pine
25751,3150,265,17,301,40,1282,176,245,208,2577,Spruce_Fir
38328,3392,235,25,319,137,3355,170,252,211,560,Spruce_Fir
52999,2976,106,10,150,20,4165,238,228,120,859,Lodgepole_Pine
26796,3092,119,8,153,17,4498,235,233,129,3144,Spruce_Fir
36715,3194,55,14,30,-3,1556,228,210,112,2793,Spruce_Fir
44843,3037,110,8,95,9,1120,234,231,129,2227,Lodgepole_Pine
43768,3073,260,12,67,3,5960,191,246,194,2497,Spruce_Fir
53904,3163,141,13,180,5,2497,239,236,125,577,Spruce_Fir
80418,3295,96,17,170,32,1146,245,214,92,1198,Spruce_Fir
3723,3106,24,19,283,20,3195,206,195,120,3155,Spruce_Fir
44301,3504,94,22,824,219,2185,248,201,70,1584,Spruce_Fir
46231,2776,222,6,30,6,2527,212,246,171,2003,Lodgepole_Pine
92159,3195,190,18,182,21,618,218,251,161,1218,Spruce_Fir
34554,3185,230,12,212,37,499,201,251,186,793,Lodgepole_Pine
59427,2905,6,9,85,6,1475,210,223,151,1919,Lodgepole_Pine
16934,2578,49,5,382,22,1401,222,229,143,1622,Aspen
