,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
80390,3166,353,10,210,-19,1433,203,223,158,841,Lodgepole_Pine
18070,2184,352,23,85,28,1396,172,193,154,890,Ponderosa_Pine
71714,3018,77,12,297,94,5306,235,217,112,570,Lodgepole_Pine
67416,3038,39,27,201,32,5075,209,169,80,2746,Lodgepole_Pine
97648,2546,3,18,60,16,600,194,204,145,391,Lodgepole_Pine
19801,3334,177,10,351,69,1693,225,246,153,3005,Spruce_Fir
14268,2902,342,7,541,41,2965,206,230,162,3536,Lodgepole_Pine
76629,3274,318,14,573,78,4429,182,226,184,987,Spruce_Fir
37433,2848,222,21,420,153,1323,189,254,195,1484,Lodgepole_Pine
24286,3361,268,8,837,104,947,199,243,184,2233,Spruce_Fir
55224,3192,41,10,190,-9,382,221,218,131,2193,Spruce_Fir
106016,2745,85,8,162,22,2512,232,226,126,6853,Spruce_Fir
74155,2441,49,15,30,-8,1008,225,206,111,1357,Douglas_fir
46195,2672,189,23,67,-13,1766,215,250,157,1130,Lodgepole_Pine
28744,2801,143,23,67,11,4466,245,228,99,4981,Lodgepole_Pine
33949,3315,270,2,466,87,4005,213,240,165,1325,Spruce_Fir
3062,2991,78,14,124,18,1566,237,213,104,1982,Lodgepole_Pine
76136,2977,193,14,258,1,5069,217,251,164,1423,Lodgepole_Pine
90254,2987,246,24,30,12,2742,162,250,219,190,Lodgepole_Pine
22068,3222,113,17,480,84,648,247,221,96,2082,Lodgepole_Pine
4724,2998,72,2,175,23,3099,222,234,149,6199,Lodgepole_Pine
2458,2704,23,4,67,2,895,218,231,151,1495,Spruce_Fir
48109,3294,194,14,531,157,891,217,251,165,4595,Lodgepole_Pine
43053,2664,193,13,120,10,470,218,250,163,660,Lodgepole_Pine
99906,3172,100,8,272,30,3062,234,229,127,4534,Spruce_Fir
94106,3060,13,14,446,28,1215,206,211,141,1924,Spruce_Fir
109371,3026,79,8,67,12,3342,231,226,128,5382,Lodgepole_Pine
86150,2920,350,5,0,0,3649,210,231,159,2255,Lodgepole_Pine
30141,3214,210,9,433,70,2017,213,249,171,1968,Spruce_Fir
105254,3144,50,12,295,46,5098,225,214,121,3305,Spruce_Fir
55007,3206,252,7,234,22,700,205,245,178,1657,Spruce_Fir
35404,2903,86,18,420,107,960,243,207,87,805,Lodgepole_Pine
13672,3142,51,12,361,34,5665,226,214,120,932,Spruce_Fir
13005,2870,158,21,85,23,1544,237,238,120,2481,Lodgepole_Pine
105363,3046,53,7,90,3,3748,224,225,135,446,Spruce_Fir
26145,2838,17,19,60,21,1560,200,196,127,2703,Lodgepole_Pine
65573,3376,175,8,787,47,1040,225,245,153,4322,Lodgepole_Pine
81071,2908,28,9,532,116,2784,217,220,138,3289,Lodgepole_Pine
32394,3066,278,7,85,-4,2073,201,241,180,1324,Spruce_Fir
54166,3262,47,10,30,6,4287,224,219,129,684,Spruce_Fir
28421,3103,286,22,150,44,711,152,233,218,1513,Lodgepole_Pine
28261,2670,186,14,30,1,1168,222,249,158,648,Ponderosa_Pine
77043,2340,272,27,371,46,1195,140,236,230,755,Cottonwood_Willow
25970,2837,139,5,421,53,1905,228,238,144,1337,Cottonwood_Willow
77436,3046,343,11,150,31,1800,199,224,164,1557,Spruce_Fir
80671,2607,7,15,182,55,947,200,208,143,612,Lodgepole_Pine
96062,3201,117,17,510,63,569,246,222,99,1992,Lodgepole_Pine
32100,3188,234,13,85,-2,2071,197,251,190,4027,Spruce_Fir
102618,2735,160,21,210,69,2134,236,239,122,2341,Ponderosa_Pine
75528,3214,0,12,720,121,2856,202,217,152,3666,Spruce_Fir
103348,2614,103,13,67,6,3164,242,222,108,2255,Lodgepole_Pine
63538,2900,61,17,297,47,3318,231,202,98,2739,Lodgepole_Pine
91432,3216,304,15,210,52,1725,176,231,195,2391,Spruce_Fir
2386,3155,351,18,162,42,3814,186,207,158,3332,Spruce_Fir
9640,2873,31,4,335,98,3690,219,230,148,5884,Spruce_Fir
36632,2356,30,21,268,36,424,208,190,110,1176,Douglas_fir
29199,2819,216,2,150,25,2053,217,241,161,2925,Krummholz
32301,2889,359,20,666,309,1261,186,199,147,799,Lodgepole_Pine
42686,3178,225,3,450,69,324,216,242,163,3072,Lodgepole_Pine
9244,2786,314,17,85,21,1822,173,225,191,2888,Lodgepole_Pine
30988,2588,284,18,170,53,210,169,238,208,1590,Lodgepole_Pine
23293,2917,202,20,90,-14,957,207,253,174,677,Spruce_Fir
32238,3405,200,12,713,11,1400,215,250,168,4030,Spruce_Fir
10398,3126,90,10,216,31,934,235,224,120,2553,Lodgepole_Pine
30608,3174,144,8,391,57,700,232,239,139,2014,Spruce_Fir
102064,3024,66,15,170,23,4194,233,210,105,3703,Lodgepole_Pine
20381,2878,308,23,306,42,2586,153,219,204,1338,Lodgepole_Pine
105027,3047,98,7,514,43,5658,231,231,132,4025,Spruce_Fir
54670,2949,323,14,150,44,3564,183,224,181,1501,Lodgepole_Pine
29225,2560,58,16,313,18,1209,230,205,103,4132,Lodgepole_Pine
32882,2930,87,20,553,-92,684,245,202,78,1689,Lodgepole_Pine
85777,2712,276,2,270,-3,2253,213,239,164,4397,Lodgepole_Pine
73772,2678,66,8,467,86,680,228,225,131,366,Ponderosa_Pine
14505,2949,59,14,830,151,3230,230,210,110,834,Lodgepole_Pine
78383,3291,353,13,713,220,3570,197,217,157,2008,Spruce_Fir
36536,2154,304,37,127,33,703,96,193,224,564,Ponderosa_Pine
48306,3030,30,16,362,56,2514,214,204,122,2598,Lodgepole_Pine
14413,2909,87,9,90,0,1537,234,225,123,1652,Lodgepole_Pine
23307,3157,77,13,60,15,1809,236,216,108,2067,Lodgepole_Pine
48391,2870,77,12,335,105,1550,235,218,113,1622,Lodgepole_Pine
32291,3312,11,2,108,2,1740,217,234,155,3120,Spruce_Fir
32230,3735,350,12,895,289,5367,198,220,160,3472,Krummholz
87668,2942,94,12,313,111,5693,238,222,113,4323,Lodgepole_Pine
104284,3239,21,10,108,17,3126,214,219,141,2014,Spruce_Fir
62385,2922,36,12,384,55,4121,219,213,128,5702,Lodgepole_Pine
26528,3010,107,6,914,215,2790,230,233,137,1120,Lodgepole_Pine
43803,3197,207,22,335,65,573,200,254,180,4939,Spruce_Fir
99677,3188,2,18,510,25,2245,193,203,146,1215,Lodgepole_Pine
7987,2315,293,24,201,73,779,145,226,218,366,Ponderosa_Pine
45681,3094,322,13,285,35,216,187,227,179,1809,Spruce_Fir
92208,3081,247,10,134,20,5629,198,248,188,2148,Lodgepole_Pine
34875,2834,319,28,258,95,3509,138,202,199,1321,Lodgepole_Pine
70533,2929,277,10,108,8,2051,194,242,188,1674,Lodgepole_Pine
63052,2789,11,15,85,13,3215,203,209,141,939,Lodgepole_Pine
24553,2554,195,29,108,54,1235,202,249,163,469,Ponderosa_Pine
105162,2947,246,6,242,1,5612,207,245,176,2054,Spruce_Fir
39540,3305,338,23,624,150,4143,165,202,173,2374,Spruce_Fir
33982,2978,267,24,277,69,5188,150,241,226,1365,Lodgepole_Pine
22451,3090,54,12,247,50,2942,227,214,118,5677,Spruce_Fir
