Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
53722,2778,332,16,300,39,1756,181,218,176,1106,Cottonwood_Willow
47985,3260,330,4,216,16,5713,210,235,163,703,Spruce_Fir
85066,3251,131,10,170,4,2958,237,235,128,742,Krummholz
105873,3142,309,3,690,61,1673,211,237,165,2828,Spruce_Fir
94526,3156,125,18,335,64,234,247,225,100,3931,Lodgepole_Pine
55746,3037,312,6,780,151,5743,204,236,170,5342,Lodgepole_Pine
8192,2733,49,22,150,37,1842,223,188,89,1266,Lodgepole_Pine
24929,3295,197,20,417,146,3027,210,252,169,834,Spruce_Fir
107882,2594,9,28,180,43,1557,178,173,122,1515,Lodgepole_Pine
73463,3074,206,12,579,15,300,213,251,172,1226,Lodgepole_Pine
61483,3202,147,21,180,36,553,243,232,108,2155,Cottonwood_Willow
36917,2923,67,21,192,39,443,236,194,81,1677,Lodgepole_Pine
19722,2974,15,7,67,3,2520,214,225,148,1986,Spruce_Fir
55595,2952,258,15,446,46,5742,184,248,201,3523,Lodgepole_Pine
62364,2583,167,24,108,20,1416,231,241,127,983,Ponderosa_Pine
86925,2140,66,32,150,76,190,231,157,33,402,Ponderosa_Pine
94538,2357,319,27,124,27,658,140,204,198,474,Ponderosa_Pine
4768,2678,174,11,306,148,2350,227,246,150,981,Ponderosa_Pine
92615,3241,282,10,182,30,1113,191,241,189,2520,Spruce_Fir
16942,3088,189,14,42,3,3223,219,250,161,1187,Spruce_Fir
26342,3142,251,25,228,60,2502,158,248,222,1503,Lodgepole_Pine
79619,2302,342,32,301,177,990,140,176,164,1260,Ponderosa_Pine
102909,2744,317,23,30,19,1429,152,213,197,1519,Lodgepole_Pine
18025,3340,10,19,417,155,4097,196,198,135,3776,Krummholz
6729,2886,240,18,492,260,824,183,252,203,1746,Lodgepole_Pine
105246,3122,50,7,175,38,5194,224,224,135,3124,Spruce_Fir
71402,3267,138,6,648,119,6121,229,238,143,2160,Lodgepole_Pine
86946,2721,72,14,42,-4,1266,235,212,105,2163,Lodgepole_Pine
102291,2982,65,13,612,69,4514,232,214,112,3114,Lodgepole_Pine
8479,2923,81,16,300,59,3162,240,209,95,2419,Lodgepole_Pine
22396,3465,21,10,488,212,1146,214,219,141,1641,Krummholz
47648,3278,320,16,509,71,4424,178,224,185,1034,Spruce_Fir
12080,3051,348,36,277,70,175,130,156,149,1315,Lodgepole_Pine
56213,3155,178,22,272,26,2542,224,246,143,3311,Spruce_Fir
68123,3252,160,6,175,23,1382,227,241,148,2730,Spruce_Fir
896,3012,329,6,30,0,4069,207,233,165,1082,Lodgepole_Pine
98070,2949,278,15,60,15,1116,178,241,202,446,Lodgepole_Pine
84794,2943,319,29,335,172,706,132,198,199,1215,Spruce_Fir
36027,2193,92,26,402,174,569,249,189,52,331,Ponderosa_Pine
9970,3362,29,6,642,71,2160,218,226,144,2742,Lodgepole_Pine
33417,2242,115,33,256,44,721,254,189,34,735,Ponderosa_Pine
14622,2962,261,19,175,41,5831,171,246,212,1355,Lodgepole_Pine
51241,3090,129,10,150,10,6856,237,234,127,2686,Lodgepole_Pine
108398,2937,99,20,85,19,3354,248,209,81,2391,Lodgepole_Pine
78397,3008,342,12,153,7,3398,196,222,165,5419,Lodgepole_Pine
106778,3136,4,12,247,41,2876,204,216,149,794,Spruce_Fir
36784,3395,345,15,633,177,4968,189,215,164,3042,Spruce_Fir
44099,3150,334,7,90,12,808,204,231,166,1213,Spruce_Fir
9727,3172,291,23,417,76,1559,148,229,218,2467,Spruce_Fir
32571,2924,332,7,379,11,3449,204,231,167,3973,Lodgepole_Pine
87190,2932,222,12,663,96,2627,205,251,181,1716,Lodgepole_Pine
110383,2262,45,4,0,0,1271,221,231,146,604,Cottonwood_Willow
63939,2845,45,4,457,53,1994,221,231,146,1974,Lodgepole_Pine
27587,2986,98,21,540,176,553,249,206,76,918,Lodgepole_Pine
87537,2061,333,41,42,35,120,97,153,176,661,Ponderosa_Pine
47490,3044,293,5,660,79,5569,205,239,173,6175,Lodgepole_Pine
44981,3335,234,18,552,150,4385,186,253,200,2506,Spruce_Fir
105656,2989,323,5,85,6,1825,207,235,166,3555,Spruce_Fir
49536,2020,58,21,270,59,379,230,190,83,150,Ponderosa_Pine
11485,3161,254,12,258,41,5794,193,248,193,2790,Lodgepole_Pine
62085,2950,183,17,335,19,1758,222,249,154,1134,Lodgepole_Pine
75146,3120,162,2,510,50,2018,221,239,154,2486,Spruce_Fir
7578,3209,125,19,67,19,2789,248,223,95,2888,Spruce_Fir
39791,2964,184,3,42,2,5566,220,241,157,2161,Lodgepole_Pine
2569,3190,101,8,175,11,2375,235,229,126,999,Spruce_Fir
5492,3216,16,16,892,403,1495,204,204,133,871,Spruce_Fir
106188,3054,231,9,391,77,3006,205,249,180,1123,Spruce_Fir
49498,2822,124,21,418,121,1879,250,219,86,2096,Lodgepole_Pine
83498,3001,67,8,127,10,6196,228,224,129,3218,Lodgepole_Pine
50735,2543,336,3,30,6,594,213,235,160,1071,Lodgepole_Pine
17863,3044,36,6,541,10,6413,220,226,142,3408,Lodgepole_Pine
3503,3300,62,13,256,10,3403,230,213,113,1794,Spruce_Fir
17988,2853,90,7,134,30,774,231,229,130,488,Lodgepole_Pine
10486,2664,106,15,120,23,1981,245,220,99,780,Lodgepole_Pine
21095,3324,328,14,541,69,3435,186,224,177,3463,Lodgepole_Pine
