Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
23534,2637,50,12,0,0,283,225,213,120,1409,Lodgepole_Pine
106277,3047,234,6,30,-2,2808,210,246,173,812,Spruce_Fir
77029,2828,359,29,300,-3,1040,163,172,137,1952,Lodgepole_Pine
23127,3062,26,8,95,2,2156,216,222,142,1448,Spruce_Fir
47689,2999,276,12,424,84,2777,187,243,195,1566,Lodgepole_Pine
4714,2439,3,20,481,209,955,190,199,142,1025,Ponderosa_Pine
75779,2639,24,6,30,2,1458,217,227,147,700,Lodgepole_Pine
31699,3281,103,17,365,54,1595,247,215,91,2713,Douglas_fir
29514,3298,10,16,765,134,2497,202,207,140,2190,Krummholz
39215,2823,119,16,212,58,997,246,224,101,384,Lodgepole_Pine
12683,3342,234,4,690,214,1168,212,244,169,2373,Lodgepole_Pine
21941,2841,22,8,30,-2,2630,215,222,144,2329,Lodgepole_Pine
83853,2496,85,6,30,4,331,228,230,136,3154,Lodgepole_Pine
29606,3250,129,27,424,132,3443,252,213,70,426,Spruce_Fir
8452,3199,127,5,85,8,5542,229,237,142,3127,Lodgepole_Pine
25477,3365,282,13,899,129,990,184,241,196,2206,Spruce_Fir
13215,3217,25,20,108,7,2029,205,192,117,1772,Spruce_Fir
1740,3065,142,22,840,51,2982,246,228,100,2505,Lodgepole_Pine
68910,3369,322,17,324,25,5221,174,221,186,3331,Krummholz
23557,3141,180,6,713,100,680,222,244,156,1879,Lodgepole_Pine
47358,2735,342,10,484,1,1182,200,226,164,1048,Lodgepole_Pine
19286,2726,304,24,42,23,3182,146,219,210,6161,Spruce_Fir
157,2580,224,27,342,-23,1405,174,253,203,977,Ponderosa_Pine
5689,2620,339,20,60,16,1478,175,208,170,2015,Lodgepole_Pine
83381,3703,26,7,1208,257,5187,217,225,144,3494,Krummholz
95461,2688,268,12,150,34,1006,188,245,195,1634,Lodgepole_Pine
17427,3060,297,3,787,88,5832,210,238,166,3757,Spruce_Fir
84108,3216,158,16,240,65,830,235,241,131,2436,Lodgepole_Pine
7630,2357,291,29,309,115,752,127,221,227,342,Ponderosa_Pine
109131,3206,108,3,182,11,834,225,236,146,1128,Lodgepole_Pine
