"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
9,3098,24,20,150,2,2506,205,193,118,700,"Spruce_Fir",9
15,3228,118,11,162,2,2589,240,230,118,1082,"Spruce_Fir",15
18,3130,296,28,90,45,864,131,219,222,2429,"Spruce_Fir",18
19,3220,14,15,153,41,4232,205,209,138,3097,"Spruce_Fir",19
20,3044,117,6,902,45,5870,231,234,136,3576,"Spruce_Fir",20
40,3152,357,12,285,82,2147,200,217,154,2026,"Lodgepole_Pine",40
46,2890,14,4,127,5,4839,216,231,153,1441,"Lodgepole_Pine",46
56,2322,293,2,424,141,1224,214,238,162,1167,"Ponderosa_Pine",56
61,2627,122,15,90,16,1790,244,227,108,4722,"Lodgepole_Pine",61
71,2771,20,16,108,12,1191,208,205,131,2340,"Ponderosa_Pine",71
72,2942,37,10,258,13,4906,220,219,133,2107,"Lodgepole_Pine",72
76,2752,155,17,0,0,361,238,239,126,2592,"Spruce_Fir",76
83,2961,137,16,134,24,942,243,232,113,1170,"Spruce_Fir",83
98,2999,31,13,306,47,1221,216,212,129,2356,"Spruce_Fir",98
101,3044,133,13,30,10,3247,240,234,121,5833,"Lodgepole_Pine",101
109,3300,20,18,228,93,2054,205,199,126,2082,"Spruce_Fir",109
136,3112,102,15,0,0,1243,243,220,102,2253,"Lodgepole_Pine",136
143,2479,62,24,67,10,900,232,182,69,825,"Ponderosa_Pine",143
147,2599,160,13,395,94,789,233,242,138,1458,"Aspen",147
153,3070,3,15,426,26,3838,199,211,148,2467,"Lodgepole_Pine",153
159,2329,292,8,457,256,1374,197,239,182,966,"Ponderosa_Pine",159
176,3020,75,24,582,209,720,240,188,65,882,"Lodgepole_Pine",176
179,3070,344,14,255,32,3772,192,218,164,713,"Spruce_Fir",179
184,2707,34,5,210,21,1452,219,228,146,1507,"Spruce_Fir",184
191,2909,28,23,175,65,972,204,183,105,1740,"Spruce_Fir",191
201,2934,311,9,153,14,4977,195,234,179,2053,"Lodgepole_Pine",201
202,3322,280,24,42,9,3613,147,235,224,1740,"Spruce_Fir",202
203,3346,209,12,792,144,2781,211,251,173,1332,"Spruce_Fir",203
206,2887,47,30,192,64,395,214,160,61,391,"Lodgepole_Pine",206
208,3227,193,15,677,13,531,217,251,163,2513,"Lodgepole_Pine",208
209,2824,63,7,108,10,1129,226,226,134,2629,"Lodgepole_Pine",209
211,2981,258,15,457,4,4871,183,248,203,285,"Cottonwood_Willow",211
214,2995,198,14,300,109,6170,215,251,168,4968,"Lodgepole_Pine",214
215,3039,8,19,636,118,1374,194,198,138,351,"Lodgepole_Pine",215
217,2520,54,10,192,37,150,226,218,125,1781,"Cottonwood_Willow",217
218,2988,104,4,531,-6,4407,226,234,143,3059,"Lodgepole_Pine",218
219,2939,139,10,283,65,4039,235,237,132,1567,"Lodgepole_Pine",219
223,3025,190,10,67,7,1398,220,248,161,648,"Lodgepole_Pine",223
226,3304,211,16,361,-1,1697,205,253,180,4001,"Spruce_Fir",226
233,3225,144,14,162,1,4200,239,236,123,2259,"Spruce_Fir",233
244,3083,295,4,780,123,902,209,238,169,949,"Lodgepole_Pine",244
246,2288,31,7,0,0,488,218,225,143,830,"Cottonwood_Willow",246
250,2172,284,38,212,51,618,91,209,243,485,"Ponderosa_Pine",250
260,3531,345,15,400,37,1627,190,216,164,2103,"Krummholz",260
271,3065,353,8,60,3,3740,207,227,158,376,"Spruce_Fir",271
281,3232,303,5,60,6,5791,206,237,170,1481,"Spruce_Fir",281
282,3215,27,4,67,1,5420,218,230,149,849,"Spruce_Fir",282
287,2341,134,31,67,36,816,250,210,63,752,"Ponderosa_Pine",287
301,2387,304,28,342,149,805,132,213,215,283,"Ponderosa_Pine",301
305,3027,120,8,295,0,6474,234,234,132,3546,"Lodgepole_Pine",305
323,3030,285,3,342,109,2952,212,239,165,2254,"Spruce_Fir",323
325,3018,81,10,390,-1,1578,234,222,118,853,"Lodgepole_Pine",325
326,3020,309,6,382,53,2438,203,236,173,424,"Lodgepole_Pine",326
330,3037,90,4,216,10,6515,226,233,141,3465,"Lodgepole_Pine",330
331,2996,51,10,295,96,451,225,218,126,1436,"Spruce_Fir",331
340,3130,60,19,162,12,2863,231,197,90,2010,"Spruce_Fir",340
343,2775,65,13,30,0,3145,232,214,112,2435,"Lodgepole_Pine",343
344,2805,219,12,108,14,2424,206,251,180,2226,"Lodgepole_Pine",344
351,2350,277,16,323,16,150,175,241,205,726,"Ponderosa_Pine",351
354,3115,185,5,607,53,339,221,244,158,1650,"Lodgepole_Pine",354
355,2765,67,5,90,14,1321,226,229,138,2172,"Lodgepole_Pine",355
358,2870,78,29,323,198,1324,242,174,40,955,"Aspen",358
368,2408,336,18,60,7,446,177,212,173,618,"Douglas_fir",368
386,2965,187,6,306,46,5421,221,244,159,3421,"Lodgepole_Pine",386
394,3065,11,18,90,4,1189,199,202,136,1418,"Lodgepole_Pine",394
397,3028,138,6,319,58,2316,229,238,143,573,"Lodgepole_Pine",397
400,2947,337,23,484,218,3353,162,201,174,1382,"Lodgepole_Pine",400
403,2471,295,10,256,27,644,192,237,185,1289,"Douglas_fir",403
406,2376,218,30,150,106,1277,173,251,199,525,"Douglas_fir",406
408,2865,123,15,124,12,2335,244,228,110,618,"Lodgepole_Pine",408
414,3017,342,13,300,7,2953,193,221,166,1320,"Spruce_Fir",414
417,3063,316,26,365,-40,1249,143,208,200,2938,"Spruce_Fir",417
420,3135,179,13,210,0,2131,225,247,152,660,"Spruce_Fir",420
429,3176,40,18,150,27,5153,219,198,109,1224,"Spruce_Fir",429
437,3066,335,9,190,43,2828,200,228,167,691,"Spruce_Fir",437
439,3275,336,10,134,34,1429,197,226,168,633,"Spruce_Fir",439
441,1996,34,33,42,22,153,195,149,68,513,"Ponderosa_Pine",441
465,3011,342,8,150,36,5136,205,229,163,3862,"Spruce_Fir",465
466,2581,14,20,270,106,2072,196,193,129,661,"Douglas_fir",466
473,2982,129,12,350,17,5716,240,233,121,3755,"Cottonwood_Willow",473
477,3160,50,18,201,12,1575,225,199,101,4621,"Spruce_Fir",477
482,3202,238,8,180,21,2906,207,247,178,1398,"Spruce_Fir",482
506,2192,53,31,256,141,323,220,158,50,371,"Douglas_fir",506
508,2375,323,7,30,-3,579,202,233,170,1340,"Lodgepole_Pine",508
509,3024,32,19,30,4,1048,212,196,113,2391,"Spruce_Fir",509
513,2996,286,30,190,64,5795,125,223,231,1766,"Spruce_Fir",513
517,2812,97,14,30,7,2124,242,218,102,2563,"Lodgepole_Pine",517
521,3039,98,12,690,232,696,239,223,113,997,"Lodgepole_Pine",521
531,3387,256,10,983,130,1095,197,246,187,2084,"Spruce_Fir",531
547,2644,22,10,42,0,3478,214,218,140,2955,"Spruce_Fir",547
548,2816,111,30,95,65,2130,254,191,41,750,"Lodgepole_Pine",548
550,3103,83,6,30,-4,1532,229,230,135,531,"Spruce_Fir",550
554,2909,66,3,540,128,1320,222,233,147,1691,"Lodgepole_Pine",554
558,3267,36,6,458,68,1172,220,226,142,674,"Spruce_Fir",558
561,2623,220,15,400,84,1559,202,253,185,1986,"Ponderosa_Pine",561
565,3050,96,7,400,26,4723,232,229,129,1142,"Spruce_Fir",565
575,2942,247,12,424,39,5686,195,249,191,3584,"Lodgepole_Pine",575
576,3187,45,3,510,92,5126,220,233,150,2160,"Spruce_Fir",576
581,3075,32,3,426,25,3178,219,232,150,361,"Spruce_Fir",581
585,2521,130,8,42,3,85,234,236,133,698,"Lodgepole_Pine",585
587,3024,323,9,108,-1,2440,196,230,174,918,"Spruce_Fir",587
590,2308,337,17,0,0,547,180,215,172,732,"Ponderosa_Pine",590
591,2858,45,0,391,57,2687,218,237,156,2691,"Lodgepole_Pine",591
606,3106,171,23,228,81,2379,228,243,133,1604,"Spruce_Fir",606
614,3507,30,17,631,95,2729,213,201,119,1756,"Spruce_Fir",614
623,2866,359,16,150,43,2455,194,209,150,2205,"Lodgepole_Pine",623
624,3262,64,7,95,7,6354,227,226,133,108,"Spruce_Fir",624
631,2521,42,12,90,9,420,222,214,126,492,"Lodgepole_Pine",631
633,2898,279,12,255,63,2978,186,242,195,2147,"Lodgepole_Pine",633
634,2835,326,19,124,38,2221,168,215,184,1425,"Spruce_Fir",634
636,3020,63,22,543,188,570,233,189,78,882,"Lodgepole_Pine",636
643,3096,323,9,201,19,3340,196,230,174,566,"Spruce_Fir",643
656,3035,297,2,234,27,2839,213,238,163,391,"Aspen",656
657,2921,30,13,532,39,3131,216,211,129,1986,"Lodgepole_Pine",657
661,2613,95,13,95,3,95,241,220,106,1577,"Lodgepole_Pine",661
670,2501,84,5,270,20,934,227,231,139,4734,"Lodgepole_Pine",670
671,3001,297,3,120,26,3032,210,238,166,6232,"Lodgepole_Pine",671
673,3081,101,11,60,-1,1549,239,225,115,658,"Lodgepole_Pine",673
679,2893,124,16,85,13,3139,245,227,106,1599,"Spruce_Fir",679
681,2834,56,5,85,9,400,223,229,141,335,"Lodgepole_Pine",681
684,2691,314,24,85,22,511,150,213,200,514,"Lodgepole_Pine",684
692,3237,26,8,255,14,5973,216,222,142,1041,"Spruce_Fir",692
697,2635,4,19,170,53,845,191,199,142,3072,"Lodgepole_Pine",697
704,3146,233,17,85,5,2007,189,253,198,417,"Lodgepole_Pine",704
