"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
18,3130,296,28,90,45,864,131,219,222,2429,"Spruce_Fir",18
108,2948,45,30,376,134,2769,213,161,64,853,"Lodgepole_Pine",108
110,2824,345,18,30,9,2241,181,208,164,847,"Lodgepole_Pine",110
310,2350,278,32,277,184,1316,117,226,238,649,"Ponderosa_Pine",310
423,2663,146,20,30,6,2026,243,233,109,2731,"Lodgepole_Pine",423
550,3103,83,6,30,-4,1532,229,230,135,531,"Spruce_Fir",550
560,2943,345,30,268,99,2683,147,177,159,443,"Lodgepole_Pine",560
667,3142,333,8,417,-43,1073,201,229,168,914,"Spruce_Fir",667
668,2614,86,12,30,3,1348,238,219,110,5150,"Lodgepole_Pine",668
669,3221,215,25,391,86,420,187,254,192,2632,"Lodgepole_Pine",669
676,2728,357,24,134,40,2605,176,190,146,2156,"Cottonwood_Willow",676
707,2858,80,4,551,85,2491,225,232,142,2746,"Lodgepole_Pine",707
794,3250,149,22,342,90,5118,242,233,108,1674,"Spruce_Fir",794
1094,2064,66,28,0,0,408,234,171,0,726,"Ponderosa_Pine",1094
1282,3094,5,22,900,335,1019,186,191,137,1610,"Spruce_Fir",1282
1340,3323,110,9,451,-6,1530,236,230,126,2105,"Spruce_Fir",1340
1548,2137,1,20,150,33,258,186,197,145,708,"Douglas_fir",1548
1719,3097,344,7,400,12,551,206,229,162,816,"Spruce_Fir",1719
1932,3203,264,2,366,32,6024,214,240,164,2003,"Lodgepole_Pine",1932
1958,3203,39,6,0,0,5559,220,227,142,902,"Spruce_Fir",1958
2018,2777,81,8,175,23,553,231,226,128,2685,"Lodgepole_Pine",2018
2050,3185,320,12,892,144,4235,189,228,180,2171,"Spruce_Fir",2050
2150,2942,90,4,300,46,4479,226,233,143,6428,"Lodgepole_Pine",2150
2291,2909,315,26,150,75,5425,141,208,202,4843,"Lodgepole_Pine",2291
2675,2888,49,4,300,41,2800,222,230,144,2337,"Lodgepole_Pine",2675
2737,2907,320,14,60,8,3314,182,225,183,1965,"Lodgepole_Pine",2737
2856,2982,106,15,170,30,4959,244,221,101,4253,"Spruce_Fir",2856
3141,2934,226,20,240,109,2375,188,254,197,1981,"Lodgepole_Pine",3141
3216,3221,34,2,525,26,570,219,235,153,1638,"Lodgepole_Pine",3216
3222,2984,113,5,60,3,1590,230,234,138,1485,"Lodgepole_Pine",3222
3454,2924,274,21,616,208,443,160,240,217,1722,"Lodgepole_Pine",3454
3739,2847,189,14,150,10,4538,220,250,160,4773,"Lodgepole_Pine",3739
