"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
26,3098,186,15,247,46,306,221,250,158,631,"Lodgepole_Pine",26
116,3010,293,10,451,-24,1708,193,238,185,1947,"Lodgepole_Pine",116
142,2976,333,18,469,81,979,175,214,176,1639,"Lodgepole_Pine",142
400,2947,337,23,484,218,3353,162,201,174,1382,"Lodgepole_Pine",400
571,2887,238,18,0,0,2654,183,252,203,1410,"Lodgepole_Pine",571
648,2415,88,28,90,22,713,248,182,44,1144,"Ponderosa_Pine",648
744,2924,191,5,484,11,3555,220,244,160,4002,"Lodgepole_Pine",744
805,2937,340,5,0,0,1890,210,233,162,1652,"Spruce_Fir",805
854,2886,154,16,95,16,4109,237,239,127,6005,"Lodgepole_Pine",854
1105,3088,184,14,295,73,420,223,249,156,1315,"Lodgepole_Pine",1105
1117,3277,82,7,350,-13,1504,230,228,132,3204,"Lodgepole_Pine",1117
1133,3215,130,4,153,2,2490,226,237,146,1140,"Spruce_Fir",1133
1256,2566,77,8,218,30,836,230,226,129,484,"Lodgepole_Pine",1256
1390,3245,72,9,170,-4,2989,231,223,125,1934,"Spruce_Fir",1390
1577,3206,340,19,437,40,612,176,209,169,1855,"Spruce_Fir",1577
1754,3079,332,5,216,45,4510,209,234,163,2377,"Spruce_Fir",1754
1781,3067,19,12,616,151,4497,211,214,138,3729,"Spruce_Fir",1781
1805,2634,204,33,175,109,1704,183,248,178,258,"Ponderosa_Pine",1805
2310,2762,254,18,180,14,1541,176,249,209,1361,"Lodgepole_Pine",2310
2313,3227,57,13,420,79,5910,228,212,115,2021,"Lodgepole_Pine",2313
2463,3048,7,10,95,11,1224,208,221,150,2361,"Lodgepole_Pine",2463
2519,2846,25,14,591,33,3428,213,210,131,2594,"Lodgepole_Pine",2519
2616,3187,93,15,636,264,1945,242,215,99,2598,"Spruce_Fir",2616
2787,2952,55,10,277,17,2411,226,220,127,2280,"Lodgepole_Pine",2787
2855,2539,111,27,513,-60,660,254,200,56,1295,"Ponderosa_Pine",2855
2979,3146,49,5,0,0,335,222,229,143,1530,"Spruce_Fir",2979
2990,3417,2,9,418,78,1584,208,224,153,1310,"Krummholz",2990
3645,2864,15,10,42,4,2886,211,219,144,2742,"Lodgepole_Pine",3645
3660,3764,343,13,939,318,5155,193,219,165,3264,"Cottonwood_Willow",3660
3740,2981,203,7,30,4,1458,217,247,166,1754,"Spruce_Fir",3740
3749,3273,329,15,765,-1,2161,182,221,178,721,"Spruce_Fir",3749
3913,2777,115,7,402,41,1670,232,233,134,2940,"Lodgepole_Pine",3913
4053,2750,123,15,30,-6,2732,244,228,110,2255,"Aspen",4053
4072,3043,305,12,721,26,1448,187,233,186,674,"Lodgepole_Pine",4072
4123,2694,35,8,201,16,2236,219,223,139,1890,"Douglas_fir",4123
4147,3160,301,22,180,36,4020,155,225,208,1708,"Spruce_Fir",4147
4170,2936,270,9,598,30,5649,195,244,187,2037,"Lodgepole_Pine",4170
4320,3268,298,11,331,42,5550,188,236,188,1565,"Spruce_Fir",4320
4408,2830,158,20,150,-12,3006,237,239,122,1509,"Lodgepole_Pine",4408
4601,3193,4,9,420,49,6157,208,222,151,1150,"Spruce_Fir",4601
4789,3303,38,13,309,86,3523,219,212,125,2089,"Krummholz",4789
4855,2935,268,34,295,138,2397,113,229,242,1442,"Spruce_Fir",4855
4889,3123,17,18,469,37,3319,202,199,129,3097,"Spruce_Fir",4889
4896,3018,70,6,201,15,4348,226,229,137,713,"Lodgepole_Pine",4896
4999,2926,27,23,458,125,4573,203,183,107,5176,"Spruce_Fir",4999
5079,3173,313,10,558,164,767,192,232,180,1969,"Spruce_Fir",5079
