Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
34380,2576,337,30,300,162,283,142,184,173,872,Ponderosa_Pine
78270,3350,47,9,430,38,1146,223,221,132,2737,Spruce_Fir
73884,2880,340,24,256,27,2697,162,197,170,999,Lodgepole_Pine
68283,3256,304,7,170,14,5622,201,237,175,616,Spruce_Fir
17327,3252,100,16,331,56,150,245,215,94,547,Lodgepole_Pine
37030,3182,49,16,376,89,3934,225,203,108,2873,Lodgepole_Pine
105001,2998,45,4,297,16,5248,221,231,146,5198,Spruce_Fir
56088,3228,186,17,268,-16,3453,220,250,157,660,Lodgepole_Pine
44073,3098,317,18,607,119,6201,169,221,191,1532,Lodgepole_Pine
24238,3090,315,9,120,28,900,196,233,176,2592,Spruce_Fir
52544,2811,25,30,488,207,1253,190,160,90,700,Lodgepole_Pine
16372,2674,84,9,30,4,1338,233,225,125,725,Aspen
100504,3223,121,11,255,42,1776,239,231,120,1406,Spruce_Fir
17575,2766,319,10,511,87,1507,195,231,176,1842,Ponderosa_Pine
13171,2487,28,20,30,13,752,208,192,113,1600,Lodgepole_Pine
104778,3407,180,10,518,207,2467,224,247,155,765,Krummholz
30156,3037,155,16,516,174,6519,237,240,128,3844,Lodgepole_Pine
58481,3048,188,13,331,58,1866,220,249,160,3803,Spruce_Fir
6093,2417,108,27,228,-32,655,253,199,55,552,Ponderosa_Pine
49536,2020,58,21,270,59,379,230,190,83,150,Ponderosa_Pine
27627,2185,82,27,30,21,1338,245,183,50,532,Douglas_fir
68597,2646,146,10,350,42,552,234,239,135,201,Douglas_fir
62233,3105,45,8,0,0,1740,223,223,135,3097,Spruce_Fir
5779,3310,243,19,330,89,1974,178,252,207,3282,Spruce_Fir
53670,2567,359,23,60,16,1110,179,190,143,6525,Lodgepole_Pine
59113,3129,17,10,285,48,4966,212,219,144,474,Lodgepole_Pine
1417,2886,318,27,108,52,5480,138,204,200,4790,Lodgepole_Pine
83070,3146,71,10,247,13,5438,231,221,121,1872,Spruce_Fir
53160,3152,246,14,850,45,6152,190,250,197,1273,Lodgepole_Pine
28762,2424,13,28,124,46,592,182,171,115,1065,Ponderosa_Pine
2922,2920,1,20,646,225,2727,186,197,145,1888,Cottonwood_Willow
73883,3281,241,12,592,83,1136,196,250,191,1694,Spruce_Fir
55392,2688,54,14,513,144,1209,228,209,111,1418,Lodgepole_Pine
4036,2828,117,10,0,0,5001,237,231,125,247,Spruce_Fir
