Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
108182,2712,72,10,162,27,2052,232,220,119,6635,Lodgepole_Pine
32387,2911,198,30,319,-19,2249,195,248,168,1595,Lodgepole_Pine
96605,2918,302,12,247,39,1890,186,234,189,1266,Lodgepole_Pine
68369,3157,97,26,256,58,1390,251,194,55,2295,Spruce_Fir
75031,2092,32,32,134,48,212,194,152,73,484,Cottonwood_Willow
34499,2752,336,16,95,21,1650,183,217,172,2416,Lodgepole_Pine
34364,3183,106,18,569,256,1710,248,215,88,2876,Spruce_Fir
69481,3109,279,16,618,180,6104,174,240,206,1470,Aspen
84267,3286,8,11,300,53,3060,207,218,147,2271,Spruce_Fir
46382,2836,124,24,108,39,4420,252,214,76,404,Lodgepole_Pine
43935,3073,58,23,488,52,631,229,184,75,1604,Spruce_Fir
26512,3282,146,3,376,41,5248,224,239,150,841,Lodgepole_Pine
36775,3084,109,16,108,23,1248,245,221,99,1634,Spruce_Fir
38038,3024,173,8,560,114,1777,225,244,152,2288,Lodgepole_Pine
51132,2917,180,6,90,8,4239,222,244,156,4360,Lodgepole_Pine
13463,3142,252,6,67,-4,2796,207,244,176,874,Lodgepole_Pine
92198,2532,48,6,60,3,859,222,227,140,774,Lodgepole_Pine
94321,2903,5,5,366,34,3988,213,230,154,3528,Krummholz
109969,2116,260,25,192,102,258,151,244,226,499,Ponderosa_Pine
83534,3066,222,18,376,-27,2938,196,254,191,964,Lodgepole_Pine
102645,3216,30,24,443,141,964,205,181,101,658,Spruce_Fir
26547,2878,347,11,120,23,3658,198,222,162,5526,Lodgepole_Pine
91715,2603,88,11,324,-8,633,236,222,116,940,Douglas_fir
48080,2544,233,9,272,37,845,205,249,181,1172,Lodgepole_Pine
74406,2673,337,9,360,73,1224,200,228,166,1266,Lodgepole_Pine
96775,2720,45,10,95,9,2213,223,217,128,2455,Lodgepole_Pine
13288,2815,352,21,150,25,1813,180,200,155,1282,Spruce_Fir
18585,3177,270,10,450,67,973,193,244,190,787,Lodgepole_Pine
23181,3061,279,24,524,130,6030,149,235,223,1622,Spruce_Fir
69950,3093,22,15,702,174,4426,209,206,130,3710,Spruce_Fir
13094,2975,202,7,636,-45,1405,217,246,165,1633,Lodgepole_Pine
107541,2900,110,15,108,26,1590,244,223,104,2143,Lodgepole_Pine
76643,3362,299,14,845,230,4022,179,234,195,2393,Lodgepole_Pine
9912,3083,290,31,90,56,698,121,219,230,2352,Spruce_Fir
100644,2429,34,26,42,17,474,206,173,89,999,Ponderosa_Pine
70549,2147,332,16,240,83,474,182,218,175,485,Ponderosa_Pine
19575,3205,63,8,607,195,2501,228,223,128,2780,Spruce_Fir
36110,2781,36,4,60,2,1650,220,230,147,2457,Lodgepole_Pine
