Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
21926,2916,34,28,162,40,1842,203,166,83,2484,Spruce_Fir
43695,2436,340,11,0,0,649,197,224,166,1650,Douglas_fir
41435,3077,22,4,42,2,3289,217,230,150,1126,Lodgepole_Pine
37033,2926,278,14,342,30,5488,182,242,199,5525,Lodgepole_Pine
31105,2617,210,15,408,78,1574,207,253,178,2012,Ponderosa_Pine
10620,3344,174,15,1031,105,2646,228,246,147,2200,Spruce_Fir
57545,3211,225,4,484,30,5857,215,243,166,2416,Aspen
22810,3019,35,22,285,160,509,212,186,101,2844,Lodgepole_Pine
20160,2938,336,3,306,1,1558,213,235,160,216,Lodgepole_Pine
71894,3212,266,12,417,33,603,189,245,196,825,Spruce_Fir
75907,3004,128,16,134,-14,514,244,229,109,1679,Spruce_Fir
29164,2754,190,4,153,3,1959,220,243,159,816,Lodgepole_Pine
31036,2541,257,26,150,64,882,151,245,226,1515,Lodgepole_Pine
106750,3242,266,13,212,34,808,187,245,197,1832,Spruce_Fir
92723,2898,9,19,339,0,721,195,200,138,153,Lodgepole_Pine
16992,1982,318,43,127,99,108,78,163,204,201,Ponderosa_Pine
43477,2904,42,19,42,15,5672,220,196,105,1129,Lodgepole_Pine
34849,2934,71,24,30,15,2596,238,187,66,2287,Spruce_Fir
52271,2897,338,11,127,14,2910,196,225,167,1806,Spruce_Fir
95043,2097,346,24,175,93,216,166,194,161,607,Ponderosa_Pine
8968,3267,87,15,295,101,1528,241,213,98,1489,Lodgepole_Pine
15248,3008,3,4,404,71,4832,214,232,155,1666,Lodgepole_Pine
8123,2756,10,26,503,229,1006,181,177,123,825,Lodgepole_Pine
68727,3109,11,12,256,91,4906,207,214,144,2156,Spruce_Fir
57181,2945,38,8,30,2,1832,220,223,138,1584,Spruce_Fir
69385,2913,323,31,228,90,2614,126,190,195,691,Lodgepole_Pine
7761,3053,322,3,558,76,2839,212,236,162,1104,Spruce_Fir
99948,3169,5,11,607,59,1816,206,219,150,2564,Spruce_Fir
80799,3005,160,13,120,0,2486,233,242,137,1595,Lodgepole_Pine
17486,2786,121,22,162,59,1115,251,216,80,566,Lodgepole_Pine
39932,2982,197,13,150,23,5517,216,251,166,2213,Spruce_Fir
28240,2781,93,12,331,38,1693,239,222,111,2630,Lodgepole_Pine
17219,2663,153,16,85,25,1412,238,239,125,6452,Lodgepole_Pine
2269,3019,74,30,212,101,2215,239,169,39,2601,Spruce_Fir
92171,2124,169,26,162,60,589,229,240,125,942,Ponderosa_Pine
1914,2883,22,15,0,0,4288,209,206,130,6119,Lodgepole_Pine
4797,2598,92,11,228,62,2619,238,222,114,684,Lodgepole_Pine
26993,2887,219,21,90,30,1031,191,254,193,390,Lodgepole_Pine
79433,3039,66,10,757,212,1463,230,219,121,819,Spruce_Fir
55744,3430,198,12,484,37,3181,216,250,167,218,Spruce_Fir
17496,3301,184,15,722,167,636,223,249,155,4585,Lodgepole_Pine
19578,2661,4,19,60,5,1922,191,199,142,1681,Lodgepole_Pine
80667,2840,266,31,60,19,5277,129,236,237,4685,Lodgepole_Pine
108209,2990,270,30,916,324,2486,128,233,236,1549,Lodgepole_Pine
12400,2977,79,11,633,82,1142,234,220,117,1708,Lodgepole_Pine
42824,2774,72,31,192,120,212,237,165,37,2010,Aspen
45698,2926,45,8,532,13,4476,222,223,136,4344,Lodgepole_Pine
18354,3523,51,14,864,308,2533,226,210,115,1682,Spruce_Fir
54108,3400,183,14,162,45,2333,223,249,155,3390,Spruce_Fir
2700,2773,143,20,67,22,547,244,231,107,2781,Lodgepole_Pine
104151,2812,107,6,485,24,895,230,233,137,1328,Spruce_Fir
2088,3025,300,23,495,193,503,151,224,210,1087,Lodgepole_Pine
11518,3300,108,6,417,77,3045,231,233,136,3310,Lodgepole_Pine
7618,3198,55,15,228,3,5260,228,207,109,1242,Spruce_Fir
56713,2235,7,45,120,74,685,127,113,91,537,Ponderosa_Pine
25917,3135,330,10,895,362,1295,196,228,171,1172,Spruce_Fir
48474,2234,346,35,216,109,1129,131,161,154,1146,Ponderosa_Pine
93497,2680,45,16,108,19,1809,223,204,111,1084,Lodgepole_Pine
56136,2595,299,31,153,56,847,121,211,223,1107,Lodgepole_Pine
2925,2476,184,21,85,18,1998,220,249,152,212,Ponderosa_Pine
33155,1949,82,20,108,37,108,243,200,77,573,Ponderosa_Pine
9349,2218,316,25,242,115,1104,147,211,200,604,Lodgepole_Pine
30156,3037,155,16,516,174,6519,237,240,128,3844,Lodgepole_Pine
22969,3359,287,19,926,232,3980,163,235,211,2405,Lodgepole_Pine
43148,3338,12,20,124,37,2313,195,195,132,1312,Krummholz
71372,3140,8,24,426,27,1294,184,183,129,2177,Spruce_Fir
93746,2874,287,14,655,154,268,180,239,198,1698,Aspen
90684,3138,36,17,631,142,2260,217,200,113,2632,Spruce_Fir
68942,3240,227,19,743,149,3994,190,254,196,849,Lodgepole_Pine
26937,2741,352,7,323,10,1020,208,229,158,1899,Lodgepole_Pine
13957,2955,157,6,42,3,4573,227,241,148,5501,Lodgepole_Pine
104856,3402,356,17,404,70,3826,191,207,153,3376,Krummholz
10575,2988,298,19,242,89,5437,162,229,206,828,Lodgepole_Pine
76138,3008,80,28,408,207,417,243,177,44,1291,Lodgepole_Pine
82263,2772,69,31,150,93,1495,235,162,36,1074,Lodgepole_Pine
106736,3399,286,11,1082,207,1129,189,240,190,693,Spruce_Fir
105526,3218,43,8,30,0,2368,222,222,135,2642,Spruce_Fir
63021,2423,139,14,90,29,513,240,235,121,960,Ponderosa_Pine
32178,3178,99,15,450,-16,864,244,218,99,1326,Douglas_fir
49038,2821,320,18,295,58,3005,172,220,187,2981,Spruce_Fir
26472,3095,138,11,0,0,5166,237,236,129,162,Spruce_Fir
51814,2560,15,20,319,98,1020,198,194,128,1606,Ponderosa_Pine
27761,3009,32,9,309,57,4882,218,221,139,3814,Krummholz
21426,3032,332,11,127,21,85,194,226,171,1240,Lodgepole_Pine
67590,2330,331,29,323,143,1302,138,189,182,371,Ponderosa_Pine
73957,3088,39,16,180,40,2761,219,204,116,872,Spruce_Fir
69902,3365,236,13,295,110,3489,198,251,189,600,Spruce_Fir
52932,2832,95,22,258,-51,295,249,202,71,1784,Lodgepole_Pine
12267,2194,6,29,30,17,1080,171,171,126,510,Ponderosa_Pine
95836,2222,239,28,577,-107,661,158,250,219,927,Ponderosa_Pine
105529,3386,277,8,335,10,2970,199,242,182,1994,Spruce_Fir
12480,2868,183,18,150,43,1100,222,249,153,2430,Lodgepole_Pine
56964,3244,174,11,270,34,2131,227,246,150,1784,Spruce_Fir
52838,3140,306,17,30,13,2594,170,228,197,782,Lodgepole_Pine
46487,2996,317,8,240,19,1489,200,233,173,1537,Lodgepole_Pine
23161,3239,12,18,390,103,1033,199,201,135,5193,Spruce_Fir
60709,3184,229,5,42,0,3325,212,245,169,1353,Spruce_Fir
106953,3380,234,21,134,23,1973,179,253,206,3668,Spruce_Fir
17794,2626,348,24,134,40,1959,169,194,158,1493,Lodgepole_Pine
72889,3051,318,13,120,18,4767,185,228,183,859,Spruce_Fir
30932,3177,79,18,636,241,1315,241,204,87,2440,Spruce_Fir
3591,2955,279,7,313,85,1731,200,241,181,1200,Lodgepole_Pine
101455,2995,72,2,630,69,5379,222,234,149,6282,Lodgepole_Pine
22695,2754,11,12,134,16,631,207,215,144,2316,Lodgepole_Pine
8112,3478,76,26,778,244,2114,241,181,54,1687,Spruce_Fir
55229,2968,97,28,150,23,631,251,186,0,2577,Lodgepole_Pine
5693,3008,167,4,201,40,371,223,241,153,1064,Spruce_Fir
33662,3237,343,13,255,69,2535,193,219,165,2601,Spruce_Fir
96083,3096,69,9,351,-78,1533,230,222,125,1266,Spruce_Fir
10922,2720,342,6,150,23,2382,208,231,162,4567,Lodgepole_Pine
87639,3201,194,10,330,52,907,219,248,163,424,Spruce_Fir
59033,2817,38,8,175,40,3048,220,222,136,4754,Lodgepole_Pine
82093,2771,166,22,335,129,1616,232,242,129,1343,Lodgepole_Pine
52427,3111,191,24,256,92,3007,211,250,160,1320,Spruce_Fir
6049,2087,145,35,127,78,365,243,210,64,390,Ponderosa_Pine
4130,2842,23,15,376,108,124,210,206,129,960,Lodgepole_Pine
109654,3288,100,18,234,-46,743,247,212,88,3558,Lodgepole_Pine
49445,3303,71,9,390,88,2023,231,222,124,2215,Spruce_Fir
1077,3099,315,3,450,14,1239,212,237,163,1248,Spruce_Fir
47724,3211,314,25,495,144,1758,144,211,203,3222,Spruce_Fir
64157,2994,89,22,470,167,1248,247,198,69,553,Spruce_Fir
502,3373,168,29,371,214,1741,228,236,118,541,Krummholz
32397,3087,315,11,90,22,1050,192,231,180,1756,Lodgepole_Pine
49850,3411,142,11,0,0,2848,236,238,131,752,Krummholz
