"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
16,3249,230,24,30,-10,2122,176,253,206,3843,"Spruce_Fir",16
30,3132,133,18,108,27,1001,245,229,105,2118,"Spruce_Fir",30
32,3156,315,24,484,151,649,149,212,200,1986,"Spruce_Fir",32
44,2584,315,13,30,4,1315,185,229,184,832,"Lodgepole_Pine",44
68,2827,54,13,270,35,4250,227,211,115,5385,"Spruce_Fir",68
76,2752,155,17,0,0,361,238,239,126,2592,"Spruce_Fir",76
82,2934,51,15,240,-10,485,226,207,111,1697,"Douglas_fir",82
94,3045,59,1,30,0,3126,220,235,152,537,"Lodgepole_Pine",94
101,3044,133,13,30,10,3247,240,234,121,5833,"Lodgepole_Pine",101
103,3202,302,9,552,-18,5315,195,236,181,2024,"Spruce_Fir",103
118,3249,8,11,721,66,4052,207,218,147,3573,"Spruce_Fir",118
126,2784,43,8,242,28,1940,222,222,136,1897,"Lodgepole_Pine",126
127,3481,59,22,741,266,2370,231,188,79,1710,"Spruce_Fir",127
139,3256,18,10,60,12,1992,213,220,143,1883,"Lodgepole_Pine",139
159,2329,292,8,457,256,1374,197,239,182,966,"Ponderosa_Pine",159
174,2553,8,14,60,2,1451,202,211,144,1396,"Lodgepole_Pine",174
192,2938,199,24,0,0,3226,204,252,171,1053,"Lodgepole_Pine",192
196,2628,176,24,30,3,1698,225,245,138,1377,"Lodgepole_Pine",196
198,3210,169,20,0,0,2584,231,244,136,2761,"Krummholz",198
215,3039,8,19,636,118,1374,194,198,138,351,"Lodgepole_Pine",215
221,2440,324,18,247,62,731,172,218,184,511,"Douglas_fir",221
228,2768,51,13,182,27,1632,226,212,118,1253,"Krummholz",228
233,3225,144,14,162,1,4200,239,236,123,2259,"Spruce_Fir",233
242,2481,328,16,323,189,366,179,219,179,725,"Ponderosa_Pine",242
250,2172,284,38,212,51,618,91,209,243,485,"Ponderosa_Pine",250
268,3329,179,18,661,115,1116,224,248,149,2433,"Lodgepole_Pine",268
279,2804,96,7,108,6,691,232,229,129,570,"Lodgepole_Pine",279
295,2768,52,6,256,16,2212,223,227,140,3629,"Lodgepole_Pine",295
303,3059,346,22,201,31,1348,172,199,161,1441,"Lodgepole_Pine",303
313,3084,263,8,234,30,3066,200,244,183,1490,"Lodgepole_Pine",313
325,3018,81,10,390,-1,1578,234,222,118,853,"Lodgepole_Pine",325
326,3020,309,6,382,53,2438,203,236,173,424,"Lodgepole_Pine",326
333,2778,352,8,228,45,1573,206,226,158,2521,"Lodgepole_Pine",333
343,2775,65,13,30,0,3145,232,214,112,2435,"Lodgepole_Pine",343
344,2805,219,12,108,14,2424,206,251,180,2226,"Lodgepole_Pine",344
351,2350,277,16,323,16,150,175,241,205,726,"Ponderosa_Pine",351
357,2787,325,28,258,117,2222,140,197,191,2424,"Lodgepole_Pine",357
377,2731,356,10,90,31,1167,204,223,156,2018,"Lodgepole_Pine",377
380,3280,307,5,301,37,5701,207,237,169,560,"Spruce_Fir",380
397,3028,138,6,319,58,2316,229,238,143,573,"Lodgepole_Pine",397
448,2603,12,12,90,4,402,207,215,143,1345,"Lodgepole_Pine",448
463,2840,146,23,108,26,5299,244,230,103,4412,"Lodgepole_Pine",463
479,2619,347,22,90,2,1549,174,199,160,1294,"Lodgepole_Pine",479
487,3510,322,16,256,16,1648,179,223,183,2072,"Krummholz",487
497,3359,116,22,134,30,1387,251,213,78,1515,"Krummholz",497
500,2933,65,13,90,11,1878,232,214,112,2335,"Lodgepole_Pine",500
505,2647,150,24,658,-6,648,242,231,104,1323,"Ponderosa_Pine",505
530,3209,135,0,0,0,5314,219,238,156,725,"Spruce_Fir",530
536,2998,247,6,592,89,5645,207,245,176,2854,"Lodgepole_Pine",536
538,3155,87,9,212,39,2252,233,226,125,3042,"Spruce_Fir",538
553,2921,4,16,484,102,1500,197,207,145,2803,"Lodgepole_Pine",553
571,2887,238,18,0,0,2654,183,252,203,1410,"Lodgepole_Pine",571
577,3034,23,14,402,62,2919,211,209,132,618,"Krummholz",577
580,3069,236,5,150,15,2831,211,245,172,1698,"Lodgepole_Pine",580
581,3075,32,3,426,25,3178,219,232,150,361,"Spruce_Fir",581
588,3298,333,2,153,6,5536,214,236,160,531,"Spruce_Fir",588
596,2748,46,19,127,52,127,222,195,101,2671,"Lodgepole_Pine",596
598,2332,333,19,384,150,876,172,211,177,1146,"Douglas_fir",598
615,3072,37,5,120,18,1074,220,229,146,1549,"Lodgepole_Pine",615
624,3262,64,7,95,7,6354,227,226,133,108,"Spruce_Fir",624
656,3035,297,2,234,27,2839,213,238,163,391,"Aspen",656
661,2613,95,13,95,3,95,241,220,106,1577,"Lodgepole_Pine",661
675,3247,37,9,162,34,1158,220,220,135,1994,"Lodgepole_Pine",675
701,3019,57,7,150,5,2935,225,226,136,680,"Spruce_Fir",701
712,3002,47,8,95,1,4428,223,222,133,658,"Lodgepole_Pine",712
