Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
44761,3147,13,8,309,36,1589,213,225,149,1048,Lodgepole_Pine
45322,2801,334,22,150,39,1698,165,206,177,1221,Spruce_Fir
69053,2136,274,31,150,52,1298,125,230,236,558,Ponderosa_Pine
25499,2906,43,12,323,3,3329,222,213,124,3908,Lodgepole_Pine
35683,2982,82,12,60,6,2643,237,219,111,768,Spruce_Fir
63706,3152,18,5,576,10,3540,216,230,151,3701,Spruce_Fir
85551,2987,85,6,335,50,4209,228,230,136,2044,Lodgepole_Pine
39643,3176,208,5,134,3,5057,217,244,164,2432,Krummholz
13180,2955,354,9,648,182,1044,206,225,158,2629,Lodgepole_Pine
242,2481,328,16,323,189,366,179,219,179,725,Ponderosa_Pine
25314,2553,47,30,180,94,630,215,162,63,750,Lodgepole_Pine
21150,3318,194,17,510,86,4440,215,252,165,2402,Spruce_Fir
27355,3150,123,22,283,48,170,251,216,81,4348,Lodgepole_Pine
4445,2742,18,9,42,9,2724,213,220,144,5408,Lodgepole_Pine
37286,2991,315,12,67,9,2965,188,230,182,6266,Lodgepole_Pine
15104,3273,307,19,268,47,4072,165,225,199,1231,Spruce_Fir
50969,3246,270,4,30,3,5438,210,241,170,450,Spruce_Fir
85686,3050,64,10,474,141,4317,230,219,122,4589,Spruce_Fir
82458,2362,51,16,277,66,488,226,204,107,511,Ponderosa_Pine
109475,3014,309,12,541,104,1605,187,232,185,2285,Lodgepole_Pine
44490,3231,126,10,430,126,1358,237,233,126,2471,Spruce_Fir
40831,2860,120,30,124,59,4970,254,199,49,4599,Lodgepole_Pine
20508,3226,56,9,306,31,1485,226,222,130,1128,Spruce_Fir
73204,2804,115,21,150,85,2040,251,214,80,488,Lodgepole_Pine
10384,2898,70,21,481,-29,698,237,195,79,2374,Lodgepole_Pine
52322,2609,357,12,534,68,638,200,217,154,2671,Lodgepole_Pine
42559,2960,100,20,626,164,1209,249,208,78,722,Lodgepole_Pine
43530,2827,200,34,362,-84,3262,185,245,170,1557,Lodgepole_Pine
30490,3393,187,12,738,15,1358,221,249,159,4089,Spruce_Fir
31430,2266,118,6,323,211,537,230,235,138,277,Ponderosa_Pine
62258,2885,9,9,127,24,2779,210,222,149,2305,Spruce_Fir
1000,2995,149,32,570,168,990,242,218,78,713,Lodgepole_Pine
7399,2831,200,14,268,30,3529,214,252,170,6330,Lodgepole_Pine
15808,2883,351,12,134,19,2120,199,220,159,859,Lodgepole_Pine
63424,3717,354,17,1116,308,5117,190,209,155,3270,Krummholz
68872,3066,116,7,417,1,1415,233,233,133,1401,Spruce_Fir
46090,2905,202,23,339,150,2952,203,253,174,1276,Lodgepole_Pine
17082,3167,185,21,268,44,2635,219,249,154,3256,Spruce_Fir
17849,3018,67,13,376,43,4178,233,213,110,4952,Spruce_Fir
70250,2437,18,23,360,167,732,195,184,118,693,Douglas_fir
48583,3170,354,2,30,1,576,215,235,157,1230,Spruce_Fir
25812,3106,43,11,108,23,5273,222,217,128,3000,Lodgepole_Pine
48562,3182,272,18,216,34,408,170,242,210,700,Spruce_Fir
16182,2571,338,39,240,135,875,110,156,166,1630,Lodgepole_Pine
107970,3068,52,17,1136,199,2730,226,202,104,1312,Lodgepole_Pine
2374,2477,332,20,30,10,552,170,211,178,875,Douglas_fir
57583,2853,154,24,577,173,2067,240,233,108,1937,Lodgepole_Pine
101284,3094,76,12,547,35,630,235,217,111,1110,Lodgepole_Pine
36730,3363,121,12,283,41,1897,241,230,116,3220,Krummholz
31542,2889,304,14,120,33,2978,182,233,191,2256,Lodgepole_Pine
98577,2939,258,14,351,30,5718,186,248,200,3346,Lodgepole_Pine
