,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
43379,3142,85,9,297,29,3931,233,225,124,3236,Ponderosa_Pine
7319,3073,51,10,201,23,4285,225,219,127,2874,Lodgepole_Pine
105080,3146,81,10,319,33,3902,233,223,121,3266,Spruce_Fir
71235,3080,59,10,247,46,3800,228,219,124,2820,Spruce_Fir
10777,3001,53,10,258,16,4206,226,219,127,4097,Spruce_Fir
79742,3070,66,9,228,26,3740,229,221,124,2619,Lodgepole_Pine
13370,3031,45,8,175,7,4068,222,223,136,3695,Lodgepole_Pine
81477,3126,74,9,150,17,3583,231,223,125,3957,Spruce_Fir
23063,3126,74,9,150,17,3583,231,223,125,3957,Spruce_Fir
29239,3168,85,9,270,36,3257,233,225,124,3311,Spruce_Fir
101654,3168,85,9,270,36,3257,233,225,124,3311,Spruce_Fir
41519,3168,85,9,270,36,3257,233,225,124,3311,Spruce_Fir
57362,3132,76,10,192,16,3515,233,220,118,3960,Spruce_Fir
93382,3132,76,10,192,16,3515,233,220,118,3960,Spruce_Fir
37987,3132,76,10,192,16,3515,233,220,118,3960,Spruce_Fir
105127,3060,85,9,162,16,3425,233,225,124,2859,Spruce_Fir
98472,3014,68,9,192,19,4497,230,221,124,2770,Lodgepole_Pine
40424,3168,66,9,256,55,3713,229,221,124,3224,Spruce_Fir
11364,3073,72,10,162,23,3746,231,221,122,2639,Spruce_Fir
57807,3221,85,9,255,13,3957,233,225,124,3235,Spruce_Fir
38918,3205,53,10,212,14,3379,226,219,127,3520,Spruce_Fir
85340,3103,112,9,218,28,4471,235,231,127,3163,Spruce_Fir
59694,3103,112,9,218,28,4471,235,231,127,3163,Spruce_Fir
89662,3103,112,9,218,28,4471,235,231,127,3163,Spruce_Fir
51598,3011,94,10,240,34,4814,236,226,120,3518,Lodgepole_Pine
23925,3011,94,10,240,34,4814,236,226,120,3518,Lodgepole_Pine
32696,3011,94,10,240,34,4814,236,226,120,3518,Lodgepole_Pine
105120,3050,58,10,162,26,3522,228,218,123,2735,Spruce_Fir
15906,2912,66,9,201,49,4342,229,221,124,3456,Spruce_Fir
20571,2933,55,10,212,37,4476,226,220,127,2881,Lodgepole_Pine
100755,3126,68,9,134,20,3596,230,221,124,3966,Spruce_Fir
54614,2907,52,8,283,16,4025,225,222,131,3811,Lodgepole_Pine
96028,3057,90,9,175,13,3454,235,225,121,2832,Spruce_Fir
94975,3050,30,9,319,16,4052,218,220,138,3582,Spruce_Fir
55248,3132,76,10,212,23,3010,233,220,118,3248,Spruce_Fir
41148,3067,88,11,192,33,3828,237,221,114,2760,Lodgepole_Pine
67859,2907,39,9,242,16,4030,221,220,134,3840,Lodgepole_Pine
21992,3096,73,11,192,13,3187,233,218,115,3133,Spruce_Fir
99511,3093,60,9,162,3,4041,227,221,127,2743,Spruce_Fir
34061,3050,57,11,268,6,3457,228,216,120,2850,Spruce_Fir
43102,3110,59,11,319,35,4547,228,217,120,3076,Spruce_Fir
28198,3096,61,10,268,43,4736,228,220,124,2885,Spruce_Fir
41193,3027,72,8,192,26,3767,229,226,130,2527,Lodgepole_Pine
38231,3202,49,9,175,15,3373,224,221,131,3470,Spruce_Fir
2808,3041,77,10,247,-2,3494,233,221,119,2809,Spruce_Fir
