Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
93957,2646,51,3,124,-2,488,221,232,148,1376,Lodgepole_Pine
64037,3380,161,9,376,180,2707,230,242,144,618,Spruce_Fir
60402,2957,352,11,811,125,470,200,221,159,1485,Lodgepole_Pine
93552,3233,318,19,175,43,4268,166,219,191,2313,Spruce_Fir
105846,3618,41,19,890,206,2704,219,196,105,1348,Spruce_Fir
3034,3242,47,24,150,35,1854,220,179,80,2288,Spruce_Fir
27330,3156,335,12,319,60,3994,193,224,170,1034,Lodgepole_Pine
21616,2696,162,4,300,4,930,223,240,152,1765,Lodgepole_Pine
90779,3018,36,15,474,94,4325,218,205,119,2143,Lodgepole_Pine
100739,3132,357,14,108,16,3948,198,214,154,1986,Spruce_Fir
101446,2678,351,17,124,35,1574,188,209,158,2697,Lodgepole_Pine
81771,2618,76,15,616,34,918,238,210,99,1024,Ponderosa_Pine
16137,2749,127,23,150,63,3279,251,218,82,6032,Aspen
56985,3010,180,3,895,212,2854,221,241,156,1050,Lodgepole_Pine
14050,3078,256,19,90,19,624,173,248,212,1575,Lodgepole_Pine
33022,2982,63,7,30,3,2669,226,226,134,1928,Spruce_Fir
79516,2321,141,9,242,59,85,234,238,135,134,Ponderosa_Pine
82738,3242,344,12,108,17,1928,195,220,164,300,Krummholz
39459,2922,233,7,268,26,5733,208,247,176,5920,Spruce_Fir
40134,2863,113,25,134,62,150,253,206,65,1033,Lodgepole_Pine
2769,2941,235,26,390,232,2423,165,252,214,1006,Lodgepole_Pine
37808,2705,81,5,162,23,1907,226,231,140,6649,Lodgepole_Pine
109569,2929,66,9,636,137,4485,229,221,124,5362,Lodgepole_Pine
12266,2609,315,5,0,0,547,207,236,167,1332,Lodgepole_Pine
48166,2754,29,21,67,8,1471,208,190,111,2516,Lodgepole_Pine
56404,3128,321,16,339,56,277,179,223,184,1528,Spruce_Fir
27267,3241,20,23,497,27,1655,198,185,116,2110,Spruce_Fir
20485,3103,105,19,228,8,750,249,213,85,1842,Lodgepole_Pine
91774,3124,344,4,779,70,2026,211,233,160,2539,Spruce_Fir
31590,3355,187,14,525,97,4490,221,249,158,2581,Spruce_Fir
6200,3274,82,13,459,50,1263,237,218,109,2227,Spruce_Fir
4939,2185,358,38,330,168,426,137,145,125,319,Douglas_fir
46020,2402,285,20,240,72,228,161,235,212,541,Ponderosa_Pine
105626,3179,15,18,60,-8,2977,202,201,132,3997,Spruce_Fir
33522,2675,81,18,256,58,1203,242,205,86,469,Lodgepole_Pine
31434,2871,350,25,361,155,3062,165,188,155,1667,Lodgepole_Pine
10129,2944,187,10,242,69,4322,222,248,159,1597,Lodgepole_Pine
62038,2915,273,15,67,11,3664,178,243,204,4864,Lodgepole_Pine
50727,3273,195,31,350,128,2647,198,247,162,957,Spruce_Fir
42375,3123,230,8,90,11,1595,208,247,176,2322,Spruce_Fir
64558,2530,70,31,361,126,1200,235,163,36,759,Ponderosa_Pine
54731,3292,44,18,390,58,1590,221,199,106,2292,Spruce_Fir
36962,2991,61,5,67,3,5301,224,229,141,4925,Spruce_Fir
14625,2929,109,18,330,-9,5644,248,217,91,3662,Lodgepole_Pine
90473,2257,67,40,331,-32,579,225,131,0,532,Ponderosa_Pine
