"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
2,2965,337,16,42,7,4288,184,217,171,324,"Spruce_Fir",2
6,2568,90,4,212,23,470,226,233,141,1290,"Lodgepole_Pine",6
8,3341,133,15,638,135,466,243,231,112,242,"Spruce_Fir",8
15,3228,118,11,162,2,2589,240,230,118,1082,"Spruce_Fir",15
50,3020,285,35,376,197,1200,103,214,239,1215,"Spruce_Fir",50
51,3227,193,15,677,13,531,217,251,163,2513,"Lodgepole_Pine",51
79,3010,69,10,570,89,1559,231,221,122,514,"Spruce_Fir",79
82,2934,51,15,240,-10,485,226,207,111,1697,"Douglas_fir",82
86,2910,121,18,362,105,379,248,222,94,1380,"Lodgepole_Pine",86
97,3122,7,18,467,25,2866,195,202,141,2820,"Lodgepole_Pine",97
107,3215,300,8,272,32,732,198,237,179,785,"Spruce_Fir",107
144,3110,119,12,95,0,2160,241,229,117,3268,"Spruce_Fir",144
150,2948,336,14,30,7,1440,188,220,171,2375,"Spruce_Fir",150
185,2849,10,13,150,14,474,206,213,144,604,"Lodgepole_Pine",185
194,2866,249,32,658,342,1026,134,242,233,1761,"Lodgepole_Pine",194
198,3210,169,20,0,0,2584,231,244,136,2761,"Krummholz",198
199,3067,5,28,631,218,644,172,174,128,1507,"Krummholz",199
200,3004,82,7,127,42,940,230,228,130,309,"Ponderosa_Pine",200
216,2942,0,4,153,6,4334,213,232,156,5131,"Lodgepole_Pine",216
225,2708,15,7,443,99,2399,214,225,148,1563,"Lodgepole_Pine",225
227,3209,43,20,0,0,2954,220,192,99,2452,"Spruce_Fir",227
234,2982,98,8,459,14,4310,234,228,126,4705,"Lodgepole_Pine",234
237,3083,55,12,360,8,1890,227,215,119,1148,"Spruce_Fir",237
243,2595,146,11,0,0,2116,235,239,134,1510,"Ponderosa_Pine",243
254,3185,284,15,421,68,966,176,239,202,745,"Lodgepole_Pine",254
281,3232,303,5,60,6,5791,206,237,170,1481,"Spruce_Fir",281
283,3197,347,17,499,130,4128,185,210,161,726,"Spruce_Fir",283
286,3209,23,17,0,0,1179,207,201,125,886,"Spruce_Fir",286
287,2341,134,31,67,36,816,250,210,63,752,"Ponderosa_Pine",287
292,2819,102,12,124,21,2993,240,224,111,175,"Lodgepole_Pine",292
297,3011,137,9,234,34,4672,235,237,133,67,"Lodgepole_Pine",297
299,3101,101,9,481,42,480,235,228,124,1222,"Lodgepole_Pine",299
303,3059,346,22,201,31,1348,172,199,161,1441,"Lodgepole_Pine",303
314,3098,72,1,30,1,693,219,237,154,1816,"Spruce_Fir",314
316,2732,206,21,108,33,872,203,254,178,1978,"Aspen",316
318,2609,52,11,162,30,973,226,217,124,1415,"Lodgepole_Pine",318
331,2996,51,10,295,96,451,225,218,126,1436,"Spruce_Fir",331
341,2839,288,28,541,85,1922,130,223,228,1981,"Aspen",341
351,2350,277,16,323,16,150,175,241,205,726,"Ponderosa_Pine",351
355,2765,67,5,90,14,1321,226,229,138,2172,"Lodgepole_Pine",355
356,3233,339,13,708,157,395,191,221,168,1999,"Lodgepole_Pine",356
370,3032,346,16,108,31,162,187,213,163,787,"Spruce_Fir",370
380,3280,307,5,301,37,5701,207,237,169,560,"Spruce_Fir",380
381,2968,170,17,339,56,3375,230,245,140,1237,"Lodgepole_Pine",381
396,3072,38,13,30,0,994,219,210,123,1170,"Spruce_Fir",396
400,2947,337,23,484,218,3353,162,201,174,1382,"Lodgepole_Pine",400
488,2771,19,17,247,28,1698,206,203,130,1189,"Aspen",488
507,2108,335,14,0,0,1260,187,220,172,997,"Cottonwood_Willow",507
508,2375,323,7,30,-3,579,202,233,170,1340,"Lodgepole_Pine",508
521,3039,98,12,690,232,696,239,223,113,997,"Lodgepole_Pine",521
526,3220,56,3,30,1,3007,222,232,146,2345,"Krummholz",526
537,3069,82,20,268,60,4772,243,200,78,1818,"Spruce_Fir",537
544,3011,243,27,285,98,5249,157,249,221,1422,"Lodgepole_Pine",544
553,2921,4,16,484,102,1500,197,207,145,2803,"Lodgepole_Pine",553
558,3267,36,6,458,68,1172,220,226,142,674,"Spruce_Fir",558
564,2481,12,15,201,31,992,203,207,139,272,"Douglas_fir",564
574,2874,90,4,30,-1,1707,226,233,143,2509,"Lodgepole_Pine",574
603,2596,41,15,255,17,1507,221,207,118,4322,"Lodgepole_Pine",603
615,3072,37,5,120,18,1074,220,229,146,1549,"Lodgepole_Pine",615
629,3455,73,19,618,170,2221,238,201,86,1397,"Spruce_Fir",629
638,3074,96,21,30,-6,648,248,204,73,1528,"Spruce_Fir",638
640,2736,64,30,127,71,134,231,165,0,1337,"Aspen",640
643,3096,323,9,201,19,3340,196,230,174,566,"Spruce_Fir",643
647,3323,123,12,67,12,4325,240,231,120,3810,"Spruce_Fir",647
651,2875,99,9,180,15,3060,235,228,125,2632,"Lodgepole_Pine",651
656,3035,297,2,234,27,2839,213,238,163,391,"Aspen",656
