,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
47367,2991,72,7,150,22,2561,228,227,133,1707,Lodgepole_Pine
39120,2991,72,7,150,22,2561,228,227,133,1707,Lodgepole_Pine
25610,2993,58,6,170,16,2591,224,228,138,1677,Spruce_Fir
88216,2980,72,7,201,1,2612,228,227,133,1524,Spruce_Fir
64690,2979,70,6,175,2,2611,227,228,135,1554,Spruce_Fir
105687,2996,61,6,234,19,2648,225,228,137,1613,Spruce_Fir
17587,3009,76,7,124,7,2136,229,227,131,1507,Spruce_Fir
60156,3004,76,6,150,19,2075,228,229,136,1282,Lodgepole_Pine
64269,2972,62,6,153,13,2177,225,228,138,1332,Spruce_Fir
30904,3038,112,7,175,20,1885,232,233,133,1601,Spruce_Fir
70304,2948,97,6,210,3,1994,230,231,135,1865,Lodgepole_Pine
39060,2971,106,6,210,0,2329,231,232,135,1890,Spruce_Fir
76691,2971,106,6,210,0,2329,231,232,135,1890,Spruce_Fir
74781,2944,111,8,210,15,1965,234,231,129,1871,Lodgepole_Pine
662,2956,79,8,162,17,2343,231,226,128,2131,Spruce_Fir
101098,2976,60,8,150,17,2236,226,224,132,1325,Spruce_Fir
21954,2959,64,6,201,20,2379,226,228,136,2160,Lodgepole_Pine
102073,3014,113,8,180,29,2062,234,232,129,1434,Lodgepole_Pine
31919,3037,102,8,192,19,1842,234,230,128,1645,Spruce_Fir
103034,2994,53,7,175,7,2701,224,225,135,1543,Lodgepole_Pine
61650,3029,92,7,162,11,1783,232,229,129,1703,Spruce_Fir
34019,3051,83,6,218,29,1909,229,230,135,1594,Spruce_Fir
39816,2974,63,5,210,5,2552,225,229,139,1515,Spruce_Fir
56834,3035,63,8,192,22,1806,227,224,131,1671,Spruce_Fir
48670,3025,95,8,228,23,1742,233,229,128,1717,Spruce_Fir
39046,3003,72,8,201,11,3061,229,226,130,1828,Lodgepole_Pine
15655,3003,72,8,201,11,3061,229,226,130,1828,Lodgepole_Pine
101219,2998,56,5,212,12,2651,223,229,141,1618,Cottonwood_Willow
58479,2970,110,5,180,0,2326,228,234,140,1860,Spruce_Fir
9952,3010,95,9,150,25,2092,234,227,124,1426,Lodgepole_Pine
98010,3010,95,9,150,25,2092,234,227,124,1426,Lodgepole_Pine
45793,2986,65,9,150,17,2529,229,222,126,1731,Douglas_fir
46025,2986,65,9,150,17,2529,229,222,126,1731,Lodgepole_Pine
41074,3029,107,6,212,6,2863,230,233,137,1419,Lodgepole_Pine
56005,3017,90,9,192,19,2936,233,227,125,1848,Lodgepole_Pine
67404,3017,90,9,192,19,2936,233,227,125,1848,Lodgepole_Pine
8622,3017,90,9,192,19,2936,233,227,125,1848,Lodgepole_Pine
32138,2956,66,6,234,17,2394,227,227,135,2220,Lodgepole_Pine
88395,3021,66,6,175,-1,2809,227,227,135,1492,Lodgepole_Pine
96529,3034,60,8,190,12,2056,227,223,131,1282,Lodgepole_Pine
