,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
47011,2764,351,11,510,110,2717,199,221,159,1495,Lodgepole_Pine
102640,3423,302,34,210,72,3546,109,202,223,1312,Spruce_Fir
108404,2755,59,8,469,-27,828,227,223,130,2676,Lodgepole_Pine
3546,3231,19,9,977,56,4044,214,220,143,2483,Cottonwood_Willow
99363,3177,103,12,466,106,216,240,225,113,960,Lodgepole_Pine
15080,3056,39,9,648,76,1516,221,220,134,2581,Lodgepole_Pine
45251,3020,119,13,300,40,1301,242,228,113,2509,Lodgepole_Pine
20141,3140,241,12,277,5,1911,197,250,190,787,Spruce_Fir
87363,2878,113,19,503,116,525,249,217,87,618,Spruce_Fir
96694,3259,265,15,752,149,1342,181,245,202,2727,Spruce_Fir
90216,2729,84,6,417,21,1339,229,229,133,2241,Lodgepole_Pine
88331,3145,357,4,391,19,1771,213,232,157,630,Spruce_Fir
98553,2619,69,4,150,27,1507,224,231,143,4892,Lodgepole_Pine
18223,2991,92,6,285,26,5229,230,230,133,5939,Lodgepole_Pine
11653,3070,160,18,437,49,5634,235,241,129,1630,Lodgepole_Pine
26270,3000,70,11,192,18,2340,232,218,117,2002,Lodgepole_Pine
47346,2726,82,10,85,4,2604,235,222,118,2078,Lodgepole_Pine
59594,3063,340,5,247,16,3369,210,233,162,1465,Lodgepole_Pine
23635,3023,113,18,67,23,698,248,218,92,1947,Spruce_Fir
69090,3334,206,13,124,18,3744,212,252,173,1905,Krummholz
57445,2128,190,13,60,-3,1333,219,250,161,1302,Cottonwood_Willow
92971,3235,49,9,418,22,6236,224,221,131,990,Spruce_Fir
104183,2400,30,22,212,12,849,207,186,107,997,Douglas_fir
40507,3010,107,6,914,215,2790,230,233,137,1120,Lodgepole_Pine
105545,3100,9,12,421,-74,1440,206,215,146,1159,Spruce_Fir
65938,3207,28,6,85,8,5770,218,228,146,816,Spruce_Fir
47032,2981,125,18,330,38,2550,247,224,99,2661,Lodgepole_Pine
50096,3013,135,3,30,0,3013,224,238,149,1579,Spruce_Fir
48503,2642,82,22,67,19,2429,244,195,70,1129,Lodgepole_Pine
93296,2560,33,29,30,-13,771,201,165,83,1321,Douglas_fir
97977,3044,339,9,85,0,1712,200,227,166,1678,Krummholz
87471,2839,167,19,30,3,443,232,243,134,1214,Aspen
101721,3261,28,23,633,226,3726,204,183,105,1961,Spruce_Fir
66511,2653,314,22,30,15,1624,156,216,198,2675,Lodgepole_Pine
64835,3418,328,27,240,93,3757,146,198,186,3690,Krummholz
37885,2389,15,17,124,38,525,203,204,134,1087,Ponderosa_Pine
103409,3414,117,15,323,176,3811,244,225,106,3394,Krummholz
