,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
15,3228,118,11,162,2,2589,240,230,118,1082,Spruce_Fir
19,3220,14,15,153,41,4232,205,209,138,3097,Spruce_Fir
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
29,2746,311,5,162,20,1482,205,236,170,1883,Lodgepole_Pine
30,3132,133,18,108,27,1001,245,229,105,2118,Spruce_Fir
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
65,2674,359,19,201,62,2448,188,201,148,1366,Lodgepole_Pine
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
76,2752,155,17,0,0,361,238,239,126,2592,Spruce_Fir
87,2975,349,13,351,113,738,195,218,161,1731,Lodgepole_Pine
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
97,3122,7,18,467,25,2866,195,202,141,2820,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
109,3300,20,18,228,93,2054,205,199,126,2082,Spruce_Fir
112,3209,231,3,361,35,646,215,242,165,785,Spruce_Fir
116,3010,293,10,451,-24,1708,193,238,185,1947,Lodgepole_Pine
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
124,3037,63,4,404,119,2912,224,231,143,1825,Spruce_Fir
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
128,2893,16,9,430,36,2967,212,222,146,3626,Spruce_Fir
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
151,2671,155,15,134,36,3207,237,240,129,1945,Lodgepole_Pine
153,3070,3,15,426,26,3838,199,211,148,2467,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
161,2874,7,17,547,184,2605,198,205,142,2016,Lodgepole_Pine
186,3035,338,15,150,30,90,187,218,170,1307,Lodgepole_Pine
190,2965,30,7,509,95,2908,218,226,143,1702,Lodgepole_Pine
207,2921,4,16,484,102,1500,197,207,145,2803,Lodgepole_Pine
210,3092,122,16,175,16,3463,246,226,103,457,Spruce_Fir
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
233,3225,144,14,162,1,4200,239,236,123,2259,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
245,2774,170,22,60,9,2676,230,243,134,2343,Lodgepole_Pine
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
295,2768,52,6,256,16,2212,223,227,140,3629,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
308,2952,8,5,335,69,752,214,230,153,1874,Spruce_Fir
312,3061,344,10,127,-7,1878,201,225,163,1316,Spruce_Fir
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
325,3018,81,10,390,-1,1578,234,222,118,853,Lodgepole_Pine
328,3175,23,6,391,92,4790,216,227,147,1613,Spruce_Fir
331,2996,51,10,295,96,451,225,218,126,1436,Spruce_Fir
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
349,3190,139,16,258,49,2400,242,233,115,1471,Spruce_Fir
365,2948,62,16,42,15,1381,232,206,102,1449,Lodgepole_Pine
372,3049,105,14,228,33,4213,243,222,105,2571,Lodgepole_Pine
376,2620,176,10,234,16,1605,225,246,152,849,Ponderosa_Pine
378,3117,236,12,450,60,3130,198,251,189,1767,Lodgepole_Pine
381,2968,170,17,339,56,3375,230,245,140,1237,Lodgepole_Pine
397,3028,138,6,319,58,2316,229,238,143,573,Lodgepole_Pine
410,2790,140,16,150,65,1282,242,233,115,1556,Lodgepole_Pine
414,3017,342,13,300,7,2953,193,221,166,1320,Spruce_Fir
416,3091,349,10,162,25,2294,202,224,160,2353,Spruce_Fir
424,2998,92,16,240,-17,511,243,214,95,1026,Spruce_Fir
428,3028,163,16,335,7,1124,233,243,135,1282,Douglas_fir
437,3066,335,9,190,43,2828,200,228,167,691,Spruce_Fir
440,2790,34,19,162,44,1390,214,196,112,2609,Lodgepole_Pine
