,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
1,3219,21,8,67,-1,2869,215,223,145,1825,Spruce_Fir
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
40,3152,357,12,285,82,2147,200,217,154,2026,Lodgepole_Pine
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
65,2674,359,19,201,62,2448,188,201,148,1366,Lodgepole_Pine
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
76,2752,155,17,0,0,361,238,239,126,2592,Spruce_Fir
82,2934,51,15,240,-10,485,226,207,111,1697,Douglas_fir
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
124,3037,63,4,404,119,2912,224,231,143,1825,Spruce_Fir
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
129,3125,107,5,95,-1,4424,229,234,139,1744,Spruce_Fir
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
142,2976,333,18,469,81,979,175,214,176,1639,Lodgepole_Pine
144,3110,119,12,95,0,2160,241,229,117,3268,Spruce_Fir
151,2671,155,15,134,36,3207,237,240,129,1945,Lodgepole_Pine
153,3070,3,15,426,26,3838,199,211,148,2467,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
189,3156,219,6,162,21,671,213,246,169,2465,Spruce_Fir
190,2965,30,7,509,95,2908,218,226,143,1702,Lodgepole_Pine
205,2745,28,9,480,121,1448,217,220,138,633,Lodgepole_Pine
207,2921,4,16,484,102,1500,197,207,145,2803,Lodgepole_Pine
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
247,2971,127,19,339,125,2301,248,224,96,1528,Lodgepole_Pine
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
295,2768,52,6,256,16,2212,223,227,140,3629,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
308,2952,8,5,335,69,752,214,230,153,1874,Spruce_Fir
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
318,2609,52,11,162,30,973,226,217,124,1415,Lodgepole_Pine
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
349,3190,139,16,258,49,2400,242,233,115,1471,Spruce_Fir
361,3082,168,8,285,13,1040,227,243,150,3235,Spruce_Fir
370,3032,346,16,108,31,162,187,213,163,787,Spruce_Fir
372,3049,105,14,228,33,4213,243,222,105,2571,Lodgepole_Pine
376,2620,176,10,234,16,1605,225,246,152,849,Ponderosa_Pine
378,3117,236,12,450,60,3130,198,251,189,1767,Lodgepole_Pine
381,2968,170,17,339,56,3375,230,245,140,1237,Lodgepole_Pine
385,3282,8,12,371,47,1795,206,216,147,1168,Spruce_Fir
397,3028,138,6,319,58,2316,229,238,143,573,Lodgepole_Pine
410,2790,140,16,150,65,1282,242,233,115,1556,Lodgepole_Pine
414,3017,342,13,300,7,2953,193,221,166,1320,Spruce_Fir
416,3091,349,10,162,25,2294,202,224,160,2353,Spruce_Fir
420,3135,179,13,210,0,2131,225,247,152,660,Spruce_Fir
436,3270,313,8,474,80,810,199,234,175,513,Spruce_Fir
440,2790,34,19,162,44,1390,214,196,112,2609,Lodgepole_Pine
446,3060,264,4,379,67,2609,209,242,171,1999,Lodgepole_Pine
452,3149,45,4,240,39,1784,221,231,146,2568,Spruce_Fir
453,3109,118,7,0,0,2876,232,234,134,3384,Spruce_Fir
455,2949,175,10,518,35,2768,226,246,151,2290,Lodgepole_Pine
458,2991,27,19,379,104,1996,208,195,117,2802,Lodgepole_Pine
459,3010,324,14,433,100,1632,183,224,180,2393,Lodgepole_Pine
466,2581,14,20,270,106,2072,196,193,129,661,Douglas_fir
476,2838,81,12,150,23,1114,237,218,110,811,Spruce_Fir
478,2826,127,10,330,91,1652,237,234,127,2581,Lodgepole_Pine
482,3202,238,8,180,21,2906,207,247,178,1398,Spruce_Fir
483,3300,335,11,351,48,4516,195,225,169,830,Spruce_Fir
488,2771,19,17,247,28,1698,206,203,130,1189,Aspen
500,2933,65,13,90,11,1878,232,214,112,2335,Lodgepole_Pine
511,2851,146,14,120,8,3173,239,237,124,2028,Lodgepole_Pine
523,2997,284,12,212,24,2292,187,240,192,972,Lodgepole_Pine
524,3112,61,6,216,29,2420,225,227,136,1110,Lodgepole_Pine
525,3139,216,14,67,-4,1974,205,253,181,582,Spruce_Fir
538,3155,87,9,212,39,2252,233,226,125,3042,Spruce_Fir
542,2846,128,13,60,8,2591,242,231,116,2571,Spruce_Fir
549,2994,160,10,531,86,3589,230,242,143,1057,Lodgepole_Pine
552,3045,343,18,319,66,2375,181,211,166,2255,Spruce_Fir
561,2623,220,15,400,84,1559,202,253,185,1986,Ponderosa_Pine
567,2820,347,14,256,33,2620,193,217,162,1798,Lodgepole_Pine
573,3077,299,7,228,8,2133,200,237,177,2329,Lodgepole_Pine
577,3034,23,14,402,62,2919,211,209,132,618,Krummholz
580,3069,236,5,150,15,2831,211,245,172,1698,Lodgepole_Pine
592,3168,70,20,371,92,2995,237,196,80,908,Spruce_Fir
612,2800,342,15,323,73,1798,187,216,166,1024,Aspen
616,3100,42,14,511,25,1317,222,208,118,2831,Lodgepole_Pine
622,3092,290,7,150,1,3816,200,239,178,1950,Spruce_Fir
623,2866,359,16,150,43,2455,194,209,150,2205,Lodgepole_Pine
625,2775,61,7,190,19,1986,226,225,133,1681,Lodgepole_Pine
630,2772,10,10,339,60,2949,209,220,148,1245,Aspen
633,2898,279,12,255,63,2978,186,242,195,2147,Lodgepole_Pine
651,2875,99,9,180,15,3060,235,228,125,2632,Lodgepole_Pine
657,2921,30,13,532,39,3131,216,211,129,1986,Lodgepole_Pine
662,2956,79,8,162,17,2343,231,226,128,2131,Spruce_Fir
672,2695,359,16,408,93,2337,194,209,150,1597,Lodgepole_Pine
679,2893,124,16,85,13,3139,245,227,106,1599,Spruce_Fir
686,2938,48,16,201,48,1530,225,202,107,1200,Lodgepole_Pine
688,3238,197,11,283,44,3190,217,249,165,1159,Lodgepole_Pine
691,3154,170,17,210,12,3240,230,245,140,769,Lodgepole_Pine
695,3126,117,5,446,45,1409,229,235,139,2713,Spruce_Fir
696,2995,70,13,450,100,1786,234,214,109,3196,Lodgepole_Pine
697,2635,4,19,170,53,845,191,199,142,3072,Lodgepole_Pine
721,2960,113,14,258,72,2289,244,224,107,2003,Lodgepole_Pine
724,2623,225,10,108,44,1758,206,250,180,912,Lodgepole_Pine
742,2950,127,10,390,33,732,237,234,126,2258,Lodgepole_Pine
746,2824,60,9,150,26,1911,227,221,127,1772,Lodgepole_Pine
751,3163,69,8,543,26,1848,229,224,128,541,Douglas_fir
752,2841,151,12,234,39,1110,235,240,133,2010,Spruce_Fir
753,2574,140,4,150,46,875,226,238,147,1261,Aspen
754,2910,124,17,175,47,2812,246,226,102,1868,Lodgepole_Pine
760,3112,91,9,120,17,1450,235,226,122,474,Lodgepole_Pine
764,2709,40,16,240,78,1605,220,203,113,1591,Lodgepole_Pine
778,3154,357,21,480,94,1412,184,198,148,2282,Lodgepole_Pine
785,3045,50,7,30,5,1158,224,224,135,2067,Lodgepole_Pine
790,2790,347,8,30,3,2486,206,228,160,2654,Spruce_Fir
797,2746,358,20,331,103,1316,186,201,149,1992,Lodgepole_Pine
798,3025,36,12,390,65,1315,219,212,127,2445,Lodgepole_Pine
803,2667,22,14,268,98,633,211,210,133,1973,Lodgepole_Pine
806,2983,43,10,376,9,2335,222,218,130,2466,Lodgepole_Pine
810,2996,281,10,60,15,2315,192,241,189,1236,Lodgepole_Pine
815,2898,136,16,90,14,3466,243,232,113,2002,Lodgepole_Pine
818,2967,106,4,127,21,1921,227,234,142,960,Lodgepole_Pine
828,2769,333,17,108,28,1544,180,216,175,2617,Lodgepole_Pine
829,2774,52,11,270,44,2616,226,217,124,2028,Lodgepole_Pine
830,2870,53,5,446,58,2324,223,229,142,1973,Lodgepole_Pine
834,3261,217,9,300,46,3678,210,249,175,2755,Spruce_Fir
837,2776,344,14,342,49,1864,192,218,164,1179,Lodgepole_Pine
