,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
30295,3190,45,0,60,4,1456,218,237,156,547,Spruce_Fir
99646,2608,340,6,240,121,825,208,232,162,1087,Ponderosa_Pine
99069,2998,6,14,283,-23,1406,202,213,146,811,Spruce_Fir
37410,3323,202,11,150,4,2516,215,250,168,636,Krummholz
81135,3234,122,4,551,62,4397,228,236,143,2568,Spruce_Fir
57055,2869,40,12,339,71,3183,221,213,124,421,Lodgepole_Pine
1899,3193,23,10,984,109,2981,214,218,139,2419,Lodgepole_Pine
62654,2982,81,9,618,87,1128,232,225,125,1717,Lodgepole_Pine
2317,3203,183,5,30,-2,2707,221,243,157,819,Spruce_Fir
16403,2860,116,17,503,89,1050,247,222,97,2661,Lodgepole_Pine
48363,2901,338,17,150,18,2750,180,213,171,1092,Lodgepole_Pine
77722,3447,50,25,30,10,3318,222,177,76,2568,Krummholz
6539,2681,341,16,85,26,1986,185,215,168,4998,Lodgepole_Pine
95750,3006,324,20,511,86,5044,166,214,186,1734,Lodgepole_Pine
86100,2374,92,32,295,167,1565,250,174,28,210,Ponderosa_Pine
105385,3084,334,13,67,11,4478,189,222,172,1146,Spruce_Fir
40927,2153,154,38,180,134,446,234,212,71,228,Ponderosa_Pine
32806,2498,90,9,162,25,624,235,225,121,1337,Ponderosa_Pine
92578,2995,122,9,95,10,5090,236,233,127,5039,Lodgepole_Pine
15209,2687,19,23,404,-36,2880,196,185,117,2509,Spruce_Fir
25511,2888,338,18,180,32,2825,179,212,171,2684,Lodgepole_Pine
28006,3160,21,11,342,24,2777,213,217,140,1429,Spruce_Fir
50566,2941,307,2,60,0,5460,213,237,163,2173,Spruce_Fir
11385,3156,271,18,297,68,3257,171,243,210,1668,Lodgepole_Pine
32641,3286,163,28,690,65,1572,233,235,114,3378,Spruce_Fir
106182,3154,287,12,90,17,2236,186,239,193,693,Spruce_Fir
16343,3273,99,5,234,13,6122,228,233,140,324,Spruce_Fir
20356,2948,82,24,60,-19,2017,244,189,0,3257,Spruce_Fir
60511,3070,63,6,361,26,3229,226,227,135,470,Spruce_Fir
