,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
0,2754,146,5,150,2,1790,227,239,146,700,Lodgepole_Pine
9,3098,24,20,150,2,2506,205,193,118,700,Spruce_Fir
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
40,3152,357,12,285,82,2147,200,217,154,2026,Lodgepole_Pine
45,3103,193,17,268,34,2029,216,251,164,134,Spruce_Fir
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
57,2774,162,4,150,-5,2067,223,240,152,1087,Lodgepole_Pine
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
77,2987,266,6,361,70,4582,204,243,177,1979,Lodgepole_Pine
83,2961,137,16,134,24,942,243,232,113,1170,Spruce_Fir
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
100,2969,340,16,108,30,4180,185,216,168,443,Spruce_Fir
116,3010,293,10,451,-24,1708,193,238,185,1947,Lodgepole_Pine
120,3027,28,10,258,3,4093,216,217,136,3616,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
142,2976,333,18,469,81,979,175,214,176,1639,Lodgepole_Pine
144,3110,119,12,95,0,2160,241,229,117,3268,Spruce_Fir
151,2671,155,15,134,36,3207,237,240,129,1945,Lodgepole_Pine
153,3070,3,15,426,26,3838,199,211,148,2467,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
179,3070,344,14,255,32,3772,192,218,164,713,Spruce_Fir
191,2909,28,23,175,65,972,204,183,105,1740,Spruce_Fir
200,3004,82,7,127,42,940,230,228,130,309,Ponderosa_Pine
218,2988,104,4,531,-6,4407,226,234,143,3059,Lodgepole_Pine
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
233,3225,144,14,162,1,4200,239,236,123,2259,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
280,2765,34,5,503,22,1387,219,228,146,1012,Lodgepole_Pine
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
318,2609,52,11,162,30,973,226,217,124,1415,Lodgepole_Pine
331,2996,51,10,295,96,451,225,218,126,1436,Spruce_Fir
337,3323,28,20,150,3,3528,208,193,115,2774,Krummholz
343,2775,65,13,30,0,3145,232,214,112,2435,Lodgepole_Pine
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
349,3190,139,16,258,49,2400,242,233,115,1471,Spruce_Fir
372,3049,105,14,228,33,4213,243,222,105,2571,Lodgepole_Pine
378,3117,236,12,450,60,3130,198,251,189,1767,Lodgepole_Pine
381,2968,170,17,339,56,3375,230,245,140,1237,Lodgepole_Pine
397,3028,138,6,319,58,2316,229,238,143,573,Lodgepole_Pine
410,2790,140,16,150,65,1282,242,233,115,1556,Lodgepole_Pine
414,3017,342,13,300,7,2953,193,221,166,1320,Spruce_Fir
433,3145,135,11,60,-9,2379,237,236,128,1442,Spruce_Fir
437,3066,335,9,190,43,2828,200,228,167,691,Spruce_Fir
440,2790,34,19,162,44,1390,214,196,112,2609,Lodgepole_Pine
446,3060,264,4,379,67,2609,209,242,171,1999,Lodgepole_Pine
453,3109,118,7,0,0,2876,232,234,134,3384,Spruce_Fir
455,2949,175,10,518,35,2768,226,246,151,2290,Lodgepole_Pine
459,3010,324,14,433,100,1632,183,224,180,2393,Lodgepole_Pine
476,2838,81,12,150,23,1114,237,218,110,811,Spruce_Fir
478,2826,127,10,330,91,1652,237,234,127,2581,Lodgepole_Pine
482,3202,238,8,180,21,2906,207,247,178,1398,Spruce_Fir
488,2771,19,17,247,28,1698,206,203,130,1189,Aspen
492,3105,309,9,361,71,1385,194,234,180,1276,Spruce_Fir
500,2933,65,13,90,11,1878,232,214,112,2335,Lodgepole_Pine
511,2851,146,14,120,8,3173,239,237,124,2028,Lodgepole_Pine
517,2812,97,14,30,7,2124,242,218,102,2563,Lodgepole_Pine
523,2997,284,12,212,24,2292,187,240,192,972,Lodgepole_Pine
524,3112,61,6,216,29,2420,225,227,136,1110,Lodgepole_Pine
527,3117,72,12,30,0,713,233,217,115,1860,Spruce_Fir
538,3155,87,9,212,39,2252,233,226,125,3042,Spruce_Fir
542,2846,128,13,60,8,2591,242,231,116,2571,Spruce_Fir
