Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
68423,2991,171,6,666,72,5771,224,243,153,3503,Lodgepole_Pine
80872,2102,259,22,134,44,690,161,246,220,942,Douglas_fir
52496,2995,226,17,228,64,2489,193,254,193,1368,Lodgepole_Pine
5421,2614,70,16,309,74,1121,235,208,100,600,Lodgepole_Pine
50537,2665,10,16,42,5,1414,201,206,140,1806,Lodgepole_Pine
14835,3171,298,5,553,63,5608,207,238,170,1282,Lodgepole_Pine
55642,3064,59,6,30,1,3892,224,228,139,495,Lodgepole_Pine
57793,2701,51,19,162,4,1114,226,196,97,1680,Lodgepole_Pine
33862,2716,335,27,67,49,2750,148,192,177,6574,Lodgepole_Pine
54619,2754,172,16,365,170,1689,229,246,143,1252,Lodgepole_Pine
20845,2649,138,27,470,240,446,249,218,78,1458,Ponderosa_Pine
24546,3189,223,24,816,98,4129,182,254,200,1006,Lodgepole_Pine
42258,2810,254,32,67,39,2097,133,241,235,1390,Spruce_Fir
9612,3781,7,15,1064,335,4884,200,208,143,2999,Krummholz
32460,2860,71,9,362,23,3732,231,222,124,6090,Spruce_Fir
69464,3144,308,19,150,20,4026,166,225,198,1719,Spruce_Fir
3946,3177,136,15,216,36,2430,243,232,114,1513,Spruce_Fir
2655,2953,7,20,636,84,2287,192,196,137,1544,Lodgepole_Pine
81701,3014,41,5,67,-2,782,221,229,144,2192,Lodgepole_Pine
3238,2768,188,13,108,14,2840,221,249,159,2054,Lodgepole_Pine
17735,2988,129,12,67,13,4053,240,233,121,5261,Lodgepole_Pine
19326,3044,36,7,499,99,2773,220,225,141,1717,Spruce_Fir
81878,3257,212,12,295,56,3642,210,251,176,2821,Spruce_Fir
90473,2257,67,40,331,-32,579,225,131,0,532,Ponderosa_Pine
28128,2748,285,3,376,21,1020,212,239,165,1842,Lodgepole_Pine
84931,2940,330,10,134,23,3796,195,228,172,4782,Lodgepole_Pine
9348,3212,49,15,85,-1,1667,225,207,113,2385,Spruce_Fir
8542,2382,342,15,446,207,1482,188,217,167,612,Ponderosa_Pine
5741,3398,342,13,454,92,1630,193,221,166,2100,Spruce_Fir
56498,2295,185,8,30,0,1230,222,246,158,949,Cottonwood_Willow
74385,3384,162,10,849,212,1345,230,243,144,886,Spruce_Fir
6415,2942,335,20,255,61,595,172,210,175,1626,Lodgepole_Pine
68845,3049,40,18,781,-10,1395,219,198,109,2059,Spruce_Fir
76413,3014,45,12,371,42,5392,223,213,122,4039,Spruce_Fir
64054,3078,39,23,180,8,2781,214,183,93,1194,Spruce_Fir
546,3043,30,17,242,43,3632,213,201,119,4991,Lodgepole_Pine
73040,2162,303,29,95,25,1126,129,212,218,660,Douglas_fir
48815,3201,181,25,277,98,2900,220,246,144,932,Spruce_Fir
71886,2808,90,4,339,82,3165,226,233,141,6281,Spruce_Fir
86216,2094,126,18,30,6,886,247,225,98,792,Cottonwood_Willow
32240,2995,285,8,573,-39,1605,198,240,182,1928,Lodgepole_Pine
1348,2968,160,10,295,22,5103,230,242,143,2160,Spruce_Fir
109880,2389,50,18,85,-1,700,225,198,100,808,Ponderosa_Pine
14478,3076,262,16,150,12,1509,180,246,205,1940,Spruce_Fir
2960,2997,193,13,607,76,2081,218,250,163,2272,Lodgepole_Pine
13612,3114,338,13,816,345,1201,191,221,169,1253,Spruce_Fir
99681,3260,115,21,150,33,2496,251,214,81,2750,Spruce_Fir
54877,2795,36,11,571,7,774,219,216,131,1201,Lodgepole_Pine
80832,2804,117,7,295,81,1205,233,233,132,594,Lodgepole_Pine
57678,3291,99,10,30,5,1353,236,227,121,1317,Spruce_Fir
64308,3503,40,17,603,91,2748,219,199,110,1774,Spruce_Fir
36864,2126,26,33,150,76,212,186,151,83,560,Douglas_fir
5170,2628,17,27,85,45,1593,188,174,112,6745,Lodgepole_Pine
53969,3153,110,13,319,90,4178,242,226,111,696,Lodgepole_Pine
51,3227,193,15,677,13,531,217,251,163,2513,Lodgepole_Pine
106673,3211,29,21,912,400,1500,208,190,111,872,Spruce_Fir
81599,3103,185,9,85,13,3205,222,246,158,5484,Spruce_Fir
74892,3031,5,17,170,28,4422,196,205,143,1095,Spruce_Fir
68713,2683,98,5,426,37,864,228,233,138,1165,Douglas_fir
100377,2995,316,15,60,14,2620,180,226,186,937,Lodgepole_Pine
2098,2518,315,5,150,10,845,206,236,168,1054,Lodgepole_Pine
8832,3004,214,5,937,108,5862,215,245,166,5808,Lodgepole_Pine
44830,3433,102,8,661,148,2230,234,230,128,1443,Spruce_Fir
38563,2922,80,16,201,26,5555,240,209,94,4018,Lodgepole_Pine
22617,2710,118,8,30,-3,2291,234,233,130,2419,Ponderosa_Pine
93450,2791,209,6,234,21,2322,216,246,166,1885,Lodgepole_Pine
97658,2833,66,16,30,10,876,234,206,100,384,Lodgepole_Pine
45409,3139,62,14,524,58,1384,231,211,109,2644,Spruce_Fir
88205,3459,247,23,420,149,3546,165,250,217,1034,Spruce_Fir
28603,3183,84,10,212,22,999,234,224,121,2089,Spruce_Fir
75578,3048,21,8,108,14,1060,215,223,145,1500,Lodgepole_Pine
47132,3004,36,18,424,95,4509,215,196,110,4308,Spruce_Fir
78839,2927,45,4,418,14,3435,221,231,147,3937,Lodgepole_Pine
74616,3050,354,28,579,195,591,162,179,147,1544,Lodgepole_Pine
89215,3098,344,19,466,84,3580,178,206,165,1864,Lodgepole_Pine
23491,2643,354,19,85,22,1485,185,203,153,1994,Lodgepole_Pine
58694,3194,89,49,170,91,2971,233,114,0,1209,Lodgepole_Pine
93949,2158,111,29,60,33,1195,254,194,46,553,Cottonwood_Willow
28541,2782,266,44,240,138,1548,78,214,252,1342,Lodgepole_Pine
78512,3032,68,19,564,215,454,236,199,87,900,Lodgepole_Pine
3364,3032,96,5,391,63,5259,228,233,139,1008,Lodgepole_Pine
2284,3019,17,16,417,160,1624,206,206,134,3062,Spruce_Fir
19444,2921,303,13,95,25,3030,183,233,190,2279,Lodgepole_Pine
20585,2900,330,10,272,45,3724,195,228,172,5426,Lodgepole_Pine
12861,3401,131,4,685,-59,752,227,237,145,488,Krummholz
28619,3336,183,12,108,11,4448,223,248,156,3260,Spruce_Fir
72979,2962,268,18,256,53,5166,172,244,210,1377,Lodgepole_Pine
6203,2244,340,31,90,48,708,139,178,167,541,Douglas_fir
34865,3109,184,12,175,21,1965,222,248,157,437,Lodgepole_Pine
85386,3001,94,10,484,36,5421,236,225,119,5858,Lodgepole_Pine
75919,2801,27,13,67,3,659,214,212,131,1020,Lodgepole_Pine
1864,2707,198,5,42,6,892,218,244,161,1784,Spruce_Fir
13483,3069,52,8,553,-113,1530,225,223,132,1072,Spruce_Fir
51993,3201,7,24,376,56,1782,183,185,131,1889,Spruce_Fir
93264,3060,211,13,474,85,5840,209,252,176,1939,Spruce_Fir
55531,3461,320,12,391,40,5095,190,229,179,4202,Krummholz
39310,2821,336,13,30,10,3538,191,222,170,6075,Lodgepole_Pine
78716,2225,342,36,258,126,543,125,162,161,323,Ponderosa_Pine
54915,2999,179,15,210,26,1601,225,248,151,3537,Spruce_Fir
74570,3136,34,12,765,20,2144,218,213,129,3128,Spruce_Fir
28907,2798,17,34,0,0,4286,172,149,95,5208,Lodgepole_Pine
33428,3076,248,8,124,9,5600,204,246,180,2269,Lodgepole_Pine
15683,3024,256,4,792,59,5734,210,242,170,5903,Lodgepole_Pine
42417,2958,136,19,351,112,2298,246,229,104,1450,Lodgepole_Pine
68007,2898,249,23,190,87,1426,165,249,218,408,Lodgepole_Pine
27029,3115,340,6,360,36,466,207,231,163,1541,Lodgepole_Pine
109730,2655,199,26,270,-80,957,200,251,171,807,Lodgepole_Pine
67041,3177,327,26,283,117,3210,147,199,187,3059,Spruce_Fir
17169,3320,294,9,618,30,3714,194,238,184,1433,Spruce_Fir
70237,3009,194,4,918,230,2823,219,243,160,1080,Lodgepole_Pine
16764,2661,29,10,350,77,1062,217,219,137,1064,Lodgepole_Pine
64733,3120,217,7,67,8,1679,212,247,171,2402,Lodgepole_Pine
24756,3257,211,24,228,68,3164,192,254,187,750,Spruce_Fir
19030,2960,286,4,285,72,2073,208,239,170,2448,Lodgepole_Pine
63014,2925,142,3,240,17,4060,223,238,151,4254,Lodgepole_Pine
78481,3004,187,26,295,-47,2993,213,248,153,1022,Lodgepole_Pine
25695,2349,344,23,210,91,618,168,198,164,509,Ponderosa_Pine
34875,2834,319,28,258,95,3509,138,202,199,1321,Lodgepole_Pine
110193,2415,71,24,42,10,720,238,187,66,1140,Douglas_fir
55840,2931,59,24,376,141,2142,230,182,72,2147,Spruce_Fir
102354,2848,216,27,170,91,3021,182,253,194,1340,Lodgepole_Pine
11537,3312,77,31,153,78,4306,241,166,31,1134,Spruce_Fir
35313,2920,283,37,420,286,1527,96,213,243,1558,Lodgepole_Pine
27129,3238,153,21,531,139,424,240,235,113,4350,Lodgepole_Pine
69246,3004,53,5,30,2,2828,223,229,142,2045,Spruce_Fir
62757,3238,289,30,67,17,2336,125,221,229,2920,Spruce_Fir
8981,2274,231,31,466,-38,531,157,250,215,816,Ponderosa_Pine
77674,2771,218,23,240,76,1477,189,254,193,1310,Lodgepole_Pine
53109,3294,56,7,408,71,3078,225,226,135,3275,Lodgepole_Pine
12128,3205,17,22,420,129,966,196,189,122,1032,Spruce_Fir
76682,3220,73,6,240,21,5941,227,229,136,659,Spruce_Fir
87721,2975,85,10,270,30,5609,235,222,118,3818,Lodgepole_Pine
13713,3149,347,22,685,33,1120,174,199,160,1630,Cottonwood_Willow
17331,3257,327,8,552,-17,2565,201,231,170,454,Lodgepole_Pine
45727,3103,54,14,162,3,3295,228,209,111,5322,Spruce_Fir
896,3012,329,6,30,0,4069,207,233,165,1082,Lodgepole_Pine
49271,3080,299,10,553,43,2282,193,237,184,1095,Lodgepole_Pine
713,2695,86,16,335,-32,1368,242,211,95,3948,Lodgepole_Pine
107521,2907,92,8,424,58,2598,233,227,126,2365,Lodgepole_Pine
42989,3265,315,12,716,194,3376,189,230,181,1974,Ponderosa_Pine
79716,2834,318,22,108,32,4394,158,215,195,459,Spruce_Fir
30358,3202,223,16,350,108,3132,198,253,189,854,Spruce_Fir
67907,3008,101,6,242,30,4934,230,232,135,5887,Lodgepole_Pine
986,3129,108,4,85,-5,4479,226,235,144,1804,Spruce_Fir
70871,2938,315,4,67,3,1879,208,236,167,774,Lodgepole_Pine
87280,3392,341,11,859,121,1289,196,223,166,1740,Krummholz
83947,2827,59,7,210,27,1739,226,226,134,2591,Lodgepole_Pine
13880,2904,94,15,201,35,1984,242,216,99,2135,Lodgepole_Pine
62514,2973,318,12,90,7,4170,188,229,180,1148,Lodgepole_Pine
1789,2441,354,18,67,11,810,188,206,154,1276,Ponderosa_Pine
68309,2779,74,26,361,156,674,240,181,56,949,Lodgepole_Pine
23735,2300,16,27,277,119,912,185,172,112,767,Douglas_fir
14739,2374,259,22,360,169,404,161,246,220,708,Ponderosa_Pine
49306,3283,46,19,524,147,1044,222,194,99,5311,Spruce_Fir
88555,2157,305,29,335,260,361,130,211,215,342,Aspen
80765,3100,31,4,534,49,5219,219,230,148,1584,Spruce_Fir
17043,2960,84,10,30,5,3660,234,224,121,2579,Spruce_Fir
25241,3021,170,17,362,167,6307,230,245,140,4061,Lodgepole_Pine
108683,3147,218,13,120,6,2422,206,252,180,900,Lodgepole_Pine
96172,3162,294,23,390,66,1611,148,226,216,2525,Spruce_Fir
71278,2685,51,17,324,85,1114,226,202,104,2482,Lodgepole_Pine
11571,3264,140,15,67,-5,3074,241,234,119,589,Spruce_Fir
59422,3091,59,3,450,20,2505,221,233,148,1142,Spruce_Fir
99056,3061,236,16,339,49,5729,191,252,196,1894,Lodgepole_Pine
91780,3182,132,7,42,0,2462,232,236,136,1015,Spruce_Fir
29384,3137,343,13,190,27,2825,192,219,165,735,Spruce_Fir
104501,2989,315,39,319,171,1110,93,178,209,1300,Spruce_Fir
26730,3174,243,20,618,72,3461,177,252,208,1216,Spruce_Fir
