,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
11373,3139,101,2,256,29,5426,223,236,148,607,Spruce_Fir
32595,2729,358,16,127,35,1557,193,209,152,3169,Lodgepole_Pine
85167,3010,67,19,361,20,510,235,199,87,1624,Spruce_Fir
41152,3079,237,5,582,-47,2402,211,244,170,1461,Lodgepole_Pine
69657,2738,293,13,60,18,1409,182,237,194,1945,Spruce_Fir
45395,2985,339,13,175,18,1860,191,221,168,663,Lodgepole_Pine
28465,3117,4,14,417,106,2802,201,213,148,2586,Spruce_Fir
504,2656,75,18,384,89,1120,239,204,90,3655,Lodgepole_Pine
43253,2948,236,24,190,62,3013,172,252,211,2048,Lodgepole_Pine
34272,2982,24,5,247,37,4621,217,230,149,5733,Lodgepole_Pine
83314,3116,13,9,256,43,4901,211,221,146,551,Lodgepole_Pine
64311,3140,321,6,0,0,755,204,234,169,1144,Spruce_Fir
68921,3177,8,13,330,36,2283,205,214,145,1486,Lodgepole_Pine
95155,2966,21,11,319,60,872,213,217,140,2012,Lodgepole_Pine
21963,2832,132,23,108,21,4322,250,221,85,509,Lodgepole_Pine
19313,2833,57,11,212,11,3421,228,216,120,5301,Lodgepole_Pine
41274,2259,24,24,150,54,933,199,181,108,240,Ponderosa_Pine
64585,3211,9,6,85,0,5380,214,228,152,860,Spruce_Fir
23771,3224,212,10,216,1,3607,211,250,173,1620,Lodgepole_Pine
107265,3034,121,15,720,148,5842,244,227,107,5343,Lodgepole_Pine
105917,3119,4,7,120,-1,2434,211,226,153,2229,Spruce_Fir
92510,3277,357,19,1082,260,1956,186,202,151,2184,Spruce_Fir
108133,3021,104,19,216,59,4395,248,213,86,2455,Lodgepole_Pine
65244,3189,340,5,242,-8,162,210,233,162,1415,Lodgepole_Pine
65225,3327,155,11,218,31,4013,233,241,138,2408,Krummholz
59000,2851,41,13,531,156,924,221,210,122,391,Spruce_Fir
38088,2977,200,16,860,177,2665,212,252,170,1450,Lodgepole_Pine
65662,3170,315,3,108,6,5007,212,237,163,2663,Spruce_Fir
77487,2936,332,12,85,11,1374,191,224,172,3217,Spruce_Fir
12629,1990,29,23,85,18,408,205,184,106,564,Douglas_fir
38123,2791,305,22,470,202,1477,152,221,207,1158,Lodgepole_Pine
94807,2801,32,14,0,0,3473,216,210,126,6525,Lodgepole_Pine
32113,3472,309,15,524,159,1154,179,230,191,1443,Krummholz
33364,3358,333,36,201,86,1036,117,170,178,1518,Spruce_Fir
83798,2662,116,6,342,-5,663,231,234,137,1672,Lodgepole_Pine
61649,3199,53,2,60,1,5629,221,234,150,912,Spruce_Fir
108851,2979,302,16,30,8,1262,174,231,197,335,Lodgepole_Pine
80991,2933,285,11,60,4,5702,188,240,192,1492,Cottonwood_Willow
81489,2117,357,27,283,-4,481,166,180,143,778,Douglas_fir
100898,3159,39,13,283,11,1869,220,210,122,819,Spruce_Fir
27336,2827,27,7,124,16,3461,217,224,143,6383,Lodgepole_Pine
36470,3133,189,10,134,10,2312,221,247,160,819,Lodgepole_Pine
12799,2825,19,14,42,4,2220,208,209,135,973,Spruce_Fir
10118,2990,49,22,457,174,666,223,187,88,765,Lodgepole_Pine
94269,3022,47,12,899,203,1114,224,214,122,2403,Lodgepole_Pine
50109,2904,34,5,120,0,3697,219,228,145,1718,Lodgepole_Pine
18506,2755,45,4,242,22,2814,221,230,145,5182,Lodgepole_Pine
88363,3163,325,15,210,69,1680,182,223,180,2206,Lodgepole_Pine
73123,3027,54,13,366,9,6553,227,211,115,2867,Lodgepole_Pine
1604,3014,49,24,339,112,2089,221,180,80,1794,Spruce_Fir
73946,2902,68,8,108,6,3422,228,225,130,4270,Lodgepole_Pine
47717,2916,117,7,424,0,4818,232,234,135,3228,Lodgepole_Pine
106693,3348,139,24,446,-14,484,248,225,91,768,Spruce_Fir
98037,2830,313,29,180,60,570,131,205,207,1034,Spruce_Fir
57251,3173,179,10,760,132,853,225,246,154,1995,Douglas_fir
27419,3147,232,10,376,63,5796,203,250,183,2584,Lodgepole_Pine
107004,2907,330,24,424,86,1200,157,204,183,1055,Lodgepole_Pine
63746,2361,295,34,150,61,319,107,208,231,1560,Lodgepole_Pine
110230,2460,340,19,67,19,537,176,209,169,1329,Douglas_fir
64866,3031,189,15,124,10,5821,219,250,160,2375,Lodgepole_Pine
61447,2676,101,8,60,-5,1380,233,230,129,661,Lodgepole_Pine
48254,2968,335,17,60,12,547,178,214,174,1177,Krummholz
48833,2708,22,17,277,40,3376,207,200,126,3012,Spruce_Fir
107801,2895,349,7,30,-1,3667,207,228,160,4999,Lodgepole_Pine
42143,2503,38,5,85,10,741,220,228,144,5555,Aspen
79235,2975,257,17,360,49,5278,179,248,206,1635,Lodgepole_Pine
15119,2536,62,7,240,-6,366,226,226,134,1243,Lodgepole_Pine
26199,3022,94,11,108,6,3570,238,223,115,2010,Lodgepole_Pine
17251,3153,0,11,780,136,1719,203,219,153,2352,Spruce_Fir
77117,2945,211,18,60,16,1087,202,254,182,470,Lodgepole_Pine
84883,3075,147,17,120,7,3448,240,236,119,1173,Lodgepole_Pine
97142,2955,113,4,228,36,4862,226,236,145,5716,Lodgepole_Pine
59174,3076,257,16,0,0,1731,180,248,205,551,Spruce_Fir
93010,3142,341,10,350,36,3498,199,225,165,4435,Spruce_Fir
64188,2711,72,2,134,7,1969,222,234,149,3915,Lodgepole_Pine
49419,3189,277,9,127,-26,3569,195,242,187,1689,Spruce_Fir
106000,2974,85,24,90,-16,832,246,191,60,845,Spruce_Fir
36829,2908,187,15,30,8,2049,220,250,158,2083,Lodgepole_Pine
109655,3031,199,20,335,153,2689,209,253,170,1150,Lodgepole_Pine
45340,3242,13,18,511,105,1224,199,199,133,270,Spruce_Fir
87509,2594,221,16,339,80,825,200,253,187,1581,Ponderosa_Pine
53666,2845,185,11,300,45,2285,222,248,157,2080,Lodgepole_Pine
42666,2866,350,10,85,14,3401,202,224,159,3279,Lodgepole_Pine
99052,3106,310,7,0,0,1036,200,235,175,2579,Spruce_Fir
69300,3283,336,16,589,55,1928,183,217,172,807,Spruce_Fir
75929,2165,322,35,95,58,1170,111,181,197,1071,Ponderosa_Pine
25383,2867,44,15,547,41,960,222,205,114,1620,Lodgepole_Pine
12325,2744,36,4,60,0,1195,220,230,147,808,Lodgepole_Pine
17926,3273,289,10,537,88,691,192,239,187,212,Spruce_Fir
10810,3015,29,22,691,246,1816,206,185,106,2197,Spruce_Fir
36930,3047,262,2,153,0,2799,215,239,162,725,Lodgepole_Pine
60490,2988,228,19,408,150,1082,189,254,197,384,Lodgepole_Pine
14089,3162,134,14,30,4,1410,241,233,118,2520,Lodgepole_Pine
1233,3096,327,11,190,6,283,192,227,174,1933,Spruce_Fir
58282,2492,147,21,180,-57,1320,243,232,107,1495,Ponderosa_Pine
95852,3242,355,11,210,27,5622,201,220,156,703,Spruce_Fir
40176,2988,71,12,60,13,2917,233,216,113,6432,Spruce_Fir
24384,3150,172,15,120,31,1998,229,246,145,2631,Lodgepole_Pine
103295,3008,305,4,30,3,5163,209,237,167,2577,Spruce_Fir
18423,3149,110,11,458,95,524,239,228,118,700,Spruce_Fir
103131,3139,31,14,1180,270,2860,216,209,126,1630,Lodgepole_Pine
68266,2873,8,18,108,2,537,197,203,139,361,Lodgepole_Pine
30933,2683,39,16,361,36,674,219,203,115,1900,Lodgepole_Pine
28629,2921,114,20,192,63,5527,250,215,83,741,Lodgepole_Pine
23337,3057,68,15,134,-6,4233,234,208,101,2609,Lodgepole_Pine
74343,3197,64,6,60,6,5555,226,228,136,916,Spruce_Fir
5428,3054,170,13,201,56,3628,229,245,145,2630,Spruce_Fir
43814,2485,32,11,124,15,977,218,217,134,872,Douglas_fir
77744,2958,121,3,67,2,900,224,237,148,1570,Lodgepole_Pine
58141,3027,73,9,323,23,5492,231,223,124,4191,Spruce_Fir
16205,2954,16,8,242,54,859,214,224,147,2012,Lodgepole_Pine
21520,2985,267,10,799,-135,1588,193,244,190,2093,Lodgepole_Pine
96352,2816,52,27,242,122,268,222,172,68,1414,Aspen
61117,2860,289,27,120,52,5161,133,225,226,4678,Lodgepole_Pine
41915,2737,204,16,30,1,875,210,253,174,541,Lodgepole_Pine
11947,2773,65,17,30,4,1189,233,204,97,2134,Lodgepole_Pine
101624,2799,15,8,631,65,330,213,223,147,1001,Lodgepole_Pine
107990,3041,3,13,577,117,4195,202,215,149,2272,Lodgepole_Pine
9097,3011,214,17,268,16,5750,202,254,183,2324,Lodgepole_Pine
58378,3144,5,11,150,15,4260,206,219,150,1744,Spruce_Fir
41995,3066,143,18,417,141,1445,243,233,111,3383,Spruce_Fir
54510,2330,34,18,95,70,1036,214,197,113,825,Ponderosa_Pine
24886,3450,110,21,391,26,2124,251,211,78,2765,Spruce_Fir
60003,3183,55,13,700,102,1326,228,211,113,2478,Spruce_Fir
22209,2892,235,10,60,1,2145,203,249,183,1445,Aspen
27798,3228,63,10,0,0,589,229,220,123,2078,Spruce_Fir
97,3122,7,18,467,25,2866,195,202,141,2820,Lodgepole_Pine
74767,3243,48,12,67,-2,2884,224,213,120,1828,Krummholz
9291,2301,88,19,108,54,741,244,206,84,570,Ponderosa_Pine
92922,2916,250,7,295,23,5738,205,245,179,6005,Spruce_Fir
75310,2742,220,16,42,11,2646,199,254,188,1965,Lodgepole_Pine
36480,2726,80,12,300,95,1613,236,219,113,1655,Lodgepole_Pine
5804,2880,275,33,120,59,5211,117,227,239,4730,Spruce_Fir
102745,3056,234,18,360,138,2026,186,253,200,1982,Lodgepole_Pine
5103,3376,290,10,150,31,2689,191,239,188,2363,Krummholz
26899,3103,272,20,513,182,3116,162,241,216,2248,Lodgepole_Pine
20632,3045,116,12,731,245,741,241,228,115,1082,Lodgepole_Pine
14922,2752,206,13,124,30,362,212,252,173,2274,Lodgepole_Pine
64387,2856,40,20,240,86,3601,217,191,100,2737,Lodgepole_Pine
49117,3359,55,31,335,125,1884,222,159,48,2101,Spruce_Fir
23480,3134,32,4,162,17,1027,219,230,147,1423,Cottonwood_Willow
31371,2893,335,24,342,106,1203,160,201,177,1142,Lodgepole_Pine
78243,2974,79,14,162,29,3844,238,214,104,2014,Lodgepole_Pine
97155,3025,18,7,649,45,1343,215,226,148,2475,Lodgepole_Pine
46706,3300,221,22,467,151,1485,189,254,195,4164,Spruce_Fir
17473,3139,141,7,134,7,6389,230,238,141,2125,Spruce_Fir
49972,2965,45,9,391,46,4626,223,220,131,6226,Lodgepole_Pine
78290,3040,75,10,30,3,3509,233,221,120,2610,Spruce_Fir
88089,3178,273,10,876,-24,1291,192,243,190,1436,Spruce_Fir
90588,2915,350,12,67,10,4206,198,220,160,4110,Krummholz
108457,2953,139,5,150,-4,2140,227,238,145,1812,Lodgepole_Pine
15531,3392,291,17,212,47,5117,171,235,204,914,Spruce_Fir
49399,3001,349,7,212,23,4888,207,228,160,5872,Lodgepole_Pine
105175,3044,58,19,485,77,4884,230,197,92,1396,Spruce_Fir
14709,3077,50,19,342,-91,953,225,196,97,874,Spruce_Fir
65951,3230,270,14,240,-16,3022,182,244,201,256,Lodgepole_Pine
54324,3100,323,17,324,90,646,176,221,184,1802,Spruce_Fir
104133,2731,57,11,162,20,2197,228,216,120,2457,Lodgepole_Pine
52586,3011,94,13,247,44,4815,240,220,107,1637,Lodgepole_Pine
75412,2781,90,3,451,114,2823,224,234,146,6600,Spruce_Fir
46268,2899,354,12,170,22,3413,200,219,157,4817,Lodgepole_Pine
94127,2909,247,7,201,13,5340,205,246,179,5451,Lodgepole_Pine
20182,2718,25,7,300,2,1172,217,225,145,1825,Lodgepole_Pine
89391,3216,58,17,636,295,1765,230,203,100,2835,Spruce_Fir
21387,2244,122,32,120,47,764,254,195,42,1528,Cottonwood_Willow
50717,2514,254,17,85,19,1127,179,249,207,1001,Lodgepole_Pine
50891,3396,237,13,488,98,3611,197,251,190,1621,Spruce_Fir
68886,3046,8,2,124,1,3072,217,235,155,430,Spruce_Fir
81594,3281,233,5,120,-4,1410,212,244,169,1289,Spruce_Fir
15860,3114,225,13,576,-24,2864,201,252,185,582,Spruce_Fir
109876,2261,328,20,295,79,992,168,213,182,1302,Ponderosa_Pine
88433,3009,107,5,67,3,5125,229,234,139,2659,Lodgepole_Pine
86307,2935,60,19,124,35,466,231,198,92,2274,Lodgepole_Pine
67692,3228,222,6,509,73,2128,213,246,170,1897,Spruce_Fir
55957,3112,349,19,443,114,2402,182,206,160,2462,Spruce_Fir
94015,2930,329,1,134,10,1165,215,237,159,319,Spruce_Fir
35372,3215,308,8,618,78,2241,197,235,178,642,Spruce_Fir
18875,2699,304,36,190,121,1634,101,197,223,1290,Douglas_fir
48018,3332,358,18,488,177,3920,189,204,150,3673,Krummholz
105217,3136,52,8,67,-1,5340,225,223,132,2212,Spruce_Fir
22445,2539,57,16,362,53,488,229,203,102,1140,Douglas_fir
69067,3162,297,10,306,1,3448,193,237,184,1304,Lodgepole_Pine
108029,3130,81,11,1282,209,3030,235,219,114,1454,Lodgepole_Pine
86766,3361,118,28,108,53,1998,254,202,55,782,Krummholz
70842,2762,81,23,192,81,1170,244,194,68,495,Douglas_fir
23946,2731,35,6,408,15,1515,219,227,144,1866,Lodgepole_Pine
16939,2387,140,26,30,8,532,248,221,84,1282,Ponderosa_Pine
47122,3292,191,18,30,-1,2100,217,251,162,3750,Spruce_Fir
87330,2974,329,18,313,63,3212,176,217,179,1486,Spruce_Fir
66230,2966,353,10,85,7,1019,203,223,158,2100,Lodgepole_Pine
103062,3164,24,14,30,5,2230,212,209,131,1523,Spruce_Fir
3868,2716,48,20,212,55,1852,223,192,95,1036,Lodgepole_Pine
67056,3155,97,17,402,44,361,246,212,89,5759,Spruce_Fir
70025,3017,20,15,108,16,2635,208,207,133,1674,Lodgepole_Pine
51027,2995,182,5,175,28,4502,222,244,157,1935,Lodgepole_Pine
55326,2864,250,20,60,11,1959,173,250,212,1383,Aspen
42183,2968,127,10,201,0,4073,237,234,126,5615,Lodgepole_Pine
29392,2998,86,7,404,13,5232,230,229,132,5320,Lodgepole_Pine
34527,3191,37,16,95,29,819,218,203,117,2007,Spruce_Fir
57616,3395,45,9,524,116,1924,223,221,133,1770,Spruce_Fir
77871,2885,248,5,30,7,2086,209,244,173,1379,Aspen
3639,3109,133,8,0,0,2379,233,236,135,2382,Spruce_Fir
33676,2862,36,11,277,43,1711,219,216,131,2773,Lodgepole_Pine
48839,3109,114,14,162,18,1574,243,225,108,3303,Spruce_Fir
44827,2879,332,27,170,59,2554,149,196,180,782,Lodgepole_Pine
48002,3096,54,8,134,8,5162,225,222,130,876,Lodgepole_Pine
75985,2988,100,13,30,6,3964,242,221,107,5327,Lodgepole_Pine
60235,2498,157,13,90,17,990,234,241,136,4573,Lodgepole_Pine
65605,3020,230,18,67,0,1597,189,254,197,480,Lodgepole_Pine
71125,3409,308,13,916,159,1167,185,232,187,1934,Spruce_Fir
96149,2992,90,12,192,57,3823,239,220,110,1054,Lodgepole_Pine
49756,2913,300,21,212,73,3994,158,227,208,832,Lodgepole_Pine
62477,3194,97,17,706,258,1230,245,214,93,2365,Lodgepole_Pine
89346,2913,156,5,42,1,800,225,240,150,2071,Lodgepole_Pine
6820,3142,22,17,663,-48,3598,207,201,126,2935,Lodgepole_Pine
46962,3175,222,21,361,144,2274,189,254,195,1719,Spruce_Fir
88793,3119,5,10,361,28,1448,208,221,150,3512,Spruce_Fir
12052,3381,65,4,576,50,1620,223,231,143,2381,Krummholz
48438,3196,152,4,182,15,2534,224,239,151,1032,Cottonwood_Willow
17300,2881,48,11,180,12,1945,224,215,123,2021,Lodgepole_Pine
72846,2502,272,23,240,116,899,154,240,222,1436,Lodgepole_Pine
12610,3042,354,17,592,204,607,189,207,155,1451,Lodgepole_Pine
44811,2888,56,25,90,11,210,227,179,71,384,Spruce_Fir
29503,2975,53,25,67,12,899,225,178,73,2268,Spruce_Fir
58314,3057,36,15,560,141,4570,218,207,121,3567,Spruce_Fir
60227,3297,143,18,30,2,967,243,233,112,1273,Krummholz
89158,3014,108,3,95,5,2915,225,236,146,624,Lodgepole_Pine
84259,2287,348,16,42,8,573,187,211,161,778,Ponderosa_Pine
47814,2893,343,18,85,25,5541,181,211,166,858,Lodgepole_Pine
107977,3290,135,11,306,57,1788,238,235,126,1660,Lodgepole_Pine
62842,3228,0,11,698,210,4456,204,220,153,2356,Cottonwood_Willow
85364,2730,299,15,0,0,1371,178,233,195,1987,Spruce_Fir
51756,2873,15,8,382,56,2340,213,223,147,2028,Lodgepole_Pine
101214,3140,172,9,283,8,268,226,245,151,4942,Lodgepole_Pine
102511,2971,8,8,283,11,1436,211,223,150,1839,Lodgepole_Pine
41957,2975,338,11,30,7,5954,196,225,167,3448,Spruce_Fir
81390,3115,178,12,384,38,150,225,247,152,1624,Lodgepole_Pine
61359,2929,13,32,218,14,2182,171,157,107,485,Spruce_Fir
102130,3032,74,9,90,-16,876,231,223,125,1350,Spruce_Fir
64226,3057,41,23,242,38,3255,216,184,92,1648,Spruce_Fir
24521,3276,103,6,283,-14,1503,231,232,134,3227,Lodgepole_Pine
99003,2889,135,12,85,16,1738,238,235,125,1200,Lodgepole_Pine
57088,3184,179,27,481,-48,2045,219,244,139,1226,Lodgepole_Pine
104410,2987,309,9,30,-4,592,194,234,180,1842,Spruce_Fir
24953,3171,315,2,192,9,4464,214,237,161,1140,Spruce_Fir
57891,3279,266,9,30,3,1693,197,244,187,1436,Spruce_Fir
56807,3173,3,10,90,15,1442,207,221,152,2347,Spruce_Fir
15813,2985,42,6,420,59,5162,221,227,142,6411,Lodgepole_Pine
106172,3077,199,9,579,0,2700,217,248,166,1022,Spruce_Fir
53819,3219,275,18,212,34,4164,170,242,210,2233,Spruce_Fir
9789,2768,184,4,108,16,2033,220,242,157,3495,Lodgepole_Pine
103176,2847,174,9,108,11,2143,226,245,152,2329,Lodgepole_Pine
45608,2717,21,15,0,0,1400,208,206,132,1987,Lodgepole_Pine
85060,3162,109,11,180,30,3223,239,228,119,3290,Spruce_Fir
48305,3104,359,25,228,60,872,173,184,141,1914,Spruce_Fir
74289,3263,41,14,150,10,1864,221,208,119,2736,Spruce_Fir
15569,2584,181,36,67,34,2584,206,235,130,930,Ponderosa_Pine
33862,2716,335,27,67,49,2750,148,192,177,6574,Lodgepole_Pine
51897,2858,124,15,150,39,2760,245,227,107,2103,Lodgepole_Pine
14090,2976,64,12,376,39,4194,231,215,114,2163,Lodgepole_Pine
26383,3178,273,10,876,-24,1291,192,243,190,1436,Spruce_Fir
70832,3318,223,8,331,23,1126,210,248,174,1380,Spruce_Fir
3025,3156,104,9,247,40,2223,236,229,124,3021,Spruce_Fir
56708,2834,117,6,90,-2,3680,231,234,136,6326,Lodgepole_Pine
75773,3041,299,12,67,0,1998,187,236,189,3389,Spruce_Fir
95837,3172,14,8,90,-2,3326,213,224,148,4846,Spruce_Fir
2954,3192,6,6,90,9,5480,212,227,153,2415,Spruce_Fir
60879,3144,81,23,553,31,759,244,192,65,1680,Spruce_Fir
70096,3067,65,9,360,23,3205,229,222,126,457,Spruce_Fir
84453,3159,36,9,95,17,3077,220,221,136,5134,Spruce_Fir
92254,2980,32,18,371,76,4725,213,198,115,3808,Lodgepole_Pine
56684,3180,292,25,180,110,866,141,225,220,2363,Spruce_Fir
98519,2927,288,14,124,26,3662,178,238,199,4803,Lodgepole_Pine
15278,3532,34,9,424,120,2902,219,221,137,1725,Spruce_Fir
54488,3064,154,24,258,64,511,240,233,108,1604,Lodgepole_Pine
