"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
5,3106,267,5,42,1,3716,207,242,173,1027,"Spruce_Fir",5
19,3220,14,15,153,41,4232,205,209,138,3097,"Spruce_Fir",19
27,3345,333,14,0,0,1492,188,222,172,1712,"Krummholz",27
29,2746,311,5,162,20,1482,205,236,170,1883,"Lodgepole_Pine",29
33,3321,43,8,649,107,1050,222,222,136,2495,"Lodgepole_Pine",33
107,3215,300,8,272,32,732,198,237,179,785,"Spruce_Fir",107
118,3249,8,11,721,66,4052,207,218,147,3573,"Spruce_Fir",118
152,2748,236,29,272,-28,1421,158,250,218,990,"Cottonwood_Willow",152
186,3035,338,15,150,30,90,187,218,170,1307,"Lodgepole_Pine",186
213,2959,99,17,42,-5,400,246,215,92,1282,"Spruce_Fir",213
237,3083,55,12,360,8,1890,227,215,119,1148,"Spruce_Fir",237
255,3057,333,18,234,37,3475,177,215,175,5091,"Lodgepole_Pine",255
314,3098,72,1,30,1,693,219,237,154,1816,"Spruce_Fir",314
330,3037,90,4,216,10,6515,226,233,141,3465,"Lodgepole_Pine",330
335,3224,80,11,30,-4,4082,234,221,118,3360,"Krummholz",335
363,2897,283,25,300,100,1546,142,231,224,2556,"Spruce_Fir",363
422,2514,193,21,42,10,1115,213,251,163,1627,"Ponderosa_Pine",422
425,2972,262,7,426,63,5883,204,244,179,3018,"Lodgepole_Pine",425
426,2532,334,11,285,6,644,194,225,170,1144,"Lodgepole_Pine",426
451,2232,118,24,85,38,1530,252,211,72,450,"Douglas_fir",451
469,2975,196,9,531,62,5608,218,248,163,3638,"Lodgepole_Pine",469
499,3053,41,24,297,85,5029,215,181,89,2505,"Spruce_Fir",499
523,2997,284,12,212,24,2292,187,240,192,972,"Lodgepole_Pine",523
555,2939,78,23,366,112,1165,242,191,66,437,"Aspen",555
568,1942,72,24,180,75,210,239,186,64,1026,"Ponderosa_Pine",568
681,2834,56,5,85,9,400,223,229,141,335,"Lodgepole_Pine",681
718,2857,135,29,127,33,953,250,213,69,1173,"Lodgepole_Pine",718
724,2623,225,10,108,44,1758,206,250,180,912,"Lodgepole_Pine",724
756,2714,62,23,42,5,150,232,185,73,2096,"Aspen",756
808,3008,85,15,134,33,3246,240,213,99,6145,"Lodgepole_Pine",808
861,2984,47,23,417,174,1022,221,184,86,900,"Lodgepole_Pine",861
863,2401,309,17,190,63,1388,170,226,196,769,"Ponderosa_Pine",863
869,2705,98,16,30,8,1209,245,215,94,1295,"Lodgepole_Pine",869
882,2989,283,13,234,24,2321,183,240,197,942,"Lodgepole_Pine",882
935,2995,303,16,658,95,6040,175,231,195,6238,"Lodgepole_Pine",935
955,2727,38,11,108,9,2219,220,215,128,6777,"Spruce_Fir",955
1012,2357,19,19,0,0,511,202,196,125,1201,"Lodgepole_Pine",1012
1079,2997,137,10,85,6,182,235,237,132,1650,"Spruce_Fir",1079
1113,3009,358,11,376,77,2980,203,220,155,1273,"Lodgepole_Pine",1113
1116,2942,237,10,300,36,5783,203,249,183,2659,"Krummholz",1116
1119,3199,306,15,150,45,4514,177,230,193,3368,"Spruce_Fir",1119
1140,3037,38,6,218,13,3522,220,227,143,5788,"Spruce_Fir",1140
