,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
17703,2684,27,17,360,191,940,211,201,122,1348,Lodgepole_Pine
98100,3378,291,7,819,150,2220,201,239,177,1172,Spruce_Fir
56529,3324,201,18,418,133,2128,209,253,172,1224,Spruce_Fir
86912,3178,351,9,365,41,1950,205,226,159,713,Krummholz
99128,3121,173,17,745,104,1689,228,246,144,642,Lodgepole_Pine
52973,2330,330,23,216,75,684,160,206,182,446,Ponderosa_Pine
36964,2894,84,14,30,6,1840,239,215,103,1068,Spruce_Fir
64930,3022,100,16,319,48,1230,245,216,96,1136,Lodgepole_Pine
30153,3222,273,10,607,112,3254,192,243,190,1036,Spruce_Fir
59283,2736,182,8,60,1,2173,223,246,156,1381,Aspen
93043,3044,185,6,0,0,1585,221,244,158,170,Cottonwood_Willow
93598,3228,285,11,408,45,5798,188,240,192,2096,Lodgepole_Pine
72233,2426,101,25,255,60,700,252,197,57,576,Ponderosa_Pine
67783,2899,40,19,212,50,759,218,195,105,543,Lodgepole_Pine
71036,2978,300,15,60,19,1454,177,233,196,2084,Lodgepole_Pine
99692,2452,349,10,390,146,1065,202,224,160,1237,Douglas_fir
12149,2913,63,4,218,0,4129,224,231,143,6364,Lodgepole_Pine
65358,3285,111,12,342,179,4120,241,227,114,1332,Lodgepole_Pine
45179,3256,37,15,258,51,1200,219,206,119,1641,Spruce_Fir
101341,2796,106,15,234,34,3141,244,221,102,2491,Lodgepole_Pine
68689,3225,162,2,108,4,5922,221,239,154,1640,Spruce_Fir
108510,2913,338,8,108,13,4510,202,228,165,6007,Lodgepole_Pine
99502,2942,131,10,127,9,4432,237,235,127,4602,Lodgepole_Pine
85377,3103,76,9,30,-5,5232,231,224,126,1348,Spruce_Fir
106317,2954,13,5,469,23,2084,215,229,151,983,Spruce_Fir
74429,2959,121,8,0,0,4725,235,233,130,5589,Spruce_Fir
36636,3135,342,15,691,94,902,188,217,167,1207,Lodgepole_Pine
1090,2523,117,11,0,0,1262,238,230,121,1473,Ponderosa_Pine
45073,2637,159,16,60,15,1130,235,242,132,6374,Lodgepole_Pine
52813,2222,296,35,67,12,793,104,205,230,661,Ponderosa_Pine
90875,3011,77,17,180,20,5488,239,207,94,4874,Spruce_Fir
77067,3092,13,8,67,6,3417,213,225,149,1107,Spruce_Fir
56666,3242,53,11,210,30,1167,227,215,121,2311,Spruce_Fir
85304,3079,32,12,573,80,2763,217,214,131,1944,Krummholz
26641,3152,180,6,60,0,390,222,244,156,1440,Spruce_Fir
38872,3065,203,12,421,81,1654,214,251,170,3591,Spruce_Fir
31813,2972,105,7,242,33,5863,232,232,133,4094,Lodgepole_Pine
61866,3253,65,13,421,40,6254,232,212,110,872,Spruce_Fir
54598,2965,93,5,216,46,4761,227,233,140,6407,Lodgepole_Pine
5143,2768,65,4,150,12,1945,223,231,143,1727,Lodgepole_Pine
53413,2953,104,16,677,155,2951,245,218,97,558,Lodgepole_Pine
13430,2389,245,10,216,22,1080,200,248,186,1565,Ponderosa_Pine
67129,3021,127,7,503,56,5447,233,235,135,5964,Lodgepole_Pine
83363,2325,194,26,90,66,1652,206,250,164,914,Douglas_fir
66103,2664,98,10,150,14,1315,237,225,118,1679,Lodgepole_Pine
29691,2738,79,16,0,0,268,240,209,95,1283,Lodgepole_Pine
69305,3047,31,1,67,1,3153,218,235,154,513,Lodgepole_Pine
38174,2851,112,10,192,23,1269,238,229,121,1800,Spruce_Fir
50596,3169,316,15,618,118,2947,180,226,186,210,Spruce_Fir
95024,3354,355,20,895,151,2096,183,201,152,576,Krummholz
4500,2743,283,13,30,8,1710,184,240,196,1048,Aspen
6645,2999,66,8,120,-6,2789,228,225,131,787,Spruce_Fir
54746,2972,65,16,540,59,4524,233,205,98,3010,Lodgepole_Pine
79502,3176,135,4,446,81,4213,226,238,147,983,Lodgepole_Pine
79118,3194,209,6,268,31,2674,216,246,166,977,Spruce_Fir
20914,2981,109,16,190,57,3739,246,220,98,1120,Lodgepole_Pine
53499,2966,258,19,175,20,5701,171,247,212,1939,Spruce_Fir
20675,2945,266,10,703,149,2454,194,245,189,1633,Lodgepole_Pine
108600,3236,149,15,335,45,5588,238,238,126,2971,Lodgepole_Pine
99250,3234,97,6,0,0,6106,229,232,137,382,Spruce_Fir
107171,2957,134,28,242,63,934,251,214,70,2873,Lodgepole_Pine
66115,2868,140,11,30,1,3523,237,237,129,3493,Lodgepole_Pine
77030,3344,191,10,408,65,3503,220,248,161,1482,Spruce_Fir
16708,3378,3,14,108,25,4035,200,212,148,1343,Spruce_Fir
29420,3099,47,18,870,39,1651,223,199,104,2227,Spruce_Fir
52908,2673,85,15,60,4,1388,241,212,97,811,Lodgepole_Pine
109801,2792,143,17,0,0,2501,242,234,116,1033,Lodgepole_Pine
102626,3224,142,23,379,91,1170,246,228,98,1871,Spruce_Fir
2702,3088,201,23,85,31,2493,204,253,173,990,Douglas_fir
70754,3366,198,3,134,2,2655,218,242,160,577,Krummholz
74763,3005,73,16,192,45,5234,237,209,99,589,Lodgepole_Pine
27964,3088,324,10,67,16,1092,194,229,175,1718,Spruce_Fir
