"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
313,3084,263,8,234,30,3066,200,244,183,1490,"Lodgepole_Pine",313
374,3250,217,22,765,159,3969,191,254,192,845,"Lodgepole_Pine",374
720,2777,70,7,127,11,1167,228,226,132,2400,"Spruce_Fir",720
833,3203,270,10,30,0,4767,193,244,190,474,"Spruce_Fir",833
1019,2924,80,9,190,51,1962,233,223,122,2239,"Lodgepole_Pine",1019
1022,2934,79,10,153,-13,1690,233,223,121,1557,"Lodgepole_Pine",1022
1088,2768,332,20,170,73,2821,171,211,178,1961,"Lodgepole_Pine",1088
1349,2722,46,16,446,55,492,223,204,110,1140,"Lodgepole_Pine",1349
1940,2798,246,12,30,3,2173,195,249,192,3019,"Spruce_Fir",1940
2162,2865,198,2,212,16,3246,218,241,159,3037,"Lodgepole_Pine",2162
2297,3384,132,22,90,21,4145,249,223,91,3772,"Krummholz",2297
2301,3149,356,6,120,17,1448,210,229,157,525,"Spruce_Fir",2301
2421,2547,102,13,256,8,518,241,223,110,592,"Lodgepole_Pine",2421
2490,3252,174,13,210,34,2843,227,246,148,2463,"Krummholz",2490
2503,2989,175,14,382,22,4690,227,247,149,1528,"Spruce_Fir",2503
2594,2954,344,10,85,17,3495,199,224,163,2550,"Lodgepole_Pine",2594
2638,2357,14,16,30,6,417,203,205,136,997,"Ponderosa_Pine",2638
2689,2919,319,29,212,112,930,132,199,200,1310,"Spruce_Fir",2689
2724,3208,188,10,60,-5,2769,221,248,160,759,"Spruce_Fir",2724
2914,3271,335,23,743,195,485,162,202,176,2081,"Lodgepole_Pine",2914
2936,2993,22,17,509,-39,684,207,201,126,560,"Lodgepole_Pine",2936
3013,2630,173,23,85,26,1747,228,244,136,1436,"Cottonwood_Willow",3013
3486,2765,40,7,190,40,1130,221,224,138,2462,"Lodgepole_Pine",3486
3797,3192,97,4,127,1,5603,226,234,143,3137,"Lodgepole_Pine",3797
3862,3001,188,30,864,173,4302,207,246,152,1395,"Lodgepole_Pine",3862
3899,3244,31,8,603,37,1638,218,222,140,2817,"Spruce_Fir",3899
3915,2956,46,23,309,86,1865,220,183,87,3017,"Lodgepole_Pine",3915
3935,3191,33,16,510,98,3820,215,205,121,2886,"Lodgepole_Pine",3935
3997,2864,51,18,240,79,2038,226,199,101,2147,"Lodgepole_Pine",3997
4007,3114,81,3,192,36,1290,223,234,146,2908,"Lodgepole_Pine",4007
4298,2796,189,23,420,-32,1368,214,250,158,830,"Lodgepole_Pine",4298
4377,2444,350,16,395,100,900,189,211,159,1498,"Douglas_fir",4377
4955,3133,337,20,313,-5,2290,173,209,172,458,"Spruce_Fir",4955
5123,3294,195,5,421,80,870,219,244,161,2658,"Lodgepole_Pine",5123
5248,2821,27,12,216,37,1660,215,214,134,2604,"Douglas_fir",5248
5289,2988,255,13,598,88,5711,189,248,197,4652,"Lodgepole_Pine",5289
5336,2607,279,33,150,83,1050,115,224,238,1383,"Lodgepole_Pine",5336
5665,2966,303,16,67,16,365,174,231,196,703,"Lodgepole_Pine",5665
5741,3398,342,13,454,92,1630,193,221,166,2100,"Spruce_Fir",5741
5743,2941,341,19,404,72,900,176,208,169,1465,"Lodgepole_Pine",5743
5787,2673,168,19,108,23,1129,232,243,135,1638,"Lodgepole_Pine",5787
5901,3013,244,10,190,29,2971,200,248,186,566,"Lodgepole_Pine",5901
5923,3319,300,19,192,21,3730,162,228,205,1410,"Spruce_Fir",5923
5950,3153,46,26,459,40,759,218,175,78,1652,"Spruce_Fir",5950
6228,3195,259,7,120,14,2864,203,244,180,1376,"Spruce_Fir",6228
6245,2773,347,9,30,4,674,204,226,161,2868,"Lodgepole_Pine",6245
6259,3340,78,13,242,56,2383,237,215,106,1994,"Spruce_Fir",6259
6283,3167,74,22,268,21,1410,240,192,71,2395,"Spruce_Fir",6283
6306,3365,38,26,108,32,1337,210,174,85,1406,"Krummholz",6306
6309,2993,138,13,0,0,1034,239,235,124,1660,"Lodgepole_Pine",6309
6420,2969,152,17,134,34,1442,238,238,124,3371,"Spruce_Fir",6420
6500,2620,35,13,210,8,1902,218,211,127,2118,"Douglas_fir",6500
6581,3181,174,16,30,5,979,228,247,146,2580,"Lodgepole_Pine",6581
6783,3268,9,5,124,17,854,215,230,153,2230,"Spruce_Fir",6783
6939,2954,332,23,216,52,1801,159,204,180,1026,"Lodgepole_Pine",6939
7164,3024,73,7,636,13,4267,229,226,131,3199,"Lodgepole_Pine",7164
7312,2948,167,13,376,31,5071,230,244,144,2719,"Lodgepole_Pine",7312
7417,3212,304,19,0,0,4040,165,227,201,1361,"Krummholz",7417
7720,3299,328,20,659,199,3345,167,212,183,3539,"Lodgepole_Pine",7720
7738,2552,121,1,516,30,953,221,237,152,1092,"Ponderosa_Pine",7738
7809,2975,118,8,277,43,4429,234,233,130,1842,"Lodgepole_Pine",7809
7829,3235,13,13,983,218,2100,207,214,142,2200,"Krummholz",7829
7839,3085,27,14,384,129,722,213,208,128,2958,"Lodgepole_Pine",7839
7904,3235,225,11,150,13,3887,206,250,181,2639,"Krummholz",7904
7988,3084,18,12,90,18,1418,210,214,139,2576,"Spruce_Fir",7988
8128,3005,131,26,180,-15,2538,251,216,76,1641,"Spruce_Fir",8128
8162,3004,303,22,404,154,5743,155,224,207,4914,"Lodgepole_Pine",8162
8169,3171,310,15,300,93,2884,177,228,191,1113,"Spruce_Fir",8169
8204,3255,73,10,513,48,1691,232,221,121,2657,"Spruce_Fir",8204
8251,2702,93,10,270,78,1440,237,224,118,424,"Lodgepole_Pine",8251
8282,2790,332,18,134,26,3192,175,214,177,993,"Lodgepole_Pine",8282
8311,3096,73,20,30,13,1481,239,197,81,1875,"Spruce_Fir",8311
8422,3116,132,24,0,0,1224,250,220,84,883,"Spruce_Fir",8422
8738,3345,34,14,255,63,2089,217,210,125,2557,"Spruce_Fir",8738
8994,3201,311,31,297,99,1100,124,202,211,2040,"Spruce_Fir",8994
9014,2883,149,12,170,35,3463,236,239,131,1731,"Lodgepole_Pine",9014
9048,2731,82,10,108,10,2300,234,222,119,7013,"Spruce_Fir",9048
9201,2572,51,6,324,41,2701,223,226,138,2700,"Spruce_Fir",9201
9458,2732,53,5,212,24,1061,223,229,142,2239,"Lodgepole_Pine",9458
9478,2919,110,17,85,14,3540,247,219,95,1342,"Lodgepole_Pine",9478
9752,2629,314,26,60,31,2341,143,211,203,2337,"Lodgepole_Pine",9752
9883,2501,292,9,60,9,492,196,239,183,1465,"Douglas_fir",9883
9898,2776,50,14,30,6,1136,226,208,113,2136,"Lodgepole_Pine",9898
9921,2886,123,18,85,23,2863,247,224,99,1852,"Lodgepole_Pine",9921
9929,3044,143,17,240,23,1173,242,234,114,1215,"Ponderosa_Pine",9929
9974,3123,58,20,201,26,4838,230,195,89,2787,"Spruce_Fir",9974
10376,3183,332,6,85,7,5294,207,233,165,2571,"Spruce_Fir",10376
10387,3031,288,6,540,-37,1798,203,239,175,2258,"Lodgepole_Pine",10387
10409,3289,106,9,120,-6,3989,235,229,125,2207,"Spruce_Fir",10409
10549,2557,40,24,175,80,1136,215,181,90,1486,"Lodgepole_Pine",10549
10784,3002,125,16,283,74,955,246,226,104,1025,"Spruce_Fir",10784
10868,1891,27,27,90,32,124,197,172,98,752,"Douglas_fir",10868
11022,2432,207,26,258,162,1201,192,253,183,541,"Cottonwood_Willow",11022
11072,2943,143,9,685,74,2780,234,238,135,1806,"Lodgepole_Pine",11072
11082,2867,308,24,277,31,2568,148,217,206,1348,"Lodgepole_Pine",11082
11136,2709,175,11,256,103,2568,226,246,151,1144,"Ponderosa_Pine",11136
11287,3011,84,6,268,27,4080,229,229,133,1442,"Lodgepole_Pine",11287
11398,3106,36,6,726,-22,4373,220,226,142,3653,"Spruce_Fir",11398
11677,2578,117,15,30,-6,1937,245,225,105,2024,"Douglas_fir",11677
11689,3310,190,19,371,115,2084,216,251,161,1290,"Lodgepole_Pine",11689
11756,2959,58,18,192,56,4527,230,198,94,4780,"Spruce_Fir",11756
11913,3245,51,7,162,0,2746,224,225,137,1012,"Spruce_Fir",11913
