"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
1,3219,21,8,67,-1,2869,215,223,145,1825,"Spruce_Fir",1
4,2366,165,3,390,156,1165,222,240,154,582,"Douglas_fir",4
21,3270,63,13,42,10,6198,231,213,112,306,"Spruce_Fir",21
27,3345,333,14,0,0,1492,188,222,172,1712,"Krummholz",27
41,2484,43,8,150,-1,234,222,222,135,1209,"Ponderosa_Pine",41
55,3231,99,17,437,70,1116,245,215,93,1908,"Spruce_Fir",55
60,3449,89,19,127,-11,1254,245,206,82,1008,"Krummholz",60
66,3259,217,18,323,110,2997,198,254,187,886,"Spruce_Fir",66
71,2771,20,16,108,12,1191,208,205,131,2340,"Ponderosa_Pine",71
73,2540,141,9,402,86,424,234,238,134,616,"Ponderosa_Pine",73
79,3010,69,10,570,89,1559,231,221,122,514,"Spruce_Fir",79
96,2961,102,6,228,65,3390,230,233,137,1657,"Lodgepole_Pine",96
104,2904,141,16,309,94,309,242,234,116,1283,"Ponderosa_Pine",104
105,2923,61,16,525,77,1702,232,204,100,2971,"Lodgepole_Pine",105
116,3010,293,10,451,-24,1708,193,238,185,1947,"Lodgepole_Pine",116
118,3249,8,11,721,66,4052,207,218,147,3573,"Spruce_Fir",118
132,3246,89,13,127,12,1722,239,219,108,1994,"Spruce_Fir",132
136,3112,102,15,0,0,1243,243,220,102,2253,"Lodgepole_Pine",136
143,2479,62,24,67,10,900,232,182,69,825,"Ponderosa_Pine",143
147,2599,160,13,395,94,789,233,242,138,1458,"Aspen",147
161,2874,7,17,547,184,2605,198,205,142,2016,"Lodgepole_Pine",161
183,3070,168,10,331,36,6603,228,244,147,3287,"Lodgepole_Pine",183
187,3182,321,3,182,37,2826,211,236,164,1034,"Lodgepole_Pine",187
194,2866,249,32,658,342,1026,134,242,233,1761,"Lodgepole_Pine",194
198,3210,169,20,0,0,2584,231,244,136,2761,"Krummholz",198
201,2934,311,9,153,14,4977,195,234,179,2053,"Lodgepole_Pine",201
202,3322,280,24,42,9,3613,147,235,224,1740,"Spruce_Fir",202
207,2921,4,16,484,102,1500,197,207,145,2803,"Lodgepole_Pine",207
259,2687,81,11,268,74,2418,235,221,117,2370,"Lodgepole_Pine",259
299,3101,101,9,481,42,480,235,228,124,1222,"Lodgepole_Pine",299
320,2980,276,6,618,-54,1509,203,241,178,1722,"Ponderosa_Pine",320
321,2497,200,27,319,51,2084,198,251,172,153,"Ponderosa_Pine",321
327,2766,327,7,175,-3,1866,204,233,168,2758,"Lodgepole_Pine",327
335,3224,80,11,30,-4,4082,234,221,118,3360,"Krummholz",335
337,3323,28,20,150,3,3528,208,193,115,2774,"Krummholz",337
345,2976,346,15,297,66,1599,191,216,163,2538,"Lodgepole_Pine",345
354,3115,185,5,607,53,339,221,244,158,1650,"Lodgepole_Pine",354
355,2765,67,5,90,14,1321,226,229,138,2172,"Lodgepole_Pine",355
358,2870,78,29,323,198,1324,242,174,40,955,"Aspen",358
363,2897,283,25,300,100,1546,142,231,224,2556,"Spruce_Fir",363
373,3258,74,7,153,-20,4207,229,227,132,2118,"Krummholz",373
375,3341,91,20,201,6,2079,246,204,79,3302,"Krummholz",375
393,3116,342,13,85,10,3639,193,221,166,3994,"Spruce_Fir",393
395,3304,326,20,30,7,2407,167,214,184,457,"Krummholz",395
402,3354,13,13,424,57,1195,207,213,142,2724,"Spruce_Fir",402
405,2959,213,19,150,23,5392,200,254,184,2871,"Spruce_Fir",405
412,3018,354,12,306,10,2639,200,219,157,1230,"Spruce_Fir",412
425,2972,262,7,426,63,5883,204,244,179,3018,"Lodgepole_Pine",425
434,2875,91,24,277,70,295,248,193,59,182,"Spruce_Fir",434
439,3275,336,10,134,34,1429,197,226,168,633,"Spruce_Fir",439
441,1996,34,33,42,22,153,195,149,68,513,"Ponderosa_Pine",441
445,3380,27,23,408,165,2054,204,183,106,2018,"Spruce_Fir",445
451,2232,118,24,85,38,1530,252,211,72,450,"Douglas_fir",451
470,2622,51,10,361,-17,850,225,218,126,752,"Ponderosa_Pine",470
495,2598,52,15,295,-21,1065,227,206,108,228,"Lodgepole_Pine",495
533,2511,38,6,162,12,703,220,227,143,5523,"Aspen",533
547,2644,22,10,42,0,3478,214,218,140,2955,"Spruce_Fir",547
551,3073,48,7,30,-2,3605,223,224,136,404,"Spruce_Fir",551
560,2943,345,30,268,99,2683,147,177,159,443,"Lodgepole_Pine",560
561,2623,220,15,400,84,1559,202,253,185,1986,"Ponderosa_Pine",561
565,3050,96,7,400,26,4723,232,229,129,1142,"Spruce_Fir",565
580,3069,236,5,150,15,2831,211,245,172,1698,"Lodgepole_Pine",580
581,3075,32,3,426,25,3178,219,232,150,361,"Spruce_Fir",581
590,2308,337,17,0,0,547,180,215,172,732,"Ponderosa_Pine",590
595,3309,245,15,874,95,808,189,251,198,2649,"Lodgepole_Pine",595
598,2332,333,19,384,150,876,172,211,177,1146,"Douglas_fir",598
632,2023,84,35,150,76,190,244,157,12,485,"Ponderosa_Pine",632
637,2885,8,21,124,42,1687,192,195,135,2601,"Ponderosa_Pine",637
645,3217,348,10,0,0,3428,201,224,161,2420,"Spruce_Fir",645
660,3326,219,7,0,0,3300,212,247,171,1844,"Ponderosa_Pine",660
668,2614,86,12,30,3,1348,238,219,110,5150,"Lodgepole_Pine",668
678,2719,63,7,0,0,2187,226,226,134,376,"Lodgepole_Pine",678
683,2954,213,26,339,161,3070,187,253,190,1550,"Lodgepole_Pine",683
686,2938,48,16,201,48,1530,225,202,107,1200,"Lodgepole_Pine",686
694,2681,120,16,258,1,1465,246,224,102,886,"Ponderosa_Pine",694
722,3292,327,5,240,27,5641,208,234,165,484,"Lodgepole_Pine",722
752,2841,151,12,234,39,1110,235,240,133,2010,"Spruce_Fir",752
761,2919,87,5,60,0,3803,227,232,140,6333,"Lodgepole_Pine",761
763,3211,256,2,684,109,711,214,240,163,834,"Lodgepole_Pine",763
774,2092,307,9,162,88,295,194,235,180,553,"Ponderosa_Pine",774
776,2610,359,23,268,125,743,180,192,145,365,"Douglas_fir",776
777,3334,111,15,0,0,3617,244,223,104,2981,"Krummholz",777
787,1940,337,30,67,26,120,141,184,174,830,"Douglas_fir",787
791,3148,260,16,408,82,5891,178,247,206,2059,"Lodgepole_Pine",791
803,2667,22,14,268,98,633,211,210,133,1973,"Lodgepole_Pine",803
805,2937,340,5,0,0,1890,210,233,162,1652,"Spruce_Fir",805
810,2996,281,10,60,15,2315,192,241,189,1236,"Lodgepole_Pine",810
814,3204,11,20,324,57,4137,195,196,134,960,"Spruce_Fir",814
830,2870,53,5,446,58,2324,223,229,142,1973,"Lodgepole_Pine",830
837,2776,344,14,342,49,1864,192,218,164,1179,"Lodgepole_Pine",837
840,3237,45,3,430,19,4575,220,233,150,2321,"Spruce_Fir",840
855,3211,148,15,484,109,361,239,238,124,4468,"Lodgepole_Pine",855
860,3371,354,11,256,72,4258,202,221,157,3861,"Krummholz",860
883,2236,298,27,108,64,531,135,219,219,1358,"Ponderosa_Pine",883
899,2856,61,21,42,3,648,232,190,81,201,"Lodgepole_Pine",899
903,3048,303,13,108,17,2629,185,234,189,2886,"Spruce_Fir",903
915,3258,249,6,537,28,4508,207,244,175,949,"Lodgepole_Pine",915
920,3104,55,8,268,27,1950,225,223,132,2128,"Lodgepole_Pine",920
923,2979,106,16,242,53,2163,246,219,97,920,"Lodgepole_Pine",923
941,3030,83,4,268,10,1470,225,233,143,1231,"Lodgepole_Pine",941
961,3158,166,14,721,-49,703,231,244,140,1961,"Lodgepole_Pine",961
976,3120,47,13,90,-11,1187,224,212,120,2220,"Lodgepole_Pine",976
978,3223,117,20,497,198,3543,250,218,87,2010,"Spruce_Fir",978
985,2604,60,21,319,35,1167,231,191,83,1240,"Lodgepole_Pine",985
987,2936,116,9,270,23,3632,236,231,126,4228,"Lodgepole_Pine",987
1011,2704,14,16,90,16,2271,203,205,136,2115,"Lodgepole_Pine",1011
1015,3111,120,17,268,88,2832,247,224,100,1188,"Lodgepole_Pine",1015
1017,3153,160,17,1165,186,3093,235,241,131,1888,"Lodgepole_Pine",1017
1020,3179,220,12,42,0,3019,205,252,181,1061,"Lodgepole_Pine",1020
1033,3296,211,23,124,36,2399,195,254,185,636,"Krummholz",1033
1043,3074,308,8,658,107,866,198,235,177,853,"Lodgepole_Pine",1043
1047,3057,96,9,234,26,3848,234,228,125,2520,"Lodgepole_Pine",1047
1051,2877,110,12,446,66,1693,240,227,115,2881,"Lodgepole_Pine",1051
1052,2850,68,9,497,55,3388,230,221,124,6301,"Lodgepole_Pine",1052
1083,2938,43,24,342,115,566,217,181,87,700,"Lodgepole_Pine",1083
1086,2685,136,25,108,37,391,249,221,84,467,"Aspen",1086
1097,2954,136,17,67,13,4698,244,231,110,1338,"Lodgepole_Pine",1097
1100,3152,17,5,0,0,4968,216,229,151,2732,"Spruce_Fir",1100
1105,3088,184,14,295,73,420,223,249,156,1315,"Lodgepole_Pine",1105
1111,3173,97,38,362,68,1055,249,159,0,1764,"Spruce_Fir",1111
1116,2942,237,10,300,36,5783,203,249,183,2659,"Krummholz",1116
1117,3277,82,7,350,-13,1504,230,228,132,3204,"Lodgepole_Pine",1117
1124,2816,143,14,108,19,2281,239,236,123,1209,"Aspen",1124
1146,2914,135,6,85,2,765,229,237,142,2040,"Lodgepole_Pine",1146
1157,3269,315,25,564,177,510,146,211,201,1128,"Spruce_Fir",1157
1177,3105,136,15,153,17,1045,242,233,117,1924,"Spruce_Fir",1177
1183,3073,34,19,153,41,1342,214,194,109,2582,"Spruce_Fir",1183
1209,2301,334,22,256,98,960,163,204,177,1230,"Douglas_fir",1209
1228,2720,124,14,150,-11,2109,243,229,113,845,"Lodgepole_Pine",1228
1237,2544,111,7,95,31,600,233,232,131,242,"Lodgepole_Pine",1237
1244,3027,37,17,408,168,1480,217,200,113,3264,"Spruce_Fir",1244
1253,2882,111,12,60,6,3036,240,227,116,1706,"Lodgepole_Pine",1253
1261,2988,117,3,492,71,5403,225,236,146,2780,"Lodgepole_Pine",1261
1267,3123,53,10,339,79,4793,226,219,127,1840,"Spruce_Fir",1267
