,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
20591,2816,121,10,218,32,2108,237,232,125,1414,Lodgepole_Pine
74314,2604,311,28,67,4,779,132,207,209,1273,Douglas_fir
108639,3139,253,11,228,25,5639,196,247,189,3224,Lodgepole_Pine
59345,2998,31,13,330,49,4302,216,210,128,5053,Krummholz
86761,3180,219,17,524,70,999,199,254,187,2858,Spruce_Fir
4164,2505,341,27,0,0,1595,154,190,168,474,Ponderosa_Pine
100200,2762,189,3,175,14,2760,219,241,158,1961,Lodgepole_Pine
53949,3224,337,20,732,83,277,172,208,173,2058,Lodgepole_Pine
43029,2694,28,22,0,0,1465,205,185,107,2676,Lodgepole_Pine
95483,2765,289,28,60,30,1233,132,224,226,1430,Lodgepole_Pine
55838,3251,18,9,162,26,3140,213,220,144,2105,Spruce_Fir
24856,2285,220,30,297,165,1064,169,251,202,513,Cottonwood_Willow
10458,2879,26,17,607,103,2529,210,200,122,2081,Spruce_Fir
64204,2815,217,12,42,5,2151,206,252,180,2581,Lodgepole_Pine
17584,3349,346,32,201,66,1092,140,170,157,1513,Spruce_Fir
48738,3037,36,6,430,57,1288,220,226,142,2448,Lodgepole_Pine
33988,3238,143,14,60,-3,4066,239,236,124,1897,Spruce_Fir
89807,2827,333,1,30,0,1456,216,237,158,1154,Aspen
96660,2761,55,19,192,9,2575,228,197,94,4335,Lodgepole_Pine
4102,2806,24,10,190,30,2103,215,218,139,2506,Lodgepole_Pine
73123,3027,54,13,366,9,6553,227,211,115,2867,Lodgepole_Pine
48089,3432,108,5,649,69,882,229,234,138,481,Krummholz
94844,3130,151,15,170,37,108,238,239,126,2982,Spruce_Fir
64420,3142,141,9,60,-3,3609,234,238,135,4800,Spruce_Fir
35002,2967,72,21,430,133,685,239,195,77,1025,Krummholz
37152,3358,66,18,351,36,3318,235,201,92,1745,Krummholz
7102,3067,176,24,30,-11,3417,224,244,138,805,Lodgepole_Pine
22276,3318,274,8,0,0,2619,200,242,182,3556,Spruce_Fir
29536,3369,24,18,474,130,3284,207,197,121,2051,Krummholz
99550,3003,108,2,285,18,1980,221,237,151,1142,Lodgepole_Pine
8884,2187,308,21,404,176,513,157,221,203,518,Ponderosa_Pine
82838,3169,10,21,365,93,1091,193,193,132,1128,Spruce_Fir
82218,3011,303,20,60,16,1963,159,225,205,3467,Spruce_Fir
88052,2972,232,10,255,68,446,203,250,183,1473,Lodgepole_Pine
62985,2932,261,13,272,3,5105,188,247,197,2147,Lodgepole_Pine
76299,2716,45,7,85,-6,1262,222,225,138,2014,Spruce_Fir
21951,3037,194,8,285,116,2839,219,247,162,2349,Lodgepole_Pine
75294,2988,98,5,511,-6,4435,228,233,138,3031,Spruce_Fir
98344,2954,353,10,190,15,1852,203,222,158,2655,Lodgepole_Pine
58121,2663,351,16,30,9,1179,191,212,158,2067,Aspen
63752,2639,204,17,285,0,1062,208,253,175,924,Ponderosa_Pine
6554,2817,266,36,90,46,2145,109,229,244,1425,Spruce_Fir
9387,3346,288,9,457,78,3088,195,239,184,1902,Spruce_Fir
46142,2819,141,23,218,-3,720,246,227,97,418,Aspen
94614,2850,271,15,120,28,2567,179,244,204,2311,Spruce_Fir
20726,2987,42,26,277,85,2125,214,174,81,1772,Spruce_Fir
9701,2713,14,15,30,3,1421,205,209,138,1973,Lodgepole_Pine
99229,3084,138,7,60,0,1717,231,238,139,2230,Spruce_Fir
75719,2514,37,24,134,44,1570,211,180,93,408,Ponderosa_Pine
56820,2874,79,28,335,202,1332,243,177,45,976,Aspen
78986,2760,179,20,256,130,2255,224,248,148,577,Lodgepole_Pine
22857,3324,322,17,708,144,858,174,221,186,395,Spruce_Fir
103843,2939,251,30,514,290,1963,139,244,232,1650,Lodgepole_Pine
67531,3377,200,7,30,-2,2832,218,246,164,540,Krummholz
61767,2380,181,11,0,0,663,224,247,155,1020,Ponderosa_Pine
90803,2734,30,25,295,4,1984,203,176,97,2088,Lodgepole_Pine
