,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
7,3001,28,15,446,3,4365,213,207,127,3017,Lodgepole_Pine
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
40,3152,357,12,285,82,2147,200,217,154,2026,Lodgepole_Pine
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
72,2942,37,10,258,13,4906,220,219,133,2107,Lodgepole_Pine
78,2862,336,8,0,0,2825,202,229,166,2315,Spruce_Fir
82,2934,51,15,240,-10,485,226,207,111,1697,Douglas_fir
83,2961,137,16,134,24,942,243,232,113,1170,Spruce_Fir
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
129,3125,107,5,95,-1,4424,229,234,139,1744,Spruce_Fir
134,3220,207,2,495,36,541,218,241,160,1600,Lodgepole_Pine
137,2982,8,14,212,40,4414,203,212,145,1878,Lodgepole_Pine
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
151,2671,155,15,134,36,3207,237,240,129,1945,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
156,2862,357,23,402,49,3254,177,191,146,2432,Spruce_Fir
190,2965,30,7,509,95,2908,218,226,143,1702,Lodgepole_Pine
200,3004,82,7,127,42,940,230,228,130,309,Ponderosa_Pine
201,2934,311,9,153,14,4977,195,234,179,2053,Lodgepole_Pine
204,3062,6,17,474,186,2040,197,206,143,2568,Spruce_Fir
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
241,2880,5,13,90,20,1595,202,213,147,2754,Lodgepole_Pine
247,2971,127,19,339,125,2301,248,224,96,1528,Lodgepole_Pine
253,2785,59,6,0,0,2044,224,228,139,1958,Spruce_Fir
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
257,2900,63,18,301,95,330,233,201,93,1361,Krummholz
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
295,2768,52,6,256,16,2212,223,227,140,3629,Lodgepole_Pine
299,3101,101,9,481,42,480,235,228,124,1222,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
317,3374,160,13,376,120,2250,233,242,138,624,Krummholz
329,2627,78,17,95,23,1621,240,207,93,2067,Lodgepole_Pine
331,2996,51,10,295,96,451,225,218,126,1436,Spruce_Fir
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
