Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
20168,2903,277,23,60,21,3087,152,237,222,2510,Lodgepole_Pine
31666,2189,348,40,108,80,618,118,144,144,323,Ponderosa_Pine
91854,2935,45,13,553,216,3090,223,211,120,1566,Lodgepole_Pine
43068,2597,61,20,30,-2,693,232,193,85,1355,Douglas_fir
15787,2105,356,19,67,21,242,186,203,152,450,Douglas_fir
4332,3058,293,8,430,59,2658,198,239,180,2002,Lodgepole_Pine
39192,2860,50,13,67,-4,558,225,212,119,1332,Lodgepole_Pine
16538,2790,30,13,601,2,750,216,211,129,1208,Lodgepole_Pine
15501,3112,229,25,589,201,5666,174,253,207,1277,Lodgepole_Pine
88675,2849,76,19,365,171,390,240,202,85,1736,Lodgepole_Pine
58988,2371,263,23,90,18,134,157,244,222,120,Douglas_fir
62818,3198,94,15,301,93,1233,242,217,101,2366,Lodgepole_Pine
6760,3134,299,12,277,29,1020,187,236,189,1302,Lodgepole_Pine
104293,2854,29,5,430,59,3384,218,229,147,6343,Lodgepole_Pine
8563,3321,154,23,594,107,1165,240,234,111,2430,Lodgepole_Pine
14070,2995,139,17,499,-3,5221,243,232,112,2970,Lodgepole_Pine
90828,3482,87,20,886,197,2486,245,203,79,1150,Spruce_Fir
28647,2798,342,5,0,0,4978,210,233,161,4665,Lodgepole_Pine
60853,3276,198,8,339,54,3785,218,247,164,2581,Spruce_Fir
97628,3250,21,15,300,47,1989,208,206,132,1183,Spruce_Fir
68306,3119,90,9,175,13,2835,235,225,121,5865,Krummholz
33179,2870,258,31,150,73,2561,132,239,236,1651,Cottonwood_Willow
45155,3438,239,16,430,-14,1699,188,252,199,3690,Spruce_Fir
102724,3014,27,14,242,10,5187,213,209,129,4508,Lodgepole_Pine
7931,3096,103,4,360,-12,6513,227,234,141,2802,Lodgepole_Pine
12658,3067,102,10,170,17,3388,238,226,119,2899,Spruce_Fir
28129,3093,310,13,67,8,5070,185,231,186,658,Spruce_Fir
34921,2584,17,7,309,17,1519,214,225,147,1736,Aspen
35104,2892,192,14,1092,114,2490,218,250,162,1418,Lodgepole_Pine
100212,2299,320,39,162,87,1332,94,171,200,1024,Ponderosa_Pine
18765,3233,0,26,324,107,3789,172,181,139,3510,Krummholz
46605,2959,51,28,402,140,2797,221,169,65,834,Lodgepole_Pine
48292,2606,24,24,0,0,2160,199,181,108,7142,Lodgepole_Pine
25851,3472,42,27,771,257,2438,212,171,78,1816,Spruce_Fir
94560,2932,216,13,319,23,5771,206,252,181,5328,Lodgepole_Pine
19391,3386,183,12,743,239,1337,223,248,156,4119,Lodgepole_Pine
40923,3118,356,26,212,72,939,168,183,145,1969,Spruce_Fir
32301,2889,359,20,666,309,1261,186,199,147,799,Lodgepole_Pine
48506,2398,124,35,242,108,1153,253,190,32,806,Ponderosa_Pine
44525,2918,142,8,60,-1,1745,233,238,137,2391,Lodgepole_Pine
30939,2926,79,10,350,13,4865,233,223,121,2876,Spruce_Fir
54363,2715,55,12,201,40,2700,227,215,119,794,Lodgepole_Pine
46358,2617,133,13,30,5,1473,240,234,121,1041,Lodgepole_Pine
63187,3143,138,6,42,7,633,229,238,143,2460,Spruce_Fir
17449,3008,135,6,626,82,5047,230,237,141,6099,Aspen
91856,2961,138,16,108,19,3587,243,233,113,1560,Lodgepole_Pine
22653,3050,24,18,218,34,1848,207,199,123,3599,Spruce_Fir
104714,3309,337,10,60,7,4273,199,227,167,3948,Krummholz
6074,3312,226,24,255,78,3205,178,254,204,3056,Spruce_Fir
7296,2989,188,18,175,14,2262,219,250,159,3087,Lodgepole_Pine
15159,3017,30,9,190,27,4338,218,220,138,1146,Lodgepole_Pine
94934,3026,140,16,30,5,845,242,234,116,242,Spruce_Fir
80034,3058,0,13,319,45,1224,200,215,152,2466,Spruce_Fir
72609,3254,312,21,430,55,524,160,220,198,1242,Spruce_Fir
6251,2355,309,20,365,139,850,163,223,199,1084,Douglas_fir
11469,3103,163,7,30,8,4384,227,242,148,1482,Spruce_Fir
34409,2773,198,11,255,41,85,216,250,166,2081,Lodgepole_Pine
25845,2932,333,22,400,119,2894,165,206,178,1687,Lodgepole_Pine
96543,3120,243,19,175,42,2876,180,252,206,339,Lodgepole_Pine
