,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
14,3010,160,19,255,78,1442,236,240,127,3378,Spruce_Fir
15,3228,118,11,162,2,2589,240,230,118,1082,Spruce_Fir
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
30,3132,133,18,108,27,1001,245,229,105,2118,Spruce_Fir
40,3152,357,12,285,82,2147,200,217,154,2026,Lodgepole_Pine
43,3282,86,18,210,49,2053,244,207,86,1337,Krummholz
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
55,3231,99,17,437,70,1116,245,215,93,1908,Spruce_Fir
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
72,2942,37,10,258,13,4906,220,219,133,2107,Lodgepole_Pine
82,2934,51,15,240,-10,485,226,207,111,1697,Douglas_fir
83,2961,137,16,134,24,942,243,232,113,1170,Spruce_Fir
85,3250,62,9,60,-2,1848,228,221,125,2733,Spruce_Fir
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
105,2923,61,16,525,77,1702,232,204,100,2971,Lodgepole_Pine
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
128,2893,16,9,430,36,2967,212,222,146,3626,Spruce_Fir
132,3246,89,13,127,12,1722,239,219,108,1994,Spruce_Fir
133,3043,57,13,30,6,1801,228,212,115,3158,Spruce_Fir
136,3112,102,15,0,0,1243,243,220,102,2253,Lodgepole_Pine
137,2982,8,14,212,40,4414,203,212,145,1878,Lodgepole_Pine
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
144,3110,119,12,95,0,2160,241,229,117,3268,Spruce_Fir
149,3141,8,8,120,22,2268,211,223,150,2073,Spruce_Fir
151,2671,155,15,134,36,3207,237,240,129,1945,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
209,2824,63,7,108,10,1129,226,226,134,2629,Lodgepole_Pine
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
236,3230,0,13,150,22,2239,200,215,152,2481,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
238,2802,73,17,30,2,3178,237,205,93,1880,Lodgepole_Pine
241,2880,5,13,90,20,1595,202,213,147,2754,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
