,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
6885,3367,80,4,466,45,1142,225,232,142,2448,Krummholz
52593,2414,198,18,30,10,1167,212,252,169,1032,Ponderosa_Pine
69175,2798,342,5,0,0,4978,210,233,161,4665,Lodgepole_Pine
24021,2418,358,12,319,81,1380,201,217,154,633,Douglas_fir
47138,3189,33,7,175,-35,2644,219,226,143,2291,Spruce_Fir
10219,3134,117,13,295,38,1055,241,228,114,1050,Spruce_Fir
2142,3139,21,18,335,32,1560,206,200,127,1697,Lodgepole_Pine
4200,2333,140,24,124,46,1216,247,224,90,960,Ponderosa_Pine
82734,2950,132,18,134,31,1542,246,228,102,2635,Lodgepole_Pine
26262,3251,154,8,300,38,5782,230,241,143,1208,Spruce_Fir
3801,3178,313,15,150,35,4736,178,227,189,1061,Spruce_Fir
46329,3207,238,21,524,7,2958,178,253,207,124,Lodgepole_Pine
225,2708,15,7,443,99,2399,214,225,148,1563,Lodgepole_Pine
80242,2962,81,16,0,0,960,240,210,96,1328,Spruce_Fir
74747,3508,43,18,811,274,2257,221,199,107,1613,Spruce_Fir
52108,2874,130,8,450,25,2798,233,236,135,2711,Lodgepole_Pine
42957,3174,75,16,0,0,2252,238,208,97,2803,Spruce_Fir
81469,3290,207,15,510,114,3398,210,252,175,2825,Spruce_Fir
28065,2902,74,31,150,2,390,238,165,34,2233,Aspen
94469,3262,101,15,361,66,180,243,219,101,518,Lodgepole_Pine
1092,3128,336,8,391,33,1392,203,230,166,1142,Spruce_Fir
56110,2855,180,6,90,5,2926,223,244,156,2588,Lodgepole_Pine
16428,3151,59,11,495,16,1771,228,217,120,2930,Lodgepole_Pine
68365,2718,104,15,218,-8,2376,245,219,99,2410,Ponderosa_Pine
90813,2958,93,5,319,59,1575,227,233,140,787,Lodgepole_Pine
110029,2342,349,21,201,52,713,176,199,159,618,Ponderosa_Pine
15763,3347,60,28,335,117,1900,229,170,56,2413,Spruce_Fir
39505,2278,323,34,85,53,899,118,184,195,592,Douglas_fir
16598,2818,345,9,255,62,1704,202,225,162,2698,Lodgepole_Pine
67839,2733,333,5,272,62,1950,208,233,164,1940,Lodgepole_Pine
11680,2881,51,16,95,11,3288,226,203,106,4174,Lodgepole_Pine
97116,2866,31,3,323,46,2148,219,233,151,2860,Lodgepole_Pine
