"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
2,2965,337,16,42,7,4288,184,217,171,324,"Spruce_Fir",2
5,3106,267,5,42,1,3716,207,242,173,1027,"Spruce_Fir",5
10,3207,198,1,216,0,845,218,239,157,2287,"Lodgepole_Pine",10
16,3249,230,24,30,-10,2122,176,253,206,3843,"Spruce_Fir",16
17,3291,14,10,716,100,6021,210,218,144,2824,"Lodgepole_Pine",17
25,2949,162,6,601,122,4770,226,242,149,5239,"Lodgepole_Pine",25
26,3098,186,15,247,46,306,221,250,158,631,"Lodgepole_Pine",26
27,3345,333,14,0,0,1492,188,222,172,1712,"Krummholz",27
30,3132,133,18,108,27,1001,245,229,105,2118,"Spruce_Fir",30
31,2507,63,2,0,0,1450,221,234,150,1449,"Douglas_fir",31
35,3040,303,17,390,110,1471,170,229,199,3180,"Spruce_Fir",35
37,3321,83,21,573,155,1608,244,199,75,1620,"Krummholz",37
43,3282,86,18,210,49,2053,244,207,86,1337,"Krummholz",43
46,2890,14,4,127,5,4839,216,231,153,1441,"Lodgepole_Pine",46
48,2978,67,35,258,171,1320,230,148,20,1072,"Lodgepole_Pine",48
52,3088,327,5,600,45,693,208,234,165,824,"Lodgepole_Pine",52
53,2519,226,28,30,0,1129,170,252,207,564,"Ponderosa_Pine",53
54,2819,317,22,162,58,3818,158,216,195,1019,"Lodgepole_Pine",54
67,2699,47,9,379,17,1731,223,220,131,5965,"Lodgepole_Pine",67
71,2771,20,16,108,12,1191,208,205,131,2340,"Ponderosa_Pine",71
72,2942,37,10,258,13,4906,220,219,133,2107,"Lodgepole_Pine",72
75,2602,342,13,150,41,750,193,221,166,6393,"Lodgepole_Pine",75
89,3295,27,4,0,0,4242,218,230,149,3833,"Krummholz",89
91,3357,59,24,569,88,1988,230,183,73,1215,"Spruce_Fir",91
92,2846,112,10,212,25,2558,238,229,121,2831,"Lodgepole_Pine",92
100,2969,340,16,108,30,4180,185,216,168,443,"Spruce_Fir",100
101,3044,133,13,30,10,3247,240,234,121,5833,"Lodgepole_Pine",101
106,2881,58,21,30,4,247,230,192,86,450,"Spruce_Fir",106
110,2824,345,18,30,9,2241,181,208,164,847,"Lodgepole_Pine",110
113,3175,221,9,1179,172,3072,210,249,175,2074,"Lodgepole_Pine",113
118,3249,8,11,721,66,4052,207,218,147,3573,"Spruce_Fir",118
