"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
91,3357,59,24,569,88,1988,230,183,73,1215,"Spruce_Fir",91
97,3122,7,18,467,25,2866,195,202,141,2820,"Lodgepole_Pine",97
103,3202,302,9,552,-18,5315,195,236,181,2024,"Spruce_Fir",103
113,3175,221,9,1179,172,3072,210,249,175,2074,"Lodgepole_Pine",113
139,3256,18,10,60,12,1992,213,220,143,1883,"Lodgepole_Pine",139
165,2596,352,5,268,74,2550,211,231,158,612,"Lodgepole_Pine",165
170,3348,190,15,485,142,2040,219,250,161,1259,"Spruce_Fir",170
173,2923,259,22,953,257,2409,162,246,219,1558,"Lodgepole_Pine",173
180,3366,291,4,150,10,1511,208,239,169,933,"Krummholz",180
183,3070,168,10,331,36,6603,228,244,147,3287,"Lodgepole_Pine",183
185,2849,10,13,150,14,474,206,213,144,604,"Lodgepole_Pine",185
200,3004,82,7,127,42,940,230,228,130,309,"Ponderosa_Pine",200
203,3346,209,12,792,144,2781,211,251,173,1332,"Spruce_Fir",203
217,2520,54,10,192,37,150,226,218,125,1781,"Cottonwood_Willow",217
220,2532,51,6,120,3,902,223,227,139,745,"Lodgepole_Pine",220
265,2983,330,22,404,44,3274,162,207,182,1953,"Spruce_Fir",265
272,1983,32,20,60,14,182,211,192,110,362,"Ponderosa_Pine",272
285,3195,35,6,120,20,4195,219,227,144,3199,"Spruce_Fir",285
324,3090,45,7,90,5,4842,222,225,138,1415,"Spruce_Fir",324
348,3163,169,4,0,0,1952,222,241,154,4300,"Spruce_Fir",348
380,3280,307,5,301,37,5701,207,237,169,560,"Spruce_Fir",380
420,3135,179,13,210,0,2131,225,247,152,660,"Spruce_Fir",420
441,1996,34,33,42,22,153,195,149,68,513,"Ponderosa_Pine",441
524,3112,61,6,216,29,2420,225,227,136,1110,"Lodgepole_Pine",524
525,3139,216,14,67,-4,1974,205,253,181,582,"Spruce_Fir",525
629,3455,73,19,618,170,2221,238,201,86,1397,"Spruce_Fir",629
653,3096,288,15,618,175,3247,176,237,201,2180,"Spruce_Fir",653
681,2834,56,5,85,9,400,223,229,141,335,"Lodgepole_Pine",681
689,2085,17,18,162,40,162,202,200,130,824,"Ponderosa_Pine",689
735,2243,290,27,162,77,904,133,224,225,474,"Ponderosa_Pine",735
749,3224,108,14,331,111,1090,243,223,107,1958,"Lodgepole_Pine",749
762,2999,251,20,457,103,5353,172,249,213,1022,"Lodgepole_Pine",762
768,3350,225,12,42,0,2664,203,251,184,671,"Krummholz",768
812,2631,96,7,212,46,1637,232,230,131,4827,"Lodgepole_Pine",812
852,2911,131,4,30,-4,1103,227,237,145,3020,"Spruce_Fir",852
859,3288,304,3,30,1,1878,210,238,166,1539,"Spruce_Fir",859
995,3379,340,14,537,154,4788,189,218,168,2863,"Spruce_Fir",995
1014,2703,252,34,124,66,900,127,240,237,1490,"Lodgepole_Pine",1014
