"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
16,3249,230,24,30,-10,2122,176,253,206,3843,"Spruce_Fir",16
20,3044,117,6,902,45,5870,231,234,136,3576,"Spruce_Fir",20
25,2949,162,6,601,122,4770,226,242,149,5239,"Lodgepole_Pine",25
34,2799,307,27,323,151,1182,138,213,211,1436,"Lodgepole_Pine",34
39,3004,109,23,170,42,4455,252,206,69,2421,"Lodgepole_Pine",39
40,3152,357,12,285,82,2147,200,217,154,2026,"Lodgepole_Pine",40
41,2484,43,8,150,-1,234,222,222,135,1209,"Ponderosa_Pine",41
44,2584,315,13,30,4,1315,185,229,184,832,"Lodgepole_Pine",44
52,3088,327,5,600,45,693,208,234,165,824,"Lodgepole_Pine",52
54,2819,317,22,162,58,3818,158,216,195,1019,"Lodgepole_Pine",54
56,2322,293,2,424,141,1224,214,238,162,1167,"Ponderosa_Pine",56
60,3449,89,19,127,-11,1254,245,206,82,1008,"Krummholz",60
68,2827,54,13,270,35,4250,227,211,115,5385,"Spruce_Fir",68
72,2942,37,10,258,13,4906,220,219,133,2107,"Lodgepole_Pine",72
75,2602,342,13,150,41,750,193,221,166,6393,"Lodgepole_Pine",75
76,2752,155,17,0,0,361,238,239,126,2592,"Spruce_Fir",76
82,2934,51,15,240,-10,485,226,207,111,1697,"Douglas_fir",82
89,3295,27,4,0,0,4242,218,230,149,3833,"Krummholz",89
96,2961,102,6,228,65,3390,230,233,137,1657,"Lodgepole_Pine",96
100,2969,340,16,108,30,4180,185,216,168,443,"Spruce_Fir",100
101,3044,133,13,30,10,3247,240,234,121,5833,"Lodgepole_Pine",101
115,3077,343,13,361,151,2059,192,219,165,1677,"Lodgepole_Pine",115
118,3249,8,11,721,66,4052,207,218,147,3573,"Spruce_Fir",118
122,2902,148,16,295,96,2068,240,236,120,1172,"Lodgepole_Pine",122
128,2893,16,9,430,36,2967,212,222,146,3626,"Spruce_Fir",128
130,2909,18,2,210,-9,3814,217,234,154,6020,"Lodgepole_Pine",130
134,3220,207,2,495,36,541,218,241,160,1600,"Lodgepole_Pine",134
154,3120,23,14,484,104,1630,211,209,131,3616,"Spruce_Fir",154
157,2580,224,27,342,-23,1405,174,253,203,977,"Ponderosa_Pine",157
171,3004,156,20,384,154,6131,238,238,119,4071,"Lodgepole_Pine",171
173,2923,259,22,953,257,2409,162,246,219,1558,"Lodgepole_Pine",173
176,3020,75,24,582,209,720,240,188,65,882,"Lodgepole_Pine",176
186,3035,338,15,150,30,90,187,218,170,1307,"Lodgepole_Pine",186
192,2938,199,24,0,0,3226,204,252,171,1053,"Lodgepole_Pine",192
198,3210,169,20,0,0,2584,231,244,136,2761,"Krummholz",198
201,2934,311,9,153,14,4977,195,234,179,2053,"Lodgepole_Pine",201
207,2921,4,16,484,102,1500,197,207,145,2803,"Lodgepole_Pine",207
211,2981,258,15,457,4,4871,183,248,203,285,"Cottonwood_Willow",211
212,2279,356,20,124,42,192,184,201,151,700,"Lodgepole_Pine",212
213,2959,99,17,42,-5,400,246,215,92,1282,"Spruce_Fir",213
219,2939,139,10,283,65,4039,235,237,132,1567,"Lodgepole_Pine",219
225,2708,15,7,443,99,2399,214,225,148,1563,"Lodgepole_Pine",225
227,3209,43,20,0,0,2954,220,192,99,2452,"Spruce_Fir",227
230,3183,157,14,1158,90,3093,235,241,134,2353,"Lodgepole_Pine",230
234,2982,98,8,459,14,4310,234,228,126,4705,"Lodgepole_Pine",234
238,2802,73,17,30,2,3178,237,205,93,1880,"Lodgepole_Pine",238
240,2938,343,6,108,3,1917,208,231,161,782,"Lodgepole_Pine",240
245,2774,170,22,60,9,2676,230,243,134,2343,"Lodgepole_Pine",245
247,2971,127,19,339,125,2301,248,224,96,1528,"Lodgepole_Pine",247
253,2785,59,6,0,0,2044,224,228,139,1958,"Spruce_Fir",253
273,2777,24,24,300,-9,2944,198,179,108,2382,"Spruce_Fir",273
283,3197,347,17,499,130,4128,185,210,161,726,"Spruce_Fir",283
290,3121,315,9,277,-25,721,196,233,176,1189,"Spruce_Fir",290
295,2768,52,6,256,16,2212,223,227,140,3629,"Lodgepole_Pine",295
301,2387,304,28,342,149,805,132,213,215,283,"Ponderosa_Pine",301
303,3059,346,22,201,31,1348,172,199,161,1441,"Lodgepole_Pine",303
306,3214,25,11,450,66,5476,215,216,137,2547,"Lodgepole_Pine",306
326,3020,309,6,382,53,2438,203,236,173,424,"Lodgepole_Pine",326
336,3285,8,19,576,148,1195,194,198,137,5280,"Spruce_Fir",336
359,2804,45,5,342,97,1357,221,229,143,726,"Lodgepole_Pine",359
361,3082,168,8,285,13,1040,227,243,150,3235,"Spruce_Fir",361
367,2774,110,16,268,70,408,245,221,100,408,"Aspen",367
369,2965,286,21,180,36,5812,157,234,215,1517,"Spruce_Fir",369
370,3032,346,16,108,31,162,187,213,163,787,"Spruce_Fir",370
373,3258,74,7,153,-20,4207,229,227,132,2118,"Krummholz",373
377,2731,356,10,90,31,1167,204,223,156,2018,"Lodgepole_Pine",377
379,3130,9,12,192,21,466,206,216,146,1953,"Spruce_Fir",379
386,2965,187,6,306,46,5421,221,244,159,3421,"Lodgepole_Pine",386
389,3329,255,5,90,11,1148,209,243,172,1756,"Krummholz",389
401,3333,284,7,90,4,1289,200,240,179,1907,"Douglas_fir",401
402,3354,13,13,424,57,1195,207,213,142,2724,"Spruce_Fir",402
403,2471,295,10,256,27,644,192,237,185,1289,"Douglas_fir",403
415,3059,294,6,469,104,725,202,239,176,819,"Lodgepole_Pine",415
416,3091,349,10,162,25,2294,202,224,160,2353,"Spruce_Fir",416
421,3015,84,15,42,4,1784,240,213,100,1869,"Spruce_Fir",421
427,2821,2,16,120,17,3443,196,208,147,5933,"Lodgepole_Pine",427
429,3176,40,18,150,27,5153,219,198,109,1224,"Spruce_Fir",429
430,2308,338,16,0,0,1355,183,216,170,819,"Douglas_fir",430
436,3270,313,8,474,80,810,199,234,175,513,"Spruce_Fir",436
437,3066,335,9,190,43,2828,200,228,167,691,"Spruce_Fir",437
445,3380,27,23,408,165,2054,204,183,106,2018,"Spruce_Fir",445
457,2984,70,15,430,91,150,235,209,101,541,"Lodgepole_Pine",457
474,2016,40,14,30,5,404,220,208,119,474,"Cottonwood_Willow",474
476,2838,81,12,150,23,1114,237,218,110,811,"Spruce_Fir",476
483,3300,335,11,351,48,4516,195,225,169,830,"Spruce_Fir",483
488,2771,19,17,247,28,1698,206,203,130,1189,"Aspen",488
489,3177,187,8,90,1,706,221,246,159,1332,"Spruce_Fir",489
491,2779,45,18,524,-30,1698,222,198,104,2201,"Lodgepole_Pine",491
493,3290,292,14,850,20,3352,181,237,196,1019,"Spruce_Fir",493
495,2598,52,15,295,-21,1065,227,206,108,228,"Lodgepole_Pine",495
498,2372,14,22,0,0,1308,194,189,125,768,"Douglas_fir",498
505,2647,150,24,658,-6,648,242,231,104,1323,"Ponderosa_Pine",505
509,3024,32,19,30,4,1048,212,196,113,2391,"Spruce_Fir",509
514,3248,189,24,247,89,2456,213,249,157,1123,"Spruce_Fir",514
515,3224,80,5,0,0,1888,227,230,137,247,"Spruce_Fir",515
522,2614,211,37,127,89,1758,165,244,188,297,"Ponderosa_Pine",522
527,3117,72,12,30,0,713,233,217,115,1860,"Spruce_Fir",527
528,2967,47,9,774,72,1282,223,220,131,1761,"Lodgepole_Pine",528
529,2891,51,10,30,-4,3368,225,218,126,4167,"Lodgepole_Pine",529
537,3069,82,20,268,60,4772,243,200,78,1818,"Spruce_Fir",537
538,3155,87,9,212,39,2252,233,226,125,3042,"Spruce_Fir",538
540,3181,85,8,190,33,789,232,226,126,2684,"Lodgepole_Pine",540
542,2846,128,13,60,8,2591,242,231,116,2571,"Spruce_Fir",542
545,2945,332,13,124,20,1368,190,224,173,3199,"Spruce_Fir",545
