Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
96996,2986,325,20,469,96,3258,165,213,186,1698,Spruce_Fir
58322,3091,269,9,175,25,5658,196,244,187,2262,Lodgepole_Pine
10653,2822,65,12,454,92,2729,231,216,116,1905,Lodgepole_Pine
4808,3070,225,3,426,36,6504,215,242,164,3090,Lodgepole_Pine
29997,2198,18,34,90,42,1329,173,150,94,1072,Ponderosa_Pine
64093,3042,347,12,108,27,1830,197,221,161,1544,Spruce_Fir
8299,3040,47,15,170,21,3271,224,205,111,1559,Spruce_Fir
74894,2839,277,6,42,2,594,204,241,176,450,Spruce_Fir
28013,2949,333,14,212,77,510,187,221,173,1667,Lodgepole_Pine
90700,3151,114,17,626,99,2724,247,221,97,2941,Lodgepole_Pine
56364,2805,280,20,300,126,2215,161,238,215,272,Lodgepole_Pine
77517,3230,216,22,379,139,3642,193,254,190,366,Lodgepole_Pine
30025,2916,93,5,30,0,1221,227,233,140,3115,Spruce_Fir
108244,2712,104,9,30,5,1914,235,229,126,4357,Lodgepole_Pine
55240,3129,29,17,816,213,4310,212,202,121,3825,Douglas_fir
98668,2695,30,12,402,9,794,216,214,132,957,Lodgepole_Pine
54739,3024,284,24,313,29,1645,147,232,222,3328,Spruce_Fir
109541,3129,225,11,732,141,6082,205,251,182,1717,Lodgepole_Pine
25727,2935,52,5,150,14,1740,223,228,141,553,Lodgepole_Pine
69467,3318,345,19,631,83,3195,180,207,164,3514,Lodgepole_Pine
103117,3055,178,26,170,39,2942,222,244,138,1443,Lodgepole_Pine
71535,3004,229,4,806,108,5903,213,244,168,6274,Lodgepole_Pine
30546,2919,42,18,443,137,1304,220,199,108,2190,Lodgepole_Pine
70289,3152,2,29,319,103,886,168,173,132,1872,Spruce_Fir
85266,3279,47,24,201,72,1948,220,182,84,2232,Spruce_Fir
49208,2962,227,20,67,5,1387,188,254,198,2643,Lodgepole_Pine
73829,2857,309,13,690,244,603,184,231,187,607,Lodgepole_Pine
13307,3650,59,19,1082,395,2560,231,197,92,1231,Spruce_Fir
6246,2195,329,28,127,55,1454,144,195,185,792,Ponderosa_Pine
31679,2888,224,19,537,267,726,192,254,194,1663,Krummholz
109281,2870,69,33,90,-29,342,233,156,28,2290,Lodgepole_Pine
1743,3279,113,16,577,141,840,246,221,98,2182,Lodgepole_Pine
46913,3035,278,5,361,34,2748,206,241,173,277,Spruce_Fir
1879,2857,5,11,162,23,457,206,219,150,644,Krummholz
52681,3283,45,1,488,25,6000,219,235,153,592,Spruce_Fir
45524,3167,21,12,612,59,5313,212,213,137,1054,Lodgepole_Pine
54338,2883,322,25,150,43,5693,149,206,192,4686,Lodgepole_Pine
69564,2806,2,5,124,10,510,212,229,155,655,Lodgepole_Pine
50492,2747,60,25,306,45,1077,230,179,67,1832,Lodgepole_Pine
92585,2627,73,13,242,50,1294,235,215,110,1464,Lodgepole_Pine
6403,3261,85,10,190,22,892,235,222,118,875,Spruce_Fir
74696,3153,261,21,335,52,5760,163,245,218,2839,Lodgepole_Pine
2791,3266,353,17,162,31,3711,189,208,156,4027,Spruce_Fir
53016,2955,189,16,175,52,1230,219,250,160,541,Lodgepole_Pine
15367,2788,69,11,180,45,2885,232,218,116,6469,Lodgepole_Pine
38622,3030,310,12,516,-90,1781,187,232,185,1994,Lodgepole_Pine
14754,3051,277,15,277,14,3195,177,242,204,1620,Ponderosa_Pine
22952,3260,182,13,840,46,564,224,248,155,2751,Lodgepole_Pine
60618,2216,44,37,382,251,424,200,134,39,283,Ponderosa_Pine
9614,3240,312,7,150,10,4600,202,235,173,713,Spruce_Fir
99857,3112,339,4,330,30,474,211,234,161,1537,Lodgepole_Pine
59354,2155,195,33,283,136,573,193,245,161,335,Ponderosa_Pine
33733,3040,176,13,182,-24,2135,226,247,150,3894,Spruce_Fir
59589,3075,195,20,685,110,1546,212,252,166,499,Lodgepole_Pine
110094,2280,13,14,408,192,600,206,211,141,384,Ponderosa_Pine
109366,2834,309,24,331,133,1138,148,216,206,2439,Lodgepole_Pine
28589,2958,180,9,234,54,3889,224,246,155,778,Lodgepole_Pine
48993,3331,4,15,511,112,2885,199,210,147,2195,Krummholz
67503,2676,160,14,192,1,1403,233,242,136,832,Ponderosa_Pine
81149,3077,236,3,677,78,5652,213,242,166,3650,Spruce_Fir
22113,3156,51,23,134,35,2721,224,183,80,1429,Spruce_Fir
69453,3212,68,15,570,94,3056,234,209,102,765,Spruce_Fir
87854,3285,13,4,30,2,4456,215,231,152,3664,Douglas_fir
3036,3107,95,8,390,41,2468,233,229,128,2575,Lodgepole_Pine
29386,2624,3,19,134,50,1324,190,199,143,702,Ponderosa_Pine
60668,3127,316,22,170,55,4309,157,216,196,1032,Spruce_Fir
84274,2769,319,23,124,41,1187,153,211,195,2431,Lodgepole_Pine
100794,2883,352,30,190,72,2585,155,175,148,876,Lodgepole_Pine
29072,3299,25,13,417,56,1371,213,210,132,1895,Douglas_fir
88033,2281,107,15,190,41,1383,244,221,102,484,Douglas_fir
37060,2316,252,19,42,10,1253,175,249,210,1348,Douglas_fir
95066,2991,91,16,532,184,541,243,214,97,1032,Lodgepole_Pine
98481,2729,184,12,127,32,3690,222,248,157,1978,Lodgepole_Pine
63067,3397,113,15,706,240,1507,245,223,103,1040,Krummholz
32045,2319,56,21,256,112,351,229,191,85,1507,Ponderosa_Pine
68934,3157,46,17,182,21,960,223,201,107,5053,Spruce_Fir
4447,3174,55,11,551,107,1741,227,215,120,3238,Spruce_Fir
22340,2738,80,10,300,64,330,234,223,120,2280,Aspen
10534,2649,77,8,350,-2,603,230,226,129,1466,Lodgepole_Pine
52242,3132,33,5,30,1,2092,219,229,147,2808,Spruce_Fir
26954,3270,28,10,1060,144,3858,216,218,137,2575,Spruce_Fir
28593,2648,150,8,30,-3,3412,230,240,142,2156,Lodgepole_Pine
30983,3267,30,18,134,33,1766,212,199,118,2291,Spruce_Fir
21361,2987,217,5,85,10,1429,215,244,166,1819,Spruce_Fir
32476,2974,197,7,633,-46,1376,218,246,163,1622,Lodgepole_Pine
17893,2072,101,35,60,28,342,252,172,0,323,Cottonwood_Willow
98400,3259,32,3,342,25,192,219,232,150,904,Lodgepole_Pine
8928,3056,45,8,376,58,2960,222,223,136,5876,Lodgepole_Pine
43740,3078,162,8,258,47,484,228,242,147,1354,Lodgepole_Pine
105030,3047,36,15,402,72,5407,218,206,120,3722,Spruce_Fir
51576,2964,308,3,218,10,5042,212,237,164,2488,Spruce_Fir
4174,2664,129,32,162,95,1123,252,203,52,716,Lodgepole_Pine
8873,3450,78,22,553,16,2536,242,193,70,2106,Spruce_Fir
22079,2975,9,10,390,10,4593,209,221,149,2852,Spruce_Fir
55305,3230,315,23,433,143,3350,153,214,199,3320,Krummholz
59737,3038,38,17,1101,169,2673,218,201,113,1213,Lodgepole_Pine
16393,2922,127,19,175,23,953,248,224,97,2890,Spruce_Fir
67519,2603,220,17,309,182,1805,198,254,188,541,Ponderosa_Pine
14753,3373,285,11,324,58,1718,188,240,192,1959,Spruce_Fir
50075,3163,72,3,108,0,552,223,233,146,2282,Spruce_Fir
70839,3159,168,7,150,7,3690,226,243,151,4715,Lodgepole_Pine
41799,2865,222,11,924,185,2310,206,251,180,1604,Aspen
107691,2947,342,11,467,45,3358,197,223,165,1861,Lodgepole_Pine
79190,2854,318,29,218,86,573,133,201,200,1065,Spruce_Fir
37009,2936,56,11,0,0,2372,227,217,122,518,Douglas_fir
73208,3151,272,25,201,21,4659,146,238,227,3301,Spruce_Fir
110002,1973,322,42,124,83,108,86,163,197,153,Ponderosa_Pine
55074,3237,160,13,324,44,4024,233,242,138,2003,Spruce_Fir
40406,2940,13,13,631,145,2906,207,212,141,1308,Cottonwood_Willow
69705,3066,356,27,330,25,1998,167,181,144,1756,Lodgepole_Pine
57961,3278,143,7,0,0,5985,231,239,140,513,Spruce_Fir
52891,3183,273,14,437,48,376,181,243,201,2947,Douglas_fir
16605,2328,287,23,30,16,1221,151,232,218,927,Douglas_fir
38744,2949,119,8,150,21,1973,235,233,129,2400,Lodgepole_Pine
87826,2261,16,27,42,24,1332,186,173,112,691,Ponderosa_Pine
84356,3267,296,22,342,39,1710,154,228,212,793,Spruce_Fir
30614,2734,174,11,95,17,1006,227,246,150,446,Ponderosa_Pine
30775,2880,123,19,67,17,5041,248,222,95,4375,Lodgepole_Pine
104221,3205,84,7,67,4,4039,231,227,129,3382,Spruce_Fir
64061,3156,16,34,295,74,2363,171,151,99,853,Spruce_Fir
47602,3425,45,1,268,-28,1092,219,235,153,886,Krummholz
46843,2194,345,27,150,60,955,156,186,162,541,Ponderosa_Pine
11750,2940,128,30,295,129,2295,253,206,58,1842,Lodgepole_Pine
62281,3369,285,13,742,188,914,182,239,197,488,Spruce_Fir
103111,3066,331,2,30,3,2028,213,236,160,1348,Spruce_Fir
29850,2988,7,17,759,119,2405,197,204,141,1503,Lodgepole_Pine
4864,2910,267,18,902,244,2347,171,244,211,1608,Lodgepole_Pine
72727,2715,49,15,446,58,485,225,207,113,832,Lodgepole_Pine
11754,3032,63,13,295,27,4536,231,214,113,564,Ponderosa_Pine
88500,3018,41,14,30,-2,3928,221,209,120,2554,Spruce_Fir
31428,3324,72,5,511,-5,1519,226,230,138,2055,Spruce_Fir
82417,3124,35,10,313,87,2595,219,218,134,1213,Spruce_Fir
55833,3106,42,27,108,29,1271,213,171,79,2610,Spruce_Fir
41845,2961,58,9,150,23,2084,227,221,128,2497,Lodgepole_Pine
12487,2942,76,12,150,7,2300,234,218,114,2193,Lodgepole_Pine
20773,2970,332,17,42,3,2618,178,216,177,696,Spruce_Fir
53640,2719,60,18,30,13,973,231,201,96,1608,Lodgepole_Pine
1020,3179,220,12,42,0,3019,205,252,181,1061,Lodgepole_Pine
6486,3011,67,30,582,228,1956,234,166,42,2155,Spruce_Fir
69,2666,251,22,67,20,1560,166,249,217,1170,Lodgepole_Pine
23885,3327,184,38,277,168,1595,199,234,134,595,Krummholz
7189,2918,105,7,247,9,4008,232,232,133,4194,Lodgepole_Pine
20747,3053,338,10,446,31,2313,198,226,167,1187,Spruce_Fir
8577,2697,151,15,391,63,2296,238,239,127,2352,Ponderosa_Pine
21816,2903,342,2,30,7,5421,214,235,159,4241,Lodgepole_Pine
68044,3214,50,15,384,100,5038,226,207,112,2876,Lodgepole_Pine
31244,3297,281,30,216,61,3797,125,226,233,1383,Spruce_Fir
38973,2276,17,23,285,113,466,194,185,119,1579,Ponderosa_Pine
36078,3253,167,17,67,12,1530,231,244,138,2704,Spruce_Fir
37666,3035,18,5,30,0,4759,216,229,150,760,Spruce_Fir
71534,3139,92,22,212,82,4943,247,201,72,1677,Spruce_Fir
72859,2258,292,31,323,174,1358,120,217,229,768,Ponderosa_Pine
42327,2975,178,18,268,38,2551,225,248,149,912,Spruce_Fir
1950,3024,110,38,95,-13,937,253,170,9,1454,Lodgepole_Pine
72685,2988,349,18,424,4,1784,185,208,160,1172,Aspen
105240,3118,47,10,218,46,5153,224,217,127,2971,Spruce_Fir
26047,3127,127,5,234,16,170,228,237,143,5616,Spruce_Fir
24987,2828,151,6,42,-1,2014,228,240,145,2497,Lodgepole_Pine
55247,3222,107,18,108,18,1734,247,216,90,1556,Spruce_Fir
90188,2649,198,28,216,45,1880,199,250,169,1544,Ponderosa_Pine
77614,1940,24,43,42,32,67,160,114,58,319,Ponderosa_Pine
