,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
3,2368,14,15,150,65,1006,205,208,137,812,Douglas_fir
10,3207,198,1,216,0,845,218,239,157,2287,Lodgepole_Pine
15,3228,118,11,162,2,2589,240,230,118,1082,Spruce_Fir
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
30,3132,133,18,108,27,1001,245,229,105,2118,Spruce_Fir
40,3152,357,12,285,82,2147,200,217,154,2026,Lodgepole_Pine
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
57,2774,162,4,150,-5,2067,223,240,152,1087,Lodgepole_Pine
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
82,2934,51,15,240,-10,485,226,207,111,1697,Douglas_fir
87,2975,349,13,351,113,738,195,218,161,1731,Lodgepole_Pine
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
120,3027,28,10,258,3,4093,216,217,136,3616,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
132,3246,89,13,127,12,1722,239,219,108,1994,Spruce_Fir
136,3112,102,15,0,0,1243,243,220,102,2253,Lodgepole_Pine
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
144,3110,119,12,95,0,2160,241,229,117,3268,Spruce_Fir
151,2671,155,15,134,36,3207,237,240,129,1945,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
191,2909,28,23,175,65,972,204,183,105,1740,Spruce_Fir
198,3210,169,20,0,0,2584,231,244,136,2761,Krummholz
201,2934,311,9,153,14,4977,195,234,179,2053,Lodgepole_Pine
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
257,2900,63,18,301,95,330,233,201,93,1361,Krummholz
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
297,3011,137,9,234,34,4672,235,237,133,67,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
315,2933,77,9,67,5,1451,232,223,122,3331,Spruce_Fir
317,3374,160,13,376,120,2250,233,242,138,624,Krummholz
318,2609,52,11,162,30,973,226,217,124,1415,Lodgepole_Pine
325,3018,81,10,390,-1,1578,234,222,118,853,Lodgepole_Pine
329,2627,78,17,95,23,1621,240,207,93,2067,Lodgepole_Pine
331,2996,51,10,295,96,451,225,218,126,1436,Spruce_Fir
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
349,3190,139,16,258,49,2400,242,233,115,1471,Spruce_Fir
361,3082,168,8,285,13,1040,227,243,150,3235,Spruce_Fir
362,3159,159,18,446,95,5625,236,241,129,1443,Spruce_Fir
372,3049,105,14,228,33,4213,243,222,105,2571,Lodgepole_Pine
