,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
57889,2885,327,23,513,80,1289,158,207,185,1025,Lodgepole_Pine
6031,2693,50,16,335,-54,1383,225,203,107,1674,Lodgepole_Pine
93743,3156,84,16,458,48,5416,241,211,95,1195,Lodgepole_Pine
7447,3315,15,13,30,3,3729,208,213,141,2269,Krummholz
107278,2879,128,16,242,74,256,245,228,108,1260,Lodgepole_Pine
63475,2220,292,30,90,53,1127,123,218,228,553,Ponderosa_Pine
36026,2773,340,10,175,31,1800,198,225,166,2431,Lodgepole_Pine
102554,2789,358,7,30,5,2384,209,227,156,1530,Lodgepole_Pine
4782,2982,42,7,190,19,1412,221,225,138,1909,Lodgepole_Pine
78674,2919,109,10,67,11,4294,238,229,121,4260,Lodgepole_Pine
80616,3342,347,9,150,0,5040,202,225,161,3422,Krummholz
82755,3278,15,7,324,56,5477,214,226,149,537,Spruce_Fir
74963,2726,269,10,30,5,1846,195,244,188,778,Aspen
89236,3061,253,7,201,18,5604,204,245,179,2052,Lodgepole_Pine
6082,3176,320,11,150,16,4207,191,229,178,437,Spruce_Fir
25573,3150,37,7,247,14,2764,220,224,139,1350,Spruce_Fir
38384,3223,131,10,566,107,2766,237,235,128,2863,Cottonwood_Willow
2514,2504,40,11,242,18,339,221,215,127,1154,Douglas_fir
47350,2818,14,15,192,37,2122,205,209,138,2489,Lodgepole_Pine
67149,2997,193,9,495,-23,1390,219,248,162,1505,Lodgepole_Pine
49432,2539,52,13,180,11,443,227,212,117,1416,Douglas_fir
11843,3110,123,14,90,19,5038,243,228,111,1592,Spruce_Fir
39556,3036,303,36,366,246,960,99,196,225,1396,Spruce_Fir
97925,3005,83,10,153,11,4149,234,223,120,722,Lodgepole_Pine
2196,3247,359,11,443,49,1087,203,220,154,1549,Spruce_Fir
34179,3179,69,8,242,55,5273,229,224,128,2407,Lodgepole_Pine
35775,3281,107,18,417,86,268,247,216,90,659,Spruce_Fir
153,3070,3,15,426,26,3838,199,211,148,2467,Lodgepole_Pine
10019,2915,284,12,182,8,2069,187,240,192,1207,Lodgepole_Pine
27079,2926,70,22,150,14,768,237,190,73,752,Spruce_Fir
17213,2637,120,9,240,9,1173,236,233,128,5458,Lodgepole_Pine
71628,2915,59,13,466,134,1140,229,213,115,1774,Lodgepole_Pine
24033,2943,22,15,30,7,1752,209,206,130,1266,Spruce_Fir
74514,3382,180,9,1129,143,2889,224,246,155,1613,Lodgepole_Pine
45977,3164,74,4,85,0,5322,225,231,142,2177,Lodgepole_Pine
84468,2856,0,6,42,3,3339,212,229,155,3254,Lodgepole_Pine
4179,3042,344,10,242,52,1176,199,224,163,1273,Lodgepole_Pine
82851,2972,326,7,702,-3,5479,202,232,169,1782,Lodgepole_Pine
96645,3305,36,12,362,19,1643,219,212,127,4968,Spruce_Fir
9662,2075,4,29,150,53,234,170,171,128,242,Ponderosa_Pine
28929,3324,40,17,510,33,1790,219,200,111,3013,Lodgepole_Pine
16259,3049,174,22,390,128,1307,227,245,139,966,Lodgepole_Pine
54409,3256,243,5,319,32,5803,209,244,173,1273,Spruce_Fir
88236,2698,24,8,30,0,1519,216,224,144,912,Lodgepole_Pine
105116,2858,29,5,30,6,2751,218,229,147,2428,Spruce_Fir
61548,2547,143,9,95,24,720,233,238,136,175,Lodgepole_Pine
102599,2880,213,20,95,34,2016,198,254,186,1224,Lodgepole_Pine
104015,2307,350,29,124,48,1233,155,179,153,618,Douglas_fir
84581,3008,194,12,967,213,2761,218,250,164,1144,Lodgepole_Pine
