"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
6,2568,90,4,212,23,470,226,233,141,1290,"Lodgepole_Pine",6
15,3228,118,11,162,2,2589,240,230,118,1082,"Spruce_Fir",15
31,2507,63,2,0,0,1450,221,234,150,1449,"Douglas_fir",31
52,3088,327,5,600,45,693,208,234,165,824,"Lodgepole_Pine",52
64,2535,210,23,108,28,1410,195,254,184,1328,"Lodgepole_Pine",64
69,2666,251,22,67,20,1560,166,249,217,1170,"Lodgepole_Pine",69
70,2869,82,34,182,-30,330,243,161,19,2197,"Aspen",70
76,2752,155,17,0,0,361,238,239,126,2592,"Spruce_Fir",76
84,3042,221,17,618,333,2486,197,254,189,1254,"Lodgepole_Pine",84
90,3132,128,19,85,26,3282,248,224,96,3178,"Lodgepole_Pine",90
91,3357,59,24,569,88,1988,230,183,73,1215,"Spruce_Fir",91
92,2846,112,10,212,25,2558,238,229,121,2831,"Lodgepole_Pine",92
104,2904,141,16,309,94,309,242,234,116,1283,"Ponderosa_Pine",104
109,3300,20,18,228,93,2054,205,199,126,2082,"Spruce_Fir",109
132,3246,89,13,127,12,1722,239,219,108,1994,"Spruce_Fir",132
146,2928,356,28,234,59,2506,163,177,143,1245,"Lodgepole_Pine",146
154,3120,23,14,484,104,1630,211,209,131,3616,"Spruce_Fir",154
155,2786,32,15,309,75,1790,216,207,124,1036,"Lodgepole_Pine",155
165,2596,352,5,268,74,2550,211,231,158,612,"Lodgepole_Pine",165
170,3348,190,15,485,142,2040,219,250,161,1259,"Spruce_Fir",170
256,3169,191,17,457,73,2203,217,251,162,1008,"Lodgepole_Pine",256
257,2900,63,18,301,95,330,233,201,93,1361,"Krummholz",257
262,3129,219,12,618,92,2032,206,251,180,845,"Krummholz",262
279,2804,96,7,108,6,691,232,229,129,570,"Lodgepole_Pine",279
281,3232,303,5,60,6,5791,206,237,170,1481,"Spruce_Fir",281
291,2938,110,12,234,68,2890,240,227,115,1765,"Lodgepole_Pine",291
295,2768,52,6,256,16,2212,223,227,140,3629,"Lodgepole_Pine",295
314,3098,72,1,30,1,693,219,237,154,1816,"Spruce_Fir",314
324,3090,45,7,90,5,4842,222,225,138,1415,"Spruce_Fir",324
345,2976,346,15,297,66,1599,191,216,163,2538,"Lodgepole_Pine",345
351,2350,277,16,323,16,150,175,241,205,726,"Ponderosa_Pine",351
353,2916,342,9,234,26,4435,201,226,164,5913,"Lodgepole_Pine",353
385,3282,8,12,371,47,1795,206,216,147,1168,"Spruce_Fir",385
393,3116,342,13,85,10,3639,193,221,166,3994,"Spruce_Fir",393
397,3028,138,6,319,58,2316,229,238,143,573,"Lodgepole_Pine",397
424,2998,92,16,240,-17,511,243,214,95,1026,"Spruce_Fir",424
448,2603,12,12,90,4,402,207,215,143,1345,"Lodgepole_Pine",448
454,2322,302,15,150,58,1064,177,232,194,524,"Douglas_fir",454
492,3105,309,9,361,71,1385,194,234,180,1276,"Spruce_Fir",492
496,3200,42,7,30,-2,4338,222,224,137,3384,"Spruce_Fir",496
499,3053,41,24,297,85,5029,215,181,89,2505,"Spruce_Fir",499
508,2375,323,7,30,-3,579,202,233,170,1340,"Lodgepole_Pine",508
530,3209,135,0,0,0,5314,219,238,156,725,"Spruce_Fir",530
533,2511,38,6,162,12,703,220,227,143,5523,"Aspen",533
547,2644,22,10,42,0,3478,214,218,140,2955,"Spruce_Fir",547
574,2874,90,4,30,-1,1707,226,233,143,2509,"Lodgepole_Pine",574
575,2942,247,12,424,39,5686,195,249,191,3584,"Lodgepole_Pine",575
583,2515,82,9,175,23,430,233,225,124,3315,"Lodgepole_Pine",583
584,3173,287,10,402,97,3067,193,240,187,1144,"Spruce_Fir",584
589,2887,53,19,90,-16,638,227,197,96,618,"Spruce_Fir",589
600,3046,7,9,283,26,4494,209,222,150,1140,"Lodgepole_Pine",600
610,3170,250,11,684,259,5474,196,248,190,1114,"Lodgepole_Pine",610
613,2417,37,10,90,30,914,220,218,132,1332,"Ponderosa_Pine",613
