"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
1,3219,21,8,67,-1,2869,215,223,145,1825,"Spruce_Fir",1
3,2368,14,15,150,65,1006,205,208,137,812,"Douglas_fir",3
9,3098,24,20,150,2,2506,205,193,118,700,"Spruce_Fir",9
10,3207,198,1,216,0,845,218,239,157,2287,"Lodgepole_Pine",10
19,3220,14,15,153,41,4232,205,209,138,3097,"Spruce_Fir",19
53,2519,226,28,30,0,1129,170,252,207,564,"Ponderosa_Pine",53
54,2819,317,22,162,58,3818,158,216,195,1019,"Lodgepole_Pine",54
59,2906,342,10,153,29,4236,200,226,164,6134,"Lodgepole_Pine",59
88,3043,59,6,726,-139,1463,224,228,139,1015,"Lodgepole_Pine",88
91,3357,59,24,569,88,1988,230,183,73,1215,"Spruce_Fir",91
96,2961,102,6,228,65,3390,230,233,137,1657,"Lodgepole_Pine",96
115,3077,343,13,361,151,2059,192,219,165,1677,"Lodgepole_Pine",115
120,3027,28,10,258,3,4093,216,217,136,3616,"Spruce_Fir",120
121,2705,58,27,210,100,1148,228,174,63,1222,"Lodgepole_Pine",121
137,2982,8,14,212,40,4414,203,212,145,1878,"Lodgepole_Pine",137
177,2614,119,22,361,79,1548,251,215,81,2134,"Ponderosa_Pine",177
181,3023,255,11,277,69,524,194,247,192,664,"Lodgepole_Pine",181
215,3039,8,19,636,118,1374,194,198,138,351,"Lodgepole_Pine",215
216,2942,0,4,153,6,4334,213,232,156,5131,"Lodgepole_Pine",216
217,2520,54,10,192,37,150,226,218,125,1781,"Cottonwood_Willow",217
218,2988,104,4,531,-6,4407,226,234,143,3059,"Lodgepole_Pine",218
229,2702,18,18,234,34,3409,204,201,129,3054,"Spruce_Fir",229
258,2595,18,7,60,-10,2242,215,226,148,661,"Douglas_fir",258
266,3130,214,19,511,106,5903,199,254,185,1718,"Lodgepole_Pine",266
268,3329,179,18,661,115,1116,224,248,149,2433,"Lodgepole_Pine",268
281,3232,303,5,60,6,5791,206,237,170,1481,"Spruce_Fir",281
287,2341,134,31,67,36,816,250,210,63,752,"Ponderosa_Pine",287
288,2866,90,13,150,23,1920,240,219,107,2479,"Lodgepole_Pine",288
293,2805,89,20,170,25,2843,246,204,79,153,"Lodgepole_Pine",293
301,2387,304,28,342,149,805,132,213,215,283,"Ponderosa_Pine",301
311,3244,340,12,90,17,1481,193,221,167,2701,"Spruce_Fir",311
315,2933,77,9,67,5,1451,232,223,122,3331,"Spruce_Fir",315
329,2627,78,17,95,23,1621,240,207,93,2067,"Lodgepole_Pine",329
336,3285,8,19,576,148,1195,194,198,137,5280,"Spruce_Fir",336
343,2775,65,13,30,0,3145,232,214,112,2435,"Lodgepole_Pine",343
346,2785,63,11,175,30,2935,230,218,121,5852,"Lodgepole_Pine",346
392,3036,156,19,180,-1,914,238,238,122,684,"Lodgepole_Pine",392
408,2865,123,15,124,12,2335,244,228,110,618,"Lodgepole_Pine",408
409,3279,189,13,902,65,618,220,250,161,2836,"Lodgepole_Pine",409
428,3028,163,16,335,7,1124,233,243,135,1282,"Douglas_fir",428
433,3145,135,11,60,-9,2379,237,236,128,1442,"Spruce_Fir",433
440,2790,34,19,162,44,1390,214,196,112,2609,"Lodgepole_Pine",440
458,2991,27,19,379,104,1996,208,195,117,2802,"Lodgepole_Pine",458
465,3011,342,8,150,36,5136,205,229,163,3862,"Spruce_Fir",465
472,3171,223,24,955,396,1167,182,254,200,1433,"Spruce_Fir",472
479,2619,347,22,90,2,1549,174,199,160,1294,"Lodgepole_Pine",479
487,3510,322,16,256,16,1648,179,223,183,2072,"Krummholz",487
491,2779,45,18,524,-30,1698,222,198,104,2201,"Lodgepole_Pine",491
499,3053,41,24,297,85,5029,215,181,89,2505,"Spruce_Fir",499
500,2933,65,13,90,11,1878,232,214,112,2335,"Lodgepole_Pine",500
507,2108,335,14,0,0,1260,187,220,172,997,"Cottonwood_Willow",507
534,3221,15,13,532,103,2965,208,213,141,864,"Spruce_Fir",534
551,3073,48,7,30,-2,3605,223,224,136,404,"Spruce_Fir",551
562,3241,337,10,120,13,4089,197,225,167,1218,"Spruce_Fir",562
586,2608,143,20,300,70,1040,244,231,107,1053,"Ponderosa_Pine",586
604,3169,37,14,691,152,1784,219,208,122,2503,"Spruce_Fir",604
631,2521,42,12,90,9,420,222,214,126,492,"Lodgepole_Pine",631
633,2898,279,12,255,63,2978,186,242,195,2147,"Lodgepole_Pine",633
670,2501,84,5,270,20,934,227,231,139,4734,"Lodgepole_Pine",670
672,2695,359,16,408,93,2337,194,209,150,1597,"Lodgepole_Pine",672
681,2834,56,5,85,9,400,223,229,141,335,"Lodgepole_Pine",681
698,3126,146,3,30,0,2089,224,239,150,3054,"Spruce_Fir",698
708,2972,52,15,85,4,5247,227,206,108,2240,"Spruce_Fir",708
730,3048,0,3,124,2,3153,215,234,156,466,"Spruce_Fir",730
780,2939,338,5,0,0,1786,209,233,162,474,"Spruce_Fir",780
787,1940,337,30,67,26,120,141,184,174,830,"Douglas_fir",787
794,3250,149,22,342,90,5118,242,233,108,1674,"Spruce_Fir",794
811,3107,63,1,162,36,1935,220,236,153,2021,"Lodgepole_Pine",811
813,3064,74,18,134,24,3059,239,202,88,5571,"Spruce_Fir",813
828,2769,333,17,108,28,1544,180,216,175,2617,"Lodgepole_Pine",828
832,3139,353,15,228,36,3124,193,213,157,2402,"Spruce_Fir",832
835,2591,124,15,30,5,1110,244,228,108,418,"Lodgepole_Pine",835
841,2888,36,4,361,40,2739,220,230,147,2389,"Lodgepole_Pine",841
842,3185,80,15,492,104,1410,239,212,100,3502,"Spruce_Fir",842
855,3211,148,15,484,109,361,239,238,124,4468,"Lodgepole_Pine",855
860,3371,354,11,256,72,4258,202,221,157,3861,"Krummholz",860
878,3084,169,8,417,58,2213,227,244,149,1575,"Lodgepole_Pine",878
913,3112,117,18,30,-10,1964,248,220,93,2571,"Spruce_Fir",913
916,2878,142,14,60,2,228,240,236,122,1047,"Aspen",916
919,2980,300,15,108,20,2337,177,233,196,511,"Spruce_Fir",919
920,3104,55,8,268,27,1950,225,223,132,2128,"Lodgepole_Pine",920
922,3191,68,8,272,16,3662,229,223,127,4446,"Spruce_Fir",922
926,3242,114,13,335,61,1777,242,227,112,1357,"Spruce_Fir",926
940,2801,128,17,256,134,3150,246,227,104,6151,"Lodgepole_Pine",940
948,3280,182,9,592,189,3905,223,246,156,648,"Lodgepole_Pine",948
954,3380,189,14,979,141,2831,220,250,160,1879,"Krummholz",954
962,2081,327,33,60,37,85,124,183,189,942,"Ponderosa_Pine",962
967,2685,96,18,120,42,1207,246,210,86,1008,"Lodgepole_Pine",967
969,2962,238,9,342,53,5801,204,248,181,3008,"Lodgepole_Pine",969
970,2645,313,17,319,143,895,172,225,192,510,"Douglas_fir",970
976,3120,47,13,90,-11,1187,224,212,120,2220,"Lodgepole_Pine",976
981,3073,213,13,30,-8,2808,208,252,177,1194,"Lodgepole_Pine",981
985,2604,60,21,319,35,1167,231,191,83,1240,"Lodgepole_Pine",985
993,3132,194,21,700,91,573,212,252,165,1809,"Lodgepole_Pine",993
994,2743,52,8,85,2,1434,225,222,131,2648,"Lodgepole_Pine",994
996,3159,81,25,648,54,859,244,187,57,1862,"Lodgepole_Pine",996
999,2706,24,16,42,4,2841,209,203,127,1024,"Lodgepole_Pine",999
1012,2357,19,19,0,0,511,202,196,125,1201,"Lodgepole_Pine",1012
1025,2781,69,21,85,10,3185,237,192,77,1517,"Lodgepole_Pine",1025
1063,2881,98,19,516,76,600,247,209,82,713,"Spruce_Fir",1063
1071,3110,138,14,90,-8,1905,241,234,119,2143,"Lodgepole_Pine",1071
1083,2938,43,24,342,115,566,217,181,87,700,"Lodgepole_Pine",1083
1091,2629,75,16,124,18,2147,238,207,95,2616,"Douglas_fir",1091
1099,3069,233,5,67,2,5552,212,244,169,2241,"Lodgepole_Pine",1099
1109,2779,48,14,210,18,1398,224,210,117,1040,"Lodgepole_Pine",1109
1112,2750,56,7,210,63,1707,225,225,134,573,"Lodgepole_Pine",1112
1119,3199,306,15,150,45,4514,177,230,193,3368,"Spruce_Fir",1119
1141,3144,344,7,283,-33,767,206,229,162,1120,"Spruce_Fir",1141
1142,3034,290,10,390,57,1207,193,239,185,1741,"Lodgepole_Pine",1142
1149,3178,72,9,509,62,1935,231,223,125,3003,"Spruce_Fir",1149
1173,3074,76,4,283,45,1410,225,232,143,2765,"Spruce_Fir",1173
1182,2281,9,27,30,16,390,179,175,124,646,"Ponderosa_Pine",1182
1185,3079,39,6,192,15,1361,221,226,141,1674,"Lodgepole_Pine",1185
1194,3033,353,8,60,9,934,207,227,158,1383,"Lodgepole_Pine",1194
1197,2863,39,12,0,0,1374,220,213,126,2563,"Lodgepole_Pine",1197
1202,3244,29,11,509,46,595,216,217,135,1410,"Lodgepole_Pine",1202
1204,3244,9,12,1026,227,2151,206,216,146,2160,"Krummholz",1204
1214,3159,0,3,210,-6,853,215,234,156,1127,"Spruce_Fir",1214
1221,3346,292,44,30,28,3029,66,188,241,2230,"Spruce_Fir",1221
1224,2989,357,28,162,79,1831,166,179,142,2729,"Lodgepole_Pine",1224
1227,3025,83,8,0,0,2466,232,226,127,4055,"Spruce_Fir",1227
1234,3139,93,15,402,95,4029,242,216,100,2746,"Lodgepole_Pine",1234
1238,2707,14,27,268,118,1230,183,173,115,805,"Lodgepole_Pine",1238
1249,3532,332,20,272,38,1702,171,211,178,2136,"Krummholz",1249
1267,3123,53,10,339,79,4793,226,219,127,1840,"Spruce_Fir",1267
1274,3253,27,7,518,-11,691,217,224,143,2906,"Lodgepole_Pine",1274
1276,3173,235,17,418,112,3115,188,253,199,180,"Lodgepole_Pine",1276
1298,2949,58,10,120,-9,3449,228,218,123,6334,"Lodgepole_Pine",1298
1300,2902,284,10,90,9,2208,191,240,189,1471,"Lodgepole_Pine",1300
1321,2884,340,15,295,54,2522,186,216,168,2391,"Lodgepole_Pine",1321
1326,2957,250,15,108,26,2547,186,250,200,1371,"Lodgepole_Pine",1326
