"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
26,3098,186,15,247,46,306,221,250,158,631,"Lodgepole_Pine",26
52,3088,327,5,600,45,693,208,234,165,824,"Lodgepole_Pine",52
71,2771,20,16,108,12,1191,208,205,131,2340,"Ponderosa_Pine",71
160,3397,343,12,684,205,819,195,221,165,760,"Spruce_Fir",160
193,3258,240,18,638,167,3994,184,252,203,771,"Lodgepole_Pine",193
322,2426,88,12,30,-10,1131,238,220,110,1095,"Douglas_fir",322
373,3258,74,7,153,-20,4207,229,227,132,2118,"Krummholz",373
544,3011,243,27,285,98,5249,157,249,221,1422,"Lodgepole_Pine",544
692,3237,26,8,255,14,5973,216,222,142,1041,"Spruce_Fir",692
749,3224,108,14,331,111,1090,243,223,107,1958,"Lodgepole_Pine",749
1023,3100,144,13,42,7,6236,239,237,125,2320,"Spruce_Fir",1023
1096,3037,39,12,297,19,4374,220,213,126,2914,"Lodgepole_Pine",1096
1100,3152,17,5,0,0,4968,216,229,151,2732,"Spruce_Fir",1100
1400,3115,298,21,509,96,5900,158,228,209,1722,"Lodgepole_Pine",1400
1504,2971,6,26,630,102,2348,179,181,131,1779,"Lodgepole_Pine",1504
1506,3437,207,2,524,108,1230,218,241,160,3956,"Spruce_Fir",1506
1676,2972,348,9,60,-3,1371,203,225,161,684,"Lodgepole_Pine",1676
1743,3279,113,16,577,141,840,246,221,98,2182,"Lodgepole_Pine",1743
1959,3014,106,6,552,32,5341,231,232,135,5432,"Lodgepole_Pine",1959
1988,2665,340,6,594,55,514,208,232,162,1774,"Lodgepole_Pine",1988
2191,3217,31,3,0,0,3059,219,233,151,1692,"Spruce_Fir",2191
2249,2787,118,23,108,30,969,252,212,75,430,"Lodgepole_Pine",2249
2263,2005,96,29,258,100,268,251,183,38,751,"Ponderosa_Pine",2263
2555,2978,317,8,150,11,1861,199,233,174,633,"Lodgepole_Pine",2555
2667,2701,27,8,175,28,2005,217,222,141,5394,"Lodgepole_Pine",2667
2707,3048,41,21,256,34,3127,218,190,98,1727,"Spruce_Fir",2707
2801,2871,114,16,541,199,987,246,222,99,532,"Lodgepole_Pine",2801
2839,3146,319,17,175,48,3635,175,222,187,3210,"Spruce_Fir",2839
2841,3187,309,16,192,30,4218,175,228,193,424,"Spruce_Fir",2841
3004,2985,281,20,499,185,2183,162,238,213,1179,"Spruce_Fir",3004
3089,2900,280,31,150,79,5183,123,226,235,4758,"Spruce_Fir",3089
3268,2850,324,7,42,-3,5365,203,233,169,713,"Lodgepole_Pine",3268
3517,3090,118,17,30,-11,900,247,223,99,2069,"Spruce_Fir",3517
3568,2525,16,15,30,5,1003,206,207,136,5077,"Lodgepole_Pine",3568
3687,3194,33,27,402,123,3450,204,172,90,1695,"Spruce_Fir",3687
3784,2972,104,9,270,17,3238,236,229,124,6409,"Spruce_Fir",3784
3898,2399,116,13,216,58,598,242,227,111,1416,"Douglas_fir",3898
3957,3060,117,6,90,-14,942,231,234,136,1180,"Spruce_Fir",3957
3968,3404,132,16,42,4,4265,245,229,108,4202,"Krummholz",3968
3997,2864,51,18,240,79,2038,226,199,101,2147,"Lodgepole_Pine",3997
4022,2984,19,9,268,54,1073,214,222,144,2212,"Lodgepole_Pine",4022
4260,2908,59,15,633,271,1036,230,208,107,577,"Lodgepole_Pine",4260
4316,3241,130,11,242,75,592,238,234,124,2052,"Spruce_Fir",4316
4344,2650,198,2,400,117,553,218,241,159,1392,"Ponderosa_Pine",4344
4378,3244,277,13,60,14,4384,183,242,198,1500,"Spruce_Fir",4378
