Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
11808,2955,33,8,443,46,4723,219,223,140,5454,Lodgepole_Pine
80029,3086,170,12,277,25,1635,229,245,147,785,Lodgepole_Pine
31754,2976,338,16,67,6,518,183,216,170,1187,Lodgepole_Pine
75487,2886,135,10,108,16,5174,236,236,130,4272,Ponderosa_Pine
48979,3260,145,15,513,47,5508,239,237,123,1443,Spruce_Fir
42636,2499,22,16,247,71,938,208,205,130,1170,Ponderosa_Pine
96901,3081,258,10,150,14,5625,195,246,189,2257,Lodgepole_Pine
74382,2917,135,5,391,51,2947,228,238,144,2030,Lodgepole_Pine
12552,3163,18,12,242,57,908,210,214,139,2078,Spruce_Fir
41357,3173,58,20,600,113,1587,230,195,89,2236,Spruce_Fir
12523,3104,350,20,895,345,1022,178,201,158,1650,Lodgepole_Pine
14121,2976,61,24,361,177,365,232,183,71,1332,Lodgepole_Pine
47988,3222,153,4,90,1,5862,225,240,150,607,Spruce_Fir
9758,2207,324,29,212,118,785,136,196,193,977,Douglas_fir
71311,2208,107,29,42,26,706,254,191,44,977,Douglas_fir
28810,3267,339,18,564,167,3404,178,211,170,3469,Lodgepole_Pine
84283,3264,128,11,150,8,2996,238,233,125,899,Spruce_Fir
107818,3039,69,21,192,24,4566,237,192,77,895,Lodgepole_Pine
51493,2940,336,9,60,12,3456,199,227,167,2608,Lodgepole_Pine
23152,3129,181,22,716,88,552,221,248,148,1806,Lodgepole_Pine
69392,2163,12,37,256,112,424,158,141,98,342,Ponderosa_Pine
76524,3296,93,16,636,18,912,244,213,94,5580,Spruce_Fir
32249,2814,43,19,120,38,2568,220,195,103,2836,Lodgepole_Pine
83872,2896,329,6,362,41,3934,207,233,165,5582,Spruce_Fir
48338,2873,301,27,67,39,5377,137,218,216,4792,Spruce_Fir
76652,2992,99,5,295,36,3774,228,233,140,1885,Lodgepole_Pine
64117,2828,45,9,210,27,1312,223,221,133,1992,Lodgepole_Pine
10846,2518,202,22,85,27,1126,204,253,175,1249,Ponderosa_Pine
63792,3115,352,26,170,58,993,166,186,151,2028,Spruce_Fir
6894,2855,275,15,124,22,2759,177,242,204,2424,Spruce_Fir
83610,2877,84,17,216,60,234,242,209,92,1300,Lodgepole_Pine
104070,3283,343,13,309,38,4677,194,220,165,871,Spruce_Fir
97179,3211,349,16,497,20,3428,189,212,160,3187,Spruce_Fir
79543,2932,245,15,418,36,5569,188,250,199,5543,Lodgepole_Pine
2549,3322,202,28,443,129,700,195,251,175,938,Spruce_Fir
12264,2470,181,13,408,200,1110,224,248,154,603,Douglas_fir
79835,3168,287,12,488,63,888,186,239,193,1092,Lodgepole_Pine
61839,2414,276,19,95,36,649,167,241,212,513,Douglas_fir
40985,2541,233,23,323,55,872,175,253,208,1057,Ponderosa_Pine
68809,2664,211,15,0,0,1712,206,253,179,1170,Spruce_Fir
90926,3579,97,26,930,294,2383,251,193,54,1368,Spruce_Fir
30133,2907,216,25,180,81,2378,185,254,194,2017,Lodgepole_Pine
25054,2967,180,4,85,-3,1414,221,242,156,616,Lodgepole_Pine
80460,2271,348,39,124,59,1441,120,148,147,1019,Ponderosa_Pine
8300,3136,84,13,450,28,5313,238,217,107,1190,Lodgepole_Pine
40953,2397,322,5,30,-3,1187,206,234,167,934,Douglas_fir
60453,2712,202,7,480,-23,577,217,246,165,706,Lodgepole_Pine
25682,3211,96,4,805,27,1150,227,233,141,2191,Spruce_Fir
5583,2815,159,12,120,31,3048,233,242,138,2520,Lodgepole_Pine
20304,2719,125,28,85,33,3221,253,208,62,6093,Aspen
49279,3006,182,7,525,-14,1530,222,245,157,1544,Lodgepole_Pine
106276,2906,41,25,150,30,1812,214,177,86,2502,Spruce_Fir
21100,3272,347,14,433,95,4676,193,217,162,912,Spruce_Fir
87782,3038,135,6,1091,238,2817,230,237,140,1226,Lodgepole_Pine
108872,2862,12,13,95,15,3553,207,214,143,5479,Lodgepole_Pine
19929,2102,58,28,120,38,180,226,168,57,513,Ponderosa_Pine
63808,2886,60,40,153,76,1443,217,129,0,1060,Lodgepole_Pine
48976,3294,14,12,631,70,3022,209,216,143,3467,Spruce_Fir
246,2288,31,7,0,0,488,218,225,143,830,Cottonwood_Willow
81896,3110,218,5,108,12,1514,214,245,168,2162,Spruce_Fir
89006,2801,338,16,30,10,3997,183,215,170,5312,Lodgepole_Pine
31090,3364,29,17,551,170,3428,212,202,121,1860,Krummholz
102908,2914,110,15,42,6,4410,244,222,103,2664,Spruce_Fir
12475,3051,93,13,660,219,685,240,220,108,1003,Lodgepole_Pine
60639,3398,108,14,509,116,2324,243,223,107,2325,Spruce_Fir
62721,2785,25,13,162,14,2830,213,212,133,2244,Spruce_Fir
29125,2893,39,7,0,0,3381,221,225,140,4158,Lodgepole_Pine
65938,3207,28,6,85,8,5770,218,228,146,816,Spruce_Fir
50332,2806,121,15,190,68,1092,244,227,108,516,Lodgepole_Pine
23954,3224,214,20,808,-45,4036,198,254,186,1302,Lodgepole_Pine
34288,3112,84,11,190,23,5227,235,222,117,1986,Spruce_Fir
27507,2605,16,10,60,5,1142,211,219,143,1717,Lodgepole_Pine
35570,3189,95,13,511,118,268,240,220,108,937,Lodgepole_Pine
90659,3251,291,3,450,108,4535,210,239,167,1006,Lodgepole_Pine
27029,3115,340,6,360,36,466,207,231,163,1541,Lodgepole_Pine
25435,2913,352,21,90,31,1290,178,198,155,1771,Lodgepole_Pine
44021,3188,348,26,212,50,4279,162,189,158,1544,Spruce_Fir
15987,2949,44,22,379,175,4281,219,185,90,800,Lodgepole_Pine
107820,2742,48,17,153,39,2185,224,200,104,713,Lodgepole_Pine
16056,2854,28,8,446,99,2791,217,223,141,2912,Lodgepole_Pine
68703,2930,18,11,277,35,805,211,216,141,1673,Lodgepole_Pine
6046,2487,73,11,0,0,638,233,218,115,1087,Lodgepole_Pine
59130,2725,11,20,365,120,1048,195,196,134,1224,Lodgepole_Pine
9415,2200,77,25,210,149,474,242,186,60,247,Cottonwood_Willow
95736,3352,57,21,162,-2,3660,229,191,86,2585,Krummholz
31302,2971,315,37,297,154,1080,100,182,208,1328,Spruce_Fir
29874,2986,322,15,127,14,2676,180,223,183,684,Spruce_Fir
5401,3232,42,6,67,8,2529,221,227,141,2773,Spruce_Fir
48678,3256,65,9,108,4,721,229,222,126,1978,Spruce_Fir
12636,3313,195,19,390,133,2234,213,252,166,1159,Spruce_Fir
30826,3091,15,22,150,29,4013,194,188,124,726,Spruce_Fir
65100,2547,82,9,342,-26,953,233,225,124,492,Lodgepole_Pine
98358,3300,22,10,240,44,5385,214,218,140,570,Spruce_Fir
31347,3349,351,18,404,80,1104,186,207,158,741,Spruce_Fir
84657,3265,347,16,1080,248,2037,187,212,162,2144,Krummholz
102400,2993,232,12,319,103,2142,201,251,186,1124,Lodgepole_Pine
108428,2933,33,16,513,114,1441,215,205,121,2750,Lodgepole_Pine
67805,3188,285,27,837,267,3354,134,227,228,2413,Lodgepole_Pine
48495,2952,90,4,420,125,4971,226,233,141,5103,Lodgepole_Pine
11197,2896,283,9,90,5,2188,196,241,184,1448,Aspen
18665,3150,169,14,90,12,2215,230,245,144,2741,Krummholz
40202,2917,108,9,60,13,1025,236,230,125,2230,Spruce_Fir
32500,2671,82,8,404,71,1064,232,225,126,2568,Lodgepole_Pine
54055,2734,39,16,60,6,1142,219,202,113,1989,Spruce_Fir
58253,3148,27,12,162,13,1746,215,215,135,700,Spruce_Fir
74842,3029,125,10,391,64,481,236,233,127,1249,Spruce_Fir
85263,2600,212,32,272,144,1092,175,249,191,1131,Ponderosa_Pine
44038,2552,103,8,162,22,1419,234,230,127,4642,Lodgepole_Pine
19728,2692,56,25,150,52,1245,227,179,71,960,Lodgepole_Pine
16916,2680,80,15,95,11,1421,239,211,98,842,Lodgepole_Pine
72093,3199,186,7,283,36,2717,221,245,158,959,Aspen
61770,3015,322,13,270,51,655,185,226,180,967,Lodgepole_Pine
61725,2884,290,17,666,165,309,170,235,205,1692,Lodgepole_Pine
74385,3384,162,10,849,212,1345,230,243,144,886,Spruce_Fir
98972,3230,341,11,42,8,3421,196,223,166,1852,Spruce_Fir
89300,2460,210,29,60,36,969,183,251,188,768,Ponderosa_Pine
30527,3369,312,6,319,30,1380,204,236,171,2197,Spruce_Fir
24872,3269,311,5,240,26,5643,207,236,168,537,Spruce_Fir
60207,3231,125,8,60,4,4153,234,235,133,2536,Krummholz
47671,3141,249,16,450,82,5923,184,250,202,1801,Lodgepole_Pine
10117,3246,171,5,384,32,4684,223,242,154,757,Lodgepole_Pine
45505,3253,54,8,691,177,716,225,223,131,1189,Cottonwood_Willow
45685,3043,284,22,240,38,942,152,234,219,2691,Spruce_Fir
4982,2993,59,17,150,20,4643,230,203,101,1889,Lodgepole_Pine
31042,2624,94,35,95,59,1698,249,165,13,1215,Lodgepole_Pine
77959,2783,54,16,488,-30,1716,228,203,104,2486,Lodgepole_Pine
88562,3318,298,40,170,28,2925,82,192,233,2389,Spruce_Fir
33484,2664,13,14,127,22,2352,206,211,141,1020,Lodgepole_Pine
97054,2570,77,3,446,17,1289,224,233,145,1499,Aspen
77581,2919,45,7,60,0,3787,222,225,138,6209,Lodgepole_Pine
18982,3145,251,23,600,224,2991,164,249,218,2583,Lodgepole_Pine
25815,2848,68,7,577,22,780,227,226,133,1440,Aspen
11461,3070,33,11,537,20,3795,218,216,133,4455,Spruce_Fir
22120,2930,147,13,95,14,4875,237,238,129,319,Lodgepole_Pine
77216,3189,351,17,201,24,1288,188,210,158,638,Krummholz
12206,3112,103,11,190,41,420,239,225,115,685,Lodgepole_Pine
66038,2941,29,15,256,57,1786,214,207,125,2766,Lodgepole_Pine
13481,3093,170,10,134,-2,3412,227,245,149,5219,Spruce_Fir
18479,3169,144,6,190,7,4465,229,239,143,1054,Spruce_Fir
50875,2864,120,16,242,43,2419,245,225,104,2683,Lodgepole_Pine
1929,3102,339,6,677,17,1022,207,232,163,1115,Lodgepole_Pine
30858,3061,315,4,30,3,3701,209,236,166,631,Spruce_Fir
62437,3136,65,10,85,3,2995,230,220,123,3078,Lodgepole_Pine
35956,3364,89,17,150,15,2750,244,210,89,1699,Krummholz
6539,2681,341,16,85,26,1986,185,215,168,4998,Lodgepole_Pine
19575,3205,63,8,607,195,2501,228,223,128,2780,Spruce_Fir
92400,3038,42,14,1213,240,2869,222,209,119,1053,Spruce_Fir
70737,2890,311,16,42,13,5190,175,227,191,4351,Spruce_Fir
19263,2597,169,33,120,34,1398,224,232,112,953,Ponderosa_Pine
108569,3266,279,8,725,158,6122,199,241,182,2670,Lodgepole_Pine
986,3129,108,4,85,-5,4479,226,235,144,1804,Spruce_Fir
11019,2713,127,10,295,107,2547,237,234,126,1121,Ponderosa_Pine
67007,3197,13,12,492,80,967,208,216,143,2255,Spruce_Fir
63720,3020,334,19,700,260,806,174,212,175,1514,Lodgepole_Pine
60794,2968,94,24,402,141,1209,249,196,61,488,Aspen
66200,3286,324,6,300,68,3360,204,233,168,1987,Spruce_Fir
30211,3185,98,5,175,10,3529,228,233,138,4549,Spruce_Fir
75594,2306,291,25,182,80,1103,141,226,221,824,Ponderosa_Pine
25514,2533,161,18,134,-16,1401,235,241,130,1277,Ponderosa_Pine
97896,3106,16,20,67,3,4233,199,193,126,2989,Spruce_Fir
14548,2742,19,20,90,29,2914,201,193,123,6399,Lodgepole_Pine
25554,3151,285,12,268,31,875,187,240,193,1317,Lodgepole_Pine
17112,3195,207,22,192,50,1383,200,254,180,4422,Spruce_Fir
58063,2985,82,26,190,35,2900,245,185,53,1237,Spruce_Fir
88319,2778,198,8,210,18,2340,218,247,164,1653,Lodgepole_Pine
92253,3146,28,5,228,10,2724,218,230,148,1357,Spruce_Fir
22066,3119,345,20,607,43,3582,176,204,164,1673,Lodgepole_Pine
90283,3227,21,23,182,68,2268,197,184,115,1657,Spruce_Fir
12972,2948,315,27,384,173,641,137,206,203,1231,Spruce_Fir
50260,2970,104,14,256,50,3726,242,222,107,2032,Lodgepole_Pine
109227,2777,258,24,67,16,1731,155,245,224,1461,Lodgepole_Pine
