Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
102961,2758,233,7,30,-6,1608,208,247,176,1087,Spruce_Fir
103842,3223,92,19,426,61,4204,246,207,82,1172,Lodgepole_Pine
30894,2193,346,43,67,56,721,102,133,144,534,Ponderosa_Pine
5129,2358,45,8,470,202,1290,222,223,136,607,Ponderosa_Pine
25513,2811,43,8,30,-3,1426,222,222,136,2654,Spruce_Fir
6227,2919,235,17,192,73,2014,189,253,198,1159,Lodgepole_Pine
64572,2628,153,19,60,0,779,239,237,119,1953,Lodgepole_Pine
51124,3000,88,6,201,19,3861,229,230,135,994,Lodgepole_Pine
18162,3211,356,14,335,116,5032,197,214,154,1928,Spruce_Fir
54322,3201,258,29,830,280,3267,138,241,233,2550,Lodgepole_Pine
58288,2223,125,31,67,29,912,253,201,50,1379,Cottonwood_Willow
52378,3168,332,5,362,37,3113,209,234,163,999,Lodgepole_Pine
52923,3185,143,7,537,13,4492,231,239,141,1800,Spruce_Fir
27473,2894,56,7,210,17,547,225,226,135,1830,Lodgepole_Pine
13395,2952,64,14,67,20,4755,232,210,107,2468,Spruce_Fir
74595,2747,130,8,180,8,2073,234,236,134,1302,Lodgepole_Pine
76852,2936,3,18,540,67,2254,194,204,145,1761,Lodgepole_Pine
98247,2287,32,29,42,22,420,200,163,83,618,Ponderosa_Pine
1957,2859,352,16,351,27,1951,190,211,158,1510,Lodgepole_Pine
19370,2476,321,17,60,17,180,173,220,186,228,Lodgepole_Pine
8168,3189,59,21,95,4,4290,231,190,83,3443,Spruce_Fir
72474,3302,341,25,150,-3,2100,161,195,168,1595,Spruce_Fir
105790,3426,51,32,752,211,2402,217,155,49,1920,Spruce_Fir
73196,3197,281,12,382,62,256,185,241,195,2419,Lodgepole_Pine
94618,3204,37,5,85,-9,2583,220,229,145,2547,Spruce_Fir
6707,2692,41,18,408,10,1239,219,198,107,3726,Lodgepole_Pine
13143,2768,263,17,216,74,966,177,246,207,1908,Aspen
36438,3297,344,8,67,4,4192,203,227,163,3880,Krummholz
77752,2829,323,17,390,85,573,173,220,185,2281,Spruce_Fir
40551,2890,313,27,268,121,459,139,209,205,1084,Spruce_Fir
6895,3268,148,13,306,-53,552,237,239,130,4028,Lodgepole_Pine
57088,3184,179,27,481,-48,2045,219,244,139,1226,Lodgepole_Pine
20123,3294,169,5,408,194,4186,224,242,153,1318,Lodgepole_Pine
14884,3297,209,26,495,76,1768,191,253,184,3520,Spruce_Fir
23761,2893,294,49,424,-17,2796,0,172,240,297,Spruce_Fir
74924,3047,67,5,446,72,2816,226,229,138,6577,Spruce_Fir
52603,3187,82,7,218,8,2415,230,228,130,1018,Spruce_Fir
23381,2988,243,11,658,75,5729,199,249,187,3630,Lodgepole_Pine
43964,3340,200,13,674,202,1018,214,251,169,4419,Lodgepole_Pine
3826,3125,29,23,283,96,1027,205,184,106,1442,Spruce_Fir
52239,2773,345,18,124,30,3704,182,209,164,1168,Lodgepole_Pine
49753,2461,14,18,234,49,366,201,201,134,1116,Douglas_fir
