"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
3,2368,14,15,150,65,1006,205,208,137,812,"Douglas_fir",3
14,3010,160,19,255,78,1442,236,240,127,3378,"Spruce_Fir",14
19,3220,14,15,153,41,4232,205,209,138,3097,"Spruce_Fir",19
25,2949,162,6,601,122,4770,226,242,149,5239,"Lodgepole_Pine",25
28,2594,230,24,335,-5,752,174,253,207,1226,"Ponderosa_Pine",28
37,3321,83,21,573,155,1608,244,199,75,1620,"Krummholz",37
54,2819,317,22,162,58,3818,158,216,195,1019,"Lodgepole_Pine",54
68,2827,54,13,270,35,4250,227,211,115,5385,"Spruce_Fir",68
96,2961,102,6,228,65,3390,230,233,137,1657,"Lodgepole_Pine",96
109,3300,20,18,228,93,2054,205,199,126,2082,"Spruce_Fir",109
131,3278,352,11,268,33,4654,200,221,159,842,"Spruce_Fir",131
136,3112,102,15,0,0,1243,243,220,102,2253,"Lodgepole_Pine",136
140,2914,49,18,210,-13,641,225,198,101,1544,"Spruce_Fir",140
154,3120,23,14,484,104,1630,211,209,131,3616,"Spruce_Fir",154
170,3348,190,15,485,142,2040,219,250,161,1259,"Spruce_Fir",170
182,2797,289,12,306,65,247,186,238,193,2039,"Lodgepole_Pine",182
185,2849,10,13,150,14,474,206,213,144,604,"Lodgepole_Pine",185
208,3227,193,15,677,13,531,217,251,163,2513,"Lodgepole_Pine",208
218,2988,104,4,531,-6,4407,226,234,143,3059,"Lodgepole_Pine",218
262,3129,219,12,618,92,2032,206,251,180,845,"Krummholz",262
300,2926,104,12,309,77,2656,240,225,114,1989,"Lodgepole_Pine",300
303,3059,346,22,201,31,1348,172,199,161,1441,"Lodgepole_Pine",303
320,2980,276,6,618,-54,1509,203,241,178,1722,"Ponderosa_Pine",320
341,2839,288,28,541,85,1922,130,223,228,1981,"Aspen",341
355,2765,67,5,90,14,1321,226,229,138,2172,"Lodgepole_Pine",355
357,2787,325,28,258,117,2222,140,197,191,2424,"Lodgepole_Pine",357
361,3082,168,8,285,13,1040,227,243,150,3235,"Spruce_Fir",361
388,2716,91,29,120,68,124,249,180,39,2442,"Aspen",388
393,3116,342,13,85,10,3639,193,221,166,3994,"Spruce_Fir",393
395,3304,326,20,30,7,2407,167,214,184,457,"Krummholz",395
402,3354,13,13,424,57,1195,207,213,142,2724,"Spruce_Fir",402
405,2959,213,19,150,23,5392,200,254,184,2871,"Spruce_Fir",405
418,3194,274,28,67,19,1189,133,233,233,2539,"Spruce_Fir",418
419,2995,33,14,256,-35,3653,216,208,124,5624,"Spruce_Fir",419
434,2875,91,24,277,70,295,248,193,59,182,"Spruce_Fir",434
439,3275,336,10,134,34,1429,197,226,168,633,"Spruce_Fir",439
443,2516,52,18,30,6,1262,226,197,98,1509,"Douglas_fir",443
481,3211,18,12,720,118,2916,211,215,139,3618,"Spruce_Fir",481
487,3510,322,16,256,16,1648,179,223,183,2072,"Krummholz",487
491,2779,45,18,524,-30,1698,222,198,104,2201,"Lodgepole_Pine",491
503,3141,23,2,234,6,2616,218,235,154,1399,"Spruce_Fir",503
510,3018,39,19,234,33,4147,217,194,105,4094,"Spruce_Fir",510
522,2614,211,37,127,89,1758,165,244,188,297,"Ponderosa_Pine",522
525,3139,216,14,67,-4,1974,205,253,181,582,"Spruce_Fir",525
535,2652,293,12,0,0,658,187,238,190,1566,"Lodgepole_Pine",535
545,2945,332,13,124,20,1368,190,224,173,3199,"Spruce_Fir",545
557,2510,197,22,42,11,1613,208,252,168,474,"Ponderosa_Pine",557
561,2623,220,15,400,84,1559,202,253,185,1986,"Ponderosa_Pine",561
574,2874,90,4,30,-1,1707,226,233,143,2509,"Lodgepole_Pine",574
576,3187,45,3,510,92,5126,220,233,150,2160,"Spruce_Fir",576
606,3106,171,23,228,81,2379,228,243,133,1604,"Spruce_Fir",606
607,3151,107,5,480,72,5397,229,234,139,1677,"Spruce_Fir",607
617,2844,333,8,60,10,1195,201,229,168,1415,"Spruce_Fir",617
631,2521,42,12,90,9,420,222,214,126,492,"Lodgepole_Pine",631
633,2898,279,12,255,63,2978,186,242,195,2147,"Lodgepole_Pine",633
650,3199,3,14,450,139,1554,200,213,149,2271,"Ponderosa_Pine",650
670,2501,84,5,270,20,934,227,231,139,4734,"Lodgepole_Pine",670
672,2695,359,16,408,93,2337,194,209,150,1597,"Lodgepole_Pine",672
686,2938,48,16,201,48,1530,225,202,107,1200,"Lodgepole_Pine",686
688,3238,197,11,283,44,3190,217,249,165,1159,"Lodgepole_Pine",688
702,3453,350,7,696,114,1637,208,228,159,1425,"Krummholz",702
715,2299,19,24,95,36,1110,195,183,116,845,"Douglas_fir",715
722,3292,327,5,240,27,5641,208,234,165,484,"Lodgepole_Pine",722
741,3307,190,7,553,80,4025,220,246,160,2184,"Spruce_Fir",741
746,2824,60,9,150,26,1911,227,221,127,1772,"Lodgepole_Pine",746
753,2574,140,4,150,46,875,226,238,147,1261,"Aspen",753
754,2910,124,17,175,47,2812,246,226,102,1868,"Lodgepole_Pine",754
755,3033,72,4,0,0,3615,224,232,144,277,"Spruce_Fir",755
764,2709,40,16,240,78,1605,220,203,113,1591,"Lodgepole_Pine",764
770,2701,18,18,295,-17,2760,203,199,129,2429,"Lodgepole_Pine",770
779,2369,286,19,446,160,319,163,236,211,730,"Ponderosa_Pine",779
808,3008,85,15,134,33,3246,240,213,99,6145,"Lodgepole_Pine",808
822,3078,225,19,323,43,2919,192,254,194,1615,"Lodgepole_Pine",822
