Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
37122,2954,212,13,85,12,1673,208,252,177,2197,Spruce_Fir
66507,3128,354,22,390,55,1473,177,195,151,2046,Spruce_Fir
42098,2270,312,28,30,22,891,135,207,207,750,Ponderosa_Pine
46518,3283,346,13,752,55,2047,195,219,162,765,Spruce_Fir
36279,2997,146,9,242,45,4315,232,239,139,2081,Lodgepole_Pine
80758,3283,143,5,366,38,5282,227,239,146,872,Lodgepole_Pine
44463,2870,352,8,67,8,3037,206,226,158,2689,Lodgepole_Pine
2435,2813,315,3,60,3,1328,211,237,164,711,Lodgepole_Pine
69053,2136,274,31,150,52,1298,125,230,236,558,Ponderosa_Pine
72271,2876,287,27,234,54,2648,135,227,226,696,Lodgepole_Pine
58315,3174,270,11,531,69,866,190,244,193,1050,Lodgepole_Pine
41586,2932,241,6,150,13,5180,209,245,174,3955,Lodgepole_Pine
8981,2274,231,31,466,-38,531,157,250,215,816,Ponderosa_Pine
461,3132,59,27,150,59,5028,229,175,62,1557,Ponderosa_Pine
61481,3264,142,16,390,8,1018,241,235,117,2755,Spruce_Fir
98072,3052,103,9,484,-11,1282,235,229,125,1368,Lodgepole_Pine
59819,3097,311,5,666,12,1020,206,236,169,1092,Lodgepole_Pine
86420,2959,261,11,516,63,5978,194,246,191,6121,Lodgepole_Pine
71979,2627,76,14,467,89,1092,237,213,105,3744,Cottonwood_Willow
4909,2840,60,14,450,52,1050,230,210,109,1500,Lodgepole_Pine
42510,2982,11,10,297,29,859,210,221,147,2029,Lodgepole_Pine
26547,2878,347,11,120,23,3658,198,222,162,5526,Lodgepole_Pine
12794,3204,284,4,309,27,595,209,240,169,882,Lodgepole_Pine
3606,2464,40,31,170,63,1138,206,158,68,918,Douglas_fir
104371,3018,42,12,860,199,1176,222,213,124,2462,Lodgepole_Pine
50296,2992,143,7,272,52,1871,231,239,140,787,Lodgepole_Pine
70081,2927,308,30,234,114,1022,123,205,214,1383,Spruce_Fir
102645,3216,30,24,443,141,964,205,181,101,658,Spruce_Fir
80655,2179,17,19,120,33,301,200,196,128,485,Lodgepole_Pine
38455,2878,129,15,134,29,2610,243,230,111,2095,Lodgepole_Pine
103533,2794,63,4,270,18,2094,224,231,143,2524,Aspen
73853,3320,169,7,540,132,1277,226,243,151,2589,Lodgepole_Pine
64462,2900,293,12,108,14,5028,187,238,190,1425,Lodgepole_Pine
8741,3298,104,7,95,7,1627,232,231,131,3294,Lodgepole_Pine
35225,3134,38,15,240,16,2753,218,205,118,1084,Spruce_Fir
91059,2275,13,25,277,150,994,187,180,121,1236,Ponderosa_Pine
10397,2510,102,15,404,162,569,244,219,100,882,Ponderosa_Pine
22969,3359,287,19,926,232,3980,163,235,211,2405,Lodgepole_Pine
21576,2969,8,36,277,110,277,156,146,108,1831,Spruce_Fir
105811,3454,315,31,150,91,3371,123,197,206,1434,Spruce_Fir
36418,2914,104,22,722,281,2524,251,205,71,1797,Lodgepole_Pine
28881,2753,45,6,42,-1,1860,222,227,141,1222,Lodgepole_Pine
94657,3272,188,14,134,14,4697,221,250,159,2836,Spruce_Fir
46623,3043,182,14,192,18,1598,224,248,155,450,Lodgepole_Pine
27871,2883,57,10,60,3,3283,227,220,126,4034,Lodgepole_Pine
79976,3347,108,18,108,22,1326,248,216,90,1478,Krummholz
11058,3087,238,31,666,-3,3974,151,248,222,1142,Douglas_fir
32531,3236,94,11,532,29,1333,238,223,115,2589,Lodgepole_Pine
104082,2890,108,6,426,71,2911,231,233,136,2044,Lodgepole_Pine
23846,2448,234,11,459,178,953,202,250,185,454,Douglas_fir
58133,2945,294,16,212,-29,1100,175,235,200,927,Lodgepole_Pine
66989,3317,90,26,85,23,2103,249,188,51,816,Krummholz
1513,3042,67,14,95,8,4797,233,211,107,2040,Lodgepole_Pine
13351,3224,278,16,658,21,1571,176,241,204,1249,Spruce_Fir
25653,3027,34,10,404,9,4307,219,218,134,3017,Lodgepole_Pine
101741,3206,138,18,418,115,5279,245,231,107,1533,Spruce_Fir
102171,2932,61,16,108,10,5534,231,206,103,4252,Lodgepole_Pine
89300,2460,210,29,60,36,969,183,251,188,768,Ponderosa_Pine
25477,3365,282,13,899,129,990,184,241,196,2206,Spruce_Fir
