Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
2486,3146,106,8,134,7,2862,233,231,130,5597,Ponderosa_Pine
37506,3150,115,5,190,6,2345,229,235,140,2581,Spruce_Fir
78370,3335,251,17,1146,223,3712,180,250,206,2505,Lodgepole_Pine
54387,2896,358,9,108,11,2970,207,224,155,2280,Spruce_Fir
71223,3134,341,9,607,59,1790,201,226,165,2683,Spruce_Fir
46706,3300,221,22,467,151,1485,189,254,195,4164,Spruce_Fir
4098,2961,84,20,85,24,459,244,200,77,680,Spruce_Fir
101348,3263,48,14,541,16,2952,224,208,115,984,Spruce_Fir
38422,3328,62,13,170,46,2012,230,214,114,2635,Spruce_Fir
55394,3764,3,17,1062,355,4920,195,206,146,3048,Krummholz
54381,2828,317,16,323,63,3004,176,224,187,2953,Krummholz
18440,3013,303,13,339,46,2446,183,233,190,400,Spruce_Fir
93008,2801,56,5,175,23,3072,223,229,141,6139,Lodgepole_Pine
13775,2233,55,24,120,72,661,226,180,74,691,Ponderosa_Pine
5237,3057,104,18,430,190,6267,247,215,90,3913,Lodgepole_Pine
8266,2836,113,14,134,35,2890,244,224,107,2331,Lodgepole_Pine
9917,3008,261,5,912,122,5793,209,242,172,5594,Lodgepole_Pine
9918,2517,317,18,331,103,108,169,221,191,700,Ponderosa_Pine
27505,3235,241,9,607,125,1405,204,248,181,2594,Spruce_Fir
71299,2949,325,36,402,215,2779,110,176,192,395,Spruce_Fir
16177,3334,65,25,395,55,1766,234,180,64,1816,Spruce_Fir
81371,3030,342,5,134,12,1183,209,232,161,2592,Lodgepole_Pine
35910,2292,30,19,309,134,1423,211,196,115,860,Ponderosa_Pine
22613,2759,8,14,201,43,2880,202,211,144,631,Lodgepole_Pine
87492,3229,315,8,516,45,560,198,233,175,967,Spruce_Fir
53867,2790,153,2,170,19,2389,222,239,153,1900,Lodgepole_Pine
71193,2932,239,20,751,387,1103,180,252,206,1819,Lodgepole_Pine
1347,3057,327,17,180,40,1072,176,218,181,1470,Lodgepole_Pine
57220,2970,62,18,541,165,543,232,200,93,765,Lodgepole_Pine
49500,3401,325,14,516,87,1518,185,224,179,845,Krummholz
3877,3169,236,3,127,7,4518,213,242,166,1142,Spruce_Fir
39346,2588,315,3,120,-10,324,210,236,164,1276,Lodgepole_Pine
2714,2730,349,4,309,42,2227,213,233,158,5579,Lodgepole_Pine
22679,3157,70,17,175,26,4240,236,205,96,3643,Spruce_Fir
22610,2874,278,20,234,75,2263,161,239,215,1371,Ponderosa_Pine
16764,2661,29,10,350,77,1062,217,219,137,1064,Lodgepole_Pine
18254,2804,41,16,60,2,3254,220,203,113,2586,Lodgepole_Pine
16452,3043,66,13,295,74,5353,232,214,111,742,Lodgepole_Pine
44859,3014,3,13,408,6,3834,202,215,149,2522,Cottonwood_Willow
98081,2087,8,10,0,0,875,208,219,148,808,Cottonwood_Willow
27129,3238,153,21,531,139,424,240,235,113,4350,Lodgepole_Pine
67014,2608,50,12,426,29,1348,225,213,120,4147,Lodgepole_Pine
27878,2909,99,6,247,6,4761,230,232,136,4477,Lodgepole_Pine
39535,3414,349,19,808,215,959,182,206,160,797,Spruce_Fir
75548,2919,60,12,626,176,1188,229,215,118,1495,Lodgepole_Pine
41301,3597,119,22,830,378,2714,251,215,80,914,Spruce_Fir
11146,2367,316,23,175,87,518,154,214,197,616,Ponderosa_Pine
11122,2521,345,16,67,5,1342,188,214,163,1260,Douglas_fir
37398,2595,293,5,162,0,1024,205,239,173,1910,Lodgepole_Pine
86824,2363,291,35,120,83,391,105,210,234,1674,Ponderosa_Pine
90522,2766,294,16,30,7,2379,175,235,200,395,Spruce_Fir
74317,3365,354,11,726,94,1221,201,220,157,1642,Krummholz
95679,2965,0,10,541,3,3388,205,221,153,5852,Spruce_Fir
8010,3136,307,15,631,225,5379,179,230,191,967,Lodgepole_Pine
64562,2936,79,20,698,93,2252,241,200,80,1253,Lodgepole_Pine
83681,2962,214,3,750,-58,1328,216,243,163,1710,Lodgepole_Pine
36844,2137,10,33,285,172,323,165,154,110,182,Ponderosa_Pine
13534,2822,74,33,90,58,1842,238,159,26,1379,Lodgepole_Pine
4432,3342,51,26,708,205,1113,222,175,71,5401,Spruce_Fir
28430,2498,90,9,162,25,624,235,225,121,1337,Ponderosa_Pine
34131,2852,19,19,95,21,1536,202,196,125,2657,Lodgepole_Pine
58883,2939,91,21,618,-87,713,247,201,72,1543,Lodgepole_Pine
27381,3020,188,27,301,194,2766,211,248,154,1124,Lodgepole_Pine
47722,2644,135,2,371,-2,1036,222,238,152,361,Cottonwood_Willow
44138,2702,96,2,0,0,2358,223,236,149,5262,Lodgepole_Pine
82176,3137,36,7,228,75,1320,220,225,141,351,Aspen
48569,3083,58,4,510,-25,6352,223,230,143,2850,Lodgepole_Pine
100813,2724,349,4,42,0,1277,213,233,158,2290,Lodgepole_Pine
28455,3016,156,13,150,1,2525,234,241,135,1552,Lodgepole_Pine
16292,3117,119,15,210,18,1298,245,225,105,2200,Spruce_Fir
95971,3373,174,13,190,14,4265,227,246,148,3363,Krummholz
59864,3049,355,20,335,190,778,183,201,152,3144,Lodgepole_Pine
9160,3247,68,15,60,12,5870,234,209,102,618,Spruce_Fir
20169,3305,13,12,182,18,2003,208,216,143,1471,Spruce_Fir
102635,3258,335,17,537,158,3393,179,215,173,3439,Lodgepole_Pine
10163,3105,242,8,242,39,1296,205,247,180,1425,Spruce_Fir
