,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
42208,3120,208,21,242,40,1866,201,254,180,661,Spruce_Fir
31976,2803,328,14,175,39,3209,185,222,177,1033,Lodgepole_Pine
43870,3373,83,6,212,24,2697,229,230,135,1676,Krummholz
67238,2775,0,4,108,7,2687,214,232,156,2046,Lodgepole_Pine
26100,3304,2,6,757,267,3628,211,228,154,2168,Spruce_Fir
72645,2990,300,25,120,48,1409,141,220,215,2202,Lodgepole_Pine
10249,3050,303,11,247,-3,2297,190,235,185,767,Spruce_Fir
6764,2728,181,31,218,109,1860,214,241,137,1260,Lodgepole_Pine
80525,3289,163,19,474,129,1739,234,242,130,1316,Spruce_Fir
5020,2991,68,8,150,6,3929,229,223,127,5515,Lodgepole_Pine
105736,3390,271,29,42,10,2980,133,235,234,2213,Spruce_Fir
76397,3013,100,7,162,33,2532,232,231,131,552,Spruce_Fir
31828,2865,253,30,390,216,1950,140,243,232,1500,Lodgepole_Pine
105960,3141,255,12,0,0,926,192,247,193,1572,Spruce_Fir
24690,2984,345,12,256,69,2476,196,221,163,1919,Spruce_Fir
3332,3025,104,9,30,2,2577,236,229,124,1443,Lodgepole_Pine
63997,2732,298,4,210,24,1140,210,238,167,2268,Lodgepole_Pine
67193,3052,37,12,390,55,2777,219,212,126,858,Krummholz
68611,2825,5,12,124,4,1746,205,217,149,1677,Lodgepole_Pine
12062,2978,45,2,192,19,4741,220,234,151,5480,Aspen
39,3004,109,23,170,42,4455,252,206,69,2421,Lodgepole_Pine
87227,3166,75,5,497,58,5482,227,230,137,1234,Lodgepole_Pine
12253,3035,16,7,0,0,1084,214,226,148,2093,Lodgepole_Pine
98746,2239,128,30,85,45,891,252,205,56,1401,Cottonwood_Willow
10271,2934,64,19,95,16,510,234,197,88,1712,Lodgepole_Pine
60499,2787,79,2,30,9,2173,222,234,148,3264,Spruce_Fir
96006,2931,266,25,268,74,2746,150,241,226,780,Lodgepole_Pine
54926,2669,317,8,30,4,1584,198,233,174,1127,Lodgepole_Pine
74223,3077,65,21,150,-24,601,234,192,80,1543,Spruce_Fir
35293,2924,332,24,313,117,4597,157,202,180,342,Lodgepole_Pine
92640,3068,138,7,240,-31,742,231,238,139,1492,Spruce_Fir
7558,3207,270,2,201,17,1442,214,239,163,306,Spruce_Fir
89812,2762,193,20,335,26,1165,213,252,164,698,Lodgepole_Pine
42688,2759,108,4,90,0,972,226,235,144,2312,Douglas_fir
93265,2708,314,22,90,26,1579,157,217,198,1627,Douglas_fir
98819,3229,171,23,371,138,3772,228,243,134,516,Lodgepole_Pine
26531,2917,58,17,0,0,2296,230,203,100,470,Spruce_Fir
47568,3375,312,13,309,53,3787,185,230,185,1846,Krummholz
65750,2583,90,10,540,14,1123,236,224,118,3963,Lodgepole_Pine
107707,2499,317,28,258,107,722,134,202,201,1260,Lodgepole_Pine
833,3203,270,10,30,0,4767,193,244,190,474,Spruce_Fir
46904,2781,105,19,150,29,2135,249,212,83,2821,Lodgepole_Pine
20106,3232,318,7,612,29,1704,202,234,172,1129,Spruce_Fir
29040,3182,245,18,268,51,1784,180,251,206,2122,Cottonwood_Willow
