Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
36389,2999,84,13,85,1,4004,238,218,108,2532,Lodgepole_Pine
42317,3206,21,4,240,11,916,217,231,151,1209,Lodgepole_Pine
26933,2697,65,5,361,21,1719,225,230,140,6096,Lodgepole_Pine
27990,3246,219,25,240,37,2030,183,254,196,3408,Spruce_Fir
102892,3028,327,10,297,32,3012,197,229,172,850,Spruce_Fir
64846,3090,304,23,390,-13,1323,151,221,208,2979,Spruce_Fir
1072,2635,252,11,95,18,607,195,248,191,1319,Lodgepole_Pine
57060,3072,13,20,871,203,2627,196,194,130,1981,Aspen
70820,2722,18,15,60,4,1471,207,206,133,2264,Lodgepole_Pine
69392,2163,12,37,256,112,424,158,141,98,342,Ponderosa_Pine
18368,2888,124,15,127,0,1084,244,228,108,2279,Cottonwood_Willow
108683,3147,218,13,120,6,2422,206,252,180,900,Lodgepole_Pine
107067,2805,356,45,134,36,2172,110,120,119,666,Lodgepole_Pine
15076,3403,292,21,1114,281,4031,155,230,213,2556,Lodgepole_Pine
23181,3061,279,24,524,130,6030,149,235,223,1622,Spruce_Fir
27883,2833,267,25,60,29,1920,147,240,228,1233,Lodgepole_Pine
38021,3132,49,17,698,137,2203,225,200,103,2684,Spruce_Fir
62361,3333,344,15,510,105,1920,188,214,164,1057,Spruce_Fir
13680,3141,26,13,543,124,1655,213,211,131,2642,Spruce_Fir
7293,3104,28,9,30,4,3797,217,220,138,1020,Spruce_Fir
10292,2677,342,5,395,82,1132,210,233,161,1248,Lodgepole_Pine
107929,2953,33,7,872,187,2525,219,226,143,751,Lodgepole_Pine
4208,2860,139,10,67,-4,1061,235,237,132,2438,Lodgepole_Pine
82934,2600,176,24,60,26,1668,225,245,138,1205,Ponderosa_Pine
24232,2941,58,10,700,72,1195,228,218,123,1601,Lodgepole_Pine
94321,2903,5,5,366,34,3988,213,230,154,3528,Krummholz
54778,2241,349,28,30,12,847,159,183,154,558,Ponderosa_Pine
74766,2640,103,30,90,40,1527,253,186,38,1276,Ponderosa_Pine
11746,3031,87,13,433,13,4187,239,218,108,3443,Lodgepole_Pine
86754,2892,71,22,134,64,618,238,192,74,618,Lodgepole_Pine
71080,3257,213,21,426,119,1061,196,254,187,4528,Spruce_Fir
73713,2693,294,14,228,39,969,180,236,195,1567,Lodgepole_Pine
77132,3234,245,12,741,168,6233,196,249,190,1710,Lodgepole_Pine
14739,2374,259,22,360,169,404,161,246,220,708,Ponderosa_Pine
29505,3215,23,9,42,0,2355,215,221,142,2613,Spruce_Fir
38416,3063,70,21,175,-23,711,237,193,77,1189,Spruce_Fir
25891,3156,138,17,120,0,4718,243,232,112,1249,Spruce_Fir
16193,3190,221,19,201,45,1129,194,254,191,4618,Lodgepole_Pine
32017,2842,48,11,552,10,541,224,216,124,1216,Lodgepole_Pine
100612,3146,256,9,641,38,5851,200,246,184,1302,Lodgepole_Pine
83674,2780,289,36,616,297,907,101,211,237,1806,Lodgepole_Pine
92978,3174,12,10,648,66,1812,210,220,146,2542,Spruce_Fir
17324,3031,52,18,192,20,4413,226,197,98,2810,Lodgepole_Pine
49791,3011,45,5,752,92,5382,222,228,142,5388,Lodgepole_Pine
91033,2973,60,8,541,8,4204,226,224,132,4626,Lodgepole_Pine
71013,2751,130,4,90,6,1869,226,237,146,983,Lodgepole_Pine
106495,2840,76,4,467,78,3396,225,232,143,6175,Spruce_Fir
27299,3121,16,17,1084,252,2776,202,202,132,1672,Lodgepole_Pine
6372,3277,201,21,350,128,3042,206,253,173,832,Spruce_Fir
96017,3002,96,13,277,37,4044,241,220,107,2538,Lodgepole_Pine
67477,3239,305,29,127,15,2914,129,211,216,2431,Spruce_Fir
22308,3125,339,7,127,15,1956,204,230,164,2690,Spruce_Fir
26902,2712,333,26,127,38,1409,150,196,179,1570,Lodgepole_Pine
49412,3025,36,17,212,36,579,217,202,115,1765,Spruce_Fir
78434,3159,36,9,134,16,1360,220,221,136,4741,Spruce_Fir
88281,2087,247,23,150,61,457,166,250,217,488,Douglas_fir
22106,3149,117,26,210,66,1826,253,206,63,2620,Lodgepole_Pine
60535,3180,277,17,391,70,1235,170,241,209,2636,Spruce_Fir
33055,2335,307,23,108,41,916,152,220,205,626,Ponderosa_Pine
25300,2829,90,30,270,132,1003,249,177,34,1082,Lodgepole_Pine
26730,3174,243,20,618,72,3461,177,252,208,1216,Spruce_Fir
51555,3228,291,8,182,25,4688,197,239,181,636,Spruce_Fir
22169,2872,216,18,258,117,2922,199,254,186,1242,Lodgepole_Pine
62499,2991,331,9,175,29,3252,200,230,169,6271,Lodgepole_Pine
12629,1990,29,23,85,18,408,205,184,106,564,Douglas_fir
90356,3163,171,11,60,1,547,228,245,149,1362,Spruce_Fir
6709,3353,265,18,1189,354,3651,172,245,210,2652,Lodgepole_Pine
25057,3004,83,6,426,34,1400,229,230,135,2105,Lodgepole_Pine
57502,2360,126,21,108,55,815,250,220,87,750,Ponderosa_Pine
17028,3001,70,13,268,0,3649,234,214,109,5864,Cottonwood_Willow
22758,3186,318,6,335,44,4696,205,235,169,2400,Lodgepole_Pine
23234,2755,96,9,90,12,1537,234,228,125,2486,Lodgepole_Pine
46557,3172,96,23,335,104,1795,250,199,65,2736,Lodgepole_Pine
105184,3014,59,18,268,47,4781,231,198,93,1739,Spruce_Fir
36807,2527,26,7,300,79,433,217,225,144,1050,Douglas_fir
47931,3163,58,36,134,63,3918,220,141,24,1112,Spruce_Fir
60520,2775,56,11,228,43,2970,227,217,122,6333,Lodgepole_Pine
54591,2957,347,17,60,15,4043,185,211,162,2412,Lodgepole_Pine
58706,3027,139,10,153,0,876,236,237,131,1087,Spruce_Fir
60949,3053,257,9,108,7,5524,198,246,187,2142,Lodgepole_Pine
34086,3197,241,10,127,2,3443,202,248,184,1473,Lodgepole_Pine
96760,2333,315,9,190,50,1154,197,233,176,997,Douglas_fir
83921,2959,323,24,309,109,5957,152,208,191,4768,Lodgepole_Pine
27399,2686,339,30,30,19,3042,144,183,169,6273,Lodgepole_Pine
44660,2458,230,4,470,102,797,214,243,166,1235,Douglas_fir
59500,3113,284,9,127,6,1209,196,240,184,1510,Spruce_Fir
18332,2803,15,36,247,117,1670,165,144,95,973,Lodgepole_Pine
4917,2963,259,27,390,166,2289,144,243,230,1310,Spruce_Fir
62753,2756,323,12,301,1,912,190,228,177,1142,Lodgepole_Pine
42608,3068,15,31,474,199,474,176,160,106,1812,Ponderosa_Pine
66222,3005,146,23,240,32,2638,244,230,101,1565,Lodgepole_Pine
95923,3119,28,5,90,7,3893,218,230,148,1584,Spruce_Fir
61724,2008,319,40,150,129,127,90,171,203,258,Ponderosa_Pine
1366,2921,35,18,497,126,3048,216,199,113,1024,Lodgepole_Pine
49322,3218,293,13,285,75,1300,182,237,194,2177,Spruce_Fir
68230,2981,101,26,30,4,459,252,195,54,1338,Spruce_Fir
34296,3100,157,6,330,-8,6541,227,241,148,2784,Lodgepole_Pine
27743,2972,45,9,300,33,4696,223,220,132,2730,Lodgepole_Pine
23258,3189,343,10,127,9,4490,200,225,163,875,Spruce_Fir
79874,2963,79,10,216,26,4095,233,223,121,1830,Cottonwood_Willow
41422,3412,135,29,335,183,3725,250,213,68,3061,Krummholz
22301,3396,238,24,402,141,3413,169,252,213,693,Spruce_Fir
39233,2671,176,12,108,20,1590,226,246,152,872,Lodgepole_Pine
63561,3185,245,4,192,13,5768,212,243,169,1943,Lodgepole_Pine
26151,3198,236,3,437,36,5994,213,242,166,2289,Lodgepole_Pine
62307,3332,92,21,558,166,1648,247,202,73,1650,Krummholz
2822,2784,21,23,446,-20,3152,198,185,115,2522,Douglas_fir
68703,2930,18,11,277,35,805,211,216,141,1673,Lodgepole_Pine
28697,3285,105,11,120,1,1421,240,226,115,3241,Lodgepole_Pine
12887,2745,337,22,108,59,3089,165,203,174,6249,Spruce_Fir
45866,2946,7,13,757,148,3111,204,214,146,837,Lodgepole_Pine
86837,3132,75,25,365,91,1316,241,185,60,1168,Spruce_Fir
35533,2986,186,12,339,66,1983,222,248,158,1426,Spruce_Fir
37894,2851,93,15,124,15,2611,242,215,99,2488,Aspen
20429,2451,271,22,60,18,916,158,241,219,592,Lodgepole_Pine
31436,3331,336,9,458,68,987,201,229,167,1261,Spruce_Fir
19150,3048,111,10,534,-16,1316,237,229,122,1298,Lodgepole_Pine
61117,2860,289,27,120,52,5161,133,225,226,4678,Lodgepole_Pine
97843,3064,22,16,404,0,3407,208,204,129,2962,Spruce_Fir
13341,2509,58,16,228,66,890,230,203,101,990,Lodgepole_Pine
68571,3287,120,36,309,78,3154,253,184,25,3007,Spruce_Fir
103323,2901,45,14,153,31,1802,223,209,117,2902,Lodgepole_Pine
76207,2971,350,18,805,173,3015,186,208,158,912,Lodgepole_Pine
28810,3267,339,18,564,167,3404,178,211,170,3469,Lodgepole_Pine
3188,2214,319,32,268,125,450,122,193,201,474,Ponderosa_Pine
23912,3397,179,9,1003,158,2955,224,246,154,1690,Krummholz
45989,3191,241,13,309,56,300,194,250,193,2524,Lodgepole_Pine
47734,3285,130,16,270,61,2830,244,230,110,3114,Krummholz
47028,3023,339,15,127,20,4425,186,217,169,1130,Spruce_Fir
66507,3128,354,22,390,55,1473,177,195,151,2046,Spruce_Fir
21282,2994,23,20,335,135,1554,204,192,118,3048,Spruce_Fir
45587,2764,21,8,162,7,2197,215,223,145,3889,Lodgepole_Pine
95258,3248,267,4,433,45,1371,209,241,170,2242,Spruce_Fir
95921,2578,189,5,60,1,765,220,243,159,1293,Ponderosa_Pine
96842,2910,15,22,134,31,2613,195,190,126,1189,Lodgepole_Pine
56532,2387,86,15,90,17,469,241,213,98,849,Ponderosa_Pine
67385,2934,196,16,722,300,1033,215,252,166,1684,Lodgepole_Pine
36906,3014,29,12,384,54,5088,216,214,133,4402,Spruce_Fir
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
55932,2913,101,9,247,23,2053,235,228,124,918,Lodgepole_Pine
8721,2475,234,27,30,12,1433,166,252,213,1127,Spruce_Fir
52882,3397,222,27,700,274,3290,174,253,202,2780,Spruce_Fir
24434,2810,269,40,270,169,1542,90,218,249,1377,Lodgepole_Pine
44005,2753,130,23,67,8,1567,250,219,83,2379,Krummholz
84657,3265,347,16,1080,248,2037,187,212,162,2144,Krummholz
20128,3122,98,31,150,-24,2823,252,181,34,3655,Spruce_Fir
104371,3018,42,12,860,199,1176,222,213,124,2462,Lodgepole_Pine
15100,2865,157,10,234,22,3024,232,242,140,2462,Spruce_Fir
100456,2851,42,12,242,35,3314,222,213,125,2940,Lodgepole_Pine
18640,3428,158,11,666,-24,1380,232,242,140,3967,Spruce_Fir
65625,3387,33,19,633,193,3378,213,196,112,1790,Krummholz
2469,3103,332,20,342,70,3635,171,211,178,1981,Lodgepole_Pine
33006,2966,173,32,759,138,4334,220,236,122,1499,Lodgepole_Pine
96851,2430,43,28,108,29,1148,212,166,72,934,Douglas_fir
29718,3214,13,15,323,28,1148,204,208,139,516,Spruce_Fir
37966,2849,351,12,601,79,2037,198,219,159,983,Lodgepole_Pine
36859,3205,29,18,277,84,3983,211,197,117,1967,Spruce_Fir
16432,2843,116,19,242,72,576,249,219,91,1173,Lodgepole_Pine
32835,2973,343,18,95,17,524,181,210,165,1215,Lodgepole_Pine
1724,3023,101,35,553,-30,968,252,172,17,1383,Lodgepole_Pine
