Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
104108,3100,132,7,390,-8,6485,231,237,138,2821,Lodgepole_Pine
62543,2939,322,9,258,59,3199,198,232,173,2162,Lodgepole_Pine
35929,2890,135,7,525,62,3589,231,237,139,3144,Lodgepole_Pine
7320,3194,18,15,495,118,849,207,207,134,1892,Lodgepole_Pine
89191,3146,144,32,720,265,1019,245,215,72,2533,Spruce_Fir
25517,3387,329,33,258,153,4530,126,183,186,3985,Krummholz
28828,3281,96,18,108,8,2415,246,212,89,1825,Spruce_Fir
77216,3189,351,17,201,24,1288,188,210,158,638,Krummholz
109981,2268,172,17,60,15,384,229,246,142,470,Ponderosa_Pine
89275,3429,313,30,90,54,3342,128,203,208,1492,Spruce_Fir
11741,3207,34,7,60,-9,2643,219,225,142,2506,Spruce_Fir
72711,3011,77,16,268,41,2244,239,209,96,663,Spruce_Fir
63139,2948,89,17,738,150,3124,244,210,89,680,Lodgepole_Pine
104307,2922,27,3,433,16,4599,218,232,151,4753,Lodgepole_Pine
64725,2949,243,24,85,30,2818,166,251,216,1992,Lodgepole_Pine
1724,3023,101,35,553,-30,968,252,172,17,1383,Lodgepole_Pine
51784,3329,168,15,525,123,1365,230,245,142,2037,Spruce_Fir
14509,2997,40,11,67,3,1130,221,215,127,1465,Spruce_Fir
80029,3086,170,12,277,25,1635,229,245,147,785,Lodgepole_Pine
646,2386,317,24,124,69,391,149,210,198,745,Ponderosa_Pine
10664,2543,335,14,417,29,973,187,220,172,990,Lodgepole_Pine
18768,3110,346,24,774,349,953,167,195,162,1613,Lodgepole_Pine
5887,2889,96,21,0,0,228,248,205,75,1173,Spruce_Fir
21187,3228,103,16,511,96,743,245,218,97,5592,Spruce_Fir
53958,3354,149,20,192,42,4427,242,234,113,3151,Spruce_Fir
50946,2825,10,27,242,77,1195,178,174,122,1140,Spruce_Fir
15801,2737,124,14,67,17,1482,243,229,111,2093,Lodgepole_Pine
76684,2830,216,23,108,48,1366,189,254,192,2056,Lodgepole_Pine
5743,2941,341,19,404,72,900,176,208,169,1465,Lodgepole_Pine
28810,3267,339,18,564,167,3404,178,211,170,3469,Lodgepole_Pine
2616,3187,93,15,636,264,1945,242,215,99,2598,Spruce_Fir
33764,2952,17,12,384,36,3882,210,214,140,5892,Spruce_Fir
4110,2886,333,7,85,6,4264,203,230,166,6012,Krummholz
10357,2725,74,4,234,30,2040,225,231,142,6201,Krummholz
87376,2940,216,11,696,104,2654,209,251,177,1674,Lodgepole_Pine
16356,2817,186,26,234,-36,3062,214,248,152,1566,Lodgepole_Pine
88323,3515,85,20,865,230,2210,244,201,78,1579,Spruce_Fir
4584,2980,284,9,633,-54,1509,196,240,184,1794,Lodgepole_Pine
41119,2710,182,13,270,49,2125,223,248,155,1572,Lodgepole_Pine
3049,2851,352,14,127,17,2497,194,214,158,636,Lodgepole_Pine
22081,2352,26,12,30,1,446,214,213,133,1092,Lodgepole_Pine
73920,2987,84,7,60,11,4981,231,227,129,1190,Lodgepole_Pine
107670,2710,39,17,95,19,1148,219,201,112,1678,Lodgepole_Pine
28108,2365,317,21,67,26,787,161,217,194,1130,Lodgepole_Pine
100963,3221,131,17,162,12,1517,245,228,105,2482,Spruce_Fir
49483,2726,186,24,306,125,1788,216,248,153,1380,Lodgepole_Pine
59296,3060,15,14,516,201,1566,207,210,138,3303,Spruce_Fir
92514,2678,287,31,190,89,1398,120,220,232,990,Douglas_fir
37665,3006,74,9,30,6,2817,231,223,125,732,Spruce_Fir
73447,3328,150,23,595,153,1613,242,232,107,1182,Spruce_Fir
17774,2529,168,12,295,71,882,230,245,145,973,Krummholz
47571,2551,33,30,85,43,892,199,160,80,1572,Lodgepole_Pine
4627,3009,179,14,713,58,2952,225,248,152,2336,Lodgepole_Pine
41835,2989,345,19,390,146,1889,179,207,164,2866,Lodgepole_Pine
29095,3464,50,15,659,30,2609,226,207,112,1917,Spruce_Fir
9445,3148,224,13,150,18,2533,202,252,185,495,Cottonwood_Willow
104501,2989,315,39,319,171,1110,93,178,209,1300,Spruce_Fir
18448,3208,311,4,124,13,805,208,237,168,1100,Lodgepole_Pine
72779,2673,104,12,120,-7,1933,240,225,114,560,Lodgepole_Pine
65812,2982,293,5,509,69,5507,205,239,173,3976,Lodgepole_Pine
75257,3391,284,8,993,185,1136,198,240,181,2048,Spruce_Fir
9273,3118,32,30,201,37,3986,198,162,82,780,Spruce_Fir
