"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
257,2900,63,18,301,95,330,233,201,93,1361,"Krummholz",257
387,2990,23,15,324,23,513,210,206,129,366,"Lodgepole_Pine",387
756,2714,62,23,42,5,150,232,185,73,2096,"Aspen",756
834,3261,217,9,300,46,3678,210,249,175,2755,"Spruce_Fir",834
836,3086,259,25,124,21,2598,153,244,225,1396,"Lodgepole_Pine",836
1067,2886,45,7,295,23,4004,222,225,138,6426,"Lodgepole_Pine",1067
1352,3067,77,13,323,37,4790,236,216,110,1063,"Spruce_Fir",1352
1656,2931,82,10,153,34,3864,234,222,119,5131,"Lodgepole_Pine",1656
1703,3011,73,9,659,7,4341,231,223,124,3215,"Lodgepole_Pine",1703
1912,2479,104,20,124,51,849,249,211,82,534,"Lodgepole_Pine",1912
1944,2918,114,18,60,17,4410,248,219,93,2694,"Spruce_Fir",1944
1967,2945,59,10,272,50,1991,228,219,124,3046,"Lodgepole_Pine",1967
2268,3086,175,14,283,39,1922,227,247,149,162,"Spruce_Fir",2268
2405,2972,144,14,390,76,5400,239,237,124,4442,"Lodgepole_Pine",2405
2450,3251,98,5,564,135,4920,228,233,138,2694,"Spruce_Fir",2450
2720,2926,358,6,85,7,4687,210,228,156,3569,"Lodgepole_Pine",2720
3104,3113,118,15,216,46,3132,244,226,107,3125,"Spruce_Fir",3104
3153,3455,270,29,360,104,3567,134,235,234,1172,"Spruce_Fir",3153
3175,3162,322,11,339,63,4052,193,229,176,1033,"Lodgepole_Pine",3175
3520,3191,75,17,417,87,2877,239,205,91,1689,"Spruce_Fir",3520
3865,3146,306,12,67,11,2002,186,233,187,1917,"Spruce_Fir",3865
3906,3228,56,10,258,23,3231,227,218,124,4656,"Krummholz",3906
3974,2952,188,7,0,0,4281,221,246,159,2135,"Lodgepole_Pine",3974
4053,2750,123,15,30,-6,2732,244,228,110,2255,"Aspen",4053
4082,3083,212,4,309,-9,6091,216,244,165,2698,"Lodgepole_Pine",4082
4189,3060,57,11,1253,191,2824,228,216,120,1216,"Lodgepole_Pine",4189
4247,2752,158,21,242,46,543,237,238,121,577,"Aspen",4247
4283,3250,100,4,150,-5,2863,227,234,142,987,"Spruce_Fir",4283
4324,2950,321,25,108,48,1834,148,206,194,2818,"Lodgepole_Pine",4324
4354,2578,59,6,390,8,2748,224,228,139,2773,"Spruce_Fir",4354
4416,2611,144,13,67,7,2017,238,237,127,2678,"Ponderosa_Pine",4416
4429,2482,68,13,30,-3,182,233,213,109,1320,"Krummholz",4429
4499,3080,188,12,150,11,2079,221,249,160,42,"Spruce_Fir",4499
4618,2983,16,10,402,47,4227,211,219,143,4875,"Lodgepole_Pine",4618
4655,3183,165,12,218,92,3638,230,244,143,595,"Lodgepole_Pine",4655
4667,3045,122,9,488,-17,192,235,233,129,1383,"Lodgepole_Pine",4667
4794,3240,134,19,564,124,2550,246,228,101,2689,"Spruce_Fir",4794
