"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
1,3219,21,8,67,-1,2869,215,223,145,1825,"Spruce_Fir",1
3,2368,14,15,150,65,1006,205,208,137,812,"Douglas_fir",3
22,3008,158,3,990,36,5773,222,239,153,6048,"Lodgepole_Pine",22
33,3321,43,8,649,107,1050,222,222,136,2495,"Lodgepole_Pine",33
67,2699,47,9,379,17,1731,223,220,131,5965,"Lodgepole_Pine",67
77,2987,266,6,361,70,4582,204,243,177,1979,"Lodgepole_Pine",77
81,2650,27,11,60,2,335,215,217,137,1355,"Lodgepole_Pine",81
86,2910,121,18,362,105,379,248,222,94,1380,"Lodgepole_Pine",86
93,3302,107,5,120,42,6066,229,234,139,661,"Spruce_Fir",93
99,2431,89,9,30,-2,421,234,225,122,1337,"Douglas_fir",99
135,3222,60,8,90,9,5775,226,224,132,1128,"Spruce_Fir",135
146,2928,356,28,234,59,2506,163,177,143,1245,"Lodgepole_Pine",146
193,3258,240,18,638,167,3994,184,252,203,771,"Lodgepole_Pine",193
197,3237,108,3,330,16,4417,225,236,146,2207,"Spruce_Fir",197
201,2934,311,9,153,14,4977,195,234,179,2053,"Lodgepole_Pine",201
214,2995,198,14,300,109,6170,215,251,168,4968,"Lodgepole_Pine",214
218,2988,104,4,531,-6,4407,226,234,143,3059,"Lodgepole_Pine",218
231,3052,113,9,451,80,2478,236,231,126,2274,"Spruce_Fir",231
234,2982,98,8,459,14,4310,234,228,126,4705,"Lodgepole_Pine",234
240,2938,343,6,108,3,1917,208,231,161,782,"Lodgepole_Pine",240
256,3169,191,17,457,73,2203,217,251,162,1008,"Lodgepole_Pine",256
282,3215,27,4,67,1,5420,218,230,149,849,"Spruce_Fir",282
289,3094,121,18,108,17,895,247,223,97,454,"Spruce_Fir",289
300,2926,104,12,309,77,2656,240,225,114,1989,"Lodgepole_Pine",300
319,3341,191,15,492,191,2619,218,251,162,841,"Spruce_Fir",319
322,2426,88,12,30,-10,1131,238,220,110,1095,"Douglas_fir",322
337,3323,28,20,150,3,3528,208,193,115,2774,"Krummholz",337
344,2805,219,12,108,14,2424,206,251,180,2226,"Lodgepole_Pine",344
347,2820,56,7,335,58,1852,225,225,134,2799,"Lodgepole_Pine",347
387,2990,23,15,324,23,513,210,206,129,366,"Lodgepole_Pine",387
391,2739,103,28,120,42,1124,253,191,45,1216,"Lodgepole_Pine",391
393,3116,342,13,85,10,3639,193,221,166,3994,"Spruce_Fir",393
404,2492,72,6,300,49,67,227,228,136,1660,"Ponderosa_Pine",404
418,3194,274,28,67,19,1189,133,233,233,2539,"Spruce_Fir",418
425,2972,262,7,426,63,5883,204,244,179,3018,"Lodgepole_Pine",425
451,2232,118,24,85,38,1530,252,211,72,450,"Douglas_fir",451
475,3194,8,18,841,177,1885,196,202,139,2400,"Spruce_Fir",475
476,2838,81,12,150,23,1114,237,218,110,811,"Spruce_Fir",476
487,3510,322,16,256,16,1648,179,223,183,2072,"Krummholz",487
514,3248,189,24,247,89,2456,213,249,157,1123,"Spruce_Fir",514
531,3387,256,10,983,130,1095,197,246,187,2084,"Spruce_Fir",531
536,2998,247,6,592,89,5645,207,245,176,2854,"Lodgepole_Pine",536
558,3267,36,6,458,68,1172,220,226,142,674,"Spruce_Fir",558
573,3077,299,7,228,8,2133,200,237,177,2329,"Lodgepole_Pine",573
588,3298,333,2,153,6,5536,214,236,160,531,"Spruce_Fir",588
593,3131,63,4,218,14,1315,224,231,143,2117,"Spruce_Fir",593
595,3309,245,15,874,95,808,189,251,198,2649,"Lodgepole_Pine",595
621,3069,53,23,382,59,658,226,185,82,1677,"Spruce_Fir",621
622,3092,290,7,150,1,3816,200,239,178,1950,"Spruce_Fir",622
644,3018,257,18,470,118,5377,176,248,209,1187,"Lodgepole_Pine",644
667,3142,333,8,417,-43,1073,201,229,168,914,"Spruce_Fir",667
692,3237,26,8,255,14,5973,216,222,142,1041,"Spruce_Fir",692
700,3008,90,8,182,33,2937,233,227,127,6607,"Spruce_Fir",700
718,2857,135,29,127,33,953,250,213,69,1173,"Lodgepole_Pine",718
723,2359,275,14,150,69,778,182,243,200,592,"Ponderosa_Pine",723
738,2995,338,5,371,47,4183,209,233,162,2077,"Cottonwood_Willow",738
750,2762,190,5,30,-3,1972,220,244,159,2647,"Lodgepole_Pine",750
757,3064,101,8,390,23,2864,233,230,129,6300,"Spruce_Fir",757
771,2535,82,13,108,14,0,237,217,108,721,"Lodgepole_Pine",771
778,3154,357,21,480,94,1412,184,198,148,2282,"Lodgepole_Pine",778
794,3250,149,22,342,90,5118,242,233,108,1674,"Spruce_Fir",794
800,3004,85,23,297,65,1574,246,193,64,2482,"Spruce_Fir",800
804,3130,333,8,469,-55,1036,201,229,168,997,"Spruce_Fir",804
818,2967,106,4,127,21,1921,227,234,142,960,"Lodgepole_Pine",818
822,3078,225,19,323,43,2919,192,254,194,1615,"Lodgepole_Pine",822
835,2591,124,15,30,5,1110,244,228,108,418,"Lodgepole_Pine",835
842,3185,80,15,492,104,1410,239,212,100,3502,"Spruce_Fir",842
861,2984,47,23,417,174,1022,221,184,86,900,"Lodgepole_Pine",861
869,2705,98,16,30,8,1209,245,215,94,1295,"Lodgepole_Pine",869
892,3032,10,20,470,259,874,194,195,134,1390,"Spruce_Fir",892
905,3240,356,7,735,49,1958,209,228,157,511,"Spruce_Fir",905
918,3213,15,14,306,35,1116,207,211,139,582,"Spruce_Fir",918
942,3114,140,29,607,233,1060,248,218,77,2813,"Spruce_Fir",942
969,2962,238,9,342,53,5801,204,248,181,3008,"Lodgepole_Pine",969
974,2686,122,9,218,33,1679,236,233,127,1170,"Lodgepole_Pine",974
978,3223,117,20,497,198,3543,250,218,87,2010,"Spruce_Fir",978
1000,2995,149,32,570,168,990,242,218,78,713,"Lodgepole_Pine",1000
1021,2488,309,28,67,22,782,133,209,211,626,"Douglas_fir",1021
1033,3296,211,23,124,36,2399,195,254,185,636,"Krummholz",1033
1042,2646,103,17,150,-67,175,246,216,93,636,"Lodgepole_Pine",1042
1051,2877,110,12,446,66,1693,240,227,115,2881,"Lodgepole_Pine",1051
1069,2590,44,16,228,21,1524,222,202,110,4348,"Lodgepole_Pine",1069
1084,2671,186,26,127,46,1800,214,247,151,1421,"Lodgepole_Pine",1084
1094,2064,66,28,0,0,408,234,171,0,726,"Ponderosa_Pine",1094
1106,3012,73,13,268,79,2087,235,213,107,2362,"Spruce_Fir",1106
1115,2575,86,36,134,66,1624,245,158,11,942,"Ponderosa_Pine",1115
1124,2816,143,14,108,19,2281,239,236,123,1209,"Aspen",1124
1151,2743,46,17,95,47,1298,223,200,105,2572,"Lodgepole_Pine",1151
1154,2984,51,10,335,10,2322,225,219,127,2501,"Lodgepole_Pine",1154
1162,2660,64,29,272,150,983,231,167,47,1142,"Lodgepole_Pine",1162
1167,2907,50,11,510,147,1528,225,216,124,1741,"Lodgepole_Pine",1167
1197,2863,39,12,0,0,1374,220,213,126,2563,"Lodgepole_Pine",1197
1198,2979,342,22,0,0,5568,170,202,167,2148,"Spruce_Fir",1198
1216,3228,182,14,30,4,1410,224,248,155,2611,"Spruce_Fir",1216
1240,3126,257,3,240,50,960,212,241,167,1630,"Ponderosa_Pine",1240
1250,2190,78,27,108,48,1396,242,178,48,285,"Ponderosa_Pine",1250
1258,2714,84,6,134,10,2130,229,229,133,4208,"Lodgepole_Pine",1258
1283,2932,22,9,255,55,3137,215,221,143,1819,"Lodgepole_Pine",1283
1315,2140,171,28,120,59,571,226,239,126,601,"Aspen",1315
1319,2832,12,17,190,45,2101,201,204,137,2521,"Lodgepole_Pine",1319
1332,3306,148,14,450,94,1416,238,238,126,2053,"Spruce_Fir",1332
1336,3071,297,11,426,11,2372,190,237,186,1113,"Spruce_Fir",1336
1366,2921,35,18,497,126,3048,216,199,113,1024,"Lodgepole_Pine",1366
1382,3035,140,12,339,129,2713,238,236,127,1666,"Spruce_Fir",1382
1389,3008,63,15,376,13,4742,232,207,104,2643,"Spruce_Fir",1389
1398,2951,243,17,60,5,1103,184,251,203,495,"Spruce_Fir",1398
1410,3077,63,1,255,46,4452,220,236,153,2397,"Spruce_Fir",1410
1422,2729,1,11,95,12,1200,205,220,152,2340,"Lodgepole_Pine",1422
1428,3203,62,15,661,98,1041,231,208,106,1974,"Spruce_Fir",1428
1430,2887,18,12,134,8,1981,211,215,139,1964,"Lodgepole_Pine",1430
1448,3387,67,23,0,0,1674,236,187,71,1800,"Krummholz",1448
1462,2945,33,11,90,3,4932,218,215,132,6204,"Lodgepole_Pine",1462
1470,3212,54,4,30,10,1689,222,230,143,666,"Spruce_Fir",1470
1484,3212,108,4,371,31,5734,226,235,144,2477,"Spruce_Fir",1484
1511,2766,122,6,190,17,1855,231,235,137,2325,"Lodgepole_Pine",1511
1516,3038,8,17,85,17,3107,197,203,140,1112,"Spruce_Fir",1516
1517,3112,135,22,180,6,2431,248,225,94,1767,"Lodgepole_Pine",1517
1519,3126,334,7,458,-59,1121,204,231,166,1048,"Spruce_Fir",1519
1521,3051,324,15,301,11,4815,180,223,182,331,"Lodgepole_Pine",1521
1554,2881,143,22,42,15,3136,245,229,101,2818,"Lodgepole_Pine",1554
1567,3171,122,12,30,-4,1423,241,230,117,2435,"Lodgepole_Pine",1567
1578,3303,9,16,495,28,2431,201,207,141,960,"Spruce_Fir",1578
1634,3166,266,10,175,50,2643,194,245,189,918,"Lodgepole_Pine",1634
1651,2317,342,32,190,119,1384,139,175,164,953,"Ponderosa_Pine",1651
1658,3262,3,19,319,48,3197,190,199,143,3260,"Lodgepole_Pine",1658
1660,2060,46,42,127,107,192,195,116,18,319,"Ponderosa_Pine",1660
1679,2893,143,16,228,52,3042,241,235,117,3218,"Lodgepole_Pine",1679
1688,3272,135,7,277,29,5401,231,237,139,888,"Lodgepole_Pine",1688
1696,3165,342,10,283,82,4898,200,226,164,1549,"Spruce_Fir",1696
1697,3263,207,10,277,42,3773,214,249,170,2654,"Spruce_Fir",1697
1707,3123,54,13,285,48,4255,227,211,115,3404,"Spruce_Fir",1707
