Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
1397,3129,90,4,175,16,6699,226,233,141,2382,Lodgepole_Pine
13219,3342,39,13,210,12,1801,220,210,122,4953,Spruce_Fir
35014,3277,292,19,350,63,646,164,233,208,1092,Spruce_Fir
6498,2983,63,25,365,189,371,232,181,66,1328,Lodgepole_Pine
84693,2546,125,6,192,3,350,230,236,139,1332,Lodgepole_Pine
18891,3100,113,12,175,33,3148,240,228,116,3109,Spruce_Fir
19028,3090,57,18,216,44,4868,229,199,96,607,Lodgepole_Pine
109935,1929,154,18,108,30,124,238,238,123,771,Ponderosa_Pine
40351,3121,320,8,256,-25,752,198,232,173,1154,Spruce_Fir
34678,3322,113,14,566,141,3992,243,226,109,1142,Spruce_Fir
11024,1932,251,26,30,10,240,154,247,224,743,Spruce_Fir
53828,3150,171,12,210,12,2164,228,245,147,2455,Lodgepole_Pine
46239,2704,148,9,90,13,1622,232,240,139,3421,Lodgepole_Pine
91096,3014,90,1,841,42,5789,221,236,151,6270,Lodgepole_Pine
11554,3107,322,13,150,15,543,186,226,180,932,Spruce_Fir
59881,2842,53,5,85,8,537,223,229,142,618,Lodgepole_Pine
2830,3707,18,3,1142,261,5244,217,233,153,3499,Krummholz
100432,2932,16,7,674,134,3164,214,226,148,765,Lodgepole_Pine
6542,2577,45,24,30,16,1120,218,180,84,1425,Lodgepole_Pine
73111,2713,28,18,0,0,1500,209,197,118,2733,Lodgepole_Pine
4271,2690,72,20,180,60,1590,238,198,82,351,Lodgepole_Pine
85512,3014,323,5,210,17,2550,208,235,166,942,Douglas_fir
77735,2953,77,17,595,126,1230,239,207,94,624,Lodgepole_Pine
1198,2979,342,22,0,0,5568,170,202,167,2148,Spruce_Fir
17596,2978,27,14,330,59,4820,213,209,129,6011,Spruce_Fir
31249,2975,57,16,228,56,5727,229,205,104,3909,Lodgepole_Pine
32270,3294,180,18,765,137,959,224,248,150,1434,Lodgepole_Pine
92074,3096,328,6,722,53,819,206,233,166,957,Lodgepole_Pine
71157,2595,123,20,361,84,666,249,221,90,902,Lodgepole_Pine
