,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
65536,3259,196,11,319,33,3475,217,249,165,1831,Lodgepole_Pine
32771,2818,61,13,335,17,1889,230,212,112,2670,Spruce_Fir
65557,2820,77,9,210,29,2662,232,223,122,2471,Lodgepole_Pine
32792,2969,36,14,256,75,2131,218,208,123,2410,Lodgepole_Pine
65561,2897,332,17,319,103,2143,178,216,177,1261,Spruce_Fir
65560,2815,70,14,450,51,1842,235,212,106,1819,Lodgepole_Pine
98334,2839,335,16,175,38,2589,181,216,173,1082,Lodgepole_Pine
32801,2836,95,11,210,45,2171,238,223,114,1819,Lodgepole_Pine
65574,2941,177,18,85,23,1695,226,247,146,768,Lodgepole_Pine
32829,2804,354,20,170,48,1678,183,202,153,2724,Lodgepole_Pine
65,2674,359,19,201,62,2448,188,201,148,1366,Lodgepole_Pine
32833,2910,134,14,242,63,1680,241,233,118,2213,Lodgepole_Pine
65603,2892,259,8,201,27,2215,202,245,182,1350,Aspen
98385,2831,338,19,268,27,1830,176,210,171,1503,Lodgepole_Pine
65619,2864,37,16,277,14,1935,218,204,118,1689,Lodgepole_Pine
98399,3115,204,18,376,66,3036,207,253,176,1687,Lodgepole_Pine
32864,2867,342,11,108,17,2778,197,223,165,2704,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
32872,2929,333,15,170,30,3348,184,220,174,1742,Lodgepole_Pine
32874,2744,19,14,162,27,201,208,209,135,825,Spruce_Fir
98410,2977,100,11,283,75,2003,238,226,118,1103,Lodgepole_Pine
120,3027,28,10,258,3,4093,216,217,136,3616,Spruce_Fir
98439,3254,333,10,331,63,3602,198,228,169,3140,Spruce_Fir
98440,3036,27,13,150,20,3900,214,212,132,2271,Lodgepole_Pine
65677,2875,124,10,277,39,2568,238,233,125,2550,Lodgepole_Pine
142,2976,333,18,469,81,979,175,214,176,1639,Lodgepole_Pine
32915,3104,320,13,175,29,2096,187,228,181,2353,Lodgepole_Pine
147,2599,160,13,395,94,789,233,242,138,1458,Aspen
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
65693,3155,337,18,362,91,3768,177,212,172,1932,Lodgepole_Pine
32929,2799,23,12,330,44,1761,213,215,137,1191,Lodgepole_Pine
98465,2650,31,13,216,37,1939,216,212,129,2201,Douglas_fir
98482,2811,203,12,331,30,1566,214,250,170,1291,Lodgepole_Pine
98483,2915,41,15,330,26,2389,221,206,117,1434,Spruce_Fir
98495,2965,326,14,228,52,1590,185,224,178,792,Lodgepole_Pine
