"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
22,3008,158,3,990,36,5773,222,239,153,6048,"Lodgepole_Pine",22
23,3078,339,3,309,50,2741,212,234,160,1354,"Lodgepole_Pine",23
120,3027,28,10,258,3,4093,216,217,136,3616,"Spruce_Fir",120
217,2520,54,10,192,37,150,226,218,125,1781,"Cottonwood_Willow",217
269,3133,38,17,277,27,1036,218,202,114,1906,"Spruce_Fir",269
347,2820,56,7,335,58,1852,225,225,134,2799,"Lodgepole_Pine",347
351,2350,277,16,323,16,150,175,241,205,726,"Ponderosa_Pine",351
457,2984,70,15,430,91,150,235,209,101,541,"Lodgepole_Pine",457
464,2739,39,13,30,6,2704,220,212,124,5385,"Lodgepole_Pine",464
593,3131,63,4,218,14,1315,224,231,143,2117,"Spruce_Fir",593
675,3247,37,9,162,34,1158,220,220,135,1994,"Lodgepole_Pine",675
792,2621,58,16,30,-6,228,230,205,103,1410,"Lodgepole_Pine",792
834,3261,217,9,300,46,3678,210,249,175,2755,"Spruce_Fir",834
1245,2761,197,5,258,15,2490,219,244,161,1690,"Lodgepole_Pine",1245
1266,2725,141,21,60,22,2270,246,229,101,636,"Lodgepole_Pine",1266
1280,3139,337,8,603,102,2479,203,229,165,1325,"Spruce_Fir",1280
1289,3097,45,6,390,96,1995,222,227,141,2785,"Spruce_Fir",1289
1319,2832,12,17,190,45,2101,201,204,137,2521,"Lodgepole_Pine",1319
1402,2565,59,10,466,85,382,228,220,125,2656,"Lodgepole_Pine",1402
1423,3297,333,17,400,79,3947,179,216,175,1612,"Spruce_Fir",1423
1475,2126,321,28,150,76,499,136,200,197,703,"Douglas_fir",1475
1482,3003,18,6,0,0,2912,216,227,149,1577,"Lodgepole_Pine",1482
1643,3255,357,4,255,18,5840,213,232,157,853,"Spruce_Fir",1643
1651,2317,342,32,190,119,1384,139,175,164,953,"Ponderosa_Pine",1651
1802,3196,61,27,390,30,503,230,172,57,1956,"Spruce_Fir",1802
1914,2883,22,15,0,0,4288,209,206,130,6119,"Lodgepole_Pine",1914
2027,3223,156,11,420,69,1320,233,241,138,2147,"Spruce_Fir",2027
2046,3292,144,22,150,11,1360,244,230,104,2955,"Douglas_fir",2046
2199,3132,78,8,30,0,3072,231,226,128,3349,"Spruce_Fir",2199
2353,3109,66,11,319,50,713,231,217,117,1489,"Lodgepole_Pine",2353
2468,3403,135,7,671,174,690,232,237,137,421,"Krummholz",2468
2491,2872,112,14,124,21,2932,243,225,108,2708,"Lodgepole_Pine",2491
2576,2852,16,8,256,60,2497,214,224,147,3150,"Lodgepole_Pine",2576
2879,3097,59,22,560,120,607,231,189,80,1530,"Spruce_Fir",2879
3137,2959,81,20,124,31,2021,243,201,80,3019,"Spruce_Fir",3137
3425,2942,247,16,175,26,5196,184,250,203,1733,"Lodgepole_Pine",3425
3560,3119,19,9,218,35,3647,214,222,144,1315,"Spruce_Fir",3560
3765,2902,359,13,182,32,1813,199,215,152,2847,"Lodgepole_Pine",3765
3813,2980,114,23,175,54,5499,252,210,73,1421,"Lodgepole_Pine",3813
4074,1895,41,25,60,28,134,214,178,85,738,"Douglas_fir",4074
4585,3425,149,18,90,18,4221,241,236,117,4205,"Krummholz",4585
4718,2933,0,19,67,17,2045,189,201,147,2131,"Lodgepole_Pine",4718
4786,3339,60,7,218,139,2976,225,226,135,426,"Spruce_Fir",4786
5000,2906,157,21,85,0,366,238,238,120,1702,"Lodgepole_Pine",5000
5059,2599,123,11,30,0,495,239,232,122,1406,"Lodgepole_Pine",5059
5074,3358,304,7,30,2,5044,201,237,175,3662,"Krummholz",5074
5113,2636,22,9,255,75,1072,214,220,141,779,"Lodgepole_Pine",5113
5255,2981,45,6,285,82,3476,222,226,139,2033,"Lodgepole_Pine",5255
5384,3403,312,7,408,34,1902,201,235,173,685,"Krummholz",5384
5555,3058,330,15,60,21,2479,183,220,176,886,"Spruce_Fir",5555
5910,2935,120,13,42,3,1974,241,229,115,2912,"Lodgepole_Pine",5910
5990,2751,84,10,495,58,1572,234,224,121,1630,"Lodgepole_Pine",5990
6119,3250,250,13,618,66,664,191,249,196,924,"Lodgepole_Pine",6119
6140,2892,236,15,481,111,1410,192,252,196,1584,"Lodgepole_Pine",6140
6170,3089,270,17,127,34,1767,174,244,208,256,"Spruce_Fir",6170
6193,2455,333,20,362,21,741,170,210,177,1195,"Douglas_fir",6193
6293,3062,156,6,234,-39,711,227,241,148,1584,"Spruce_Fir",6293
6403,3261,85,10,190,22,892,235,222,118,875,"Spruce_Fir",6403
6440,3284,254,14,658,169,6083,186,248,200,2911,"Lodgepole_Pine",6440
6701,2936,174,7,495,87,3298,225,244,153,3625,"Lodgepole_Pine",6701
6751,2377,30,32,240,107,780,192,152,76,726,"Douglas_fir",6751
6872,3221,287,10,390,79,391,193,240,187,1966,"Spruce_Fir",6872
