,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
32771,2818,61,13,335,17,1889,230,212,112,2670,Spruce_Fir
32781,2948,270,10,256,22,1590,193,244,190,1235,Lodgepole_Pine
98322,2951,49,13,60,19,2014,225,211,117,2724,Lodgepole_Pine
32786,2903,25,15,85,16,2207,211,205,127,2839,Lodgepole_Pine
65557,2820,77,9,210,29,2662,232,223,122,2471,Lodgepole_Pine
98325,2737,75,10,150,-12,1523,233,221,120,1950,Lodgepole_Pine
32791,3231,79,14,134,5,2648,237,215,106,1597,Spruce_Fir
32792,2969,36,14,256,75,2131,218,208,123,2410,Lodgepole_Pine
65560,2815,70,14,450,51,1842,235,212,106,1819,Lodgepole_Pine
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
65564,2975,85,10,319,16,3544,235,222,118,1068,Lodgepole_Pine
98334,2839,335,16,175,38,2589,181,216,173,1082,Lodgepole_Pine
32801,2836,95,11,210,45,2171,238,223,114,1819,Lodgepole_Pine
32803,2689,86,12,242,76,2407,238,219,110,2430,Lodgepole_Pine
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
98357,2961,110,13,120,24,2230,242,225,109,721,Lodgepole_Pine
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
32833,2910,134,14,242,63,1680,241,233,118,2213,Lodgepole_Pine
65601,3187,107,11,270,26,1064,239,226,116,2024,Spruce_Fir
65603,2892,259,8,201,27,2215,202,245,182,1350,Aspen
98372,3050,105,13,256,82,3799,242,223,108,2467,Lodgepole_Pine
32842,3060,170,20,295,84,1786,230,244,135,2208,Lodgepole_Pine
65613,3034,65,18,234,31,2402,234,201,92,1931,Lodgepole_Pine
65619,2864,37,16,277,14,1935,218,204,118,1689,Lodgepole_Pine
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
65632,2947,311,15,95,38,2070,179,228,189,2248,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
98403,2745,151,7,258,29,1590,230,240,143,2114,Lodgepole_Pine
32870,3150,45,8,242,30,2970,223,223,135,900,Lodgepole_Pine
65639,3230,83,11,300,34,1771,236,220,114,2539,Spruce_Fir
32872,2929,333,15,170,30,3348,184,220,174,1742,Lodgepole_Pine
98410,2977,100,11,283,75,2003,238,226,118,1103,Lodgepole_Pine
98413,3086,66,9,201,27,1956,229,223,127,3472,Spruce_Fir
32880,2808,24,11,240,51,1648,214,215,136,1341,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
98433,3060,4,11,175,37,2343,206,220,151,1842,Lodgepole_Pine
65665,2816,57,8,446,37,1691,226,223,132,1200,Lodgepole_Pine
132,3246,89,13,127,12,1722,239,219,108,1994,Spruce_Fir
133,3043,57,13,30,6,1801,228,212,115,3158,Spruce_Fir
98440,3036,27,13,150,20,3900,214,212,132,2271,Lodgepole_Pine
65676,3157,118,14,180,23,781,243,227,111,2271,Spruce_Fir
65677,2875,124,10,277,39,2568,238,233,125,2550,Lodgepole_Pine
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
98447,2844,59,11,190,4,1226,228,217,120,2367,Lodgepole_Pine
32915,3104,320,13,175,29,2096,187,228,181,2353,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
98460,3044,335,16,170,28,3053,182,217,173,1200,Spruce_Fir
98462,3292,23,10,324,42,1947,214,219,140,2475,Spruce_Fir
32929,2799,23,12,330,44,1761,213,215,137,1191,Lodgepole_Pine
32930,3003,89,12,120,18,2117,239,220,109,1390,Lodgepole_Pine
32931,2946,113,12,319,73,1694,240,228,117,2860,Lodgepole_Pine
98465,2650,31,13,216,37,1939,216,212,129,2201,Douglas_fir
98469,2980,23,9,134,4,3518,215,221,142,2172,Spruce_Fir
32935,2842,92,18,242,79,1598,245,210,89,1600,Aspen
65704,2860,22,8,277,69,2341,215,222,144,2779,Lodgepole_Pine
98474,3114,51,9,335,33,1454,225,220,128,2818,Spruce_Fir
98483,2915,41,15,330,26,2389,221,206,117,1434,Spruce_Fir
65720,3086,18,7,342,11,2711,215,226,148,1747,Lodgepole_Pine
65722,3073,89,14,175,-1,1742,241,216,102,942,Spruce_Fir
32959,3163,38,11,268,45,2707,220,216,130,1113,Spruce_Fir
98496,2943,305,13,228,28,2888,183,232,189,1492,Lodgepole_Pine
98495,2965,326,14,228,52,1590,185,224,178,792,Lodgepole_Pine
65730,3193,311,14,283,53,3690,182,230,187,1911,Spruce_Fir
98500,2988,18,8,297,29,899,214,223,145,2071,Lodgepole_Pine
98504,2881,297,11,255,67,1215,190,237,186,2643,Lodgepole_Pine
32968,2797,77,12,42,-2,1935,235,217,112,1565,Lodgepole_Pine
98513,2904,33,10,467,38,2997,218,219,136,2138,Lodgepole_Pine
98517,2743,64,10,330,68,360,230,219,122,2306,Aspen
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
32988,2897,65,10,366,51,1842,230,221,123,2888,Lodgepole_Pine
65757,2960,133,16,150,38,3598,244,230,110,2836,Lodgepole_Pine
32992,2812,81,10,309,78,1208,234,222,118,2696,Lodgepole_Pine
98528,2957,64,10,408,81,3782,230,219,122,2505,Lodgepole_Pine
98529,3190,97,8,306,56,990,233,229,129,2053,Spruce_Fir
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
98532,3021,32,7,192,34,1140,219,224,142,2039,Spruce_Fir
65764,3080,29,13,433,36,3798,215,210,129,2503,Spruce_Fir
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
33000,3116,288,11,247,32,1383,189,239,190,1931,Cottonwood_Willow
65765,2967,119,19,391,64,3077,248,220,92,1537,Lodgepole_Pine
33005,2925,87,9,446,48,3121,234,225,123,1935,Lodgepole_Pine
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
98552,2870,60,9,120,5,1722,227,221,127,2372,Lodgepole_Pine
65784,3087,83,9,295,35,4502,233,224,122,2512,Lodgepole_Pine
65787,2859,20,8,384,56,2190,215,224,145,1926,Lodgepole_Pine
33020,2908,23,13,85,21,1978,212,213,135,1443,Lodgepole_Pine
33025,2856,114,9,255,49,1292,236,231,125,3081,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
65801,2900,36,10,175,16,1559,219,217,132,2416,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
65806,2959,45,10,408,78,1999,223,218,129,2572,Lodgepole_Pine
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
98579,2739,91,12,180,33,2525,238,221,111,2151,Lodgepole_Pine
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
98585,2906,105,15,127,28,1510,244,221,103,2685,Lodgepole_Pine
33051,2862,321,17,295,67,1794,173,220,186,1634,Douglas_fir
98590,2807,41,10,30,4,2315,221,219,132,2230,Spruce_Fir
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
65830,3097,82,5,247,20,2341,227,231,138,2171,Cottonwood_Willow
33065,2925,305,15,234,67,2766,177,231,193,2224,Spruce_Fir
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
65843,2825,121,12,376,54,1087,241,230,116,2689,Lodgepole_Pine
33076,2874,58,15,319,26,1566,230,207,107,1022,Lodgepole_Pine
65845,2997,123,13,481,50,2697,241,230,116,2563,Lodgepole_Pine
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
98617,2892,141,15,108,24,1537,241,235,119,2724,Lodgepole_Pine
65853,2871,137,11,150,11,3046,237,236,129,2652,Lodgepole_Pine
98623,3111,63,12,85,3,2845,230,215,116,3065,Lodgepole_Pine
325,3018,81,10,390,-1,1578,234,222,118,853,Lodgepole_Pine
65862,3181,86,10,162,18,794,234,224,120,2681,Lodgepole_Pine
65867,3173,33,13,240,45,1630,217,210,126,1914,Lodgepole_Pine
65868,3263,80,15,277,87,1604,239,212,100,2672,Spruce_Fir
65874,2706,71,13,408,79,2469,234,214,110,2307,Lodgepole_Pine
33107,3019,102,13,297,77,2287,241,223,110,859,Lodgepole_Pine
65879,2832,47,15,60,16,3391,224,205,111,2605,Spruce_Fir
343,2775,65,13,30,0,3145,232,214,112,2435,Lodgepole_Pine
