,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
7,3001,28,15,446,3,4365,213,207,127,3017,Lodgepole_Pine
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
35,3040,303,17,390,110,1471,170,229,199,3180,Spruce_Fir
43,3282,86,18,210,49,2053,244,207,86,1337,Krummholz
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
83,2961,137,16,134,24,942,243,232,113,1170,Spruce_Fir
87,2975,349,13,351,113,738,195,218,161,1731,Lodgepole_Pine
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
128,2893,16,9,430,36,2967,212,222,146,3626,Spruce_Fir
137,2982,8,14,212,40,4414,203,212,145,1878,Lodgepole_Pine
140,2914,49,18,210,-13,641,225,198,101,1544,Spruce_Fir
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
144,3110,119,12,95,0,2160,241,229,117,3268,Spruce_Fir
147,2599,160,13,395,94,789,233,242,138,1458,Aspen
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
189,3156,219,6,162,21,671,213,246,169,2465,Spruce_Fir
190,2965,30,7,509,95,2908,218,226,143,1702,Lodgepole_Pine
197,3237,108,3,330,16,4417,225,236,146,2207,Spruce_Fir
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
223,3025,190,10,67,7,1398,220,248,161,648,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
233,3225,144,14,162,1,4200,239,236,123,2259,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
308,2952,8,5,335,69,752,214,230,153,1874,Spruce_Fir
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
318,2609,52,11,162,30,973,226,217,124,1415,Lodgepole_Pine
331,2996,51,10,295,96,451,225,218,126,1436,Spruce_Fir
334,3408,126,7,446,68,1772,232,236,137,2242,Krummholz
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
349,3190,139,16,258,49,2400,242,233,115,1471,Spruce_Fir
359,2804,45,5,342,97,1357,221,229,143,726,Lodgepole_Pine
361,3082,168,8,285,13,1040,227,243,150,3235,Spruce_Fir
371,3051,155,4,534,31,4581,224,240,150,1337,Lodgepole_Pine
