,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
100162,3035,311,9,150,33,2387,195,234,179,1684,Spruce_Fir
82484,2957,297,11,242,42,2954,189,237,187,1489,Lodgepole_Pine
34001,2955,297,11,285,40,2922,189,237,187,1544,Lodgepole_Pine
58002,2964,309,10,201,41,3009,193,234,181,1328,Lodgepole_Pine
99062,3018,311,9,256,47,2416,196,234,177,1091,Lodgepole_Pine
52532,2962,304,9,272,47,2971,196,236,180,1516,Lodgepole_Pine
82413,3085,302,10,240,7,2298,191,235,184,1110,Spruce_Fir
102800,3085,302,10,240,7,2298,191,235,184,1110,Spruce_Fir
81780,2959,299,10,313,44,2940,193,237,184,1571,Lodgepole_Pine
81838,3042,311,9,323,43,2780,196,234,178,1842,Lodgepole_Pine
91357,2963,300,9,212,48,2989,195,237,182,1376,Lodgepole_Pine
23010,2963,300,9,212,48,2989,195,237,182,1376,Lodgepole_Pine
30722,2961,304,9,190,42,3013,196,236,180,1338,Lodgepole_Pine
24104,2968,315,11,216,40,3004,190,231,181,1319,Lodgepole_Pine
88040,3011,271,10,210,40,2395,195,243,188,1006,Lodgepole_Pine
89396,2936,298,11,190,26,2014,188,236,188,1622,Lodgepole_Pine
36783,2936,298,11,190,26,2014,188,236,188,1622,Lodgepole_Pine
41236,3025,295,11,242,53,2329,189,237,188,1048,Lodgepole_Pine
47581,3126,289,10,270,50,2995,192,239,187,1332,Spruce_Fir
48668,3098,287,11,242,54,2901,188,239,191,1542,Lodgepole_Pine
20011,3101,315,11,216,25,2201,192,231,180,2255,Spruce_Fir
27572,3100,320,12,242,43,2954,189,228,180,1556,Lodgepole_Pine
70674,2962,302,9,306,47,2955,194,236,181,1557,Lodgepole_Pine
10745,2964,308,10,297,37,1851,191,234,182,1775,Lodgepole_Pine
109065,3115,301,11,324,40,3102,190,236,186,1655,Lodgepole_Pine
41718,3053,327,10,201,15,1986,196,229,173,1663,Spruce_Fir
43162,2947,310,11,216,20,1911,189,232,183,1797,Lodgepole_Pine
80231,3006,289,10,153,36,2474,192,239,187,983,Lodgepole_Pine
50637,3051,313,8,319,29,2210,199,234,175,1304,Spruce_Fir
99508,3050,295,9,331,51,2685,195,238,182,1906,Lodgepole_Pine
56047,2963,295,8,270,48,2969,198,238,180,1503,Lodgepole_Pine
8766,3053,297,10,306,60,2647,192,237,184,1919,Lodgepole_Pine
97011,3013,322,12,150,22,2692,190,228,178,1773,Lodgepole_Pine
523,2997,284,12,212,24,2292,187,240,192,972,Lodgepole_Pine
48740,3035,286,11,108,30,2395,189,240,190,1593,Lodgepole_Pine
52241,3000,277,11,234,27,2300,189,242,193,967,Lodgepole_Pine
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
105311,3054,322,8,300,32,2181,200,232,171,1332,Spruce_Fir
107274,2973,303,11,300,58,2925,190,235,185,1505,Lodgepole_Pine
26366,3028,294,10,301,58,2402,191,238,187,1148,Lodgepole_Pine
7536,3028,294,10,301,58,2402,191,238,187,1148,Lodgepole_Pine
10021,3028,294,10,301,58,2402,191,238,187,1148,Lodgepole_Pine
74715,3030,307,10,306,60,2407,193,234,181,1142,Lodgepole_Pine
51877,2984,292,9,153,35,1978,194,238,185,1144,Lodgepole_Pine
7520,2973,284,10,300,58,2906,193,240,187,1471,Lodgepole_Pine
12216,3056,306,8,134,21,2248,197,235,178,1919,Lodgepole_Pine
44707,3093,330,10,175,16,2160,196,228,171,1661,Spruce_Fir
47503,2995,320,11,201,47,1996,191,229,178,1180,Lodgepole_Pine
33298,3004,315,11,210,3,3104,192,231,180,1296,Spruce_Fir
3353,3010,323,9,212,38,3181,196,230,174,1852,Lodgepole_Pine
45696,3127,315,12,218,51,2929,188,230,182,1283,Spruce_Fir
75020,3146,306,10,175,51,2073,192,235,183,1978,Lodgepole_Pine
105713,3029,319,11,255,33,2980,192,230,178,853,Spruce_Fir
89633,3128,308,8,242,52,2962,198,235,177,1307,Spruce_Fir
37615,3019,323,9,153,28,2087,197,231,173,1201,Spruce_Fir
41459,3043,288,10,124,21,1771,193,239,186,1611,Spruce_Fir
63911,3043,288,10,124,21,1771,193,239,186,1611,Spruce_Fir
80093,3043,288,10,124,21,1771,193,239,186,1611,Spruce_Fir
11996,3001,320,11,175,34,3182,191,229,178,1905,Lodgepole_Pine
14414,3001,320,11,175,34,3182,191,229,178,1905,Lodgepole_Pine
50848,3034,308,8,240,56,2506,198,235,177,1034,Lodgepole_Pine
66173,3077,260,9,170,20,3020,197,245,187,1518,Lodgepole_Pine
2806,3077,260,9,170,20,3020,197,245,187,1518,Lodgepole_Pine
107256,2924,299,12,201,9,2804,186,235,189,1473,Lodgepole_Pine
34874,3083,259,8,212,26,3041,200,245,184,1513,Lodgepole_Pine
98496,2943,305,13,228,28,2888,183,232,189,1492,Lodgepole_Pine
61963,2980,309,10,180,40,1543,193,234,181,1515,Lodgepole_Pine
37487,3226,297,10,192,28,2991,192,237,184,1451,Spruce_Fir
47813,3033,322,11,234,37,2977,192,229,177,876,Spruce_Fir
17357,3056,274,11,120,16,2767,192,243,191,1398,Lodgepole_Pine
37733,2955,292,9,175,33,1677,194,238,185,1366,Lodgepole_Pine
98785,2976,303,11,301,61,2901,189,235,186,1461,Lodgepole_Pine
44887,2949,301,12,277,23,1848,185,234,189,1390,Lodgepole_Pine
45169,3052,317,11,108,17,2239,192,231,179,1889,Lodgepole_Pine
61968,3032,285,11,182,40,2630,188,240,192,864,Spruce_Fir
66075,3032,285,11,182,40,2630,188,240,192,864,Spruce_Fir
72732,2912,295,9,255,24,2991,195,238,182,2151,Spruce_Fir
95186,3106,311,9,175,31,2128,195,234,179,2318,Lodgepole_Pine
6416,3106,311,9,175,31,2128,195,234,179,2318,Lodgepole_Pine
13144,2942,310,8,170,19,1984,199,235,175,1706,Lodgepole_Pine
14479,2942,310,8,170,19,1984,199,235,175,1706,Lodgepole_Pine
83153,3103,315,10,162,27,2156,192,232,179,2290,Lodgepole_Pine
2699,2927,305,11,182,42,3237,189,234,185,1718,Lodgepole_Pine
84625,2993,319,10,150,27,3185,194,231,177,1959,Lodgepole_Pine
43575,3086,312,13,170,19,2940,184,230,186,1487,Lodgepole_Pine
74558,3086,312,13,170,19,2940,184,230,186,1487,Lodgepole_Pine
56111,3086,312,13,170,19,2940,184,230,186,1487,Lodgepole_Pine
72311,3086,312,13,170,19,2940,184,230,186,1487,Lodgepole_Pine
63500,3017,299,10,120,31,2639,193,237,184,886,Spruce_Fir
97544,3029,306,10,120,12,2117,191,234,183,1200,Spruce_Fir
86040,3001,295,7,192,28,2263,201,238,177,1001,Lodgepole_Pine
61172,2985,289,11,300,54,1895,188,239,191,1543,Lodgepole_Pine
13669,3054,333,8,242,32,2117,202,230,167,1398,Spruce_Fir
23863,3004,275,10,210,6,2279,192,243,190,994,Lodgepole_Pine
98606,3026,281,8,192,24,3177,199,241,182,1036,Spruce_Fir
17789,3081,313,12,150,8,2936,187,230,183,1465,Lodgepole_Pine
7489,3027,324,13,162,39,2605,188,226,178,1855,Lodgepole_Pine
57426,2956,292,9,150,29,1691,196,239,183,1371,Lodgepole_Pine
34524,3016,304,14,175,21,2415,182,233,191,1350,Lodgepole_Pine
102830,2986,302,12,124,11,2343,186,234,189,1565,Spruce_Fir
107415,3023,316,13,153,32,2634,184,228,183,1828,Lodgepole_Pine
96605,2918,302,12,247,39,1890,186,234,189,1266,Lodgepole_Pine
63813,2906,322,9,228,42,2985,198,232,173,1879,Spruce_Fir
107698,3104,317,8,228,29,2154,198,233,174,2297,Lodgepole_Pine
49991,3042,313,12,150,10,2033,187,230,183,1290,Spruce_Fir
43293,3042,313,12,150,10,2033,187,230,183,1290,Spruce_Fir
96578,3165,289,9,153,22,2488,196,239,183,942,Spruce_Fir
102075,2996,302,13,150,21,2368,182,233,191,1523,Spruce_Fir
59515,3029,284,8,306,58,2349,198,240,181,1128,Lodgepole_Pine
13645,2961,293,12,180,34,1650,187,237,191,1396,Lodgepole_Pine
33326,3044,292,8,228,58,2565,197,239,182,930,Spruce_Fir
50372,3076,296,6,201,22,2814,203,238,175,1734,Lodgepole_Pine
4957,3076,296,6,201,22,2814,203,238,175,1734,Lodgepole_Pine
18102,3076,296,6,201,22,2814,203,238,175,1734,Lodgepole_Pine
107006,2961,315,13,277,40,1879,186,229,183,1749,Lodgepole_Pine
85350,2899,325,10,190,35,2942,196,230,173,1884,Spruce_Fir
101903,3072,317,12,162,1,2147,189,230,181,1266,Spruce_Fir
41465,3020,284,9,234,12,1982,196,240,184,782,Lodgepole_Pine
79762,3096,320,11,324,26,2483,192,230,177,2342,Lodgepole_Pine
36101,3045,325,13,247,54,2629,188,226,177,1892,Lodgepole_Pine
4713,3045,325,13,247,54,2629,188,226,177,1892,Lodgepole_Pine
68729,3045,325,13,247,54,2629,188,226,177,1892,Lodgepole_Pine
102492,3013,297,13,134,18,2389,183,235,192,1381,Lodgepole_Pine
50240,3088,308,11,212,-6,2329,190,233,183,1015,Spruce_Fir
49954,3036,336,8,240,37,2876,203,230,166,1708,Lodgepole_Pine
80535,3036,336,8,240,37,2876,203,230,166,1708,Ponderosa_Pine
42107,2947,307,12,362,32,2844,187,233,186,1500,Lodgepole_Pine
14688,3025,290,11,85,19,2321,189,239,190,1660,Spruce_Fir
105985,3053,315,13,170,34,1770,185,229,184,1583,Spruce_Fir
14352,3098,306,8,335,43,2353,197,235,178,2172,Spruce_Fir
81506,3012,257,12,150,30,2405,192,247,193,1230,Lodgepole_Pine
34322,3007,312,12,182,6,3115,186,231,184,1266,Spruce_Fir
77010,3077,254,10,150,20,2991,197,247,189,1542,Lodgepole_Pine
44358,3043,305,8,309,8,1917,199,236,176,2040,Lodgepole_Pine
58080,2960,259,10,120,29,2483,197,246,187,1436,Lodgepole_Pine
91516,2960,259,10,120,29,2483,197,246,187,1436,Spruce_Fir
50153,2920,308,11,319,25,3056,190,233,183,2083,Spruce_Fir
