,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
40,3152,357,12,285,82,2147,200,217,154,2026,Lodgepole_Pine
45,3103,193,17,268,34,2029,216,251,164,134,Spruce_Fir
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
77,2987,266,6,361,70,4582,204,243,177,1979,Lodgepole_Pine
79,3010,69,10,570,89,1559,231,221,122,514,Spruce_Fir
83,2961,137,16,134,24,942,243,232,113,1170,Spruce_Fir
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
97,3122,7,18,467,25,2866,195,202,141,2820,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
144,3110,119,12,95,0,2160,241,229,117,3268,Spruce_Fir
149,3141,8,8,120,22,2268,211,223,150,2073,Spruce_Fir
150,2948,336,14,30,7,1440,188,220,171,2375,Spruce_Fir
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
186,3035,338,15,150,30,90,187,218,170,1307,Lodgepole_Pine
190,2965,30,7,509,95,2908,218,226,143,1702,Lodgepole_Pine
210,3092,122,16,175,16,3463,246,226,103,457,Spruce_Fir
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
223,3025,190,10,67,7,1398,220,248,161,648,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
257,2900,63,18,301,95,330,233,201,93,1361,Krummholz
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
279,2804,96,7,108,6,691,232,229,129,570,Lodgepole_Pine
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
295,2768,52,6,256,16,2212,223,227,140,3629,Lodgepole_Pine
298,2616,148,9,134,16,577,233,239,138,1136,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
317,3374,160,13,376,120,2250,233,242,138,624,Krummholz
321,2497,200,27,319,51,2084,198,251,172,153,Ponderosa_Pine
323,3030,285,3,342,109,2952,212,239,165,2254,Spruce_Fir
325,3018,81,10,390,-1,1578,234,222,118,853,Lodgepole_Pine
329,2627,78,17,95,23,1621,240,207,93,2067,Lodgepole_Pine
337,3323,28,20,150,3,3528,208,193,115,2774,Krummholz
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
349,3190,139,16,258,49,2400,242,233,115,1471,Spruce_Fir
