,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
32771,2818,61,13,335,17,1889,230,212,112,2670,Spruce_Fir
98322,2951,49,13,60,19,2014,225,211,117,2724,Lodgepole_Pine
65557,2820,77,9,210,29,2662,232,223,122,2471,Lodgepole_Pine
32792,2969,36,14,256,75,2131,218,208,123,2410,Lodgepole_Pine
65560,2815,70,14,450,51,1842,235,212,106,1819,Lodgepole_Pine
65564,2975,85,10,319,16,3544,235,222,118,1068,Lodgepole_Pine
32801,2836,95,11,210,45,2171,238,223,114,1819,Lodgepole_Pine
32803,2689,86,12,242,76,2407,238,219,110,2430,Lodgepole_Pine
32833,2910,134,14,242,63,1680,241,233,118,2213,Lodgepole_Pine
65601,3187,107,11,270,26,1064,239,226,116,2024,Spruce_Fir
98372,3050,105,13,256,82,3799,242,223,108,2467,Lodgepole_Pine
65619,2864,37,16,277,14,1935,218,204,118,1689,Lodgepole_Pine
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
65632,2947,311,15,95,38,2070,179,228,189,2248,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
65639,3230,83,11,300,34,1771,236,220,114,2539,Spruce_Fir
32872,2929,333,15,170,30,3348,184,220,174,1742,Lodgepole_Pine
98410,2977,100,11,283,75,2003,238,226,118,1103,Lodgepole_Pine
98413,3086,66,9,201,27,1956,229,223,127,3472,Spruce_Fir
32880,2808,24,11,240,51,1648,214,215,136,1341,Spruce_Fir
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
98433,3060,4,11,175,37,2343,206,220,151,1842,Lodgepole_Pine
65677,2875,124,10,277,39,2568,238,233,125,2550,Lodgepole_Pine
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
98447,2844,59,11,190,4,1226,228,217,120,2367,Lodgepole_Pine
32915,3104,320,13,175,29,2096,187,228,181,2353,Lodgepole_Pine
32929,2799,23,12,330,44,1761,213,215,137,1191,Lodgepole_Pine
32930,3003,89,12,120,18,2117,239,220,109,1390,Lodgepole_Pine
32931,2946,113,12,319,73,1694,240,228,117,2860,Lodgepole_Pine
98465,2650,31,13,216,37,1939,216,212,129,2201,Douglas_fir
65704,2860,22,8,277,69,2341,215,222,144,2779,Lodgepole_Pine
98474,3114,51,9,335,33,1454,225,220,128,2818,Spruce_Fir
98483,2915,41,15,330,26,2389,221,206,117,1434,Spruce_Fir
32959,3163,38,11,268,45,2707,220,216,130,1113,Spruce_Fir
98496,2943,305,13,228,28,2888,183,232,189,1492,Lodgepole_Pine
98495,2965,326,14,228,52,1590,185,224,178,792,Lodgepole_Pine
98513,2904,33,10,467,38,2997,218,219,136,2138,Lodgepole_Pine
32988,2897,65,10,366,51,1842,230,221,123,2888,Lodgepole_Pine
32992,2812,81,10,309,78,1208,234,222,118,2696,Lodgepole_Pine
98528,2957,64,10,408,81,3782,230,219,122,2505,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
33000,3116,288,11,247,32,1383,189,239,190,1931,Cottonwood_Willow
33005,2925,87,9,446,48,3121,234,225,123,1935,Lodgepole_Pine
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
98552,2870,60,9,120,5,1722,227,221,127,2372,Lodgepole_Pine
65787,2859,20,8,384,56,2190,215,224,145,1926,Lodgepole_Pine
33025,2856,114,9,255,49,1292,236,231,125,3081,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
65801,2900,36,10,175,16,1559,219,217,132,2416,Lodgepole_Pine
65806,2959,45,10,408,78,1999,223,218,129,2572,Lodgepole_Pine
98579,2739,91,12,180,33,2525,238,221,111,2151,Lodgepole_Pine
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
98585,2906,105,15,127,28,1510,244,221,103,2685,Lodgepole_Pine
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
33065,2925,305,15,234,67,2766,177,231,193,2224,Spruce_Fir
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
65843,2825,121,12,376,54,1087,241,230,116,2689,Lodgepole_Pine
33076,2874,58,15,319,26,1566,230,207,107,1022,Lodgepole_Pine
65845,2997,123,13,481,50,2697,241,230,116,2563,Lodgepole_Pine
65867,3173,33,13,240,45,1630,217,210,126,1914,Lodgepole_Pine
65874,2706,71,13,408,79,2469,234,214,110,2307,Lodgepole_Pine
33107,3019,102,13,297,77,2287,241,223,110,859,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
65886,2930,63,14,60,10,2040,232,211,109,2068,Spruce_Fir
65887,3060,149,18,228,38,1692,241,236,117,2268,Spruce_Fir
98656,2791,128,15,234,41,2477,244,229,110,2529,Lodgepole_Pine
65894,2920,75,11,127,10,2210,233,220,117,2293,Lodgepole_Pine
98663,3081,75,12,190,33,1958,234,217,113,3501,Spruce_Fir
98669,2995,121,13,295,27,4043,242,228,113,2264,Lodgepole_Pine
65904,2975,58,13,474,37,2298,229,211,113,2697,Spruce_Fir
98688,3151,15,10,330,51,2577,211,219,144,1581,Cottonwood_Willow
65928,2932,179,9,313,46,1908,224,246,154,1832,Spruce_Fir
98696,2883,122,10,301,67,3485,238,232,124,3032,Lodgepole_Pine
65937,2755,110,11,162,25,2558,239,228,118,2106,Aspen
33169,2866,89,14,127,25,2890,240,217,104,2673,Lodgepole_Pine
414,3017,342,13,300,7,2953,193,221,166,1320,Spruce_Fir
98720,3164,63,12,242,31,2991,230,216,117,2908,Lodgepole_Pine
33187,2723,53,9,150,34,1679,226,220,128,1654,Lodgepole_Pine
98742,2719,14,12,285,48,2323,209,216,143,1988,Douglas_fir
98772,3009,73,13,120,29,1173,235,215,110,2125,Spruce_Fir
66007,2992,62,13,309,9,2352,230,214,114,2560,Lodgepole_Pine
98785,2976,303,11,301,61,2901,189,235,186,1461,Lodgepole_Pine
98789,2959,73,10,258,22,4078,232,221,121,2130,Spruce_Fir
33255,2950,100,14,240,67,2223,243,219,102,1661,Lodgepole_Pine
33266,3002,97,14,408,104,2461,242,219,104,1830,Lodgepole_Pine
500,2933,65,13,90,11,1878,232,214,112,2335,Lodgepole_Pine
66037,2845,116,11,124,21,2376,240,229,118,2315,Lodgepole_Pine
66038,2941,29,15,256,57,1786,214,207,125,2766,Lodgepole_Pine
98804,2999,59,14,228,5,1044,230,210,110,1608,Spruce_Fir
33274,3117,69,10,90,17,2337,231,221,122,1758,Spruce_Fir
98816,2978,72,8,268,41,3740,230,224,127,2244,Lodgepole_Pine
523,2997,284,12,212,24,2292,187,240,192,972,Lodgepole_Pine
66065,2822,54,14,162,53,2534,228,209,111,2888,Lodgepole_Pine
33298,3004,315,11,210,3,3104,192,231,180,1296,Spruce_Fir
98836,2933,62,8,90,5,1831,227,223,130,2596,Lodgepole_Pine
66070,2950,29,12,466,81,2248,216,213,132,2101,Lodgepole_Pine
98839,2865,38,11,175,29,2287,220,216,130,1237,Spruce_Fir
538,3155,87,9,212,39,2252,233,226,125,3042,Spruce_Fir
66075,3032,285,11,182,40,2630,188,240,192,864,Spruce_Fir
66084,2957,334,14,350,51,3171,187,221,172,1592,Spruce_Fir
33326,3044,292,8,228,58,2565,197,239,182,930,Spruce_Fir
33334,3085,43,12,124,0,2257,222,213,124,1406,Spruce_Fir
567,2820,347,14,256,33,2620,193,217,162,1798,Lodgepole_Pine
98890,2848,124,11,201,37,1369,238,232,124,3068,Lodgepole_Pine
33359,3116,121,10,300,-1,2429,237,232,126,2388,Lodgepole_Pine
98898,3045,130,8,228,24,1943,233,236,135,1543,Spruce_Fir
98899,2989,110,11,212,24,3980,239,228,118,2605,Spruce_Fir
33381,2962,23,13,212,23,1811,212,211,134,2614,Douglas_fir
98921,3126,34,14,134,16,1800,217,208,123,2638,Spruce_Fir
33389,3034,41,10,376,-6,2542,222,217,130,2657,Lodgepole_Pine
33391,2826,48,14,277,80,1325,224,209,116,2713,Lodgepole_Pine
625,2775,61,7,190,19,1986,226,225,133,1681,Lodgepole_Pine
33401,2862,37,10,277,40,1740,220,219,133,2766,Lodgepole_Pine
633,2898,279,12,255,63,2978,186,242,195,2147,Lodgepole_Pine
33408,2795,101,8,124,22,2171,233,230,129,2750,Lodgepole_Pine
33413,2853,104,14,240,52,3020,242,222,107,2218,Lodgepole_Pine
33416,2991,312,14,108,38,2105,182,229,187,1065,Krummholz
651,2875,99,9,180,15,3060,235,228,125,2632,Lodgepole_Pine
662,2956,79,8,162,17,2343,231,226,128,2131,Spruce_Fir
98968,2748,50,11,190,25,2663,225,215,123,2182,Lodgepole_Pine
33435,2880,173,14,190,32,2313,228,246,147,2271,Lodgepole_Pine
98971,2775,78,7,218,19,2014,229,228,132,1674,Lodgepole_Pine
98979,2860,28,13,330,18,2550,215,212,131,983,Spruce_Fir
33445,3000,308,14,342,68,2955,180,230,190,1312,Lodgepole_Pine
98982,2903,63,7,170,10,1689,226,226,134,2068,Lodgepole_Pine
98983,2885,116,10,277,-5,1909,238,230,122,1387,Aspen
98985,3042,130,12,424,70,2452,239,233,123,2315,Spruce_Fir
98987,2867,136,15,170,34,2821,242,233,117,2228,Lodgepole_Pine
33454,2934,144,12,240,31,3141,237,237,128,1498,Lodgepole_Pine
98997,3007,98,13,255,6,2711,241,221,107,1559,Cottonwood_Willow
66238,2902,102,10,210,-6,1524,237,227,120,1565,Lodgepole_Pine
66241,3104,57,8,324,27,1947,226,223,132,2178,Lodgepole_Pine
99009,2751,45,12,124,21,2352,223,214,123,2296,Ponderosa_Pine
66249,2828,308,16,258,57,2554,176,229,193,1798,Lodgepole_Pine
721,2960,113,14,258,72,2289,244,224,107,2003,Lodgepole_Pine
99044,2842,42,12,295,5,1120,222,214,126,2363,Lodgepole_Pine
746,2824,60,9,150,26,1911,227,221,127,1772,Lodgepole_Pine
99050,3104,96,10,108,6,2180,236,226,121,2372,Douglas_fir
99055,3079,54,8,350,71,1611,225,223,131,2236,Lodgepole_Pine
752,2841,151,12,234,39,1110,235,240,133,2010,Spruce_Fir
754,2910,124,17,175,47,2812,246,226,102,1868,Lodgepole_Pine
99062,3018,311,9,256,47,2416,196,234,177,1091,Lodgepole_Pine
33539,2887,78,10,268,55,2447,234,221,118,2205,Lodgepole_Pine
33558,2773,27,13,170,35,1591,214,211,130,2894,Lodgepole_Pine
99095,3153,69,10,350,21,2241,231,221,122,2389,Spruce_Fir
33562,2779,146,13,324,29,2382,237,238,129,2611,Lodgepole_Pine
798,3025,36,12,390,65,1315,219,212,127,2445,Lodgepole_Pine
806,2983,43,10,376,9,2335,222,218,130,2466,Lodgepole_Pine
33576,2973,20,8,256,19,2469,215,224,145,1385,Spruce_Fir
829,2774,52,11,270,44,2616,226,217,124,2028,Lodgepole_Pine
66365,2823,58,14,319,8,1890,230,209,109,2576,Spruce_Fir
838,2852,58,12,365,60,2081,228,215,117,2806,Lodgepole_Pine
66378,3130,73,8,421,49,1572,230,225,128,2890,Spruce_Fir
66391,2828,76,16,212,25,2611,238,209,97,1825,Lodgepole_Pine
33628,3054,91,10,218,26,2052,235,225,120,1436,Douglas_fir
33635,2895,11,14,218,40,2730,204,211,142,2646,Lodgepole_Pine
882,2989,283,13,234,24,2321,183,240,197,942,Lodgepole_Pine
66422,3141,29,12,408,65,1926,216,214,133,2525,Aspen
902,3012,80,14,268,40,1057,238,215,105,2614,Lodgepole_Pine
33676,2862,36,11,277,43,1711,219,216,131,2773,Lodgepole_Pine
920,3104,55,8,268,27,1950,225,223,132,2128,Lodgepole_Pine
923,2979,106,16,242,53,2163,246,219,97,920,Lodgepole_Pine
33697,3009,325,13,192,55,2143,186,225,178,1113,Lodgepole_Pine
33708,2966,31,11,258,28,4084,217,215,132,1741,Ponderosa_Pine
33717,2871,113,15,108,29,2550,245,223,103,2162,Lodgepole_Pine
950,2944,344,12,234,48,3338,195,220,164,1761,Lodgepole_Pine
99262,2864,26,12,277,45,1660,214,213,133,2754,Krummholz
66513,2966,239,11,192,56,2585,200,249,186,2033,Lodgepole_Pine
33754,2833,53,9,228,-1,1182,226,221,129,2423,Lodgepole_Pine
988,2662,88,14,175,16,2242,240,216,103,2160,Douglas_fir
33759,2855,33,13,362,78,1477,217,210,126,2758,Lodgepole_Pine
1019,2924,80,9,190,51,1962,233,223,122,2239,Lodgepole_Pine
1022,2934,79,10,153,-13,1690,233,223,121,1557,Lodgepole_Pine
66568,3039,79,6,277,51,2251,228,229,135,2646,Spruce_Fir
33803,3187,67,10,242,33,3140,231,219,120,924,Spruce_Fir
99345,2784,53,12,339,5,1761,227,214,119,1579,Lodgepole_Pine
33814,2975,43,11,268,-1,892,222,216,127,1622,Spruce_Fir
1047,3057,96,9,234,26,3848,234,228,125,2520,Lodgepole_Pine
66585,2819,33,14,150,15,1742,216,209,125,1624,Lodgepole_Pine
1051,2877,110,12,446,66,1693,240,227,115,2881,Lodgepole_Pine
66591,2845,141,14,175,29,3350,240,236,123,1724,Lodgepole_Pine
33846,2851,91,11,108,8,3087,237,223,117,2456,Spruce_Fir
33861,3039,50,16,175,20,3236,225,205,109,1595,Spruce_Fir
1106,3012,73,13,268,79,2087,235,213,107,2362,Spruce_Fir
99415,2935,98,12,124,23,3850,240,223,111,1766,Lodgepole_Pine
33880,2959,63,6,300,20,2460,226,227,135,2250,Lodgepole_Pine
66650,2990,341,14,134,50,1874,191,219,167,1200,Spruce_Fir
1121,3093,29,9,255,2,2780,217,221,139,2947,Lodgepole_Pine
1126,2930,18,10,400,76,2953,213,220,143,2434,Lodgepole_Pine
33904,2839,69,12,420,37,960,233,216,113,2310,Lodgepole_Pine
66679,3130,151,12,150,21,2287,235,240,134,2455,Spruce_Fir
1154,2984,51,10,335,10,2322,225,219,127,2501,Lodgepole_Pine
