"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
58,2454,358,12,108,22,760,202,218,154,1406,"Ponderosa_Pine",58
281,3232,303,5,60,6,5791,206,237,170,1481,"Spruce_Fir",281
292,2819,102,12,124,21,2993,240,224,111,175,"Lodgepole_Pine",292
309,3518,49,23,931,319,2594,222,183,83,1120,"Spruce_Fir",309
403,2471,295,10,256,27,644,192,237,185,1289,"Douglas_fir",403
627,3013,62,17,190,44,5233,232,202,97,738,"Lodgepole_Pine",627
666,3103,281,5,30,2,3730,206,240,173,994,"Spruce_Fir",666
808,3008,85,15,134,33,3246,240,213,99,6145,"Lodgepole_Pine",808
928,2334,339,32,300,190,1099,136,176,169,1310,"Ponderosa_Pine",928
1088,2768,332,20,170,73,2821,171,211,178,1961,"Lodgepole_Pine",1088
1341,2951,223,17,175,65,2592,195,254,191,2128,"Lodgepole_Pine",1341
1573,3029,270,5,350,119,1994,207,241,173,2676,"Lodgepole_Pine",1573
1585,2227,7,22,150,37,1068,188,191,134,300,"Ponderosa_Pine",1585
1668,2560,81,14,454,57,1110,238,214,104,1482,"Lodgepole_Pine",1668
1778,3089,89,18,210,26,4679,244,207,85,2949,"Spruce_Fir",1778
1878,3193,13,4,242,14,5563,215,231,152,2918,"Cottonwood_Willow",1878
2408,3164,90,21,603,228,1358,247,202,74,2477,"Spruce_Fir",2408
2512,3080,15,13,592,221,1599,208,212,139,3378,"Spruce_Fir",2512
2524,2811,20,22,376,128,990,199,189,119,2333,"Lodgepole_Pine",2524
2525,3027,315,6,30,3,3379,203,235,171,212,"Spruce_Fir",2525
2613,3035,269,21,400,124,5431,161,242,218,886,"Lodgepole_Pine",2613
2666,2551,51,6,240,82,1114,223,226,138,842,"Ponderosa_Pine",2666
2689,2919,319,29,212,112,930,132,199,200,1310,"Spruce_Fir",2689
2717,2835,335,15,234,25,1959,185,218,172,2486,"Spruce_Fir",2717
2877,2792,329,14,108,23,2334,186,223,176,1250,"Lodgepole_Pine",2877
3165,2272,318,32,95,62,886,122,193,202,633,"Ponderosa_Pine",3165
3267,2790,322,10,134,27,1776,194,230,176,1936,"Lodgepole_Pine",3267
3312,3286,126,8,638,240,3745,235,234,131,2032,"Spruce_Fir",3312
3445,2623,270,35,382,146,912,110,227,243,1681,"Lodgepole_Pine",3445
3513,2911,304,15,30,11,2516,176,231,195,778,"Spruce_Fir",3513
3777,3259,86,23,573,98,1276,246,193,64,1747,"Spruce_Fir",3777
3847,2154,28,35,362,103,450,184,143,72,430,"Ponderosa_Pine",3847
4084,3046,33,8,120,33,153,219,222,139,1493,"Lodgepole_Pine",4084
4154,3118,302,27,300,97,2783,136,216,216,2613,"Spruce_Fir",4154
4191,3609,351,21,234,86,2018,178,199,156,2415,"Krummholz",4191
4218,3162,15,11,323,37,2037,211,218,143,2713,"Spruce_Fir",4218
4254,2809,23,12,60,14,3302,212,214,136,890,"Lodgepole_Pine",4254
4322,2640,163,25,175,55,1831,234,237,118,2805,"Ponderosa_Pine",4322
4509,2895,207,13,552,53,2542,211,252,174,1879,"Aspen",4509
4547,3060,200,6,418,26,6498,218,246,163,3222,"Lodgepole_Pine",4547
4708,3400,86,13,598,243,1515,239,217,107,924,"Krummholz",4708
5163,2289,157,16,297,109,1165,236,241,130,1173,"Cottonwood_Willow",5163
5334,2604,353,11,201,53,888,200,220,158,603,"Lodgepole_Pine",5334
5377,2968,248,11,553,52,5741,197,248,189,3708,"Lodgepole_Pine",5377
5531,3222,120,14,60,10,4132,243,227,110,1842,"Spruce_Fir",5531
5575,2688,148,11,361,79,551,234,239,135,95,"Ponderosa_Pine",5575
5648,2970,54,17,234,88,1289,228,202,102,983,"Lodgepole_Pine",5648
5686,2821,255,12,335,104,2324,192,247,193,1831,"Lodgepole_Pine",5686
5714,2549,84,23,42,14,811,245,195,68,1456,"Lodgepole_Pine",5714
5716,2944,228,19,150,51,2620,189,254,197,2117,"Lodgepole_Pine",5716
5733,3034,47,23,247,69,5075,221,183,84,2379,"Spruce_Fir",5733
