"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
108,2948,45,30,376,134,2769,213,161,64,853,"Lodgepole_Pine",108
144,3110,119,12,95,0,2160,241,229,117,3268,"Spruce_Fir",144
257,2900,63,18,301,95,330,233,201,93,1361,"Krummholz",257
427,2821,2,16,120,17,3443,196,208,147,5933,"Lodgepole_Pine",427
659,3412,254,22,342,102,3642,163,248,219,924,"Spruce_Fir",659
829,2774,52,11,270,44,2616,226,217,124,2028,"Lodgepole_Pine",829
851,2891,269,35,180,120,2251,111,228,243,1436,"Spruce_Fir",851
871,2869,49,21,42,19,883,223,190,91,497,"Lodgepole_Pine",871
1008,3001,36,6,270,19,4869,220,226,142,5190,"Lodgepole_Pine",1008
1051,2877,110,12,446,66,1693,240,227,115,2881,"Lodgepole_Pine",1051
1127,2592,86,12,30,1,1034,237,221,113,2278,"Lodgepole_Pine",1127
1258,2714,84,6,134,10,2130,229,229,133,4208,"Lodgepole_Pine",1258
1279,2855,102,10,255,11,2973,237,227,120,2746,"Lodgepole_Pine",1279
1370,2858,113,9,300,70,1507,236,231,126,1461,"Lodgepole_Pine",1370
1551,2125,359,21,108,21,255,184,196,145,750,"Douglas_fir",1551
1582,2241,338,30,268,10,750,141,183,172,994,"Ponderosa_Pine",1582
1805,2634,204,33,175,109,1704,183,248,178,258,"Ponderosa_Pine",1805
1872,3144,29,25,242,73,3345,202,176,99,1521,"Spruce_Fir",1872
1933,2842,319,18,0,0,984,170,220,189,1852,"Spruce_Fir",1933
1969,3221,203,17,391,88,594,210,253,173,4886,"Lodgepole_Pine",1969
2335,2577,17,10,108,5,1783,212,219,144,1930,"Douglas_fir",2335
2355,3135,256,18,458,79,5918,176,248,209,1790,"Lodgepole_Pine",2355
2357,3099,329,6,218,33,2321,207,233,165,2412,"Spruce_Fir",2357
2517,2834,49,17,446,121,2603,225,201,104,234,"Spruce_Fir",2517
2593,2948,331,26,212,93,2670,152,198,181,379,"Lodgepole_Pine",2593
3031,2642,72,27,95,37,1167,239,177,52,1302,"Lodgepole_Pine",3031
3111,2982,329,17,553,66,5459,178,218,179,1897,"Lodgepole_Pine",3111
3127,3025,131,10,690,42,2871,237,235,127,2502,"Lodgepole_Pine",3127
3178,2554,89,9,210,33,170,234,225,122,815,"Lodgepole_Pine",3178
3273,2590,47,26,150,63,1057,219,175,76,1158,"Lodgepole_Pine",3273
3462,3178,34,5,684,36,3302,219,228,146,3844,"Spruce_Fir",3462
3714,3055,6,12,218,-18,1770,205,217,148,1008,"Spruce_Fir",3714
3734,3191,45,3,90,5,1410,220,233,150,636,"Spruce_Fir",3734
3738,2542,96,30,458,144,1080,251,180,34,874,"Ponderosa_Pine",3738
3893,2308,32,10,30,1,192,218,218,134,1159,"Douglas_fir",3893
