"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
0,2754,146,5,150,2,1790,227,239,146,700,"Lodgepole_Pine",0
5,3106,267,5,42,1,3716,207,242,173,1027,"Spruce_Fir",5
19,3220,14,15,153,41,4232,205,209,138,3097,"Spruce_Fir",19
23,3078,339,3,309,50,2741,212,234,160,1354,"Lodgepole_Pine",23
36,3041,297,16,120,24,255,173,233,200,1714,"Lodgepole_Pine",36
40,3152,357,12,285,82,2147,200,217,154,2026,"Lodgepole_Pine",40
52,3088,327,5,600,45,693,208,234,165,824,"Lodgepole_Pine",52
62,3340,209,18,680,195,1146,203,254,181,4313,"Lodgepole_Pine",62
69,2666,251,22,67,20,1560,166,249,217,1170,"Lodgepole_Pine",69
79,3010,69,10,570,89,1559,231,221,122,514,"Spruce_Fir",79
84,3042,221,17,618,333,2486,197,254,189,1254,"Lodgepole_Pine",84
85,3250,62,9,60,-2,1848,228,221,125,2733,"Spruce_Fir",85
91,3357,59,24,569,88,1988,230,183,73,1215,"Spruce_Fir",91
92,2846,112,10,212,25,2558,238,229,121,2831,"Lodgepole_Pine",92
93,3302,107,5,120,42,6066,229,234,139,661,"Spruce_Fir",93
107,3215,300,8,272,32,732,198,237,179,785,"Spruce_Fir",107
112,3209,231,3,361,35,646,215,242,165,785,"Spruce_Fir",112
116,3010,293,10,451,-24,1708,193,238,185,1947,"Lodgepole_Pine",116
123,2264,17,25,212,61,685,191,178,114,942,"Douglas_fir",123
127,3481,59,22,741,266,2370,231,188,79,1710,"Spruce_Fir",127
130,2909,18,2,210,-9,3814,217,234,154,6020,"Lodgepole_Pine",130
140,2914,49,18,210,-13,641,225,198,101,1544,"Spruce_Fir",140
142,2976,333,18,469,81,979,175,214,176,1639,"Lodgepole_Pine",142
146,2928,356,28,234,59,2506,163,177,143,1245,"Lodgepole_Pine",146
158,2851,107,21,67,-13,134,251,209,76,1057,"Spruce_Fir",158
166,2860,152,11,108,10,4830,234,240,136,4522,"Lodgepole_Pine",166
173,2923,259,22,953,257,2409,162,246,219,1558,"Lodgepole_Pine",173
176,3020,75,24,582,209,720,240,188,65,882,"Lodgepole_Pine",176
177,2614,119,22,361,79,1548,251,215,81,2134,"Ponderosa_Pine",177
194,2866,249,32,658,342,1026,134,242,233,1761,"Lodgepole_Pine",194
199,3067,5,28,631,218,644,172,174,128,1507,"Krummholz",199
200,3004,82,7,127,42,940,230,228,130,309,"Ponderosa_Pine",200
203,3346,209,12,792,144,2781,211,251,173,1332,"Spruce_Fir",203
223,3025,190,10,67,7,1398,220,248,161,648,"Lodgepole_Pine",223
230,3183,157,14,1158,90,3093,235,241,134,2353,"Lodgepole_Pine",230
237,3083,55,12,360,8,1890,227,215,119,1148,"Spruce_Fir",237
241,2880,5,13,90,20,1595,202,213,147,2754,"Lodgepole_Pine",241
244,3083,295,4,780,123,902,209,238,169,949,"Lodgepole_Pine",244
255,3057,333,18,234,37,3475,177,215,175,5091,"Lodgepole_Pine",255
262,3129,219,12,618,92,2032,206,251,180,845,"Krummholz",262
263,3188,286,7,649,177,1680,201,240,179,702,"Spruce_Fir",263
264,2768,268,27,492,244,1101,139,238,231,1600,"Lodgepole_Pine",264
282,3215,27,4,67,1,5420,218,230,149,849,"Spruce_Fir",282
285,3195,35,6,120,20,4195,219,227,144,3199,"Spruce_Fir",285
290,3121,315,9,277,-25,721,196,233,176,1189,"Spruce_Fir",290
291,2938,110,12,234,68,2890,240,227,115,1765,"Lodgepole_Pine",291
293,2805,89,20,170,25,2843,246,204,79,153,"Lodgepole_Pine",293
294,3240,143,18,90,16,2917,243,233,111,2952,"Spruce_Fir",294
297,3011,137,9,234,34,4672,235,237,133,67,"Lodgepole_Pine",297
309,3518,49,23,931,319,2594,222,183,83,1120,"Spruce_Fir",309
317,3374,160,13,376,120,2250,233,242,138,624,"Krummholz",317
