"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
1,3219,21,8,67,-1,2869,215,223,145,1825,"Spruce_Fir",1
17,3291,14,10,716,100,6021,210,218,144,2824,"Lodgepole_Pine",17
28,2594,230,24,335,-5,752,174,253,207,1226,"Ponderosa_Pine",28
29,2746,311,5,162,20,1482,205,236,170,1883,"Lodgepole_Pine",29
37,3321,83,21,573,155,1608,244,199,75,1620,"Krummholz",37
40,3152,357,12,285,82,2147,200,217,154,2026,"Lodgepole_Pine",40
42,2787,92,6,277,30,3156,230,231,135,5186,"Spruce_Fir",42
43,3282,86,18,210,49,2053,244,207,86,1337,"Krummholz",43
47,3245,81,9,492,97,685,233,224,123,1844,"Lodgepole_Pine",47
76,2752,155,17,0,0,361,238,239,126,2592,"Spruce_Fir",76
97,3122,7,18,467,25,2866,195,202,141,2820,"Lodgepole_Pine",97
98,2999,31,13,306,47,1221,216,212,129,2356,"Spruce_Fir",98
108,2948,45,30,376,134,2769,213,161,64,853,"Lodgepole_Pine",108
126,2784,43,8,242,28,1940,222,222,136,1897,"Lodgepole_Pine",126
127,3481,59,22,741,266,2370,231,188,79,1710,"Spruce_Fir",127
128,2893,16,9,430,36,2967,212,222,146,3626,"Spruce_Fir",128
131,3278,352,11,268,33,4654,200,221,159,842,"Spruce_Fir",131
145,2945,13,10,0,0,4478,210,219,145,3715,"Spruce_Fir",145
159,2329,292,8,457,256,1374,197,239,182,966,"Ponderosa_Pine",159
169,3483,49,15,726,249,2193,225,207,112,1698,"Spruce_Fir",169
171,3004,156,20,384,154,6131,238,238,119,4071,"Lodgepole_Pine",171
176,3020,75,24,582,209,720,240,188,65,882,"Lodgepole_Pine",176
184,2707,34,5,210,21,1452,219,228,146,1507,"Spruce_Fir",184
188,2948,311,23,832,576,914,151,217,202,2242,"Lodgepole_Pine",188
197,3237,108,3,330,16,4417,225,236,146,2207,"Spruce_Fir",197
205,2745,28,9,480,121,1448,217,220,138,633,"Lodgepole_Pine",205
209,2824,63,7,108,10,1129,226,226,134,2629,"Lodgepole_Pine",209
219,2939,139,10,283,65,4039,235,237,132,1567,"Lodgepole_Pine",219
224,3229,56,17,819,69,1357,229,203,101,2713,"Lodgepole_Pine",224
230,3183,157,14,1158,90,3093,235,241,134,2353,"Lodgepole_Pine",230
236,3230,0,13,150,22,2239,200,215,152,2481,"Spruce_Fir",236
240,2938,343,6,108,3,1917,208,231,161,782,"Lodgepole_Pine",240
257,2900,63,18,301,95,330,233,201,93,1361,"Krummholz",257
258,2595,18,7,60,-10,2242,215,226,148,661,"Douglas_fir",258
260,3531,345,15,400,37,1627,190,216,164,2103,"Krummholz",260
269,3133,38,17,277,27,1036,218,202,114,1906,"Spruce_Fir",269
279,2804,96,7,108,6,691,232,229,129,570,"Lodgepole_Pine",279
280,2765,34,5,503,22,1387,219,228,146,1012,"Lodgepole_Pine",280
305,3027,120,8,295,0,6474,234,234,132,3546,"Lodgepole_Pine",305
307,3121,327,11,30,2,2208,192,227,174,908,"Spruce_Fir",307
312,3061,344,10,127,-7,1878,201,225,163,1316,"Spruce_Fir",312
333,2778,352,8,228,45,1573,206,226,158,2521,"Lodgepole_Pine",333
361,3082,168,8,285,13,1040,227,243,150,3235,"Spruce_Fir",361
372,3049,105,14,228,33,4213,243,222,105,2571,"Lodgepole_Pine",372
374,3250,217,22,765,159,3969,191,254,192,845,"Lodgepole_Pine",374
380,3280,307,5,301,37,5701,207,237,169,560,"Spruce_Fir",380
381,2968,170,17,339,56,3375,230,245,140,1237,"Lodgepole_Pine",381
385,3282,8,12,371,47,1795,206,216,147,1168,"Spruce_Fir",385
404,2492,72,6,300,49,67,227,228,136,1660,"Ponderosa_Pine",404
411,2696,216,4,0,0,942,215,244,165,1767,"Spruce_Fir",411
425,2972,262,7,426,63,5883,204,244,179,3018,"Lodgepole_Pine",425
430,2308,338,16,0,0,1355,183,216,170,819,"Douglas_fir",430
436,3270,313,8,474,80,810,199,234,175,513,"Spruce_Fir",436
440,2790,34,19,162,44,1390,214,196,112,2609,"Lodgepole_Pine",440
443,2516,52,18,30,6,1262,226,197,98,1509,"Douglas_fir",443
451,2232,118,24,85,38,1530,252,211,72,450,"Douglas_fir",451
456,2991,74,8,150,12,3624,230,226,129,5292,"Lodgepole_Pine",456
459,3010,324,14,433,100,1632,183,224,180,2393,"Lodgepole_Pine",459
462,2758,97,6,124,34,2381,229,232,137,6641,"Lodgepole_Pine",462
466,2581,14,20,270,106,2072,196,193,129,661,"Douglas_fir",466
484,2845,343,5,335,47,2123,210,232,161,1921,"Lodgepole_Pine",484
489,3177,187,8,90,1,706,221,246,159,1332,"Spruce_Fir",489
514,3248,189,24,247,89,2456,213,249,157,1123,"Spruce_Fir",514
523,2997,284,12,212,24,2292,187,240,192,972,"Lodgepole_Pine",523
540,3181,85,8,190,33,789,232,226,126,2684,"Lodgepole_Pine",540
552,3045,343,18,319,66,2375,181,211,166,2255,"Spruce_Fir",552
570,2965,85,17,42,6,4402,242,209,91,3792,"Lodgepole_Pine",570
575,2942,247,12,424,39,5686,195,249,191,3584,"Lodgepole_Pine",575
585,2521,130,8,42,3,85,234,236,133,698,"Lodgepole_Pine",585
590,2308,337,17,0,0,547,180,215,172,732,"Ponderosa_Pine",590
615,3072,37,5,120,18,1074,220,229,146,1549,"Lodgepole_Pine",615
628,2635,79,8,210,58,1337,231,225,126,1421,"Lodgepole_Pine",628
649,3212,120,34,150,73,3005,254,190,34,3312,"Spruce_Fir",649
650,3199,3,14,450,139,1554,200,213,149,2271,"Ponderosa_Pine",650
670,2501,84,5,270,20,934,227,231,139,4734,"Lodgepole_Pine",670
680,3287,328,21,218,54,3638,164,210,183,3963,"Spruce_Fir",680
683,2954,213,26,339,161,3070,187,253,190,1550,"Lodgepole_Pine",683
711,2887,304,12,30,7,5142,186,234,188,1191,"Lodgepole_Pine",711
713,2695,86,16,335,-32,1368,242,211,95,3948,"Lodgepole_Pine",713
717,3239,323,7,108,9,4568,201,233,171,750,"Spruce_Fir",717
723,2359,275,14,150,69,778,182,243,200,592,"Ponderosa_Pine",723
732,2936,18,7,0,0,2993,215,226,148,1333,"Spruce_Fir",732
752,2841,151,12,234,39,1110,235,240,133,2010,"Spruce_Fir",752
759,2746,56,7,30,-1,1284,225,225,134,2220,"Lodgepole_Pine",759
775,3308,71,14,400,98,421,235,213,107,510,"Lodgepole_Pine",775
777,3334,111,15,0,0,3617,244,223,104,2981,"Krummholz",777
786,2939,233,10,283,33,5771,204,249,182,2636,"Lodgepole_Pine",786
803,2667,22,14,268,98,633,211,210,133,1973,"Lodgepole_Pine",803
827,2962,0,3,120,13,4222,215,234,156,5557,"Lodgepole_Pine",827
830,2870,53,5,446,58,2324,223,229,142,1973,"Lodgepole_Pine",830
843,2947,337,21,30,9,446,169,205,173,2321,"Spruce_Fir",843
859,3288,304,3,30,1,1878,210,238,166,1539,"Spruce_Fir",859
865,2934,243,26,277,163,2356,160,250,220,1454,"Spruce_Fir",865
868,2760,104,9,30,3,1734,235,229,126,2903,"Lodgepole_Pine",868
912,2839,81,20,175,36,2613,242,201,81,1869,"Lodgepole_Pine",912
920,3104,55,8,268,27,1950,225,223,132,2128,"Lodgepole_Pine",920
934,2837,75,23,216,91,841,240,190,67,1266,"Lodgepole_Pine",934
941,3030,83,4,268,10,1470,225,233,143,1231,"Lodgepole_Pine",941
960,2839,211,27,382,68,3275,186,253,188,1645,"Ponderosa_Pine",960
963,2945,102,22,702,154,2368,250,206,73,1645,"Lodgepole_Pine",963
965,2881,180,10,134,2,1718,224,246,155,2397,"Lodgepole_Pine",965
966,3166,200,11,350,67,2130,216,250,167,793,"Spruce_Fir",966
984,2869,58,4,532,20,2731,223,230,143,2871,"Cottonwood_Willow",984
989,3285,201,18,870,15,3882,209,253,172,902,"Douglas_fir",989
1014,2703,252,34,124,66,900,127,240,237,1490,"Lodgepole_Pine",1014
1015,3111,120,17,268,88,2832,247,224,100,1188,"Lodgepole_Pine",1015
1026,3372,5,13,541,85,2210,203,214,148,1434,"Spruce_Fir",1026
1027,2937,137,24,210,43,908,248,224,90,2847,"Lodgepole_Pine",1027
1033,3296,211,23,124,36,2399,195,254,185,636,"Krummholz",1033
1060,2828,14,16,182,40,1167,203,204,135,3129,"Spruce_Fir",1060
1071,3110,138,14,90,-8,1905,241,234,119,2143,"Lodgepole_Pine",1071
1086,2685,136,25,108,37,391,249,221,84,467,"Aspen",1086
1087,3338,256,22,256,62,3463,162,247,219,1530,"Krummholz",1087
1091,2629,75,16,124,18,2147,238,207,95,2616,"Douglas_fir",1091
1095,3030,77,14,0,0,953,237,212,103,1260,"Spruce_Fir",1095
1098,3243,153,17,319,62,1732,238,239,125,1345,"Spruce_Fir",1098
1105,3088,184,14,295,73,420,223,249,156,1315,"Lodgepole_Pine",1105
1109,2779,48,14,210,18,1398,224,210,117,1040,"Lodgepole_Pine",1109
1134,2837,304,26,433,85,1836,140,217,213,2070,"Aspen",1134
1143,3001,124,7,525,36,5361,232,235,136,5606,"Lodgepole_Pine",1143
1164,2914,218,24,150,37,3035,187,254,194,1165,"Lodgepole_Pine",1164
1165,3266,154,6,210,45,1289,227,241,147,3064,"Lodgepole_Pine",1165
1196,3041,259,6,870,76,5751,206,244,176,5622,"Lodgepole_Pine",1196
1206,2946,62,11,384,82,2695,230,216,118,1932,"Lodgepole_Pine",1206
1210,2439,299,12,150,55,342,185,235,190,499,"Ponderosa_Pine",1210
1227,3025,83,8,0,0,2466,232,226,127,4055,"Spruce_Fir",1227
1231,2866,342,20,201,41,1033,176,207,168,1931,"Lodgepole_Pine",1231
1232,2707,86,28,120,55,120,247,180,43,1578,"Aspen",1232
1265,2636,126,15,400,101,1608,244,229,110,2173,"Ponderosa_Pine",1265
1271,2308,178,17,417,14,1290,225,248,149,875,"Cottonwood_Willow",1271
1275,2332,337,14,127,44,404,189,221,170,598,"Ponderosa_Pine",1275
1294,2209,308,26,60,31,573,139,213,209,1315,"Ponderosa_Pine",1294
1300,2902,284,10,90,9,2208,191,240,189,1471,"Lodgepole_Pine",1300
1303,3107,10,7,218,29,1630,213,227,151,3076,"Spruce_Fir",1303
1309,2724,175,17,212,111,2115,227,247,145,446,"Ponderosa_Pine",1309
1313,2709,147,7,180,-7,1830,229,239,143,1036,"Lodgepole_Pine",1313
1318,3121,333,13,330,-53,1353,191,223,172,1236,"Spruce_Fir",1318
1359,3175,74,4,240,10,3711,225,231,142,4583,"Spruce_Fir",1359
1365,2986,138,6,382,61,1784,229,238,143,2610,"Lodgepole_Pine",1365
1398,2951,243,17,60,5,1103,184,251,203,495,"Spruce_Fir",1398
1422,2729,1,11,95,12,1200,205,220,152,2340,"Lodgepole_Pine",1422
1427,3222,252,11,150,43,4474,196,248,190,3193,"Spruce_Fir",1427
1446,2834,1,11,0,0,3707,205,220,152,6112,"Lodgepole_Pine",1446
1470,3212,54,4,30,10,1689,222,230,143,666,"Spruce_Fir",1470
1473,2726,49,15,351,18,1262,225,206,111,2227,"Lodgepole_Pine",1473
1484,3212,108,4,371,31,5734,226,235,144,2477,"Spruce_Fir",1484
1493,3344,272,18,658,161,4442,170,242,210,2584,"Spruce_Fir",1493
1508,3318,84,17,67,5,3576,242,210,93,2554,"Krummholz",1508
1515,2683,349,8,180,7,1537,205,226,160,1332,"Spruce_Fir",1515
1522,3281,318,11,564,49,684,190,230,179,1426,"Spruce_Fir",1522
1525,2957,32,11,216,27,702,218,217,134,2255,"Krummholz",1525
1530,2939,139,16,67,17,4502,243,233,114,1894,"Lodgepole_Pine",1530
1531,3424,187,21,124,52,1123,217,250,156,1084,"Aspen",1531
1541,3157,4,10,782,84,1672,207,221,151,2701,"Spruce_Fir",1541
1551,2125,359,21,108,21,255,184,196,145,750,"Douglas_fir",1551
1558,2429,121,15,60,-2,1786,244,227,108,153,"Cottonwood_Willow",1558
1562,3056,110,7,242,-1,2885,233,232,132,860,"Lodgepole_Pine",1562
1566,2716,15,11,30,2,1260,211,218,143,2406,"Lodgepole_Pine",1566
1602,3156,325,20,433,147,2597,167,214,185,2601,"Spruce_Fir",1602
1648,2718,303,12,95,2,1848,188,234,187,631,"Lodgepole_Pine",1648
1660,2060,46,42,127,107,192,195,116,18,319,"Ponderosa_Pine",1660
1666,3101,351,6,234,32,4112,209,229,159,2048,"Lodgepole_Pine",1666
1677,2696,337,18,150,48,1857,177,212,172,2808,"Lodgepole_Pine",1677
1680,3096,30,21,319,13,3254,208,189,109,3104,"Spruce_Fir",1680
1695,3103,148,14,234,30,6141,238,238,126,2180,"Lodgepole_Pine",1695
1698,3139,242,22,600,218,2970,172,252,212,2609,"Lodgepole_Pine",1698
1699,3037,104,2,277,36,2736,222,236,150,361,"Spruce_Fir",1699
1701,2698,2,8,379,-25,1532,209,224,154,4195,"Lodgepole_Pine",1701
1708,2592,5,16,42,0,1288,197,206,144,1889,"Douglas_fir",1708
1717,2991,90,9,60,6,2165,235,225,121,1259,"Lodgepole_Pine",1717
1721,2465,203,36,95,45,1480,178,244,175,674,"Ponderosa_Pine",1721
1727,2788,355,21,323,112,940,181,198,151,2325,"Lodgepole_Pine",1727
1729,2213,48,33,350,155,785,213,152,50,845,"Ponderosa_Pine",1729
1740,3065,142,22,840,51,2982,246,228,100,2505,"Lodgepole_Pine",1740
1755,3129,335,9,319,54,1984,200,228,167,2462,"Lodgepole_Pine",1755
1767,2857,45,8,324,8,3000,223,223,135,2442,"Lodgepole_Pine",1767
1772,2715,83,14,404,31,1348,239,215,104,2866,"Lodgepole_Pine",1772
1776,2956,25,10,120,11,1959,215,219,140,3254,"Spruce_Fir",1776
1780,2961,322,15,60,15,2400,180,223,183,900,"Spruce_Fir",1780
1802,3196,61,27,390,30,503,230,172,57,1956,"Spruce_Fir",1802
1811,3027,319,14,175,24,2068,183,226,183,1230,"Spruce_Fir",1811
1812,2656,55,26,190,63,594,226,176,68,1723,"Aspen",1812
1818,2964,159,27,240,27,3388,236,233,108,1224,"Lodgepole_Pine",1818
1820,3116,298,27,30,21,4494,134,218,219,1419,"Spruce_Fir",1820
1831,2704,108,5,268,20,872,228,234,141,360,"Ponderosa_Pine",1831
1837,3098,349,8,162,21,2173,205,226,160,1670,"Spruce_Fir",1837
1851,3450,145,18,180,43,4169,242,234,114,4224,"Krummholz",1851
1852,3058,347,10,541,18,5049,201,224,162,470,"Lodgepole_Pine",1852
1863,2662,168,25,182,58,1907,230,240,125,1445,"Lodgepole_Pine",1863
1881,2874,318,12,95,37,4740,188,229,180,4667,"Lodgepole_Pine",1881
1890,2916,208,21,120,14,937,201,254,180,706,"Lodgepole_Pine",1890
1896,2708,15,7,443,99,2399,214,225,148,1563,"Lodgepole_Pine",1896
1915,2696,147,18,210,57,1931,241,235,116,1396,"Lodgepole_Pine",1915
1925,3088,266,11,268,32,5731,193,245,191,1981,"Lodgepole_Pine",1925
1947,2693,70,6,60,-1,1484,227,228,135,618,"Lodgepole_Pine",1947
1949,3170,169,12,319,39,404,229,245,146,4924,"Lodgepole_Pine",1949
1956,2780,250,8,421,53,1920,203,246,181,1218,"Lodgepole_Pine",1956
1964,3445,92,34,745,160,2062,249,168,19,1698,"Spruce_Fir",1964
1969,3221,203,17,391,88,594,210,253,173,4886,"Lodgepole_Pine",1969
1991,3052,18,20,875,183,2568,200,193,124,1651,"Lodgepole_Pine",1991
1992,3134,138,14,192,20,2255,240,235,121,295,"Spruce_Fir",1992
1999,3138,21,8,170,10,1570,215,223,145,1087,"Lodgepole_Pine",1999
2005,3076,324,2,30,-2,834,214,236,160,1804,"Spruce_Fir",2005
2011,3030,86,13,228,5,3158,238,218,108,5608,"Spruce_Fir",2011
2014,3116,294,29,240,85,2846,125,218,226,2616,"Douglas_fir",2014
2016,3045,116,12,420,-53,560,241,228,115,1383,"Spruce_Fir",2016
2040,2395,358,28,256,-15,765,165,177,140,1482,"Ponderosa_Pine",2040
2041,2783,108,12,192,53,3005,240,226,115,2697,"Ponderosa_Pine",2041
2051,2942,228,6,60,6,5520,211,246,172,2066,"Spruce_Fir",2051
2077,3179,220,12,42,0,3019,205,252,181,1061,"Lodgepole_Pine",2077
2100,2729,107,16,0,0,2725,246,219,97,2230,"Aspen",2100
2115,3195,69,9,569,79,2142,230,222,125,2771,"Spruce_Fir",2115
2124,2881,71,16,309,58,2658,236,208,99,2984,"Lodgepole_Pine",2124
2133,3128,268,23,216,25,4662,156,242,222,3174,"Spruce_Fir",2133
2158,3218,13,12,912,201,2022,208,216,143,2271,"Krummholz",2158
2171,2766,148,14,361,86,1921,238,238,128,2154,"Lodgepole_Pine",2171
2202,3175,49,10,313,62,3671,224,218,127,3284,"Krummholz",2202
2203,2938,79,21,339,112,485,242,197,76,553,"Spruce_Fir",2203
2247,2454,50,17,124,46,277,226,201,103,390,"Douglas_fir",2247
2251,3138,252,15,841,160,6195,184,249,202,1332,"Douglas_fir",2251
2257,3214,202,8,612,105,516,217,247,165,2912,"Lodgepole_Pine",2257
2266,3027,54,11,175,28,2998,226,216,122,1533,"Lodgepole_Pine",2266
2269,3019,74,30,212,101,2215,239,169,39,2601,"Spruce_Fir",2269
2271,2682,86,14,192,-3,698,239,216,105,1168,"Lodgepole_Pine",2271
2290,2963,235,4,750,-57,1357,213,243,167,1718,"Lodgepole_Pine",2290
2301,3149,356,6,120,17,1448,210,229,157,525,"Spruce_Fir",2301
2320,3070,168,10,331,36,6603,228,244,147,3287,"Lodgepole_Pine",2320
2328,2972,252,22,180,86,6204,164,248,218,4873,"Lodgepole_Pine",2328
2332,3120,77,3,361,34,3571,224,233,145,1034,"Spruce_Fir",2332
2345,3151,139,14,216,21,2361,241,235,120,430,"Spruce_Fir",2345
2352,2997,288,15,503,18,1405,175,237,201,1460,"Lodgepole_Pine",2352
2357,3099,329,6,218,33,2321,207,233,165,2412,"Spruce_Fir",2357
2358,2991,330,14,541,70,1825,187,222,175,780,"Lodgepole_Pine",2358
2364,3397,339,8,912,58,1332,203,228,164,1731,"Krummholz",2364
2365,3244,99,6,190,39,2963,230,232,136,4889,"Spruce_Fir",2365
2369,3174,270,31,67,16,1136,123,232,238,2529,"Spruce_Fir",2369
2383,2982,345,16,134,37,1279,188,214,163,2282,"Lodgepole_Pine",2383
2412,3302,277,18,638,135,4290,169,241,210,2477,"Spruce_Fir",2412
2427,2587,58,24,150,51,395,229,183,73,1626,"Douglas_fir",2427
2429,3096,99,25,371,82,3204,251,197,59,1800,"Spruce_Fir",2429
2432,2964,265,15,750,318,1461,181,245,202,2069,"Lodgepole_Pine",2432
2460,2864,345,17,0,0,666,184,211,164,1862,"Lodgepole_Pine",2460
2494,2954,204,17,190,80,2577,208,253,175,2167,"Lodgepole_Pine",2494
2510,3223,328,16,607,33,1826,178,219,180,391,"Spruce_Fir",2510
2516,3257,218,11,671,-12,3926,208,251,178,1332,"Lodgepole_Pine",2516
2519,2846,25,14,591,33,3428,213,210,131,2594,"Lodgepole_Pine",2519
2525,3027,315,6,30,3,3379,203,235,171,212,"Spruce_Fir",2525
2536,3264,151,12,525,73,5889,235,240,134,2955,"Lodgepole_Pine",2536
2540,3294,344,8,371,71,4592,205,228,162,2138,"Spruce_Fir",2540
2576,2852,16,8,256,60,2497,214,224,147,3150,"Lodgepole_Pine",2576
2593,2948,331,26,212,93,2670,152,198,181,379,"Lodgepole_Pine",2593
2594,2954,344,10,85,17,3495,199,224,163,2550,"Lodgepole_Pine",2594
2604,2546,99,11,270,20,671,238,225,117,3516,"Lodgepole_Pine",2604
2609,2767,301,11,162,65,1945,188,235,187,797,"Lodgepole_Pine",2609
2624,2922,162,3,127,3,3900,222,240,153,6449,"Lodgepole_Pine",2624
2631,3079,3,20,1026,210,2673,189,198,142,1481,"Spruce_Fir",2631
2646,3068,37,5,30,1,3636,220,229,145,1660,"Lodgepole_Pine",2646
2663,3166,222,11,335,19,2729,206,251,180,720,"Lodgepole_Pine",2663
2673,2689,21,15,60,0,277,209,207,132,408,"Spruce_Fir",2673
2684,2754,87,9,424,-11,870,233,226,125,2616,"Spruce_Fir",2684
2699,2927,305,11,182,42,3237,189,234,185,1718,"Lodgepole_Pine",2699
2706,3088,51,13,85,16,3314,226,211,116,1361,"Spruce_Fir",2706
2709,2772,141,12,362,79,2925,238,237,127,1353,"Krummholz",2709
2727,2982,206,23,330,89,2685,199,254,180,841,"Lodgepole_Pine",2727
2739,3112,10,7,631,31,1984,213,226,151,2652,"Lodgepole_Pine",2739
2762,2761,319,16,95,46,2321,176,224,187,277,"Spruce_Fir",2762
2768,3233,20,26,443,157,911,193,176,109,850,"Cottonwood_Willow",2768
2775,3187,284,4,430,40,2571,209,240,169,277,"Spruce_Fir",2775
2793,2946,20,5,430,33,3958,217,229,150,4628,"Lodgepole_Pine",2793
2807,2975,9,17,210,23,4280,198,203,139,2024,"Lodgepole_Pine",2807
2828,3161,326,5,108,-16,949,206,234,166,994,"Spruce_Fir",2828
2831,3127,129,6,60,-7,2016,231,236,138,532,"Spruce_Fir",2831
2857,3081,98,5,0,0,1651,228,233,138,366,"Cottonwood_Willow",2857
2861,3272,297,8,660,-2,2287,198,238,179,830,"Spruce_Fir",2861
2872,3234,41,4,454,31,1822,220,230,146,1189,"Spruce_Fir",2872
2887,3014,260,8,467,47,5064,200,245,183,1657,"Lodgepole_Pine",2887
2898,2982,101,13,60,-2,4626,242,222,108,2561,"Lodgepole_Pine",2898
2921,2204,19,31,474,127,513,181,160,99,674,"Ponderosa_Pine",2921
2928,2661,71,17,60,15,1570,237,204,93,503,"Spruce_Fir",2928
2934,3255,126,13,85,12,2402,241,231,117,2780,"Krummholz",2934
2936,2993,22,17,509,-39,684,207,201,126,560,"Lodgepole_Pine",2936
2953,3164,211,11,212,17,2824,211,250,174,845,"Krummholz",2953
2965,3160,210,5,170,-4,3075,216,245,165,1205,"Lodgepole_Pine",2965
2978,1974,51,38,67,54,108,209,131,24,371,"Ponderosa_Pine",2978
2984,2886,97,6,95,-6,4821,229,232,137,1451,"Lodgepole_Pine",2984
2990,3417,2,9,418,78,1584,208,224,153,1310,"Krummholz",2990
3021,2609,88,14,300,78,853,241,215,101,484,"Lodgepole_Pine",3021
3037,2775,88,12,268,18,2970,238,220,112,2401,"Lodgepole_Pine",3037
3042,3376,243,10,255,121,3398,201,248,185,495,"Spruce_Fir",3042
3044,3221,338,3,212,23,847,214,235,160,1319,"Lodgepole_Pine",3044
3072,2842,20,15,212,52,1419,208,207,133,2888,"Spruce_Fir",3072
3087,3090,326,20,323,88,2521,168,214,184,2391,"Spruce_Fir",3087
3090,2308,122,15,301,46,67,244,227,107,212,"Ponderosa_Pine",3090
3094,3249,210,8,700,94,2192,214,247,169,1961,"Spruce_Fir",3094
3097,3073,214,18,0,0,2742,200,254,184,1261,"Lodgepole_Pine",3097
3109,2775,299,20,201,56,2529,161,228,206,95,"Lodgepole_Pine",3109
3112,2956,18,10,516,93,2823,212,219,143,1786,"Lodgepole_Pine",3112
3138,2955,247,6,421,26,5220,207,245,176,2014,"Lodgepole_Pine",3138
3148,3071,54,13,661,12,488,227,211,115,1061,"Lodgepole_Pine",3148
3152,3259,41,10,190,39,6000,221,219,132,488,"Spruce_Fir",3152
3154,2899,70,6,474,55,3814,226,229,137,3285,"Lodgepole_Pine",3154
3157,2621,309,3,190,12,955,210,237,165,5727,"Lodgepole_Pine",3157
3184,3000,276,12,42,5,2571,189,242,193,1802,"Lodgepole_Pine",3184
3188,2214,319,32,268,125,450,122,193,201,474,"Ponderosa_Pine",3188
3189,2922,279,9,90,15,3610,196,241,184,4869,"Lodgepole_Pine",3189
3193,2782,288,5,319,41,3982,205,239,173,1855,"Lodgepole_Pine",3193
3201,3198,26,8,660,105,2920,216,222,142,3582,"Spruce_Fir",3201
3202,2839,242,34,95,50,2573,137,244,229,1766,"Spruce_Fir",3202
3221,2982,317,9,134,20,3241,197,233,175,6313,"Lodgepole_Pine",3221
3229,3191,340,6,127,11,5358,207,231,163,2497,"Spruce_Fir",3229
3239,2790,108,11,150,3,540,239,227,117,256,"Aspen",3239
3249,2986,351,14,60,6,1026,195,215,158,2039,"Lodgepole_Pine",3249
3274,2911,52,31,362,94,934,219,159,53,693,"Lodgepole_Pine",3274
3322,3198,284,10,474,63,488,193,240,187,2719,"Lodgepole_Pine",3322
3326,2741,82,5,481,-16,2334,227,231,138,5919,"Ponderosa_Pine",3326
3336,3126,126,15,153,-29,4641,244,229,110,1181,"Spruce_Fir",3336
3337,3257,314,20,604,39,3695,161,219,196,1360,"Spruce_Fir",3337
3339,2302,110,26,150,61,242,253,201,58,1727,"Cottonwood_Willow",3339
3381,3347,78,18,120,22,1302,240,205,90,1448,"Krummholz",3381
3389,2128,3,21,67,22,426,186,194,141,331,"Douglas_fir",3389
3401,3251,188,14,342,46,3124,221,250,159,976,"Lodgepole_Pine",3401
3407,3000,125,8,330,71,2300,234,235,133,2510,"Lodgepole_Pine",3407
3416,3172,120,25,319,81,3427,253,210,70,395,"Spruce_Fir",3416
3417,2899,230,18,30,6,2068,190,253,197,1380,"Lodgepole_Pine",3417
3440,2962,329,17,108,14,2937,178,218,179,2018,"Spruce_Fir",3440
3457,3078,175,5,499,53,1638,223,243,154,759,"Lodgepole_Pine",3457
3476,2485,306,22,270,107,631,155,222,205,390,"Douglas_fir",3476
3481,3090,150,9,362,-25,6176,233,240,138,2716,"Lodgepole_Pine",3481
3523,2964,155,17,849,169,2761,238,239,126,1179,"Lodgepole_Pine",3523
3536,2998,216,13,379,89,5305,206,252,180,1319,"Lodgepole_Pine",3536
3550,2812,146,31,201,114,1463,244,218,77,1693,"Lodgepole_Pine",3550
3557,2925,70,6,0,0,1905,227,228,135,2563,"Lodgepole_Pine",3557
3559,3184,54,13,361,41,4646,227,211,114,2646,"Spruce_Fir",3559
3580,2768,105,3,85,-1,2670,224,236,147,1954,"Lodgepole_Pine",3580
3594,2955,76,10,591,10,750,233,220,118,1868,"Lodgepole_Pine",3594
3596,2704,142,3,85,-2,1478,223,238,151,997,"Lodgepole_Pine",3596
3607,2854,323,28,192,87,351,137,198,194,1032,"Spruce_Fir",3607
3615,2613,344,16,484,126,720,186,213,165,997,"Ponderosa_Pine",3615
3618,3365,92,9,664,126,3034,234,227,124,2520,"Spruce_Fir",3618
3636,3090,40,11,514,18,3596,221,216,128,4621,"Lodgepole_Pine",3636
3653,2899,327,10,42,0,3301,197,229,172,1956,"Lodgepole_Pine",3653
3654,3015,110,31,30,-22,977,254,190,39,1588,"Spruce_Fir",3654
3676,3004,98,5,446,116,2438,228,233,138,1839,"Lodgepole_Pine",3676
3693,2962,5,22,150,31,2215,186,191,137,1584,"Spruce_Fir",3693
3734,3191,45,3,90,5,1410,220,233,150,636,"Spruce_Fir",3734
3754,2860,191,18,120,27,3848,217,251,162,3341,"Spruce_Fir",3754
3757,3375,310,4,402,36,1350,209,237,166,2307,"Spruce_Fir",3757
3759,3195,329,11,0,0,1419,194,227,172,2598,"Spruce_Fir",3759
3809,2975,351,8,503,148,5045,206,227,159,5224,"Lodgepole_Pine",3809
3811,3025,95,11,573,-33,1053,238,223,114,1329,"Lodgepole_Pine",3811
3813,2980,114,23,175,54,5499,252,210,73,1421,"Lodgepole_Pine",3813
3823,2667,356,16,60,8,2028,193,211,154,5057,"Lodgepole_Pine",3823
3824,2835,349,15,180,76,700,192,214,160,2125,"Lodgepole_Pine",3824
3829,2689,22,22,402,-2,1980,200,187,115,2207,"Lodgepole_Pine",3829
3840,3086,156,11,228,30,3543,233,241,138,875,"Spruce_Fir",3840
3848,2888,126,27,430,109,2067,253,210,67,1930,"Lodgepole_Pine",3848
